BDRY_IDENT	SEG_NBR	NAME	TYPE	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
FP00021	2130	TZ MINUS 2 B	01	FP	G		S18575922	-18.966450	E012030347	12.050964	S17151290	-17.253583	E011242141	11.405947													200107
FP00021	2140	TZ MINUS 2 B	01	FP	G		S17151290	-17.253583	E011242141	11.405947	S17143001	-17.241669	E012284400	12.478889													200107
FP00021	2150	TZ MINUS 2 B	01	FP	G		S17143001	-17.241669	E012284400	12.478889	S17005901	-17.016392	E012552400	12.923333													200107
FP00021	2160	TZ MINUS 2 B	01	FP	G		S17005901	-17.016392	E012552400	12.923333	S17013900	-17.027500	E013294600	13.496111													200107
FP00021	2170	TZ MINUS 2 B	01	FP	G		S17013900	-17.027500	E013294600	13.496111	S17240400	-17.401111	E013554400	13.928889													200107
FP00021	2180	TZ MINUS 2 B	01	FP	G		S17240400	-17.401111	E013554400	13.928889	S17231301	-17.386947	E014130499	14.218053													200107
FP00021	2190	TZ MINUS 2 B	01	FP	G		S17231301	-17.386947	E014130499	14.218053	S17232341	-17.389836	E018270554	18.451539													200107
FP00021	2200	TZ MINUS 2 B	01	FP	G		S17232341	-17.389836	E018270554	18.451539	S17490200	-17.817222	E018552299	18.923053													200107
FP00021	2210	TZ MINUS 2 B	01	FP	G		S17490200	-17.817222	E018552299	18.923053	S17524001	-17.877781	E019580699	19.968608													200107
FP00021	2220	TZ MINUS 2 B	01	FP	G		S17524001	-17.877781	E019580699	19.968608	S17584400	-17.978889	E020384299	20.645275													200107
FP00021	2230	TZ MINUS 2 B	01	FP	G		S17584400	-17.978889	E020384299	20.645275	S17573701	-17.960281	E021161399	21.270553													200107
FP00021	2240	TZ MINUS 2 B	01	FP	G		S17573701	-17.960281	E021161399	21.270553	S17365701	-17.615836	E023271599	23.454442													200107
FP00021	2250	TZ MINUS 2 B	01	FP	G		S17365701	-17.615836	E023271599	23.454442	S16101798	-16.171661	E022000054	22.000150													200107
FP00021	2260	TZ MINUS 2 B	01	FP	G		S16101798	-16.171661	E022000054	22.000150	S13001800	-13.005000	E022001699	22.004719													200107
FP00021	2270	TZ MINUS 2 B	01	FP	G		S13001800	-13.005000	E022001699	22.004719	S13002421	-13.006725	E024015889	24.033025													200107
FP00021	2280	TZ MINUS 2 B	01	FP	G		S13002421	-13.006725	E024015889	24.033025	S12461600	-12.771111	E023530999	23.886108													200107
FP00021	2290	TZ MINUS 2 B	01	FP	G		S12461600	-12.771111	E023530999	23.886108	S12234700	-12.396389	E024025799	24.049442													200107
FP00021	2300	TZ MINUS 2 B	01	FP	G		S12234700	-12.396389	E024025799	24.049442	S11525600	-11.882222	E023590299	23.984164													200107
FP00021	2310	TZ MINUS 2 B	01	FP	G		S11525600	-11.882222	E023590299	23.984164	S11241000	-11.402778	E024050399	24.084442													200107
FP00021	2320	TZ MINUS 2 B	01	FP	G		S11241000	-11.402778	E024050399	24.084442	S10521366	-10.870461	E023591034	23.986206													200107
FP00021	2330	TZ MINUS 2 B	01	FP	G		S10521366	-10.870461	E023591034	23.986206	S11014000	-11.027778	E023510200	23.850556													200107
FP00021	2340	TZ MINUS 2 B	01	FP	G		S11014000	-11.027778	E023510200	23.850556	S10573000	-10.958333	E023283499	23.476386													200107
FP00021	2350	TZ MINUS 2 B	01	FP	G		S10573000	-10.958333	E023283499	23.476386	S11044000	-11.077778	E023124700	23.213056													200107
FP00021	2360	TZ MINUS 2 B	01	FP	G		S11044000	-11.077778	E023124700	23.213056	S11020100	-11.033611	E022333800	22.560556													200107
FP00021	2370	TZ MINUS 2 B	01	FP	G		S11020100	-11.033611	E022333800	22.560556	S11123500	-11.209722	E022151399	22.253886													200107
FP00021	2380	TZ MINUS 2 B	01	FP	G		S11123500	-11.209722	E022151399	22.253886	S10522401	-10.873336	E022095599	22.165553													200107
FP00021	2390	TZ MINUS 2 B	01	FP	G		S10522401	-10.873336	E022095599	22.165553	S10432901	-10.724725	E022185199	22.314442													200107
FP00021	2400	TZ MINUS 2 B	01	FP	G		S10432901	-10.724725	E022185199	22.314442	S09555001	-9.930558	E022094500	22.162500													200107
FP00021	2410	TZ MINUS 2 B	01	FP	G		S09555001	-9.930558	E022094500	22.162500	S09242000	-9.405556	E021472599	21.790553													200107
FP00021	2420	TZ MINUS 2 B	01	FP	G		S09242000	-9.405556	E021472599	21.790553	S08225901	-8.383058	E021543099	21.908608													200107
FP00021	2430	TZ MINUS 2 B	01	FP	G		S08225901	-8.383058	E021543099	21.908608	S07165103	-7.280842	E021465865	21.782958													200107
FP00021	2440	TZ MINUS 2 B	01	FP	G		S07165103	-7.280842	E021465865	21.782958	S07170102	-7.283617	E020325538	20.548717													200107
FP00021	2450	TZ MINUS 2 B	01	FP	G		S07170102	-7.283617	E020325538	20.548717	S06544998	-6.913883	E020374709	20.629747													200107
FP00021	2460	TZ MINUS 2 B	01	FP	G		S06544998	-6.913883	E020374709	20.629747	S06594781	-6.996614	E019322021	19.538947													200107
FP00021	2470	TZ MINUS 2 B	01	FP	G		S06594781	-6.996614	E019322021	19.538947	S07594600	-7.996111	E019222299	19.373053													200107
FP00021	2480	TZ MINUS 2 B	01	FP	G		S07594600	-7.996111	E019222299	19.373053	S08045901	-8.083058	E017331899	17.555275													200107
FP00021	2490	TZ MINUS 2 B	01	FP	G		S08045901	-8.083058	E017331899	17.555275	S05523300	-5.875833	E016305099	16.514164													200107
FP00021	2500	TZ MINUS 2 B	01	FP	G		S05523300	-5.875833	E016305099	16.514164	S05514304	-5.861956	E015290674	15.485206													200107
FP00021	2510	TZ MINUS 2 B	01	FP	G		S05514304	-5.861956	E015290674	15.485206	N03000000	3.000000	E024000000	24.000000													200107
FP00021	2520	TZ MINUS 2 B	01	FP	G		N03000000	3.000000	E024000000	24.000000	N04104400	4.178889	E022294999	22.497219													200107
FP00021	2530	TZ MINUS 2 B	01	FP	G		N04104400	4.178889	E022294999	22.497219	N04490900	4.819167	E022532699	22.890831													200107
FP00021	2540	TZ MINUS 2 B	01	FP	G		N04490900	4.819167	E022532699	22.890831	N04351800	4.588333	E023224600	23.379444													200107
FP00021	2550	TZ MINUS 2 B	01	FP	G		N04351800	4.588333	E023224600	23.379444	N05062700	5.107500	E024225499	24.381942													200107
FP00021	2560	TZ MINUS 2 B	01	FP	G		N05062700	5.107500	E024225499	24.381942	N04543900	4.910833	E024440400	24.734444													200107
FP00021	2570	TZ MINUS 2 B	01	FP	G		N04543900	4.910833	E024440400	24.734444	N05013000	5.025000	E025172399	25.289997													200107
FP00021	2580	TZ MINUS 2 B	01	FP	G		N05013000	5.025000	E025172399	25.289997	N05185300	5.314722	E025214299	25.361942													200107
FP00021	2590	TZ MINUS 2 B	01	FP	G		N05185300	5.314722	E025214299	25.361942	N05135800	5.232778	E026115099	26.197497													200107
FP00021	2600	TZ MINUS 2 B	01	FP	G		N05135800	5.232778	E026115099	26.197497	N05082800	5.141111	E026561599	26.937775													200107
FP00021	2610	TZ MINUS 2 B	01	FP	G		N05082800	5.141111	E026561599	26.937775	N05005900	5.016389	E027271900	27.455278													200107
FP00021	2620	TZ MINUS 2 B	01	FP	G		N05005900	5.016389	E027271900	27.455278	N05385200	5.647778	E027142700	27.240833													200107
FP00021	2630	TZ MINUS 2 B	01	FP	G		N05385200	5.647778	E027142700	27.240833	N06091500	6.154167	E026294300	26.495278													200107
FP00021	2640	TZ MINUS 2 B	01	FP	G		N06091500	6.154167	E026294300	26.495278	N06225900	6.383056	E026182800	26.307778													200107
FP00021	2650	TZ MINUS 2 B	01	FP	G		N06225900	6.383056	E026182800	26.307778	N06380689	6.635247	E026242262	26.406283													200107
FP00021	2660	TZ MINUS 2 B	01	FP	G		N06380689	6.635247	E026242262	26.406283	N07213000	7.358333	E025212599	25.357219													200107
FP00021	2670	TZ MINUS 2 B	01	FP	G		N07213000	7.358333	E025212599	25.357219	N07411600	7.687778	E025175599	25.298886													200107
FP00021	2680	TZ MINUS 2 B	01	FP	G		N07411600	7.687778	E025175599	25.298886	N08022900	8.041389	E024563799	24.943886													200107
FP00021	2690	TZ MINUS 2 B	01	FP	G		N08022900	8.041389	E024563799	24.943886	N08173500	8.293056	E024123600	24.210000													200107
FP00021	2700	TZ MINUS 2 B	01	FP	G		N08173500	8.293056	E024123600	24.210000	N08411299	8.686942	E024120400	24.201111													200107
FP00021	2710	TZ MINUS 2 B	01	FP	G		N08411299	8.686942	E024120400	24.201111	N08425100	8.714167	E023310400	23.517778													200107
FP00021	2720	TZ MINUS 2 B	01	FP	G		N08425100	8.714167	E023310400	23.517778	N09355199	9.597775	E023393699	23.660275													200107
FP00021	2730	TZ MINUS 2 B	01	FP	G		N09355199	9.597775	E023393699	23.660275	N10552081	10.922447	E022515942	22.866506													200107
FP00021	2740	TZ MINUS 2 B	01	FP	G		N10552081	10.922447	E022515942	22.866506	N11245700	11.415833	E022555100	22.930833													200107
FP00021	2750	TZ MINUS 2 B	01	FP	G		N11245700	11.415833	E022555100	22.930833	N12291400	12.487222	E022243199	22.408886													200107
FP00021	2760	TZ MINUS 2 B	01	FP	G		N12291400	12.487222	E022243199	22.408886	N12471800	12.788333	E021495500	21.831944													200107
FP00021	2770	TZ MINUS 2 B	01	FP	G		N12471800	12.788333	E021495500	21.831944	N13393699	13.660275	E022081800	22.138333													200107
FP00021	2780	TZ MINUS 2 B	01	FP	G		N13393699	13.660275	E022081800	22.138333	N14304699	14.513053	E022235999	22.399997													200107
FP00021	2790	TZ MINUS 2 B	01	FP	G		N14304699	14.513053	E022235999	22.399997	N14513400	14.859444	E022401400	22.670556													200107
FP00021	2800	TZ MINUS 2 B	01	FP	G		N14513400	14.859444	E022401400	22.670556	N15422300	15.706389	E023063099	23.108608													200107
FP00021	2810	TZ MINUS 2 B	01	FP	G		N15422300	15.706389	E023063099	23.108608	N15423134	15.708706	E023595868	23.999633													200107
FP00021	2820	TZ MINUS 2 B	01	FP	G		N15423134	15.708706	E023595868	23.999633	N19592000	19.988889	E024000099	24.000275													200107
FP00021	2830	TZ MINUS 2 B	01	FP	G		N19592000	19.988889	E024000099	24.000275	N19595683	19.999119	E025000299	25.000831													200107
FP00021	2840	TZ MINUS 2 B	01	FP	G		N19595683	19.999119	E025000299	25.000831	N29145599	29.248886	E024595199	24.997775													200107
FP00021	2850	TZ MINUS 2 B	01	FP	G		N29145599	29.248886	E024595199	24.997775	N30100700	30.168611	E024422399	24.706664													200107
FP00021	2860	TZ MINUS 2 B	01	FP	G		N30100700	30.168611	E024422399	24.706664	N30462600	30.773889	E025010099	25.016942													200107
FP00021	2870	TZ MINUS 2 B	01	FP	G		N30462600	30.773889	E025010099	25.016942	N31235799	31.399442	E024532199	24.889442													200107
FP00021	2880	TZ MINUS 2 B	01	FP	G		N31235799	31.399442	E024532199	24.889442	N31405599	31.682219	E025084799	25.146664													200107
FP00021	2890	TZ MINUS 2 B	01	FP	G		N31405599	31.682219	E025084799	25.146664	N35560872	35.935756	E022124379	22.212164													200107
FP00021	2900	TZ MINUS 2 B	01	FP	G		N35560872	35.935756	E022124379	22.212164	N36182706	36.307517	E021320787	21.535519													200107
FP00021	2910	TZ MINUS 2 B	01	FP	G		N36182706	36.307517	E021320787	21.535519	N36563130	36.942028	E021131013	21.219481													200107
FP00021	2920	TZ MINUS 2 B	01	FP	G		N36563130	36.942028	E021131013	21.219481	N37113774	37.193817	E020532685	20.890792													200107
FP00021	2930	TZ MINUS 2 B	01	FP	G		N37113774	37.193817	E020532685	20.890792	N38063721	38.110336	E020084177	20.144936													200107
FP00021	2940	TZ MINUS 2 B	01	FP	G		N38063721	38.110336	E020084177	20.144936	N38570447	38.951242	E020381419	20.637275													200107
FP00021	2950	TZ MINUS 2 B	01	FP	G		N38570447	38.951242	E020381419	20.637275	N39063857	39.110714	E020045736	20.082600													200107
FP00021	2960	TZ MINUS 2 B	01	FP	G		N39063857	39.110714	E020045736	20.082600	N39380200	39.633889	E020095499	20.165275													200107
FP00021	2970	TZ MINUS 2 B	01	FP	G		N39380200	39.633889	E020095499	20.165275	N39471999	39.788886	E020221800	20.371667													200107
FP00021	2980	TZ MINUS 2 B	01	FP	G		N39471999	39.788886	E020221800	20.371667	N39552900	39.924722	E020201100	20.336389													200107
FP00021	2990	TZ MINUS 2 B	01	FP	G		N39552900	39.924722	E020201100	20.336389	N40032899	40.058053	E020251900	20.421944													200107
FP00021	3000	TZ MINUS 2 B	01	FP	G		N40032899	40.058053	E020251900	20.421944	N40052899	40.091386	E020392599	20.657219													200107
FP00021	3010	TZ MINUS 2 B	01	FP	G		N40052899	40.091386	E020392599	20.657219	N40274399	40.462219	E020500000	20.833333													200107
FP00021	3020	TZ MINUS 2 B	01	FP	G		N40274399	40.462219	E020500000	20.833333	N40364702	40.613061	E021054240	21.095111													200107
FP00021	3030	TZ MINUS 2 B	01	FP	G		N40364702	40.613061	E021054240	21.095111	N40512120	40.855889	E020590056	20.983489													200107
FP00021	3040	TZ MINUS 2 B	01	FP	G		N40512120	40.855889	E020590056	20.983489	N40550900	40.919167	E021251099	21.419719													200107
FP00021	3050	TZ MINUS 2 B	01	FP	G		N40550900	40.919167	E021251099	21.419719	N40522997	40.874992	E021341200	21.570000													200107
FP00021	3060	TZ MINUS 2 B	01	FP	G		N40522997	40.874992	E021341200	21.570000	N40555800	40.932778	E021473200	21.792222													200107
FP00021	3070	TZ MINUS 2 B	01	FP	G		N40555800	40.932778	E021473200	21.792222	N41054299	41.095275	E021545800	21.916111													200107
FP00021	3080	TZ MINUS 2 B	01	FP	G		N41054299	41.095275	E021545800	21.916111	N41080398	41.134439	E022203599	22.343331													200107
FP00021	3090	TZ MINUS 2 B	01	FP	G		N41080398	41.134439	E022203599	22.343331	N41083399	41.142775	E022431399	22.720553													200107
FP00021	3100	TZ MINUS 2 B	01	FP	G		N41083399	41.142775	E022431399	22.720553	N41174798	41.296661	E022455499	22.765275													200107
FP00021	3110	TZ MINUS 2 B	01	FP	G		N41174798	41.296661	E022455499	22.765275	N41204099	41.344719	E022563299	22.942497													200107
FP00021	3120	TZ MINUS 2 B	01	FP	G		N41204099	41.344719	E022563299	22.942497	N41373398	41.626106	E022570599	22.951664													200107
FP00021	3130	TZ MINUS 2 B	01	FP	G		N41373398	41.626106	E022570599	22.951664	N41462498	41.773606	E022580300	22.967500													200107
FP00021	3140	TZ MINUS 2 B	01	FP	G		N41462498	41.773606	E022580300	22.967500	N42200699	42.335275	E022243900	22.410833													200107
FP00021	3150	TZ MINUS 2 B	01	FP	G		N42200699	42.335275	E022243900	22.410833	N42315198	42.531106	E022312100	22.522500													200107
FP00021	3160	TZ MINUS 2 B	01	FP	G		N42315198	42.531106	E022312100	22.522500	N42485299	42.814719	E022262500	22.440278													200107
FP00021	3170	TZ MINUS 2 B	01	FP	G		N42485299	42.814719	E022262500	22.440278	N42525098	42.880828	E022394399	22.662219													200107
FP00021	3180	TZ MINUS 2 B	01	FP	G		N42525098	42.880828	E022394399	22.662219	N43113398	43.192772	E023001799	23.004997													200107
FP00021	3190	TZ MINUS 2 B	01	FP	G		N43113398	43.192772	E023001799	23.004997	N43285098	43.480828	E022321100	22.536389													200107
FP00021	3200	TZ MINUS 2 B	01	FP	G		N43285098	43.480828	E022321100	22.536389	N43493699	43.826942	E022220200	22.367222													200107
FP00021	3210	TZ MINUS 2 B	01	FP	G		N43493699	43.826942	E022220200	22.367222	N44002499	44.006942	E022250099	22.416942													200107
FP00021	3220	TZ MINUS 2 B	01	FP	G		N44002499	44.006942	E022250099	22.416942	N44124399	44.212219	E022414899	22.696942													200107
FP00021	3230	TZ MINUS 2 B	01	FP	G		N44124399	44.212219	E022414899	22.696942	N44181698	44.304717	E022343400	22.576111													200107
FP00021	3240	TZ MINUS 2 B	01	FP	G		N44181698	44.304717	E022343400	22.576111	N44280011	44.466697	E022272640	22.457333													200107
FP00021	3250	TZ MINUS 2 B	01	FP	G		N44280011	44.466697	E022272640	22.457333	N44322299	44.539719	E022451600	22.754444													200107
FP00021	3260	TZ MINUS 2 B	01	FP	G		N44322299	44.539719	E022451600	22.754444	N44423699	44.710275	E022252500	22.423611													200107
FP00021	3270	TZ MINUS 2 B	01	FP	G		N44423699	44.710275	E022252500	22.423611	N44293800	44.493889	E022111400	22.187222													200107
FP00021	3280	TZ MINUS 2 B	01	FP	G		N44293800	44.493889	E022111400	22.187222	N44385797	44.649436	E021543299	21.909164													200107
FP00021	3290	TZ MINUS 2 B	01	FP	G		N44385797	44.649436	E021543299	21.909164	N44445099	44.747497	E021361499	21.604164													200107
FP00021	3300	TZ MINUS 2 B	01	FP	G		N44445099	44.747497	E021361499	21.604164	N44492331	44.823142	E021214353	21.362092													200107
FP00021	3310	TZ MINUS 2 B	01	FP	G		N44492331	44.823142	E021214353	21.362092	N44554100	44.928056	E021330500	21.551389													200107
FP00021	3320	TZ MINUS 2 B	01	FP	G		N44554100	44.928056	E021330500	21.551389	N44582398	44.973328	E021241999	21.405553													200107
FP00021	3330	TZ MINUS 2 B	01	FP	G		N44582398	44.973328	E021241999	21.405553	N45072398	45.123328	E021304599	21.512775													200107
FP00021	3340	TZ MINUS 2 B	01	FP	G		N45072398	45.123328	E021304599	21.512775	N45125800	45.216111	E021241800	21.405000													200107
FP00021	3350	TZ MINUS 2 B	01	FP	G		N45125800	45.216111	E021241800	21.405000	N45185898	45.316383	E021025599	21.048886													200107
FP00021	3360	TZ MINUS 2 B	01	FP	G		N45185898	45.316383	E021025599	21.048886	N45360799	45.602219	E020460599	20.768331													200107
FP00021	3370	TZ MINUS 2 B	01	FP	G		N45360799	45.602219	E020460599	20.768331	N45450099	45.750275	E020452799	20.757775													200107
FP00021	3380	TZ MINUS 2 B	01	FP	G		N45450099	45.750275	E020452799	20.757775	N45545700	45.915833	E020302299	20.506386													200107
FP00021	3390	TZ MINUS 2 B	01	FP	G		N45545700	45.915833	E020302299	20.506386	N46085899	46.149719	E020121699	20.204719													200107
FP00021	3400	TZ MINUS 2 B	01	FP	G		N46085899	46.149719	E020121699	20.204719	N46102298	46.173050	E020320699	20.535275													200107
FP00021	3410	TZ MINUS 2 B	01	FP	G		N46102298	46.173050	E020320699	20.535275	N46083199	46.142219	E020404599	20.679442													200107
FP00021	3420	TZ MINUS 2 B	01	FP	G		N46083199	46.142219	E020404599	20.679442	N46144899	46.246942	E020454099	20.761386													200107
FP00021	3430	TZ MINUS 2 B	01	FP	G		N46144899	46.246942	E020454099	20.761386	N46144300	46.245278	E021021000	21.036111													200107
FP00021	3440	TZ MINUS 2 B	01	FP	G		N46144300	46.245278	E021021000	21.036111	N46193699	46.326942	E021104299	21.178608													200107
FP00021	3450	TZ MINUS 2 B	01	FP	G		N46193699	46.326942	E021104299	21.178608	N46370099	46.616942	E021192898	21.324717													200107
FP00021	3460	TZ MINUS 2 B	01	FP	G		N46370099	46.616942	E021192898	21.324717	N47350797	47.585547	E022093099	22.158608													200107
FP00021	3470	TZ MINUS 2 B	01	FP	G		N47350797	47.585547	E022093099	22.158608	N47472707	47.790853	E022300000	22.500000													200107
FP00021	3480	TZ MINUS 2 B	01	FP	G		N47472707	47.790853	E022300000	22.500000	N47571634	47.954539	E022534129	22.894803													200107
FP00021	3490	TZ MINUS 2 B	01	FP	G		N47571634	47.954539	E022534129	22.894803	N48060499	48.101386	E022414998	22.697217													200107
FP00021	3500	TZ MINUS 2 B	01	FP	G		N48060499	48.101386	E022414998	22.697217	N48143699	48.243608	E022271698	22.454717													200107
FP00021	3510	TZ MINUS 2 B	01	FP	G		N48143699	48.243608	E022271698	22.454717	N48243261	48.409058	E022101817	22.171714													200107
FP00021	3520	TZ MINUS 2 B	01	FP	G		N48243261	48.409058	E022101817	22.171714	N48372896	48.624711	E022140698	22.235272													200107
FP00021	3530	TZ MINUS 2 B	01	FP	G		N48372896	48.624711	E022140698	22.235272	N49052198	49.089439	E022315899	22.533053													200107
FP00021	3540	TZ MINUS 2 B	01	FP	G		N49052198	49.089439	E022315899	22.533053	N49014396	49.028878	E022520598	22.868328													200107
FP00021	3550	TZ MINUS 2 B	01	FP	G		N49014396	49.028878	E022520598	22.868328	N49314097	49.528047	E022391898	22.655272													200107
FP00021	3560	TZ MINUS 2 B	01	FP	G		N49314097	49.528047	E022391898	22.655272	N50152098	50.255828	E023340799	23.568886													200107
FP00021	3570	TZ MINUS 2 B	01	FP	G		N50152098	50.255828	E023340799	23.568886	N50242596	50.407211	E023592998	23.991661													200107
FP00021	3580	TZ MINUS 2 B	01	FP	G		N50242596	50.407211	E023592998	23.991661	N50501297	50.836936	E024080399	24.134442													200107
FP00021	3590	TZ MINUS 2 B	01	FP	G		N50501297	50.836936	E024080399	24.134442	N51324597	51.546103	E023333399	23.559442													200107
FP00021	3600	TZ MINUS 2 B	01	FP	G		N51324597	51.546103	E023333399	23.559442	N52002197	52.006103	E023393898	23.660828													200107
FP00021	3610	TZ MINUS 2 B	01	FP	G		N52002197	52.006103	E023393898	23.660828	N52131797	52.221658	E023132298	23.223050													200107
FP00021	3620	TZ MINUS 2 B	01	FP	G		N52131797	52.221658	E023132298	23.223050	N52221297	52.370269	E023143898	23.244161													200107
FP00021	3630	TZ MINUS 2 B	01	FP	G		N52221297	52.370269	E023143898	23.244161	N52412697	52.690825	E023542898	23.908050													200107
FP00021	3640	TZ MINUS 2 B	01	FP	G		N52412697	52.690825	E023542898	23.908050	N52565415	52.948375	E023553897	23.927492													200107
FP00021	3650	TZ MINUS 2 B	01	FP	G		N52565415	52.948375	E023553897	23.927492	N54102196	54.172767	E023273298	23.459161													200107
FP00021	3660	TZ MINUS 2 B	01	FP	G		N54102196	54.172767	E023273298	23.459161	N54214982	54.363839	E022470919	22.785886													200107
FP00021	3670	TZ MINUS 2 B	01	FP	G		N54214982	54.363839	E022470919	22.785886	N54261518	54.437550	E019474923	19.797008													200107
FP00021	3680	TZ MINUS 2 B	01	FP	G		N54261518	54.437550	E019474923	19.797008	N54440921	54.735892	E019474711	19.796419													200107
FP00021	3690	TZ MINUS 2 B	01	FP	G		N54440921	54.735892	E019474711	19.796419	N55004037	55.011214	E019532476	19.890211													200107
FP00021	3700	TZ MINUS 2 B	01	FP	G		N55004037	55.011214	E019532476	19.890211	N55114114	55.194761	E020370182	20.617172													200107
FP00021	3710	TZ MINUS 2 B	01	FP	G		N55114114	55.194761	E020370182	20.617172	N55350527	55.584797	E020465279	20.781331													200107
FP00021	3720	TZ MINUS 2 B	01	FP	G		N55350527	55.584797	E020465279	20.781331	N55570680	55.951889	E020423952	20.710978													200107
FP00021	3730	TZ MINUS 2 B	01	FP	G		N55570680	55.951889	E020423952	20.710978	N57051530	57.087583	E021034586	21.062739													200107
FP00021	3740	TZ MINUS 2 B	01	FP	G		N57051530	57.087583	E021034586	21.062739	N57491837	57.821769	E021484730	21.813139													200107
FP00021	3750	TZ MINUS 2 B	01	FP	G		N57491837	57.821769	E021484730	21.813139	N58303625	58.510069	E021385638	21.648994													200107
FP00021	3760	TZ MINUS 2 B	01	FP	G		N58303625	58.510069	E021385638	21.648994	N58421832	58.705089	E022124246	22.211794													200107
FP00021	3770	TZ MINUS 2 B	01	FP	G		N58421832	58.705089	E022124246	22.211794	N58560428	58.934522	E021530057	21.883492													200107
FP00021	3780	TZ MINUS 2 B	01	FP	G		N58560428	58.934522	E021530057	21.883492	N59152062	59.255728	E022380207	22.633908													200107
FP00021	3790	TZ MINUS 2 B	01	FP	G		N59152062	59.255728	E022380207	22.633908	N59532034	59.888983	E022351320	22.587000													200107
FP00021	3800	TZ MINUS 2 B	01	FP	G		N59532034	59.888983	E022351320	22.587000	N60073624	60.126733	E021133677	21.226881													200107
FP00021	3810	TZ MINUS 2 B	01	FP	G		N60073624	60.126733	E021133677	21.226881	N60304712	60.513089	E021104793	21.179981													200107
FP00021	3820	TZ MINUS 2 B	01	FP	G		N60304712	60.513089	E021104793	21.179981	N60574727	60.963131	E021104793	21.179981													200107
FP00021	3830	TZ MINUS 2 B	01	FP	G		N60574727	60.963131	E021104793	21.179981	N61300837	61.502325	E021232772	21.391033													200107
FP00021	3840	TZ MINUS 2 B	01	FP	G		N61300837	61.502325	E021232772	21.391033	N61591079	61.986331	E021071688	21.121356													200107
FP00021	3850	TZ MINUS 2 B	01	FP	G		N61591079	61.986331	E021071688	21.121356	N62363759	62.610442	E020551930	20.922028													200107
FP00021	3860	TZ MINUS 2 B	01	FP	G		N62363759	62.610442	E020551930	20.922028	N62590261	62.984058	E021121235	21.203431													200107
FP00021	3870	TZ MINUS 2 B	01	FP	G		N62590261	62.984058	E021121235	21.203431	N63163724	63.277011	E021001477	21.004103													200107
FP00021	3880	TZ MINUS 2 B	01	FP	G		N63163724	63.277011	E021001477	21.004103	N63475720	63.799222	E022305993	22.516647													200107
FP00021	3890	TZ MINUS 2 B	01	FP	G		N63475720	63.799222	E022305993	22.516647	N64001085	64.003014	E023094151	23.161531													200107
FP00021	3900	TZ MINUS 2 B	01	FP	G		N64001085	64.003014	E023094151	23.161531	N64333311	64.559197	E024134268	24.228522													200107
FP00021	3910	TZ MINUS 2 B	01	FP	G		N64333311	64.559197	E024134268	24.228522	N65023552	65.043200	E024270468	24.451300													200107
FP00021	3920	TZ MINUS 2 B	01	FP	G		N65023552	65.043200	E024270468	24.451300	N65092820	65.157833	E025050405	25.084458													200107
FP00021	3930	TZ MINUS 2 B	01	FP	G		N65092820	65.157833	E025050405	25.084458	N65293566	65.493239	E025104173	25.178258													200107
FP00021	3940	TZ MINUS 2 B	01	FP	G		N65293566	65.493239	E025104173	25.178258	N65371420	65.620611	E024373783	24.627175													200107
FP00021	3950	TZ MINUS 2 B	01	FP	G		N65371420	65.620611	E024373783	24.627175	N65435159	65.730997	E024105383	24.181619													200107
FP00021	3960	TZ MINUS 2 B	01	FP	G		N65435159	65.730997	E024105383	24.181619	N66113098	66.191939	E023440699	23.735275													200107
FP00021	3970	TZ MINUS 2 B	01	FP	G		N66113098	66.191939	E023440699	23.735275	N66330600	66.551667	E023521900	23.871944													200107
FP00021	3980	TZ MINUS 2 B	01	FP	G		N66330600	66.551667	E023521900	23.871944	N66472898	66.791383	E023595900	23.999722													200107
FP00021	3990	TZ MINUS 2 B	01	FP	G		N66472898	66.791383	E023595900	23.999722	N67085097	67.147492	E023345000	23.580556													200107
FP00021	4000	TZ MINUS 2 B	01	FP	G		N67085097	67.147492	E023345000	23.580556	N67165398	67.281661	E023435400	23.731667													200107
FP00021	4010	TZ MINUS 2 B	01	FP	G		N67165398	67.281661	E023435400	23.731667	N67243898	67.410828	E023460799	23.768886													200107
FP00021	4020	TZ MINUS 2 B	01	FP	G		N67243898	67.410828	E023460799	23.768886	N67261099	67.436386	E023300199	23.500553													200107
FP00021	4030	TZ MINUS 2 B	01	FP	G		N67261099	67.436386	E023300199	23.500553	N67523297	67.875825	E023293299	23.492497													200107
FP00021	4040	TZ MINUS 2 B	01	FP	G		N67523297	67.875825	E023293299	23.492497	N67544700	67.913056	E023384100	23.644722													200107
FP00021	4050	TZ MINUS 2 B	01	FP	G		N67544700	67.913056	E023384100	23.644722	N67593297	67.992492	E023315400	23.531667													200107
FP00021	4060	TZ MINUS 2 B	01	FP	G		N67593297	67.992492	E023315400	23.531667	N68171096	68.286378	E023040100	23.066944													200107
FP00021	4070	TZ MINUS 2 B	01	FP	G		N68171096	68.286378	E023040100	23.066944	N68230197	68.383881	E022494699	22.829719													200107
