BDRY_IDENT	SEG_NBR	NAME	TYPE	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
FP00027	2700	TZ PLUS 4 Q	01	FP	G		S54485401	-54.815003	W068371402	-68.620561	S54543101	-54.908614	W067004081	-67.011336													200107
FP00027	2710	TZ PLUS 4 Q	01	FP	G		S54543101	-54.908614	W067004081	-67.011336	S55022702	-55.040839	W066345004	-66.580567													200107
FP00027	2720	TZ PLUS 4 Q	01	FP	G		S55022702	-55.040839	W066345004	-66.580567	S54540701	-54.901947	W065190802	-65.318894													200107
FP00027	2730	TZ PLUS 4 Q	01	FP	G		S54540701	-54.901947	W065190802	-65.318894	S54384902	-54.646950	W065083202	-65.142228													200107
FP00027	2740	TZ PLUS 4 Q	01	FP	G		S54384902	-54.646950	W065083202	-65.142228	S54243114	-54.408650	W066002678	-66.007439													200107
FP00027	2750	TZ PLUS 4 Q	01	FP	G		S54243114	-54.408650	W066002678	-66.007439	S53135432	-53.231756	W067544522	-67.912561													200107
FP00027	2760	TZ PLUS 4 Q	01	FP	G		S53135432	-53.231756	W067544522	-67.912561	S50334393	-50.562203	W068424579	-68.712719													200107
FP00027	2770	TZ PLUS 4 Q	01	FP	G		S50334393	-50.562203	W068424579	-68.712719	S50112054	-50.189039	W067384502	-67.645839													200107
FP00027	2780	TZ PLUS 4 Q	01	FP	G		S50112054	-50.189039	W067384502	-67.645839	S49092039	-49.155664	W067111905	-67.188625													200107
FP00027	2790	TZ PLUS 4 Q	01	FP	G		S49092039	-49.155664	W067111905	-67.188625	S47464019	-47.777831	W065213491	-65.359697													200107
FP00027	2800	TZ PLUS 4 Q	01	FP	G		S47464019	-47.777831	W065213491	-65.359697	S46531673	-46.887981	W065351789	-65.588303													200107
FP00027	2810	TZ PLUS 4 Q	01	FP	G		S46531673	-46.887981	W065351789	-65.588303	S46184998	-46.313883	W067181054	-67.302928													200107
FP00027	2820	TZ PLUS 4 Q	01	FP	G		S46184998	-46.313883	W067181054	-67.302928	S45113982	-45.194394	W066140977	-66.236047													200107
FP00027	2830	TZ PLUS 4 Q	01	FP	G		S45113982	-45.194394	W066140977	-66.236047	S45062980	-45.108278	W065170050	-65.283472													200107
FP00027	2840	TZ PLUS 4 Q	01	FP	G		S45062980	-45.108278	W065170050	-65.283472	S43300291	-43.500808	W064471732	-64.788144													200107
FP00027	2850	TZ PLUS 4 Q	01	FP	G		S43300291	-43.500808	W064471732	-64.788144	S42590283	-42.984119	W063064188	-63.111633													200107
FP00027	2860	TZ PLUS 4 Q	01	FP	G		S42590283	-42.984119	W063064188	-63.111633	S41533601	-41.893336	W063224207	-63.378353													200107
FP00027	2870	TZ PLUS 4 Q	01	FP	G		S41533601	-41.893336	W063224207	-63.378353	S41052257	-41.089603	W064515161	-64.864336													200107
FP00027	2880	TZ PLUS 4 Q	01	FP	G		S41052257	-41.089603	W064515161	-64.864336	S41241928	-41.405356	W063133337	-63.225936													200107
FP00027	2890	TZ PLUS 4 Q	01	FP	G		S41241928	-41.405356	W063133337	-63.225936	S40462586	-40.773850	W061442371	-61.739919													200107
FP00027	2900	TZ PLUS 4 Q	01	FP	G		S40462586	-40.773850	W061442371	-61.739919	S39220233	-39.367314	W061394931	-61.663697													200107
FP00027	2910	TZ PLUS 4 Q	01	FP	G		S39220233	-39.367314	W061394931	-61.663697	S38593893	-38.994147	W059180478	-59.301328													200107
FP00027	2920	TZ PLUS 4 Q	01	FP	G		S38593893	-38.994147	W059180478	-59.301328	S38130881	-38.219114	W057074616	-57.129489													200107
FP00027	2930	TZ PLUS 4 Q	01	FP	G		S38130881	-38.219114	W057074616	-57.129489	S36294858	-36.496828	W056151117	-56.253103													200107
FP00027	2940	TZ PLUS 4 Q	01	FP	G		S36294858	-36.496828	W056151117	-56.253103	S35121839	-35.205108	W056562026	-56.938961													200107
FP00027	2950	TZ PLUS 4 Q	01	FP	G		S35121839	-35.205108	W056562026	-56.938961	S34594448	-34.995689	W052284227	-52.478408													200107
FP00027	2960	TZ PLUS 4 Q	01	FP	G		S34594448	-34.995689	W052284227	-52.478408	S70022246	-70.039572	W052284381	-52.478836													200107
FP00028	10	TZ PLUS 5 R	01	FP	G		S70000000	-70.000000	W067300000	-67.500000	S70000000	-70.000000	W082300000	-82.500000													200107
FP00028	20	TZ PLUS 5 R	01	FP	G		S70000000	-70.000000	W082300000	-82.500000	N07574296	7.961933	W082295744	-82.499289													200107
FP00028	30	TZ PLUS 5 R	01	FP	G		N07574296	7.961933	W082295744	-82.499289	N08202500	8.340278	W083010405	-83.017792													200107
FP00028	40	TZ PLUS 5 R	01	FP	G		N08202500	8.340278	W083010405	-83.017792	N08260199	8.433886	W082515902	-82.866394													200107
FP00028	50	TZ PLUS 5 R	01	FP	G		N08260199	8.433886	W082515902	-82.866394	N08443400	8.742778	W082545804	-82.916122													200107
FP00028	60	TZ PLUS 5 R	01	FP	G		N08443400	8.742778	W082545804	-82.916122	N08552000	8.922222	W082424004	-82.711122													200107
FP00028	70	TZ PLUS 5 R	01	FP	G		N08552000	8.922222	W082424004	-82.711122	N09034725	9.063125	W082554968	-82.930467													200107
FP00028	80	TZ PLUS 5 R	01	FP	G		N09034725	9.063125	W082554968	-82.930467	N09281800	9.471667	W082560500	-82.934722													200107
FP00028	90	TZ PLUS 5 R	01	FP	G		N09281800	9.471667	W082560500	-82.934722	N09362400	9.606667	W082504200	-82.845000													200107
FP00028	100	TZ PLUS 5 R	01	FP	G		N09362400	9.606667	W082504200	-82.845000	N09291600	9.487778	W082380505	-82.634736													200107
FP00028	110	TZ PLUS 5 R	01	FP	G		N09291600	9.487778	W082380505	-82.634736	N09335200	9.564444	W082333401	-82.559447													200107
FP00028	120	TZ PLUS 5 R	01	FP	G		N09335200	9.564444	W082333401	-82.559447	N14515257	14.864603	W082330318	-82.550883													200107
FP00028	130	TZ PLUS 5 R	01	FP	G		N14515257	14.864603	W082330318	-82.550883	N21543800	21.910556	W085133598	-85.226661													200107
FP00028	140	TZ PLUS 5 R	01	FP	G		N21543800	21.910556	W085133598	-85.226661	N29424932	29.713700	W085000000	-85.000000													200107
FP00028	150	TZ PLUS 5 R	01	FP	G		N29424932	29.713700	W085000000	-85.000000	N31000180	31.000500	W085000900	-85.002500													200107
FP00028	160	TZ PLUS 5 R	01	FP	G		N31000180	31.000500	W085000900	-85.002500	N31145944	31.249844	W085064875	-85.113542													200107
FP00028	170	TZ PLUS 5 R	01	FP	G		N31145944	31.249844	W085064875	-85.113542	N31310120	31.517000	W085024380	-85.045500													200107
FP00028	180	TZ PLUS 5 R	01	FP	G		N31310120	31.517000	W085024380	-85.045500	N31413750	31.693750	W085073000	-85.125000													200107
FP00028	190	TZ PLUS 5 R	01	FP	G		N31413750	31.693750	W085073000	-85.125000	N32073000	32.125000	W085033330	-85.059250													200107
FP00028	200	TZ PLUS 5 R	01	FP	G		N32073000	32.125000	W085033330	-85.059250	N32150000	32.250000	W084541908	-84.905300													200107
FP00028	210	TZ PLUS 5 R	01	FP	G		N32150000	32.250000	W084541908	-84.905300	N32191704	32.321400	W085000000	-85.000000													200107
FP00028	220	TZ PLUS 5 R	01	FP	G		N32191704	32.321400	W085000000	-85.000000	N32223828	32.377300	W084581920	-84.972000													200107
FP00028	230	TZ PLUS 5 R	01	FP	G		N32223828	32.377300	W084581920	-84.972000	N32521344	32.870400	W085110528	-85.184800													200107
FP00028	240	TZ PLUS 5 R	01	FP	G		N32521344	32.870400	W085110528	-85.184800	N34590636	34.985100	W085373000	-85.625000													200107
FP00028	250	TZ PLUS 5 R	01	FP	G		N34590636	34.985100	W085373000	-85.625000	N36370318	36.617550	W085000000	-85.000000													200107
FP00028	260	TZ PLUS 5 R	01	FP	G		N36370318	36.617550	W085000000	-85.000000	N38300000	38.500000	W087403792	-87.677200													200107
FP00028	270	TZ PLUS 5 R	01	FP	G		N38300000	38.500000	W087403792	-87.677200	N41000000	41.000000	W087313486	-87.526350													200107
FP00028	280	TZ PLUS 5 R	01	FP	G		N41000000	41.000000	W087313486	-87.526350	N41453528	41.759800	W086450018	-86.750050													200107
FP00028	290	TZ PLUS 5 R	01	FP	G		N41453528	41.759800	W086450018	-86.750050	N42465417	42.781714	W086214877	-86.363547													200107
FP00028	300	TZ PLUS 5 R	01	FP	G		N42465417	42.781714	W086214877	-86.363547	N43323863	43.544064	W086375157	-86.630992													200107
FP00028	310	TZ PLUS 5 R	01	FP	G		N43323863	43.544064	W086375157	-86.630992	N43594880	43.996889	W086385088	-86.647467													200107
FP00028	320	TZ PLUS 5 R	01	FP	G		N43594880	43.996889	W086385088	-86.647467	N44421522	44.704228	W086262750	-86.440972													200107
FP00028	330	TZ PLUS 5 R	01	FP	G		N44421522	44.704228	W086262750	-86.440972	N45092753	45.157647	W085443873	-85.744092													200107
FP00028	340	TZ PLUS 5 R	01	FP	G		N45092753	45.157647	W085443873	-85.744092	N45122700	45.207500	W085231932	-85.388700													200107
FP00028	350	TZ PLUS 5 R	01	FP	G		N45122700	45.207500	W085231932	-85.388700	N45215976	45.366600	W085053516	-85.093100													200107
FP00028	360	TZ PLUS 5 R	01	FP	G		N45215976	45.366600	W085053516	-85.093100	N45454284	45.761900	W085001800	-85.005000													200107
FP00028	370	TZ PLUS 5 R	01	FP	G		N45454284	45.761900	W085001800	-85.005000	N45500348	45.834300	W084450000	-84.750000													200107
FP00028	380	TZ PLUS 5 R	01	FP	G		N45500348	45.834300	W084450000	-84.750000	N45580048	45.966800	W085450000	-85.750000													200107
FP00028	390	TZ PLUS 5 R	01	FP	G		N45580048	45.966800	W085450000	-85.750000	N45450000	45.750000	W086380852	-86.635700													200107
FP00028	400	TZ PLUS 5 R	01	FP	G		N45450000	45.750000	W086380852	-86.635700	N45492316	45.823100	W087001224	-87.003400													200107
FP00028	410	TZ PLUS 5 R	01	FP	G		N45492316	45.823100	W087001224	-87.003400	N45073000	45.125000	W087402694	-87.674150													200107
FP00028	420	TZ PLUS 5 R	01	FP	G		N45073000	45.125000	W087402694	-87.674150	N45520585	45.868292	W088000912	-88.002533													200107
FP00028	430	TZ PLUS 5 R	01	FP	G		N45520585	45.868292	W088000912	-88.002533	N46215490	46.365250	W090073000	-90.125000													200107
FP00028	440	TZ PLUS 5 R	01	FP	G		N46215490	46.365250	W090073000	-90.125000	N46335940	46.566500	W090250300	-90.417500													200107
FP00028	450	TZ PLUS 5 R	01	FP	G		N46335940	46.566500	W090250300	-90.417500	N48041098	48.069717	W090015799	-90.032775													200107
FP00028	460	TZ PLUS 5 R	01	FP	G		N48041098	48.069717	W090015799	-90.032775	N56110558	56.184883	W090013350	-90.025972													200107
FP00028	470	TZ PLUS 5 R	01	FP	G		N56110558	56.184883	W090013350	-90.025972	N56503937	56.844269	W088563340	-88.942611													200107
FP00028	480	TZ PLUS 5 R	01	FP	G		N56503937	56.844269	W088563340	-88.942611	N55254299	55.428608	W082295982	-82.499950													200107
FP00028	490	TZ PLUS 5 R	01	FP	G		N55254299	55.428608	W082295982	-82.499950	N61394875	61.663542	W082295982	-82.499950													200107
FP00028	500	TZ PLUS 5 R	01	FP	G		N61394875	61.663542	W082295982	-82.499950	N62084998	62.147217	W083425003	-83.713897													200107
FP00028	510	TZ PLUS 5 R	01	FP	G		N62084998	62.147217	W083425003	-83.713897	N62290335	62.484264	W084001790	-84.004972													200107
FP00028	520	TZ PLUS 5 R	01	FP	G		N62290335	62.484264	W084001790	-84.004972	N63065998	63.116661	W085265697	-85.449158													200107
FP00028	530	TZ PLUS 5 R	01	FP	G		N63065998	63.116661	W085265697	-85.449158	N63354961	63.597114	W087125060	-87.214056													200107
FP00028	540	TZ PLUS 5 R	01	FP	G		N63354961	63.597114	W087125060	-87.214056	N63471209	63.786692	W087114284	-87.195233													200107
FP00028	550	TZ PLUS 5 R	01	FP	G		N63471209	63.786692	W087114284	-87.195233	N63572498	63.956939	W086470299	-86.784164													200107
FP00028	560	TZ PLUS 5 R	01	FP	G		N63572498	63.956939	W086470299	-86.784164	N64042719	64.074219	W086121159	-86.203219													200107
FP00028	570	TZ PLUS 5 R	01	FP	G		N64042719	64.074219	W086121159	-86.203219	N64172392	64.289978	W086211700	-86.354722													200107
FP00028	580	TZ PLUS 5 R	01	FP	G		N64172392	64.289978	W086211700	-86.354722	N64403629	64.676747	W086173243	-86.292342													200107
FP00028	590	TZ PLUS 5 R	01	FP	G		N64403629	64.676747	W086173243	-86.292342	N65425070	65.714083	W085581841	-85.971781													200107
FP00028	600	TZ PLUS 5 R	01	FP	G		N65425070	65.714083	W085581841	-85.971781	N66021686	66.038017	W085000678	-85.001883													200107
FP00028	610	TZ PLUS 5 R	01	FP	G		N66021686	66.038017	W085000678	-85.001883	N82285095	82.480819	W085001104	-85.003067													200107
FP00028	620	TZ PLUS 5 R	01	FP	G		N82285095	82.480819	W085001104	-85.003067	N84000000	84.000000	W082300000	-82.500000													200107
FP00028	630	TZ PLUS 5 R	01	FP	G		N84000000	84.000000	W082300000	-82.500000	N84000000	84.000000	W067300000	-67.500000													200107
FP00028	640	TZ PLUS 5 R	01	FP	G		N84000000	84.000000	W067300000	-67.500000	N83004187	83.011631	W067300000	-67.500000													200107
FP00028	650	TZ PLUS 5 R	01	FP	G		N83004187	83.011631	W067300000	-67.500000	N82510594	82.851650	W062592088	-62.989133													200107
FP00028	660	TZ PLUS 5 R	01	FP	G		N82510594	82.851650	W062592088	-62.989133	N82404394	82.678872	W062435219	-62.731164													200107
FP00028	670	TZ PLUS 5 R	01	FP	G		N82404394	82.678872	W062435219	-62.731164	N82221048	82.369578	W060353758	-60.593772													200107
FP00028	680	TZ PLUS 5 R	01	FP	G		N82221048	82.369578	W060353758	-60.593772	N82092258	82.156272	W061020951	-61.035975													200107
FP00028	690	TZ PLUS 5 R	01	FP	G		N82092258	82.156272	W061020951	-61.035975	N81380889	81.635803	W064312861	-64.524614													200107
FP00028	700	TZ PLUS 5 R	01	FP	G		N81380889	81.635803	W064312861	-64.524614	N81255170	81.431028	W064045655	-64.082375													200107
FP00028	710	TZ PLUS 5 R	01	FP	G		N81255170	81.431028	W064045655	-64.082375	N81092879	81.157997	W065421385	-65.703847													200107
FP00028	720	TZ PLUS 5 R	01	FP	G		N81092879	81.157997	W065421385	-65.703847	N80472799	80.791108	W067300000	-67.500000													200107
FP00028	730	TZ PLUS 5 R	01	FP	G		N80472799	80.791108	W067300000	-67.500000	N79094121	79.161447	W067300000	-67.500000													200107
FP00028	740	TZ PLUS 5 R	01	FP	G		N79094121	79.161447	W067300000	-67.500000	N78595760	78.999333	W069232039	-69.388997													200107
FP00028	750	TZ PLUS 5 R	01	FP	G		N78595760	78.999333	W069232039	-69.388997	N78304678	78.512994	W072553633	-72.926758													200107
FP00028	760	TZ PLUS 5 R	01	FP	G		N78304678	78.512994	W072553633	-72.926758	N78091670	78.154639	W073191145	-73.319847													200107
FP00028	770	TZ PLUS 5 R	01	FP	G		N78091670	78.154639	W073191145	-73.319847	N77244440	77.412333	W072553633	-72.926758													200107
FP00028	780	TZ PLUS 5 R	01	FP	G		N77244440	77.412333	W072553633	-72.926758	N76231847	76.388464	W070221818	-70.371717													200107
FP00028	790	TZ PLUS 5 R	01	FP	G		N76231847	76.388464	W070221818	-70.371717	N75550907	75.919186	W067300000	-67.500000													200107
FP00028	800	TZ PLUS 5 R	01	FP	G		N75550907	75.919186	W067300000	-67.500000	N58264021	58.444503	W067300000	-67.500000													200107
FP00028	810	TZ PLUS 5 R	01	FP	G		N58264021	58.444503	W067300000	-67.500000	N59030708	59.051967	W066202857	-66.341269													200107
FP00028	820	TZ PLUS 5 R	01	FP	G		N59030708	59.051967	W066202857	-66.341269	N60360999	60.602775	W064423899	-64.710831													200107
FP00028	830	TZ PLUS 5 R	01	FP	G		N60360999	60.602775	W064423899	-64.710831	N55000000	55.000000	W064000000	-64.000000													200107
FP00028	840	TZ PLUS 5 R	01	FP	G		N55000000	55.000000	W064000000	-64.000000	N55000000	55.000000	W067300000	-67.500000													200107
FP00028	850	TZ PLUS 5 R	01	FP	G		N55000000	55.000000	W067300000	-67.500000	N52300000	52.500000	W067300000	-67.500000													200107
FP00028	860	TZ PLUS 5 R	01	FP	G		N52300000	52.500000	W067300000	-67.500000	N51300000	51.500000	W063000000	-63.000000													200107
FP00028	870	TZ PLUS 5 R	01	FP	G		N51300000	51.500000	W063000000	-63.000000	N49115595	49.198875	W062564799	-62.946664													200107
FP00028	880	TZ PLUS 5 R	01	FP	G		N49115595	49.198875	W062564799	-62.946664	N48165234	48.281206	W064194306	-64.328628													200107
FP00028	890	TZ PLUS 5 R	01	FP	G		N48165234	48.281206	W064194306	-64.328628	N47530247	47.884019	W065272052	-65.455700													200107
FP00028	900	TZ PLUS 5 R	01	FP	G		N47530247	47.884019	W065272052	-65.455700	N47591998	47.988883	W066501201	-66.836669													200107
FP00028	910	TZ PLUS 5 R	01	FP	G		N47591998	47.988883	W066501201	-66.836669	N47261896	47.438600	W069032001	-69.055558													200107
FP00028	920	TZ PLUS 5 R	01	FP	G		N47261896	47.438600	W069032001	-69.055558	N47172197	47.289436	W069031100	-69.053056													200107
FP00028	930	TZ PLUS 5 R	01	FP	G		N47172197	47.289436	W069031100	-69.053056	N47111695	47.188042	W068531603	-68.887786													200107
FP00028	940	TZ PLUS 5 R	01	FP	G		N47111695	47.188042	W068531603	-68.887786	N47215698	47.365828	W068192301	-68.323058													200107
FP00028	950	TZ PLUS 5 R	01	FP	G		N47215698	47.365828	W068192301	-68.323058	N47041197	47.069992	W067474199	-67.794997													200107
FP00028	960	TZ PLUS 5 R	01	FP	G		N47041197	47.069992	W067474199	-67.794997	N45420397	45.701103	W067475699	-67.799164													200107
FP00028	970	TZ PLUS 5 R	01	FP	G		N45420397	45.701103	W067475699	-67.799164	N45344098	45.578050	W067242503	-67.406953													200107
FP00028	980	TZ PLUS 5 R	01	FP	G		N45344098	45.578050	W067242503	-67.406953	N45171099	45.286386	W067275503	-67.465286													200107
FP00028	990	TZ PLUS 5 R	01	FP	G		N45171099	45.286386	W067275503	-67.465286	N45095999	45.166664	W067093398	-67.159439													200107
FP00028	1000	TZ PLUS 5 R	01	FP	G		N45095999	45.166664	W067093398	-67.159439	N44385575	44.648819	W066331002	-66.552783													200107
FP00028	1010	TZ PLUS 5 R	01	FP	G		N44385575	44.648819	W066331002	-66.552783	N44253418	44.426161	W067300000	-67.500000													200107
FP00028	1020	TZ PLUS 5 R	01	FP	G		N44253418	44.426161	W067300000	-67.500000	N20495961	20.833225	W067300000	-67.500000													200107
FP00028	1030	TZ PLUS 5 R	01	FP	G		N20495961	20.833225	W067300000	-67.500000	N19542299	19.906386	W071354305	-71.595292													200107
FP00028	1040	TZ PLUS 5 R	01	FP	G		N19542299	19.906386	W071354305	-71.595292	N19471399	19.787219	W071461201	-71.770003													200107
FP00028	1050	TZ PLUS 5 R	01	FP	G		N19471399	19.787219	W071461201	-71.770003	N19290900	19.485833	W071413005	-71.691681													200107
FP00028	1060	TZ PLUS 5 R	01	FP	G		N19290900	19.485833	W071413005	-71.691681	N19170899	19.285831	W071444105	-71.744736													200107
FP00028	1070	TZ PLUS 5 R	01	FP	G		N19170899	19.285831	W071444105	-71.744736	N19092899	19.158053	W071380604	-71.635011													200107
FP00028	1080	TZ PLUS 5 R	01	FP	G		N19092899	19.158053	W071380604	-71.635011	N18572799	18.957775	W071464503	-71.779175													200107
FP00028	1090	TZ PLUS 5 R	01	FP	G		N18572799	18.957775	W071464503	-71.779175	N18421899	18.705275	W071441204	-71.736678													200107
FP00028	1100	TZ PLUS 5 R	01	FP	G		N18421899	18.705275	W071441204	-71.736678	N18370999	18.619442	W071584705	-71.979736													200107
FP00028	1110	TZ PLUS 5 R	01	FP	G		N18370999	18.619442	W071584705	-71.979736	N18191999	18.322219	W071414104	-71.694733													200107
FP00028	1120	TZ PLUS 5 R	01	FP	G		N18191999	18.322219	W071414104	-71.694733	N18051899	18.088608	W071445802	-71.749450													200107
FP00028	1130	TZ PLUS 5 R	01	FP	G		N18051899	18.088608	W071445802	-71.749450	N12050700	12.085278	W071064100	-71.111389													200107
FP00028	1140	TZ PLUS 5 R	01	FP	G		N12050700	12.085278	W071064100	-71.111389	N11511099	11.853053	W071192900	-71.324722													200107
FP00028	1150	TZ PLUS 5 R	01	FP	G		N11511099	11.853053	W071192900	-71.324722	N11400300	11.667500	W071573504	-71.959733													200107
FP00028	1160	TZ PLUS 5 R	01	FP	G		N11400300	11.667500	W071573504	-71.959733	N10253608	10.426689	W072543074	-72.908539													200107
FP00028	1170	TZ PLUS 5 R	01	FP	G		N10253608	10.426689	W072543074	-72.908539	N09460600	9.768333	W073001703	-73.004731													200107
FP00028	1180	TZ PLUS 5 R	01	FP	G		N09460600	9.768333	W073001703	-73.004731	N09101700	9.171389	W073224104	-73.378067													200107
FP00028	1190	TZ PLUS 5 R	01	FP	G		N09101700	9.171389	W073224104	-73.378067	N09180900	9.302500	W073000505	-73.001403													200107
FP00028	1200	TZ PLUS 5 R	01	FP	G		N09180900	9.302500	W073000505	-73.001403	N09044899	9.080275	W072464701	-72.779725													200107
FP00028	1210	TZ PLUS 5 R	01	FP	G		N09044899	9.080275	W072464701	-72.779725	N08492494	8.823594	W072430035	-72.716764													200107
FP00028	1220	TZ PLUS 5 R	01	FP	G		N08492494	8.823594	W072430035	-72.716764	N08231399	8.387219	W072245304	-72.414733													200107
FP00028	1230	TZ PLUS 5 R	01	FP	G		N08231399	8.387219	W072245304	-72.414733	N08024500	8.045833	W072205700	-72.349167													200107
FP00028	1240	TZ PLUS 5 R	01	FP	G		N08024500	8.045833	W072205700	-72.349167	N07291600	7.487778	W072280805	-72.468903													200107
FP00028	1250	TZ PLUS 5 R	01	FP	G		N07291600	7.487778	W072280805	-72.468903	N07173300	7.292500	W072094903	-72.163619													200107
FP00028	1260	TZ PLUS 5 R	01	FP	G		N07173300	7.292500	W072094903	-72.163619	N07045361	7.081558	W072001292	-72.003589													200107
FP00028	1270	TZ PLUS 5 R	01	FP	G		N07045361	7.081558	W072001292	-72.003589	N06593100	6.991944	W071483901	-71.810836													200107
FP00028	1280	TZ PLUS 5 R	01	FP	G		N06593100	6.991944	W071483901	-71.810836	N07021500	7.037500	W070550205	-70.917236													200107
FP00028	1290	TZ PLUS 5 R	01	FP	G		N07021500	7.037500	W070550205	-70.917236	N06583300	6.975833	W070070902	-70.119172													200107
FP00028	1300	TZ PLUS 5 R	01	FP	G		N06583300	6.975833	W070070902	-70.119172	N06070700	6.118611	W069254605	-69.429458													200107
FP00028	1310	TZ PLUS 5 R	01	FP	G		N06070700	6.118611	W069254605	-69.429458	N06054600	6.096111	W069121702	-69.204728													200107
FP00028	1320	TZ PLUS 5 R	01	FP	G		N06054600	6.096111	W069121702	-69.204728	N06125200	6.214444	W069012201	-69.022781													200107
FP00028	1330	TZ PLUS 5 R	01	FP	G		N06125200	6.214444	W069012201	-69.022781	N06082000	6.138889	W068371901	-68.621947													200107
FP00028	1340	TZ PLUS 5 R	01	FP	G		N06082000	6.138889	W068371901	-68.621947	N06122400	6.206667	W068000302	-68.000839													200107
FP00028	1350	TZ PLUS 5 R	01	FP	G		N06122400	6.206667	W068000302	-68.000839	N06170900	6.285833	W067381702	-67.638061													200107
FP00028	1360	TZ PLUS 5 R	01	FP	G		N06170900	6.285833	W067381702	-67.638061	N06023223	6.042286	W067261791	-67.438308													200107
FP00028	1370	TZ PLUS 5 R	01	FP	G		N06023223	6.042286	W067261791	-67.438308	N05390800	5.652222	W067385602	-67.648894													200107
FP00028	1380	TZ PLUS 5 R	01	FP	G		N05390800	5.652222	W067385602	-67.648894	N05284200	5.478333	W067385800	-67.649444													200107
FP00028	1390	TZ PLUS 5 R	01	FP	G		N05284200	5.478333	W067385800	-67.649444	N05174100	5.294722	W067510304	-67.850844													200107
FP00028	1400	TZ PLUS 5 R	01	FP	G		N05174100	5.294722	W067510304	-67.850844	N04181000	4.302778	W067480204	-67.800567													200107
FP00028	1410	TZ PLUS 5 R	01	FP	G		N04181000	4.302778	W067480204	-67.800567	N03441600	3.737778	W067354502	-67.595839													200107
FP00028	1420	TZ PLUS 5 R	01	FP	G		N03441600	3.737778	W067354502	-67.595839	N03430800	3.718889	W067291001	-67.486114													200107
FP00028	1430	TZ PLUS 5 R	01	FP	G		N03430800	3.718889	W067291001	-67.486114	N03280100	3.466944	W067204102	-67.344728													200107
FP00028	1440	TZ PLUS 5 R	01	FP	G		N03280100	3.466944	W067204102	-67.344728	N02494500	2.829167	W067490801	-67.818892													200107
FP00028	1450	TZ PLUS 5 R	01	FP	G		N02494500	2.829167	W067490801	-67.818892	N02233300	2.392500	W067113302	-67.192506													200107
FP00028	1460	TZ PLUS 5 R	01	FP	G		N02233300	2.392500	W067113302	-67.192506	N01131600	1.221111	W066531202	-66.886672													200107
FP00028	1470	TZ PLUS 5 R	01	FP	G		N01131600	1.221111	W066531202	-66.886672	N01102400	1.173333	W067043603	-67.076675													200107
FP00028	1480	TZ PLUS 5 R	01	FP	G		N01102400	1.173333	W067043603	-67.076675	N01365593	1.615536	W067041148	-67.069856													200107
FP00028	1490	TZ PLUS 5 R	01	FP	G		N01365593	1.615536	W067041148	-67.069856	N02065400	2.115000	W067204003	-67.344453													200107
FP00028	1500	TZ PLUS 5 R	01	FP	G		N02065400	2.115000	W067204003	-67.344453	N02032200	2.056111	W067345603	-67.582231													200107
FP00028	1510	TZ PLUS 5 R	01	FP	G		N02032200	2.056111	W067345603	-67.582231	N01451000	1.752778	W067525203	-67.881119													200107
FP00028	1520	TZ PLUS 5 R	01	FP	G		N01451000	1.752778	W067525203	-67.881119	N01560100	1.933611	W068133601	-68.226669													200107
FP00028	1530	TZ PLUS 5 R	01	FP	G		N01560100	1.933611	W068133601	-68.226669	N01432700	1.724167	W068091102	-68.153061													200107
FP00028	1540	TZ PLUS 5 R	01	FP	G		N01432700	1.724167	W068091102	-68.153061	N01415300	1.698056	W069503201	-69.842225													200107
FP00028	1550	TZ PLUS 5 R	01	FP	G		N01415300	1.698056	W069503201	-69.842225	N01042000	1.072222	W069503201	-69.842225													200107
FP00028	1560	TZ PLUS 5 R	01	FP	G		N01042000	1.072222	W069503201	-69.842225	N00594300	0.995278	W069132700	-69.224167													200107
FP00028	1570	TZ PLUS 5 R	01	FP	G		N00594300	0.995278	W069132700	-69.224167	N00390400	0.651111	W069073203	-69.125564													200107
FP00028	1580	TZ PLUS 5 R	01	FP	G		N00390400	0.651111	W069073203	-69.125564	N00441400	0.737222	W069285205	-69.481125													200107
FP00028	1590	TZ PLUS 5 R	01	FP	G		N00441400	0.737222	W069285205	-69.481125	N00352700	0.590833	W070023903	-70.044175													200107
FP00028	1600	TZ PLUS 5 R	01	FP	G		N00352700	0.590833	W070023903	-70.044175	S00092700	-0.157500	W070032902	-70.058061													200107
FP00028	1610	TZ PLUS 5 R	01	FP	G		S00092700	-0.157500	W070032902	-70.058061	S00375000	-0.630556	W069342505	-69.573625													200107
FP00028	1620	TZ PLUS 5 R	01	FP	G		S00375000	-0.630556	W069342505	-69.573625	S00425400	-0.715000	W069361502	-69.604172													200107
FP00028	1630	TZ PLUS 5 R	01	FP	G		S00425400	-0.715000	W069361502	-69.604172	S01233600	-1.393333	W069235300	-69.398056													200107
FP00028	1640	TZ PLUS 5 R	01	FP	G		S01233600	-1.393333	W069235300	-69.398056	S04182500	-4.306944	W069582903	-69.974731													200107
