ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	CTRY	STATE_PROV	CYCLE_DATE
J26	80	W	W	KZKC	US		200501
J26	90	W	W	KZKC	US		200501
J26	100	W	W	KZKC	US		200511
J26	110	W	W	KZAB	US		200511
J26	120	W	W	KZAB	US		200511
J26	130	W	W	KZAB	US		200501
J26	140	W	W	KZAB	US		200501
J26	150	W	W	KZAB	US		200511
J26	160	W	W	MMTY	MX		200511
J26	160	W	W	MMTY	US		200511
J26	170	W	W	MMTY	MX		200511
J26	180	W	W	MMTY	MX		200511
J26	190	W	W	MMZT	MX		200511
J26	200	W	W	MMZT	MX		200511
J26	210	W	W	MMZT	MX		200610
J26	9680	W	W	DAAA	AG		200610
J26	9690	W	W	DAAA	AG		200509
J27	110	E	W	YBBB	AS		200610
J27	310	E	W	DAAA	AG		200509
J27	9770	E	W	LFMM	FR		200509
J27	9780	E	W	LFMM	FR		200509
J27	9790	E	W	LFMM	FR		200511
J27	9950	E	W	KZHU	US		200511
J27	9960	E	W	KZHU	US		200511
J27	9970	E	W	KZHU	US		200511
J27	9980	E	W	KZHU	US		200511
J27	9990	E	W	KZHU	US		200511
J27	10	W	W	KZHU	US		200511
J27	20	W	W	KZHU	US		200511
J27	30	W	W	KZHU	US		200511
J27	40	W	W	KZHU	US		200511
J27	50	W	W	KZHU	US		200509
J27	210	W	W	LFMM	FR		200509
J27	220	W	W	LFMM	FR		200509
J27	230	W	W	LFMM	FR		200509
J27	240	W	W	LFMM	FR		200610
J27	9690	W	W	DAAA	AG		200509
J27	9890	W	W	YBBB	AS		200610
J28	210	E	W	DAAA	AG		200501
J28	9920	E	W	KZLC	US		200501
J28	9930	E	W	KZDV	US		200501
J28	9940	E	W	KZDV	US		200510
J28	9950	E	W	KZDV	US		200511
J28	9960	E	W	KZDV	US		200501
J28	9970	E	W	KZDV	US		200511
J28	9980	E	W	KZKC	US		200511
J28	9990	E	W	KZKC	US		200511
J28	10	W	W	KZKC	US		200511
J28	20	W	W	KZKC	US		200501
J28	30	W	W	KZDV	US		200511
J28	40	W	W	KZDV	US		200510
J28	50	W	W	KZDV	US		200501
J28	60	W	W	KZDV	US		200501
J28	70	W	W	KZDV	US		200501
J28	80	W	W	KZLC	US		200610
J28	9790	W	W	DAAA	AG		200606
J29	9510	E	W	MMZT	MX		200606
J29	9520	E	W	MMZT	MX		200606
J29	9530	E	W	MMZT	MX		200606
J29	9540	E	W	MMZT	MX		200606
J29	9550	E	W	MMTY	MX		200606
J29	9560	E	W	MMTY	MX		200606
J29	9570	E	W	MMTY	MX		200606
J29	9580	E	W	MMTY	MX		200606
J29	9590	E	W	MMTY	MX		200606
J29	9600	E	W	MMTY	MX		200606
J29	9610	E	W	MMTY	MX		200606
J29	9620	E	W	KZHU	MX		200606
J29	9620	E	W	KZHU	US		200606
J29	9630	E	W	KZHU	US		200606
J29	9640	E	W	KZHU	US		200606
J29	9650	E	W	KZHU	US		200606
J29	9660	E	W	KZHU	US		200606
J29	9670	E	W	KZHU	US		200606
J29	9680	E	W	KZHU	US		200606
J29	9690	E	W	KZFW	US		200606
J29	9700	E	W	KZFW	US		200606
J29	9710	E	W	KZFW	US		200606
J29	9720	E	W	KZME	US		200606
J29	9730	E	W	KZME	US		200606
J29	9740	E	W	KZME	US		200606
J29	9750	E	W	KZID	US		200606
J29	9760	E	W	KZID	US		200606
J29	9770	E	W	KZID	US		200606
J29	9780	E	W	KZID	US		200606
J29	9790	E	W	KZID	US		200606
J29	9800	E	W	KZID	US		200606
J29	9810	E	W	KZID	US		200606
J29	9820	E	W	KZOB	US		200606
J29	9830	E	W	KZOB	US		200606
J29	9840	E	W	KZOB	US		200606
J29	9850	E	W	KZOB	US		200606
J29	9860	E	W	KZOB	US		200606
J29	9870	E	W	KZOB	US		200606
J29	9880	E	W	KZOB	US		200512
J29	9890	E	W	KZBW	US		200501
J29	9900	E	W	KZBW	US		200512
J29	9910	E	W	KZBW	US		200512
J29	9920	E	W	KZBW	US		200512
J29	9930	E	W	KZBW	US		200512
J29	9940	E	W	KZBW	US		200512
J29	9950	E	W	KZBW	US		200512
J29	9960	E	W	KZBW	US		200501
J29	9970	E	W	KZBW	US		200610
J29	9980	E	W	CZQM	CA		200501
J29	9990	E	W	CZQM	CA		200501
J29	9990	E	W	CZQM	US		200501
J29	10	W	W	CZQM	CA		200610
J29	10	W	W	CZQM	US		200610
J29	20	W	W	CZQM	CA		200501
J29	30	W	W	KZBW	US		200512
J29	40	W	W	KZBW	US		200512
J29	50	W	W	KZBW	US		200512
J29	60	W	W	KZBW	US		200512
J29	70	W	W	KZBW	US		200512
J29	80	W	W	KZBW	US		200512
J29	90	W	W	KZBW	US		200501
J29	100	W	W	KZBW	US		200512
J29	110	W	W	KZBW	US		200606
J29	120	W	W	KZOB	US		200606
J29	130	W	W	KZOB	US		200606
J29	140	W	W	KZOB	US		200606
J29	150	W	W	KZOB	US		200606
J29	160	W	W	KZOB	US		200606
J29	170	W	W	KZOB	US		200606
J29	180	W	W	KZOB	US		200606
J29	190	W	W	KZID	US		200606
J29	200	W	W	KZID	US		200606
J29	210	W	W	KZID	US		200606
J29	220	W	W	KZID	US		200606
J29	230	W	W	KZID	US		200606
J29	240	W	W	KZID	US		200606
J29	250	W	W	KZID	US		200606
J29	260	W	W	KZME	US		200606
J29	270	W	W	KZME	US		200606
J29	280	W	W	KZME	US		200606
J29	290	W	W	KZFW	US		200606
J29	300	W	W	KZFW	US		200606
J29	310	W	W	KZFW	US		200606
J29	320	W	W	KZHU	US		200606
J29	330	W	W	KZHU	US		200606
J29	340	W	W	KZHU	US		200606
J29	350	W	W	KZHU	US		200606
J29	360	W	W	KZHU	US		200606
J29	370	W	W	KZHU	US		200606
J29	380	W	W	KZHU	MX		200606
J29	380	W	W	KZHU	US		200606
J29	390	W	W	MMTY	MX		200606
J29	400	W	W	MMTY	MX		200606
J29	410	W	W	MMTY	MX		200606
J29	420	W	W	MMTY	MX		200606
J29	430	W	W	MMTY	MX		200606
J29	440	W	W	MMTY	MX		200606
J29	450	W	W	MMTY	MX		200606
J29	460	W	W	MMZT	MX		200606
J29	470	W	W	MMZT	MX		200606
J29	480	W	W	MMZT	MX		200606
J29	490	W	W	MMZT	MX		200507
J298	9940	E	W	HTDC	TZ		200507
J298	9950	E	W	HTDC	TZ		200507
J298	9960	E	W	HTDC	TZ		200406
J298	9970	E	W	HTDC	TZ		200406
J298	9980	E	W	HTDC	TZ		200406
J298	9990	E	W	HTDC	TZ		200406
J298	10	W	W	HTDC	TZ		200406
J298	20	W	W	HTDC	TZ		200406
J298	30	W	W	HTDC	TZ		200507
J298	40	W	W	HTDC	TZ		200507
J298	50	W	W	HTDC	TZ		200507
J298	60	W	W	HTDC	TZ		200511
J3	410	E	W	DAAA	AG		200501
J3	9740	E	W	KZOA	US		200501
J3	9750	E	W	KZSE	US		200501
J3	9760	E	W	KZSE	US		200510
J3	9770	E	W	KZSE	US		200501
J3	9780	E	W	KZSE	US		200501
J3	9790	E	W	KZSE	US		200404
J3	9940	E	W	MUFH	CU		200404
J3	9950	E	W	MUFH	CU		200404
J3	9960	E	W	MUFH	CU		200404
J3	9970	E	W	MUFH	CU		200404
J3	9980	E	W	MUFH	CU		200504
J3	9990	E	W	MUFH	CU		200504
J3	10	W	W	MUFH	CU		200404
J3	20	W	W	MUFH	CU		200404
J3	30	W	W	MUFH	CU		200404
J3	40	W	W	MUFH	CU		200404
J3	50	W	W	MUFH	CU		200404
J3	60	W	W	MUFH	CU		200501
J3	210	W	W	KZSE	US		200501
J3	220	W	W	KZSE	US		200510
J3	230	W	W	KZSE	US		200501
J3	240	W	W	KZSE	US		200501
J3	250	W	W	KZSE	US		200501
J3	260	W	W	KZOA	US		200511
J3	9590	W	W	DAAA	AG		200501
J30	110	E	W	KZMP	US		200511
J30	120	E	W	KZAU	US		200501
J30	130	E	W	KZAU	US		200501
J30	140	E	W	KZAU	US		200501
J30	150	E	W	KZAU	US		200501
J30	160	E	W	KZAU	US		200511
J30	170	E	W	KZAU	US		200501
J30	180	E	W	KZID	US		200605
J30	190	E	W	KZID	US		200605
J30	200	E	W	KZID	US		200511
J30	210	E	W	KZOB	US		200501
J30	220	E	W	KZOB	US		200511
J30	230	E	W	KZDC	US		200511
J30	240	E	W	KZDC	US		200511
J30	250	E	W	KZDC	US		200605
J30	260	E	W	KZDC	US		200511
J30	410	E	W	DAAA	AG		200511
J30	420	E	W	DAAA	AG		200511
J30	430	E	W	DAAA	AG		200504
J30	9980	E	W	YBBB	AS		200410
J30	9990	E	W	YBBB	AS		200410
J30	10	W	W	YBBB	AS		200504
J30	20	W	W	YBBB	AS		200606
J30	510	W	W	LLBG	IS		200412
J30	520	W	W	LLBG	IS		200511
J30	9570	W	W	DAAA	AG		200511
J30	9580	W	W	DAAA	AG		200511
J30	9590	W	W	DAAA	AG		200501
J30	9860	W	W	KZAU	US		200501
J30	9870	W	W	KZAU	US		200511
J30	9880	W	W	KZAU	US		200501
J30	9890	W	W	KZMP	US		200405
J301	9980	E	W	LFFF	FR		200405
J301	9990	E	W	LFFF	FR		200405
J301	10	W	W	LFFF	FR		200405
J301	20	W	W	LFFF	FR		200507
J301	30	W	W	LFFF	FR		200405
J301	40	W	W	LFFF	FR		200405
J301	50	W	W	LFFF	FR		200405
J301	60	W	W	LFFF	FR		200405
J302	10	W	W	LFFF	FR		200405
J302	20	W	W	LFFF	FR		200405
J302	30	W	W	LFFF	FR		200405
J302	40	W	W	LFFF	FR		200412
J31	210	E	W	LLBG	IS		200412
J31	220	E	W	LLBG	IS		200412
J31	230	E	W	LLBG	IS		200601
J31	9870	E	W	YMMM	AS		200410
J31	9880	E	W	YMMM	AS		200504
J31	9890	E	W	YBBB	AS		200501
J31	9960	E	W	KZHU	US		200511
J31	9970	E	W	KZHU	US		200511
J31	9980	E	W	KZME	US		200501
J31	9990	E	W	KZTL	US		200501
J31	10	W	W	KZTL	US		200511
J31	20	W	W	KZME	US		200511
J31	30	W	W	KZHU	US		200501
J31	40	W	W	KZHU	US		200504
J31	110	W	W	YBBB	AS		200410
J31	120	W	W	YMMM	AS		200601
J31	130	W	W	YMMM	AS		200309
J32	10	E	D	FVHF	ZI		200405
J32	110	E	W	LFMM	FR		200413
J32	120	E	W	LFMM	FR		200413
J32	130	E	W	LFMM	FR		200405
J32	140	E	W	LSAS	FR		200405
J32	140	E	W	LSAS	SZ		200405
J32	150	E	W	LSAS	SZ		200501
J32	9670	E	W	KZOA	US		200501
J32	9680	E	W	KZOA	US		200501
J32	9690	E	W	KZOA	US		200501
J32	9700	E	W	KZOA	US		200501
J32	9710	E	W	KZLC	US		200501
J32	9720	E	W	KZLC	US		200501
J32	9730	E	W	KZLC	US		200501
J32	9740	E	W	KZLC	US		200501
J32	9750	E	W	KZDV	US		200501
J32	9760	E	W	KZMP	US		200510
J32	9770	E	W	KZMP	US		200509
J32	9780	E	W	KZMP	US		200501
J32	9790	E	W	CZWG	CA		200501
J32	9790	E	W	CZWG	US		200501
J32	210	W	W	CZWG	CA		200509
J32	210	W	W	CZWG	US		200509
J32	220	W	W	KZMP	US		200510
J32	230	W	W	KZMP	US		200501
J32	240	W	W	KZMP	US		200501
J32	250	W	W	KZDV	US		200501
J32	260	W	W	KZLC	US		200501
J32	270	W	W	KZLC	US		200501
J32	280	W	W	KZLC	US		200501
J32	290	W	W	KZLC	US		200501
J32	300	W	W	KZOA	US		200501
J32	310	W	W	KZOA	US		200501
J32	320	W	W	KZOA	US		200501
J32	330	W	W	KZOA	US		200309
J32	9990	W	D	FVHF	ZI		200513
J33	9940	E	W	KZFW	US		200513
J33	9950	E	W	KZFW	US		200501
J33	9960	E	W	KZFW	US		200511
J33	9970	E	W	KZHU	US		200501
J33	9980	E	W	KZHU	US		200501
J33	9990	E	W	KZHU	US		200501
J33	10	W	W	KZHU	US		200501
J33	20	W	W	KZHU	US		200511
J33	30	W	W	KZHU	US		200501
J33	40	W	W	KZFW	US		200513
J33	50	W	W	KZFW	US		200513
J33	60	W	W	KZFW	US		200610
J332	10	E	W	DNKK	NI		200610
J332	20	E	W	DNKK	NI		200610
J332	9980	W	W	DNKK	NI		200610
J332	9990	W	W	DNKK	NI		200405
J34	410	E	W	LFMM	FR		200501
J34	9710	E	W	KZSE	US		200501
J34	9720	E	W	KZSE	US		200501
J34	9730	E	W	KZSE	US		200501
J34	9740	E	W	KZSE	US		200510
J34	9750	E	W	KZLC	US		200501
J34	9760	E	W	KZLC	US		200510
J34	9770	E	W	KZLC	US		200510
J34	9780	E	W	KZLC	US		200501
J34	9790	E	W	KZMP	US		200501
J34	9800	E	W	KZMP	US		200509
J34	9810	E	W	KZMP	US		200509
J34	9820	E	W	KZMP	US		200501
J34	9830	E	W	KZAU	US		200501
J34	9840	E	W	KZAU	US		200511
J34	9850	E	W	KZAU	US		200501
J34	9860	E	W	KZAU	US		200501
J34	9870	E	W	KZAU	US		200511
J34	9880	E	W	KZOB	US		200501
J34	9890	E	W	KZOB	US		200501
J34	9900	E	W	KZOB	US		200511
J34	9910	E	W	KZOB	US		200501
J34	9920	E	W	KZOB	US		200501
J34	9930	E	W	KZOB	US		200501
J34	9940	E	W	KZOB	US		200501
J34	9950	E	W	KZOB	US		200511
J34	9960	E	W	KZDC	US		200511
J34	9970	E	W	KZDC	US		200511
J34	9980	E	W	KZDC	US		200512
J34	9990	E	W	KZDC	US		200501
J34	60	W	W	KZOB	US		200501
J34	70	W	W	KZOB	US		200501
J34	80	W	W	KZOB	US		200511
J34	90	W	W	KZOB	US		200501
J34	100	W	W	KZOB	US		200501
J34	110	W	W	KZOB	US		200511
J34	120	W	W	KZOB	US		200501
J34	130	W	W	KZAU	US		200501
J34	140	W	W	KZAU	US		200511
J34	150	W	W	KZAU	US		200501
J34	160	W	W	KZAU	US		200501
J34	170	W	W	KZAU	US		200509
J34	180	W	W	KZMP	US		200509
J34	190	W	W	KZMP	US		200501
J34	200	W	W	KZMP	US		200501
J34	210	W	W	KZMP	US		200510
J34	220	W	W	KZLC	US		200510
J34	230	W	W	KZLC	US		200501
J34	240	W	W	KZLC	US		200510
J34	250	W	W	KZLC	US		200501
J34	260	W	W	KZSE	US		200501
J34	270	W	W	KZSE	US		200501
J34	280	W	W	KZSE	US		200501
J34	290	W	W	KZSE	US		200405
J34	9590	W	W	LFMM	FR		200508
J341	9970	E	W	GLRB	GV		200508
J341	9980	E	W	GLRB	GV		200508
J341	9990	E	W	GLRB	GV		200508
J341	10	W	W	GLRB	GV		200508
J341	20	W	W	GLRB	GV		200508
J341	30	W	W	GLRB	GV		200602
J342	10	E	W	YMMM	AS		200602
J342	20	E	W	YMMM	AS		200602
J342	30	E	W	YMMM	AS		200602
J342	9970	W	W	YMMM	AS		200602
J342	9980	W	W	YMMM	AS		200602
J342	9990	W	W	YMMM	AS		200602
J35	9840	E	W	KZHU	US		200602
J35	9850	E	W	KZHU	US		200511
J35	9860	E	W	KZHU	US		200511
J35	9870	E	W	KZHU	US		200511
J35	9880	E	W	KZME	US		200511
J35	9890	E	W	KZME	US		200511
J35	9900	E	W	KZME	US		200511
J35	9910	E	W	KZME	US		200511
J35	9920	E	W	KZME	US		200601
J35	9930	E	W	KZKC	US		200511
J35	9940	E	W	KZKC	US		200511
J35	9950	E	W	KZKC	US		200511
J35	9960	E	W	KZKC	US		200511
J35	9970	E	W	KZAU	US		200501
J35	9980	E	W	KZAU	US		200501
J35	9990	E	W	KZAU	US		200501
J35	10	W	W	KZAU	US		200501
J35	20	W	W	KZAU	US		200511
J35	30	W	W	KZAU	US		200511
J35	40	W	W	KZKC	US		200511
J35	50	W	W	KZKC	US		200511
J35	60	W	W	KZKC	US		200601
J35	70	W	W	KZKC	US		200511
J35	80	W	W	KZME	US		200511
J35	90	W	W	KZME	US		200511
J35	100	W	W	KZME	US		200511
J35	110	W	W	KZME	US		200511
J35	120	W	W	KZME	US		200511
J35	130	W	W	KZHU	US		200511
J35	140	W	W	KZHU	US		200602
J35	150	W	W	KZHU	US		200602
J35	160	W	W	KZHU	US		200511
J36	310	E	W	YMMM	AS		200511
J36	320	E	W	YMMM	AS		200511
J36	330	E	W	YMMM	AS		200511
J36	340	E	W	YMMM	AS		200511
J36	410	E	W	DAAA	AG		200511
J36	420	E	W	DAAA	AG		200511
J36	9770	E	W	KZLC	US		200511
J36	9780	E	W	KZLC	US		200511
J36	9790	E	W	KZLC	US		200511
J36	9800	E	W	KZMP	US		200511
J36	9810	E	W	KZMP	US		200511
J36	9820	E	W	KZMP	US		200511
J36	9830	E	W	KZAU	US		200511
J36	9840	E	W	KZAU	US		200511
J36	9850	E	W	KZAU	US		200511
J36	9860	E	W	KZAU	US		200511
J36	9870	E	W	KZOB	US		200511
J36	9880	E	W	KZOB	US		200511
J36	9890	E	W	CZYZ	CA		200511
J36	9900	E	W	CZYZ	CA		200511
J36	9900	E	W	CZYZ	US		200511
J36	9910	E	W	CZYZ	CA		200511
J36	9910	E	W	CZYZ	US		200511
J36	9920	E	W	KZOB	CA		200511
J36	9920	E	W	KZOB	US		200511
J36	9930	E	W	KZOB	US		200511
J36	9940	E	W	KZOB	US		200511
J36	9950	E	W	KZOB	US		200506
J36	9960	E	W	KZNY	US		200506
J36	9970	E	W	KZNY	US		200501
J36	9980	E	W	KZNY	US		200501
J36	9990	E	W	KZNY	US		200501
J36	10	W	W	KZNY	US		200501
J36	20	W	W	KZNY	US		200506
J36	30	W	W	KZNY	US		200506
J36	40	W	W	KZNY	US		200511
J36	50	W	W	KZOB	US		200511
J36	60	W	W	KZOB	US		200511
J36	70	W	W	KZOB	US		200511
J36	80	W	W	KZOB	CA		200511
J36	80	W	W	KZOB	US		200511
J36	90	W	W	CZYZ	CA		200511
J36	90	W	W	CZYZ	US		200511
J36	100	W	W	CZYZ	CA		200511
J36	100	W	W	CZYZ	US		200511
J36	110	W	W	CZYZ	CA		200511
J36	120	W	W	KZOB	US		200511
J36	130	W	W	KZOB	US		200511
J36	140	W	W	KZAU	US		200511
J36	150	W	W	KZAU	US		200511
J36	160	W	W	KZAU	US		200511
J36	170	W	W	KZAU	US		200511
J36	180	W	W	KZMP	US		200511
J36	190	W	W	KZMP	US		200511
J36	200	W	W	KZMP	US		200511
J36	210	W	W	KZLC	US		200511
J36	220	W	W	KZLC	US		200511
J36	230	W	W	KZLC	US		200511
J36	9580	W	W	DAAA	AG		200511
J36	9590	W	W	DAAA	AG		200511
J36	9660	W	W	YMMM	AS		200511
J36	9670	W	W	YMMM	AS		200511
J36	9680	W	W	YMMM	AS		200511
J36	9690	W	W	YMMM	AS		200511
J37	9630	E	W	KZHU	US		200511
J37	9640	E	W	KZHU	US		200511
J37	9650	E	W	KZHU	US		200511
J37	9660	E	W	KZHU	US		200511
J37	9670	E	W	KZHU	US		200511
J37	9680	E	W	KZTL	US		200501
J37	9690	E	W	KZTL	US		200501
J37	9700	E	W	KZTL	US		200501
J37	9920	E	W	KZBW	US		200510
J37	9930	E	W	KZBW	US		200501
J37	9940	E	W	KZBW	US		200512
J37	9950	E	W	KZBW	US		200501
J37	9960	E	W	KZBW	US		200512
J37	9970	E	W	KZBW	US		200512
J37	9980	E	W	KZBW	US		200512
J37	9990	E	W	KZBW	US		200512
J37	10	W	W	KZBW	US		200512
J37	20	W	W	KZBW	US		200512
J37	30	W	W	KZBW	US		200501
J37	40	W	W	KZBW	US		200512
J37	50	W	W	KZBW	US		200501
J37	60	W	W	KZBW	US		200510
J37	70	W	W	KZBW	US		200501
J37	80	W	W	KZBW	US		200501
J37	210	W	W	KZDC	US		200501
J37	220	W	W	KZDC	US		200501
J37	230	W	W	KZDC	US		200501
J37	240	W	W	KZDC	US		200501
J37	250	W	W	KZDC	US		200501
J37	260	W	W	KZDC	US		200501
J37	270	W	W	KZDC	US		200501
J37	280	W	W	KZDC	US		200511
J37	290	W	W	KZTL	US		200501
J37	300	W	W	KZTL	US		200501
J37	310	W	W	KZTL	US		200511
J37	320	W	W	KZTL	US		200511
J37	330	W	W	KZHU	US		200511
J37	340	W	W	KZHU	US		200511
J37	350	W	W	KZHU	US		200511
J37	360	W	W	KZHU	US		200511
J37	370	W	W	KZHU	US		200510
J38	9930	E	W	CZWG	CA		200510
J38	9930	E	W	CZWG	US		200510
J38	9940	E	W	KZMP	US		200501
J38	9950	E	W	KZMP	US		200501
J38	9960	E	W	KZMP	US		200501
J38	9970	E	W	KZMP	US		200501
J38	9980	E	W	KZMP	US		200511
J38	9990	E	W	KZOB	US		200511
J38	10	W	W	KZOB	US		200501
J38	20	W	W	KZMP	US		200501
J38	30	W	W	KZMP	US		200501
J38	40	W	W	KZMP	US		200501
J38	50	W	W	KZMP	US		200510
J38	60	W	W	KZMP	US		200510
J38	70	W	W	CZWG	CA		200511
J38	70	W	W	CZWG	US		200511
J39	9910	E	W	KZJX	US		200501
J39	9920	E	W	KZTL	US		200501
J39	9930	E	W	KZTL	US		200501
J39	9940	E	W	KZME	US		200501
J39	9950	E	W	KZME	US		200501
J39	9960	E	W	KZID	US		200511
J39	9970	E	W	KZID	US		200501
J39	9980	E	W	KZID	US		200501
J39	9990	E	W	KZID	US		200501
J39	10	W	W	KZID	US		200501
J39	20	W	W	KZID	US		200511
J39	30	W	W	KZID	US		200501
J39	40	W	W	KZID	US		200501
J39	50	W	W	KZME	US		200501
J39	60	W	W	KZME	US		200501
J39	70	W	W	KZTL	US		200501
J39	80	W	W	KZTL	US		200511
J39	90	W	W	KZJX	US		200602
J4	610	E	W	DAAA	AG		200602
J4	620	E	W	DAAA	AG		200602
J4	630	E	W	DAAA	AG		200602
J4	640	E	W	DAAA	AG		200602
J4	9520	E	W	KZLA	US		200602
J4	9530	E	W	KZLA	US		200602
J4	9540	E	W	KZLA	US		200602
J4	9550	E	W	KZLA	US		200602
J4	9560	E	W	KZLA	US		200602
J4	9570	E	W	KZLA	US		200602
J4	9580	E	W	KZLA	US		200602
J4	9590	E	W	KZAB	US		200602
J4	9600	E	W	KZAB	US		200602
J4	9610	E	W	KZAB	US		200602
J4	9620	E	W	KZAB	US		200602
J4	9630	E	W	KZAB	US		200602
J4	9640	E	W	KZFW	US		200602
J4	9650	E	W	KZFW	US		200602
J4	9660	E	W	KZFW	US		200602
J4	9670	E	W	KZFW	US		200602
J4	9680	E	W	KZME	US		200602
J4	9690	E	W	KZME	US		200602
J4	9700	E	W	KZME	US		200602
J4	9710	E	W	KZTL	US		200602
J4	9720	E	W	KZTL	US		200602
J4	9730	E	W	KZTL	US		200602
J4	9740	E	W	KZTL	US		200602
J4	9750	E	W	KZJX	US		200602
J4	9760	E	W	KZJX	US		200602
J4	9770	E	W	KZDC	US		200602
J4	9780	E	W	KZJX	US		200602
J4	9790	E	W	KZDC	US		200404
J4	9930	E	W	MUFH	CU		200404
J4	9940	E	W	MUFH	CU		200404
J4	9950	E	W	MUFH	CU		200404
J4	9960	E	W	MUFH	CU		200404
J4	9970	E	W	MUFH	CU		200404
J4	9980	E	W	MUFH	CU		200404
J4	9990	E	W	MUFH	CU		200404
J4	10	W	W	MUFH	CU		200404
J4	20	W	W	MUFH	CU		200404
J4	30	W	W	MUFH	CU		200404
J4	40	W	W	MUFH	CU		200404
J4	50	W	W	MUFH	CU		200404
J4	60	W	W	MUFH	CU		200404
J4	70	W	W	MUFH	CU		200602
J4	210	W	W	KZDC	US		200602
J4	220	W	W	KZJX	US		200602
J4	230	W	W	KZDC	US		200602
J4	240	W	W	KZJX	US		200602
J4	250	W	W	KZJX	US		200602
J4	260	W	W	KZTL	US		200602
J4	270	W	W	KZTL	US		200602
J4	280	W	W	KZTL	US		200602
J4	290	W	W	KZTL	US		200602
J4	300	W	W	KZME	US		200602
J4	310	W	W	KZME	US		200602
J4	320	W	W	KZME	US		200602
J4	330	W	W	KZFW	US		200602
J4	340	W	W	KZFW	US		200602
J4	350	W	W	KZFW	US		200602
J4	360	W	W	KZFW	US		200602
J4	370	W	W	KZAB	US		200602
J4	380	W	W	KZAB	US		200602
J4	390	W	W	KZAB	US		200602
J4	400	W	W	KZAB	US		200602
J4	410	W	W	KZAB	US		200602
J4	420	W	W	KZLA	US		200602
J4	430	W	W	KZLA	US		200602
J4	440	W	W	KZLA	US		200602
J4	450	W	W	KZLA	US		200602
J4	460	W	W	KZLA	US		200602
J4	470	W	W	KZLA	US		200602
J4	480	W	W	KZLA	US		200602
J4	9360	W	W	DAAA	AG		200602
J4	9370	W	W	DAAA	AG		200602
J4	9380	W	W	DAAA	AG		200602
J4	9390	W	W	DAAA	AG		200511
J40	210	E	W	DAAA	AG		200602
J40	9920	E	W	KZTL	US		200602
J40	9930	E	W	KZTL	US		200602
J40	9940	E	W	KZTL	US		200602
J40	9950	E	W	KZJX	US		200501
J40	9960	E	W	KZJX	US		200511
J40	9970	E	W	KZDC	US		200511
J40	9980	E	W	KZJX	US		200501
J40	9990	E	W	KZDC	US		200501
J40	40	W	W	KZJX	US		200602
J40	50	W	W	KZJX	US		200602
J40	60	W	W	KZTL	US		200602
J40	70	W	W	KZTL	US		200602
J40	80	W	W	KZTL	US		200511
J40	9790	W	W	DAAA	AG		200511
J41	310	E	W	DAAA	AG		200511
J41	320	E	W	DAAA	AG		200511
J41	330	E	W	DAAA	AG		200511
J41	340	E	W	DAAA	AG		200511
J41	350	E	W	DAAA	AG		200509
J41	410	E	R	LSAG	FR		200413
J41	410	E	R	LSAG	SZ		200413
J41	420	E	R	LSAG	FR		200405
J41	430	E	R	LSAG	FR		200511
J41	9820	E	W	KZMP	US		200511
J41	9830	E	W	KZKC	US		200511
J41	9840	E	W	KZKC	US		200511
J41	9850	E	W	KZKC	US		200511
J41	9860	E	W	KZKC	US		200511
J41	9870	E	W	KZME	US		200511
J41	9880	E	W	KZME	US		200511
J41	9890	E	W	KZTL	US		200511
J41	9900	E	W	KZJX	US		200511
J41	9910	E	W	KZJX	US		200511
J41	9920	E	W	KZJX	US		200511
J41	9930	E	W	KZJX	US		200511
J41	9940	E	W	KZJX	US		200511
J41	9950	E	W	KZJX	US		200501
J41	9960	E	W	KZJX	US		200511
J41	9970	E	W	KZMA	US		200511
J41	9980	E	W	KZMA	US		200511
J41	9990	E	W	KZMA	US		200511
J41	10	W	W	KZMA	US		200511
J41	20	W	W	KZMA	US		200511
J41	30	W	W	KZMA	US		200501
J41	40	W	W	KZJX	US		200511
J41	50	W	W	KZJX	US		200511
J41	60	W	W	KZJX	US		200511
J41	70	W	W	KZJX	US		200511
J41	80	W	W	KZJX	US		200511
J41	90	W	W	KZJX	US		200511
J41	100	W	W	KZJX	US		200511
J41	110	W	W	KZTL	US		200511
J41	120	W	W	KZME	US		200511
J41	130	W	W	KZME	US		200511
J41	140	W	W	KZKC	US		200511
J41	150	W	W	KZKC	US		200511
J41	160	W	W	KZKC	US		200511
J41	170	W	W	KZKC	US		200511
J41	180	W	W	KZMP	US		200511
J41	9650	W	W	DAAA	AG		200511
J41	9660	W	W	DAAA	AG		200511
J41	9670	W	W	DAAA	AG		200511
J41	9680	W	W	DAAA	AG		200511
J41	9690	W	W	DAAA	AG		200507
J42	510	E	W	YMMM	AS		200507
J42	520	E	W	YMMM	AS		200507
J42	530	E	W	YMMM	AS		200511
J42	9570	E	W	MMZT	MX		200511
J42	9580	E	W	MMZT	MX		200511
J42	9590	E	W	MMZT	MX		200511
J42	9600	E	W	MMZT	MX		200511
J42	9610	E	W	MMZT	MX		200511
J42	9620	E	W	MMZT	MX		200511
J42	9630	E	W	MMZT	MX		200511
J42	9640	E	W	MMZT	MX		200511
J42	9650	E	W	MMTY	MX		200501
J42	9660	E	W	KZAB	US		200511
J42	9670	E	W	KZAB	US		200511
J42	9680	E	W	KZFW	US		200511
J42	9690	E	W	KZFW	US		200511
