ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	CTRY	STATE_PROV	CYCLE_DATE
1AW1	10	E	D	HSSS	LY		200501
1AW1	10	E	D	HSSS	SU		200501
1AW1	20	E	D	HSSS	SU		200501
1AW1	30	E	D	HSSS	SU		200501
1AW1	9970	W	D	HSSS	SU		200501
1AW1	9980	W	D	HSSS	SU		200606
1AW1	9990	W	D	HSSS	LY		200609
1AW1	9990	W	D	HSSS	SU		200609
1AW3	10	E	W	HAAA	ET		200609
1AW3	20	E	W	HAAA	ET		200609
1AW3	30	E	W	HAAA	ET		200609
1AW3	30	E	W	HAAA	KE		200609
1AW3	9970	W	W	HAAA	ET		200609
1AW3	9970	W	W	HAAA	KE		200609
1AW3	9980	W	W	HAAA	ET		200609
1AW3	9990	W	W	HAAA	ET		200110
1E001	690	E	E	FNAN	AO		200110
1E001	9310	W	E	FNAN	AO		200110
1E002	650	E	E	FNAN	AO		200110
1E002	9350	W	E	FNAN	AO		200206
1E004	10	E	E	FZZA	CG		200206
1E004	9990	W	E	FZZA	CG		200303
1E005	10	E	E	FZZA	CG		200206
1E005	20	E	E	FZZA	CG		200206
1E005	9980	W	E	FZZA	CG		200303
1E005	9990	W	E	FZZA	CG		200511
1E011	10	E	E	DNKK	NI		200511
1E011	20	E	E	DNKK	NI		200511
1E011	30	E	E	DNKK	NI		200511
1E011	40	E	E	DNKK	NI		200511
1E011	9960	W	E	DNKK	NI		200511
1E011	9970	W	E	DNKK	NI		200511
1E011	9980	W	E	DNKK	NI		200511
1E011	9990	W	E	DNKK	NI		200511
1E012	10	E	E	DNKK	NI		200511
1E012	20	E	E	DNKK	NI		200511
1E012	9980	W	E	DNKK	NI		200511
1E012	9990	W	E	DNKK	NI		200511
1E013	10	E	E	DNKK	NI		200511
1E013	20	E	E	DNKK	NI		200511
1E013	30	E	E	DNKK	NI		200511
1E013	9970	W	E	DNKK	NI		200511
1E013	9980	W	E	DNKK	NI		200511
1E013	9990	W	E	DNKK	NI		200404
1E10	10	E	E	FZZA	CG		200404
1E10	20	E	E	FZZA	CG		200404
1E10	30	E	E	FZZA	CG		200404
1E10	40	E	E	FZZA	CG		200404
1E10	50	E	E	FZZA	CG		200404
1E10	60	E	E	FZZA	CG		200404
1E10	9940	W	E	FZZA	CG		200404
1E10	9950	W	E	FZZA	CG		200404
1E10	9960	W	E	FZZA	CG		200404
1E10	9970	W	E	FZZA	CG		200404
1E10	9980	W	E	FZZA	CG		200404
1E10	9990	W	E	FZZA	CG		200401
1E8	10	E	E	FZZA	CG		200401
1E8	20	E	E	FZZA	CG		200401
1E8	30	E	E	FZZA	CG		200401
1E8	40	E	E	FZZA	CG		200401
1E8	9960	W	E	FZZA	CG		200401
1E8	9970	W	E	FZZA	CG		200401
1E8	9980	W	E	FZZA	CG		200401
1E8	9990	W	E	FZZA	CG		200205
1E9	10	E	E	FZZA	CG		200205
1E9	20	E	E	FZZA	CG		200205
1E9	9980	W	E	FZZA	CG		200205
1E9	9990	W	E	FZZA	CG		200603
25A	10	E	R	RPHI	RP		200603
25A	9990	W	R	RPHI	RP		200508
2E1	9980	E	E	SCFZ	CI		200508
2E1	9990	E	E	SCEZ	CI		200508
2E1	10	W	E	SCEZ	CI		200508
2E1	20	W	E	SCFZ	CI		200309
2E10	9980	E	O	SCFZ	CI		200309
2E10	9990	E	O	SCFZ	CI		200309
2E10	10	W	O	SCFZ	CI		200309
2E10	20	W	O	SCFZ	CI		199612
2E11	8000	E	W	SCFZ	CI		199612
2E11	2000	W	W	SCFZ	CI		200309
2E12	9990	E	W	SCEZ	CI		200309
2E12	10	W	W	SCEZ	CI		200309
2E13	9990	E	W	SCEZ	CI		200309
2E13	10	W	W	SCEZ	CI		200202
2E14	9990	E	W	SCEZ	CI		200202
2E14	10	W	W	SCEZ	CI		200207
2E16	9990	E	E	TJZS	RQ		200207
2E16	10	W	E	TJZS	RQ		200403
2E17	10	E	E	SCEZ	CI		200402
2E3	9990	E	E	SCFZ	CI		200402
2E3	10	W	E	SCFZ	CI		200312
2E4	9990	E	E	SCFZ	CI		200312
2E4	10	W	E	SCFZ	CI		200311
2E6	9990	E	E	SCFZ	CI		200311
2E6	10	W	E	SCFZ	CI		200204
371	9990	E	W	PAZA	US		200204
371	10	W	W	PAZA	US		199713
3E001	10	E	E	KZKZ	CQ		199713
3E001	10	E	E	KZKZ	GQ		199713
3E001	9990	W	E	KZKZ	CQ		200603
3E001	9990	W	E	KZKZ	GQ		200603
3E003	10	E	E	ROTP	JA		200603
3E003	20	E	E	ROTP	JA		200603
3E003	30	E	E	RORG	JA		200603
3E003	40	E	E	RORG	JA		200603
3E003	9960	W	E	RORG	JA		200603
3E003	9970	W	E	RORG	JA		200603
3E003	9980	W	E	ROTP	JA		200603
3E003	9990	W	E	ROTP	JA		200509
3E100	10	E	E	OPKR	PK		200509
3E100	20	E	E	OPKR	PK		200509
3E100	9980	W	E	OPKR	PK		200509
3E100	9990	W	E	OPKR	PK		200405
3E102	10	E	W	ZSHA	CH		200405
3E102	9990	W	W	ZSHA	CH		200410
3E103	10	E	O	NFFF	NH		200410
3E103	20	E	O	NFFF	NH		200410
3E103	30	E	O	NFFF	NH		200410
3E103	40	E	O	NFFF	NH		200410
3E103	50	E	O	NFFF	NH		200509
3E103	60	E	O	NFFF	NH		200509
3E103	9940	W	O	NFFF	NH		200410
3E103	9950	W	O	NFFF	NH		200410
3E103	9960	W	O	NFFF	NH		200410
3E103	9970	W	O	NFFF	NH		200410
3E103	9980	W	O	NFFF	NH		200410
3E103	9990	W	O	NFFF	NH		200410
3E104	10	E	O	NFFF	NH		200410
3E104	20	E	O	NFFF	NH		200410
3E104	9980	W	O	NFFF	NH		200410
3E104	9990	W	O	NFFF	NH		200202
3E109	10	E	E	NZZO	CW		200202
3E109	20	E	E	NZZO	CW		200202
3E109	9980	W	E	NZZO	CW		200202
3E109	9990	W	E	NZZO	CW		200503
3E11	10	E	E	RORG	JA		200503
3E11	20	E	E	RORG	JA		200503
3E11	30	E	E	RORG	JA		200503
3E11	9970	W	E	RORG	JA		200503
3E11	9980	W	E	RORG	JA		200503
3E11	9990	W	E	RORG	JA		200312
3E110	10	E	E	NZZO	CW		200312
3E110	9990	W	E	NZZO	CW		200411
3E113	10	E	E	VABF	IN		200411
3E113	10	E	E	VABF	SE		200411
3E113	20	E	E	VABF	IN		200411
3E113	30	E	E	VABF	IN		200411
3E113	40	E	E	VABF	IN		200411
3E113	9960	W	E	VABF	IN		200411
3E113	9970	W	E	VABF	IN		200411
3E113	9980	W	E	VABF	IN		200411
3E113	9990	W	E	VABF	IN		200313
3E113	9990	W	E	VABF	SE		200313
3E12	10	E	E	RJTG	JA		200313
3E12	20	E	E	RJTG	JA		200408
3E12	30	E	E	RJTG	JA		200408
3E12	9970	W	E	RJTG	JA		200313
3E12	9980	W	E	RJTG	JA		200313
3E12	9990	W	E	RJTG	JA		200503
3E13	10	E	E	RJTG	JA		200503
3E13	9990	W	E	RJTG	JA		200406
3E14	10	E	E	RJTG	JA		200406
3E14	20	E	E	RJTG	JA		200406
3E14	30	E	E	RJTG	JA		200406
3E14	9970	W	E	RJTG	JA		200406
3E14	9980	W	E	RJTG	JA		200406
3E14	9990	W	E	RJTG	JA		200503
3E17	10	E	E	RJTG	JA		200503
3E17	20	E	E	RJTG	JA		200503
3E17	30	E	E	RJTG	JA		200503
3E17	9970	W	E	RJTG	JA		200503
3E17	9980	W	E	RJTG	JA		200503
3E17	9990	W	E	RJTG	JA		200313
3E18	10	E	E	RJTG	JA		200313
3E18	9990	W	E	RJTG	JA		200503
3E2	10	E	E	AYPY	PP		200503
3E2	20	E	E	AYPY	PP		200503
3E2	9980	W	E	AYPY	PP		200503
3E2	9990	W	E	AYPY	PP		199511
3E22	3900	E	E	RJTG	JA		199511
3E22	6100	W	E	RJTG	JA		199511
3E23	3900	E	E	RJTG	JA		199511
3E23	6100	W	E	RJTG	JA		200212
3E249	9980	E	E	RORG	JA		200212
3E249	9990	E	E	RORG	JA		200212
3E249	10	W	E	RORG	JA		200212
3E249	20	W	E	RORG	JA		200503
3E25	10	E	E	RJTG	JA		200503
3E25	20	E	E	RJTG	JA		200503
3E25	9980	W	E	RJTG	JA		200503
3E25	9990	W	E	RJTG	JA		200503
3E250	10	E	E	RORG	JA		200503
3E250	20	E	E	RORG	JA		200503
3E250	9980	W	E	RORG	JA		200503
3E250	9990	W	E	RORG	JA		200212
3E252	10	E	E	RORG	JA		200212
3E252	9990	W	E	RORG	JA		200503
3E26	10	E	E	RJTG	JA		200503
3E26	9990	W	E	RJTG	JA		200503
3E285	9990	E	E	NTTT	FP		200503
3E285	10	W	E	NTTT	FP		200410
3E287	10	E	E	NFFF	FJ		200410
3E287	9990	W	E	NFFF	FJ		200412
3E290	10	E	E	NFFF	FJ		200412
3E290	9990	W	E	NFFF	FJ		200503
3E291	10	E	E	NFFF	FJ		200503
3E291	9990	W	E	NFFF	FJ		200503
3E292	10	E	E	AYPY	PP		200503
3E292	20	E	E	AYPY	PP		200503
3E292	30	E	E	AYPY	PP		200503
3E292	9970	W	E	AYPY	PP		200503
3E292	9980	W	E	AYPY	PP		200503
3E292	9990	W	E	AYPY	PP		200503
3E293	10	E	E	AYPY	PP		200503
3E293	20	E	E	AYPY	PP		200503
3E293	9980	W	E	AYPY	PP		200503
3E293	9990	W	E	AYPY	PP		200503
3E294	10	E	E	AYPY	ID		200503
3E294	10	E	E	AYPY	PP		200503
3E294	20	E	D	AYPY	PP		200503
3E294	30	E	D	AYPY	PP		200503
3E294	40	E	E	AYPY	PP		200503
3E294	50	E	E	AYPY	PP		200503
3E294	60	E	E	AYPY	PP		200503
3E294	9940	W	E	AYPY	PP		200503
3E294	9950	W	E	AYPY	PP		200503
3E294	9960	W	E	AYPY	PP		200503
3E294	9970	W	D	AYPY	PP		200503
3E294	9980	W	D	AYPY	PP		200503
3E294	9990	W	E	AYPY	ID		200503
3E294	9990	W	E	AYPY	PP		200503
3E295	10	E	E	AYPY	PP		200503
3E295	20	E	E	AYPY	PP		200503
3E295	30	E	E	AYPY	PP		200503
3E295	40	E	E	AYPY	PP		200503
3E295	50	E	E	AYPY	PP		200503
3E295	9950	W	E	AYPY	PP		200503
3E295	9960	W	E	AYPY	PP		200503
3E295	9970	W	E	AYPY	PP		200503
3E295	9980	W	E	AYPY	PP		200503
3E295	9990	W	E	AYPY	PP		200503
3E296	10	E	E	AYPY	PP		200503
3E296	20	E	E	AYPY	PP		200503
3E296	30	E	E	AYPY	PP		200503
3E296	40	E	E	AYPY	PP		200503
3E296	50	E	E	AYPY	PP		200503
3E296	60	E	D	AYPY	PP		200503
3E296	9940	W	D	AYPY	PP		200503
3E296	9950	W	E	AYPY	PP		200503
3E296	9960	W	E	AYPY	PP		200503
3E296	9970	W	E	AYPY	PP		200503
3E296	9980	W	E	AYPY	PP		200503
3E296	9990	W	E	AYPY	PP		200503
3E297	10	E	W	AYPY	PP		200503
3E297	20	E	W	AYPY	PP		200503
3E297	30	E	W	AYPY	PP		200503
3E297	40	E	W	AYPY	PP		200503
3E297	50	E	W	AYPY	PP		200503
3E297	60	E	W	AYPY	PP		200503
3E297	70	E	W	AYPY	PP		200503
3E297	9930	W	W	AYPY	PP		200503
3E297	9940	W	W	AYPY	PP		200503
3E297	9950	W	W	AYPY	PP		200503
3E297	9960	W	W	AYPY	PP		200503
3E297	9970	W	W	AYPY	PP		200503
3E297	9980	W	W	AYPY	PP		200503
3E297	9990	W	W	AYPY	PP		200503
3E298	10	E	E	AYPY	PP		200503
3E298	20	E	E	AYPY	PP		200503
3E298	30	E	E	AYPY	PP		200503
3E298	9970	W	E	AYPY	PP		200503
3E298	9980	W	E	AYPY	PP		200503
3E298	9990	W	E	AYPY	PP		200503
3E3	10	E	E	AYPY	PP		200503
3E3	20	E	E	AYPY	PP		200503
3E3	9980	W	E	AYPY	PP		200503
3E3	9990	W	E	AYPY	PP		200503
3E31	10	E	E	RJTG	JA		200503
3E31	9990	W	E	RJTG	JA		200202
3E32	10	E	E	RJTG	JA		200202
3E32	9990	W	E	RJTG	JA		200305
3E33	10	E	E	RJTG	JA		200308
3E33	20	E	E	RJTG	JA		200308
3E33	9980	W	E	RJTG	JA		200305
3E33	9990	W	E	RJTG	JA		200501
3E37	10	E	E	RJTG	JA		200501
3E37	20	E	E	RJTG	JA		200501
3E37	9980	W	E	RJTG	JA		200501
3E37	9990	W	E	RJTG	JA		200503
3E38	10	E	E	RJTG	JA		200503
3E38	20	E	E	RJTG	JA		200503
3E38	9980	W	E	RJTG	JA		200503
3E38	9990	W	E	RJTG	JA		200312
3E39	10	E	E	RJTG	JA		200312
3E39	9990	W	E	RJTG	JA		200503
3E4	10	E	E	AYPY	PP		200503
3E4	20	E	E	AYPY	PP		200503
3E4	30	E	E	AYPY	PP		200503
3E4	40	E	E	AYPY	PP		200503
3E4	9960	W	E	AYPY	PP		200503
3E4	9970	W	E	AYPY	PP		200503
3E4	9980	W	E	AYPY	PP		200503
3E4	9990	W	E	AYPY	PP		200501
3E40	10	E	E	RJTG	JA		200501
3E40	20	E	E	RJTG	JA		200501
3E40	9980	W	E	RJTG	JA		200501
3E40	9990	W	E	RJTG	JA		200512
3E401	10	E	E	AYPY	PP		200601
3E401	20	E	E	AYPY	PP		200512
3E401	30	E	E	AYPY	PP		200503
3E401	40	E	E	AYPY	PP		200503
3E401	50	E	E	AYPY	PP		200503
3E401	60	E	E	AYPY	PP		200503
3E401	9940	W	E	AYPY	PP		200503
3E401	9950	W	E	AYPY	PP		200503
3E401	9960	W	E	AYPY	PP		200512
3E401	9970	W	E	AYPY	PP		200601
3E401	9980	W	E	AYPY	PP		200512
3E401	9990	W	E	AYPY	PP		200306
3E41	10	E	E	RJTG	JA		200306
3E41	20	E	E	RJTG	JA		200306
3E41	9980	W	E	RJTG	JA		200306
3E41	9990	W	E	RJTG	JA		200503
3E44	10	E	E	RJTG	JA		200503
3E44	9990	W	E	RJTG	JA		200503
3E46	10	E	E	AYPY	PP		200503
3E46	20	E	E	AYPY	PP		200503
3E46	30	E	E	AYPY	PP		200503
3E46	9970	W	E	AYPY	PP		200503
3E46	9980	W	E	AYPY	PP		200503
3E46	9990	W	E	AYPY	PP		200602
3E47	10	E	E	AGGG	BP		200602
3E47	20	E	E	AGGG	BP		200602
3E47	9980	W	E	AGGG	BP		200602
3E47	9990	W	E	AGGG	BP		200503
3E48	10	E	E	AYPY	PP		200503
3E48	20	E	E	AYPY	PP		200503
3E48	30	E	E	AYPY	PP		200503
3E48	40	E	E	AYPY	PP		200503
3E48	50	E	E	AYPY	PP		200503
3E48	60	E	E	AYPY	PP		200503
3E48	70	E	E	AYPY	PP		200503
3E48	9930	W	E	AYPY	PP		200503
3E48	9940	W	E	AYPY	PP		200503
3E48	9950	W	E	AYPY	PP		200503
3E48	9960	W	E	AYPY	PP		200503
3E48	9970	W	E	AYPY	PP		200503
3E48	9980	W	E	AYPY	PP		200503
3E48	9990	W	E	AYPY	PP		200503
3E49	10	E	E	AYPY	PP		200503
3E49	20	E	E	AYPY	PP		200503
3E49	30	E	E	AYPY	PP		200503
3E49	40	E	E	AYPY	PP		200503
3E49	50	E	E	AYPY	PP		200503
3E49	60	E	E	AYPY	PP		200503
3E49	9940	W	E	AYPY	PP		200503
3E49	9950	W	E	AYPY	PP		200503
3E49	9960	W	E	AYPY	PP		200503
3E49	9970	W	E	AYPY	PP		200503
3E49	9980	W	E	AYPY	PP		200503
3E49	9990	W	E	AYPY	PP		200503
3E5	10	E	E	AYPY	PP		200503
3E5	20	E	E	AYPY	PP		200503
3E5	9980	W	E	AYPY	PP		200503
3E5	9990	W	E	AYPY	PP		200503
3E50	10	E	E	AYPY	PP		200503
3E50	20	E	E	AYPY	PP		200503
3E50	30	E	E	AYPY	PP		200503
3E50	40	E	E	AYPY	PP		200503
3E50	50	E	E	AYPY	PP		200503
3E50	60	E	E	AYPY	PP		200503
3E50	70	E	E	AYPY	PP		200503
3E50	9930	W	E	AYPY	PP		200503
3E50	9940	W	E	AYPY	PP		200503
3E50	9950	W	E	AYPY	PP		200503
3E50	9960	W	E	AYPY	PP		200503
3E50	9970	W	E	AYPY	PP		200503
3E50	9980	W	E	AYPY	PP		200503
3E50	9990	W	E	AYPY	PP		200503
3E51	10	E	E	AYPY	PP		200503
3E51	20	E	E	AYPY	PP		200503
3E51	30	E	E	AYPY	PP		200503
3E51	40	E	E	AYPY	PP		200503
3E51	50	E	E	AYPY	PP		200503
3E51	9950	W	E	AYPY	PP		200503
3E51	9960	W	E	AYPY	PP		200503
3E51	9970	W	E	AYPY	PP		200503
3E51	9980	W	E	AYPY	PP		200503
3E51	9990	W	E	AYPY	PP		200503
3E52	10	E	E	AYPY	PP		200503
3E52	20	E	E	AYPY	PP		200503
3E52	30	E	E	AYPY	PP		200503
3E52	40	E	E	AYPY	PP		200503
3E52	50	E	E	AYPY	PP		200503
3E52	9950	W	E	AYPY	PP		200503
3E52	9960	W	E	AYPY	PP		200503
3E52	9970	W	E	AYPY	PP		200503
3E52	9980	W	E	AYPY	PP		200503
3E52	9990	W	E	AYPY	PP		200503
3E53	10	E	E	AYPY	PP		200503
3E53	20	E	E	AYPY	PP		200503
3E53	30	E	E	AYPY	PP		200503
3E53	40	E	E	AYPY	PP		200503
3E53	50	E	E	AYPY	PP		200503
3E53	9950	W	E	AYPY	PP		200503
3E53	9960	W	E	AYPY	PP		200503
3E53	9970	W	E	AYPY	PP		200503
3E53	9980	W	E	AYPY	PP		200503
3E53	9990	W	E	AYPY	PP		200503
3E54	10	E	E	AYPY	PP		200503
3E54	20	E	E	AYPY	PP		200503
3E54	30	E	E	AYPY	PP		200503
3E54	40	E	E	AYPY	PP		200503
3E54	50	E	E	AYPY	PP		200503
3E54	60	E	E	AYPY	PP		200503
3E54	70	E	E	AYPY	PP		200503
3E54	9930	W	E	AYPY	PP		200503
3E54	9940	W	E	AYPY	PP		200503
3E54	9950	W	E	AYPY	PP		200503
3E54	9960	W	E	AYPY	PP		200503
3E54	9970	W	E	AYPY	PP		200503
3E54	9980	W	E	AYPY	PP		200503
3E54	9990	W	E	AYPY	PP		200503
3E55	10	E	E	AYPY	PP		200503
3E55	20	E	E	AYPY	PP		200503
3E55	30	E	E	AYPY	PP		200503
3E55	40	E	E	AYPY	PP		200503
3E55	50	E	E	AYPY	PP		200503
3E55	60	E	E	AYPY	PP		200503
3E55	70	E	E	AYPY	PP		200503
3E55	80	E	E	AYPY	PP		200503
3E55	9920	W	E	AYPY	PP		200503
3E55	9930	W	E	AYPY	PP		200503
3E55	9940	W	E	AYPY	PP		200503
3E55	9950	W	E	AYPY	PP		200503
3E55	9960	W	E	AYPY	PP		200503
3E55	9970	W	E	AYPY	PP		200503
3E55	9980	W	E	AYPY	PP		200503
3E55	9990	W	E	AYPY	PP		200503
3E56	10	E	E	AYPY	PP		200503
3E56	20	E	E	AYPY	PP		200503
3E56	30	E	E	AYPY	PP		200503
3E56	40	E	E	AYPY	PP		200503
3E56	50	E	E	AYPY	PP		200503
3E56	60	E	E	AYPY	PP		200503
3E56	70	E	E	AYPY	PP		200503
3E56	9930	W	E	AYPY	PP		200503
3E56	9940	W	E	AYPY	PP		200503
3E56	9950	W	E	AYPY	PP		200503
3E56	9960	W	E	AYPY	PP		200503
3E56	9970	W	E	AYPY	PP		200503
3E56	9980	W	E	AYPY	PP		200503
3E56	9990	W	E	AYPY	PP		200503
3E57	10	E	E	AYPY	PP		200503
3E57	20	E	E	AYPY	PP		200506
3E57	30	E	E	AYPY	PP		200503
3E57	40	E	E	AYPY	PP		200503
3E57	9960	W	E	AYPY	PP		200506
3E57	9970	W	E	AYPY	PP		200503
3E57	9980	W	E	AYPY	PP		200503
3E57	9990	W	E	AYPY	PP		200503
3E58	10	E	E	AYPY	PP		200503
3E58	20	E	E	AYPY	PP		200503
3E58	30	E	E	AYPY	PP		200503
3E58	40	E	E	AYPY	PP		200503
3E58	50	E	E	AYPY	PP		200503
3E58	9950	W	E	AYPY	PP		200503
3E58	9960	W	E	AYPY	PP		200503
3E58	9970	W	E	AYPY	PP		200503
3E58	9980	W	E	AYPY	PP		200503
3E58	9990	W	E	AYPY	PP		200503
3E59	10	E	E	AYPY	PP		200503
3E59	20	E	E	AYPY	PP		200503
3E59	30	E	E	AYPY	PP		200503
3E59	40	E	E	AYPY	PP		200503
3E59	9960	W	E	AYPY	PP		200503
3E59	9970	W	E	AYPY	PP		200503
3E59	9980	W	E	AYPY	PP		200503
3E59	9990	W	E	AYPY	PP		200503
3E6	10	E	E	AYPY	PP		200503
3E6	20	E	E	AYPY	PP		200503
3E6	9980	W	E	AYPY	PP		200503
3E6	9990	W	E	AYPY	PP		200503
3E60	10	E	E	AYPY	PP		200503
3E60	20	E	E	AYPY	PP		200503
3E60	30	E	E	AYPY	PP		200503
3E60	40	E	E	AYPY	PP		200503
3E60	9960	W	E	AYPY	PP		200503
3E60	9970	W	E	AYPY	PP		200503
3E60	9980	W	E	AYPY	PP		200503
3E60	9990	W	E	AYPY	PP		200503
3E61	10	E	E	AYPY	PP		200503
3E61	20	E	E	AYPY	PP		200503
3E61	30	E	E	AYPY	PP		200503
3E61	40	E	E	AYPY	PP		200503
3E61	50	E	E	AYPY	PP		200503
3E61	9950	W	E	AYPY	PP		200503
3E61	9960	W	E	AYPY	PP		200503
3E61	9970	W	E	AYPY	PP		200503
3E61	9980	W	E	AYPY	PP		200503
3E61	9990	W	E	AYPY	PP		200503
3E62	10	E	E	AYPY	PP		200503
3E62	20	E	E	AYPY	PP		200503
3E62	30	E	E	AYPY	PP		200503
3E62	40	E	E	AYPY	PP		200503
3E62	50	E	E	AYPY	PP		200503
3E62	9950	W	E	AYPY	PP		200503
3E62	9960	W	E	AYPY	PP		200503
3E62	9970	W	E	AYPY	PP		200503
3E62	9980	W	E	AYPY	PP		200503
3E62	9990	W	E	AYPY	PP		200503
3E63	10	E	E	AYPY	PP		200503
3E63	20	E	E	AYPY	PP		200503
3E63	9980	W	E	AYPY	PP		200503
3E63	9990	W	E	AYPY	PP		200503
3E64	10	E	E	AYPY	PP		200503
3E64	20	E	E	AYPY	PP		200503
3E64	9980	W	E	AYPY	PP		200503
3E64	9990	W	E	AYPY	PP		200503
3E65	10	E	E	AYPY	PP		200503
3E65	20	E	E	AYPY	PP		200503
3E65	30	E	E	AYPY	PP		200503
3E65	40	E	E	AYPY	PP		200503
3E65	50	E	E	AYPY	PP		200503
3E65	60	E	E	AYPY	PP		200503
3E65	70	E	E	AYPY	PP		200503
3E65	80	E	E	AYPY	PP		200503
3E65	9920	W	E	AYPY	PP		200503
3E65	9930	W	E	AYPY	PP		200503
3E65	9940	W	E	AYPY	PP		200503
3E65	9950	W	E	AYPY	PP		200503
3E65	9960	W	E	AYPY	PP		200503
3E65	9970	W	E	AYPY	PP		200503
3E65	9980	W	E	AYPY	PP		200503
3E65	9990	W	E	AYPY	PP		200503
3E66	10	E	E	AYPY	PP		200503
3E66	20	E	E	AYPY	PP		200503
3E66	30	E	E	AYPY	PP		200503
3E66	40	E	E	AYPY	PP		200503
3E66	9960	W	E	AYPY	PP		200503
3E66	9970	W	E	AYPY	PP		200503
3E66	9980	W	E	AYPY	PP		200503
3E66	9990	W	E	AYPY	PP		200503
3E67	10	E	E	AYPY	PP		200503
3E67	20	E	E	AYPY	PP		200503
3E67	30	E	E	AYPY	PP		200503
3E67	9970	W	E	AYPY	PP		200503
3E67	9980	W	E	AYPY	PP		200503
3E67	9990	W	E	AYPY	PP		200503
3E68	10	E	E	AYPY	PP		200503
3E68	20	E	E	AYPY	PP		200503
3E68	30	E	E	AYPY	PP		200503
3E68	40	E	E	AYPY	PP		200503
3E68	9960	W	E	AYPY	PP		200503
3E68	9970	W	E	AYPY	PP		200503
3E68	9980	W	E	AYPY	PP		200503
3E68	9990	W	E	AYPY	PP		200512
3E69	10	E	E	AYPY	PP		200513
3E69	20	E	E	AYPY	PP		200513
3E69	30	E	E	AYPY	PP		200513
3E69	40	E	E	AYPY	PP		200512
3E69	50	E	E	AYPY	PP		200512
3E69	9950	W	E	AYPY	PP		200513
3E69	9960	W	E	AYPY	PP		200513
3E69	9970	W	E	AYPY	PP		200513
3E69	9980	W	E	AYPY	PP		200512
3E69	9990	W	E	AYPY	PP		200503
3E7	10	E	E	AYPY	PP		200503
3E7	20	E	E	AYPY	PP		200503
3E7	30	E	E	AYPY	PP		200503
3E7	9970	W	E	AYPY	PP		200503
3E7	9980	W	E	AYPY	PP		200503
3E7	9990	W	E	AYPY	PP		200503
3E70	10	E	E	AYPY	PP		200503
3E70	20	E	E	AYPY	PP		200503
3E70	30	E	E	AYPY	PP		200503
3E70	9970	W	E	AYPY	PP		200503
3E70	9980	W	E	AYPY	PP		200503
3E70	9990	W	E	AYPY	PP		200503
3E71	10	E	E	AYPY	PP		200503
3E71	20	E	E	AYPY	PP		200503
3E71	30	E	E	AYPY	PP		200503
3E71	40	E	E	AYPY	PP		200503
3E71	9960	W	E	AYPY	PP		200503
3E71	9970	W	E	AYPY	PP		200503
3E71	9980	W	E	AYPY	PP		200503
3E71	9990	W	E	AYPY	PP		200503
3E72	10	E	E	AYPY	PP		200503
3E72	20	E	E	AYPY	PP		200503
3E72	30	E	E	AYPY	PP		200503
3E72	40	E	E	AYPY	PP		200503
3E72	50	E	E	AYPY	PP		200503
3E72	9950	W	E	AYPY	PP		200503
3E72	9960	W	E	AYPY	PP		200503
3E72	9970	W	E	AYPY	PP		200503
3E72	9980	W	E	AYPY	PP		200503
3E72	9990	W	E	AYPY	PP		200503
3E73	10	E	E	AYPY	PP		200503
3E73	20	E	E	AYPY	PP		200503
3E73	30	E	E	AYPY	PP		200503
3E73	40	E	E	AYPY	PP		200503
3E73	50	E	E	AYPY	PP		200503
3E73	60	E	E	AYPY	PP		200503
3E73	70	E	E	AYPY	PP		200503
3E73	80	E	E	AYPY	PP		200503
3E73	90	E	E	AYPY	PP		200503
3E73	9910	W	E	AYPY	PP		200503
3E73	9920	W	E	AYPY	PP		200503
3E73	9930	W	E	AYPY	PP		200503
3E73	9940	W	E	AYPY	PP		200503
3E73	9950	W	E	AYPY	PP		200503
3E73	9960	W	E	AYPY	PP		200503
3E73	9970	W	E	AYPY	PP		200503
3E73	9980	W	E	AYPY	PP		200503
3E73	9990	W	E	AYPY	PP		200503
3E74	10	E	E	AYPY	PP		200503
3E74	20	E	E	AYPY	PP		200503
3E74	30	E	E	AYPY	PP		200503
3E74	40	E	E	AYPY	PP		200503
3E74	50	E	E	AYPY	PP		200503
3E74	9950	W	E	AYPY	PP		200503
3E74	9960	W	E	AYPY	PP		200503
3E74	9970	W	E	AYPY	PP		200503
3E74	9980	W	E	AYPY	PP		200503
3E74	9990	W	E	AYPY	PP		200503
3E75	10	E	E	AYPY	PP		200503
3E75	20	E	E	AYPY	PP		200503
3E75	30	E	E	AYPY	PP		200503
3E75	40	E	E	AYPY	PP		200503
3E75	50	E	E	AYPY	PP		200503
3E75	60	E	E	AYPY	PP		200503
3E75	70	E	E	AYPY	PP		200503
3E75	9930	W	E	AYPY	PP		200503
3E75	9940	W	E	AYPY	PP		200503
3E75	9950	W	E	AYPY	PP		200503
3E75	9960	W	E	AYPY	PP		200503
3E75	9970	W	E	AYPY	PP		200503
3E75	9980	W	E	AYPY	PP		200503
3E75	9990	W	E	AYPY	PP		200503
3E76	10	E	E	AYPY	PP		200503
3E76	20	E	E	AYPY	PP		200503
3E76	30	E	E	AYPY	PP		200503
3E76	40	E	E	AYPY	PP		200503
3E76	50	E	E	AYPY	PP		200503
3E76	60	E	E	AYPY	PP		200503
3E76	9940	W	E	AYPY	PP		200503
3E76	9950	W	E	AYPY	PP		200503
