ARPT_IDENT	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	NAME	AT_FLD	BEARING	DISTANCE	CYCLE_DATE
SF00048	GWN	5	SF	1	GREYTOWN	N	221.5	1.3	200511
SF00048	GYV	1	SF	1	GREYTOWN	Y			200209
SF00056	PK	5	SF	1	KRUGER MPUMALANGA	Y			200507
SF00241	SWV	1	SF	1	SWELLENDAM	N	320.7	3.8	199903
SF00829	HS	5	SF	2	HARRISMITH	Y			200511
SF00938	VB	5	SF	1	VRYBURG	Y			200205
SF09444	LY	5	SF	1	LADYSMITH	N	221.7	1.6	200008
SF09444	LYV	1	SF	1	LADYSMITH	N	85.7	3.2	200008
SF10534	TZ	5	SF	1	TZANEEN	N	247.0	2.2	200006
SF11763	LS	5	SF	1	MAKHADO	N	283.2	1.6	199912
SF11763	LTV	2	SF	1	MAKHADO	Y			200507
SF11763	LU	5	SF	1	MAKHADO	N	103.6	5.6	200406
SF13987	WK	5	SF	3	WATERKLOOF	N	11.8	5.4	200503
SF13987	WKV	2	SF	1	WATERKLOOF	Y			200502
SF13987	WL	5	SF	1	WATERKLOOF	N	8.8	1.3	200306
SF16012	PHV	1	SF	1	PHALABORWA	N	190.1	2.2	200602
SF16012	PW	5	SF	1	PHALABORWA	N	176.2	1.2	200506
SF20888	LW	5	SF	1	LANGEBAANWEG	Y			200002
SF20888	LWV	2	SF	1	LANGEBAANWEG	Y			200106
SF23272	PJ	5	SF	1	PORT ST JOHNS	N	343.1	2.4	200006
SF23714	SZ	5	SF	1	SKUKUZA	N	350.9	1.3	200106
SF23720	AB	5	SF	1	ALEXANDER BAY	N	47.0	3.9	200511
SF23720	ABV	4	SF	1	ALEXANDER BAY	Y			200511
SF24561	VM	5	SF	1	VENETIA	N	86.7	1.9	200212
SF27696	PY	5	SF	1	PLETTENBERG BAY	Y			199910
SF28541	UA	5	SF	1	MTHATHA	N	317.8	1.5	200106
SF28541	UT	5	SF	1	MTHATHA	N	293.9	2.8	200106
SF28816	PI	5	SF	1	PIETERSBURG	N	77.2	1.0	200106
SF29382	GC	5	SF	1	GRAND CENTRAL	Y			200412
SF29862	JB	5	SF	1	JOHANNESBURG	N	207.0	5.7	199913
SF29862	JSV	4	SF	1	JOHANNESBURG	N	54.0	1.3	200603
SF29877	KM	5	SF	1	KIMBERLEY	N	252.2	1.1	200106
SF29877	KYV	4	SF	1	KIMBERLEY	Y			200607
SF30490	WB	5	SF	1	WONDERBOOM	N	288.4	4.1	200106
SF30490	WR	5	SF	1	WONDERBOOM	N	285.6	1.0	200106
SF30530	HA	5	SF	1	HOEDSPRUIT	N	171.8	2.0	199910
SF30530	HSV	2	SF	1	HOEDSPRUIT	N	177.2	1.3	200511
SF32045	ELV	2	SF	1	EAST LONDON	Y			200204
SF32667	RA	5	SF	1	RAND	N	348.2	12.4	200201
SF32667	RAV	4	SF	1	RAND	Y			200201
SF32667	RD	5	SF	1	RAND	N	54.9	5.4	200201
SF32667	RDW	5	SF	1	RAND	N	354.5	1.6	200201
SF32773	KUR	5	SF	1	KURUMAN	Y			200006
SF33620	MH	5	SF	1	MAFIKENG	N	219.1	3.7	200003
SF33620	MMV	4	SF	1	MAFIKENG	N	39.2	1.8	199812
SF34054	TSO	5	SF	1	MALELANE	N	268.6	6.3	200209
SF38234	SS	5	SF	2	SISHEN	N	352.8	1.8	200205
SF38542	PSV	4	SF	1	POTCHEFSTROOM	Y			200106
SF39882	VV	5	SF	1	VEREENIGING	Y			200207
SF41154	FB	5	SF	1	FICKSBURG	Y			200511
SF48481	PB	5	SF	1	POLOKWANE	N	33.0	1.0	200009
SF48481	PPV	4	SF	1	POLOKWANE	Y			200402
SF56548	KS	5	SF	1	KROONSTAD	N	73.1	1.9	200106
SF57297	WIV	1	SF	1	WITBANK	Y			200603
SF57592	LO	5	SF	1	LOUIS TRICHARDT	Y			200106
SF57909	SMH	5	SF	1	ULUNDI	N	235.0	6.2	200204
SF57909	UD	5	SF	1	ULUNDI	N	239.0	1.2	200204
SF57909	UL	5	SF	1	ULUNDI	N	55.7	2.1	200204
SF58865	BM	5	SF	1	BETHLEHEM	Y			200204
SF59767	KZ	5	SF	1	KLEINSEE	N	204.3	2.7	200201
SF64607	OBI	5	SF	1	PIETERMARITZBURG	N	198.0	2.3	200405
SF64607	ORI	5	SF	1	PIETERMARITZBURG	N	228.7	6.0	200405
SF64607	PMV	4	SF	1	PIETERMARITZBURG	Y			200405
SF64607	PU	5	SF	1	PIETERMARITZBURG	Y			200405
SF64607	PZ	5	SF	1	PIETERMARITZBURG	N	344.8	4.3	200405
SF67604	CB	5	SF	1	CAPE TOWN	N	188.5	5.5	200105
SF67604	CTV	2	SF	1	CAPE TOWN	Y			200003
SF67949	RB	5	SF	1	RICHARDS BAY	N	56.2	1.4	200205
SF67949	RBV	4	SF	1	RICHARDS BAY	Y			200205
SF67949	RI	5	SF	1	RICHARDS BAY	N	236.3	4.1	200205
SF68994	NY	5	SF	1	NYLSTROOM	N	100.6	4.1	200110
SF69746	UN	5	SF	1	UPINGTON	N	353.4	5.3	200309
SF69746	UPV	4	SF	1	UPINGTON	Y			200309
SF69941	LA	5	SF	1	LANSERIA	N	47.5	6.4	200512
SF69941	LIV	4	SF	1	LANSERIA	Y			200011
SF71564	RG	5	SF	1	RUSTENBURG	Y			200204
SF71945	NC	5	SF	1	NEWCASTLE	Y			200104
SF72653	BTF	5	SF	1	NEW TEMPE	Y			200404
SF74093	OH	5	SF	1	OUDTSHOORN	Y			200106
SF74362	OB	5	SF	1	OVERBERG	N	349.7	3.0	200309
SF74362	OBV	2	SF	1	OVERBERG	Y			200309
SF78121	MAJ	5	SF	1	MAJUBA	N	140.8	2.2	200007
SF82502	BL	5	SF	1	BLOEMFONTEIN	N	2.3	4.7	200511
SF82502	BLV	2	SF	1	BLOEMFONTEIN	Y			200511
SF84510	SC	5	SF	2	SECUNDA	N	285.5	2.3	200205
SF84510	SU	5	SF	1	SECUNDA	Y			200205
SF86686	DNV	2	SF	1	DURBAN	Y			200404
SF86765	PEV	4	SF	1	PORT ELIZABETH	Y			200505
SF87817	KD	5	SF	1	KLERKSDORP	N	165.7	1.6	200504
SF91417	TU	5	SF	1	TUTUKA	N	215.5	3.5	200106
SF92727	UR	5	SF	1	MARGATE	N	227.1	3.5	200204
SF96450	PLB	5	SF	1	PILANESBERG	N	343.1	2.4	200108
SF96450	PLG	5	SF	1	PILANESBERG	N	53.0	4.6	200108
SF96450	PNV	4	SF	1	PILANESBERG	N	52.5	4.6	200108
SF97626	GG	5	SF	1	GEORGE	N	267.7	5.3	200511
SF97626	GGV	4	SF	1	GEORGE	Y			200608
SF98687	WMV	4	SF	1	WELKOM	Y			200602
SG03331	SDS	5	SG	1	DAKAR	N	343.8	1.4	200509
SG03331	YF	4	SG	1	DAKAR	Y			200509
SG47567	SKN	5	SG	1	CAP SKIRING	N	352.1	1.4	200509
SG53851	SLO	5	SG	1	SAINT LOUIS	Y			200509
SG57999	SZR	5	SG	1	ZIGUINCHOR	Y			200509
SG57999	ZG	1	SG	1	ZIGUINCHOR	Y			200509
SG78384	SKG	5	SG	1	KEDOUGOU	Y			200509
SG95515	SKK	5	SG	1	KAOLACK	Y			200509
SG97085	STD	5	SG	1	TAMBACOUNDA	Y			200509
SG97085	TD	1	SG	1	TAMBACOUNDA	Y			200509
SH07710	ASI	2	SH	2	ASCENSION AUX AF	Y			200503
SH07710	ASN	5	SH	1	ASCENSION AUX AF	N	144.4	1.7	200501
SI17931	PZ	5	SI	1	PORTOROZ	Y			200213
SI25091	MR	5	SI	1	MARIBOR	N	323.6	7.9	200007
SI92733	DOL	4	SI	1	DOLSKO	N	300.3	15.8	200008
SI92733	KAM	5	SI	1	DOLSKO	N	306.3	11.5	200012
SI92733	MG	5	SI	1	LJUBLJANA	N	304.7	5.1	200008
SL86499	LGI	4	SL	1	FREETOWN LUNGI	Y			200113
SL86499	LGI	5	SL	1	FREETOWN LUNGI	N	229.0	2.7	200113
SL86499	SL	5	SL	2	FREETOWN LUNGI	N	298.9	1.8	200113
SN28159	PLA	3	SN	1	PAYA LEBAR	Y			200513
SN28159	PU	4	SN	1	PAPA UNIFORM	N	200.5	4.0	200513
SN28159	SJ	4	SN	1	SINJON	N	21.7	8.9	200513
SN35158	SJ	4	SN	1	SINJON	N	318.3	13.1	200209
SN35158	TNG	3	SN	1	TENGAH	Y			200202
SN40117	AG	5	SN	1	SEMBAWANG	Y			200509
SN90056	BED	5	SN	1	BEDOK	N	42.1	2.7	200506
SN90056	SJ	4	SN	1	SINJON	N	47.6	11.4	200506
SN90056	VTK	4	SN	1	TEKONG	N	202.8	4.2	200506
SN91588	SEL	5	SN	1	SELETAR	Y			200313
SP00001	LGM	4	SP	1	LA GOMERA	Y			200107
SP00285	MEL	4	SP	1	MELILLA	Y			200205
SP00285	MIA	5	SP	1	MELILLA	N	181.2	1.7	200412
SP00285	MLL	9	SP	1	MELILLA	N	183.3	1.7	200508
SP00685	ARM	5	SP	1	ARMILLA	N	68.3	8.7	200305
SP00685	TGR	3	SP	1	ARMILLA	Y			200305
SP04438	MNF	5	SP	1	MORON	N	203.1	7.6	200113
SP04438	MRN	3	SP	1	MORON	Y			200113
SP04438	MRN	4	SP	1	MORON	Y			200604
SP04759	B	5	SP	1	VALENCIA	N	297.7	1.3	200203
SP04759	PND	5	SP	1	VALENCIA	N	297.9	7.0	200302
SP04759	SGO	5	SP	1	SAGUNTO	N	230.7	16.8	200107
SP04759	VLC	4	SP	1	VALENCIA	Y			199808
SP04939	SNO	5	SP	1	SANTIAGO	Y			200412
SP04939	STG	4	SP	1	SANTIAGO	N	171.1	1.9	200412
SP05584	AOG	3	SP	1	ROTA	Y			200601
SP05584	AOG	5	SP	1	ROTA	N	279.8	1.6	200601
SP05717	GE	5	SP	1	GETAFE	N	47.3	7.9	200107
SP05717	VGE	3	SP	1	GETAFE	Y			200505
SP06625	BV	9	SP	1	LA PALMA	N	2.0	1.5	200508
SP06625	BX	5	SP	1	LA PALMA	N	10.0	1.5	200304
SP07169	TFN	4	SP	1	TENERIFE NORTE	N	237.9	5.0	200508
SP07169	TX	5	SP	1	TENERIFE NORTE	N	299.7	4.8	199908
SP10365	GIR	4	SP	1	GERONA	N	197.2	1.9	199808
SP10365	GRN	5	SP	1	GERONA	N	196.7	7.7	200109
SP10738	CVT	5	SP	1	CUATRO VIENTOS	Y			200009
SP21503	FTV	4	SP	1	FUERTEVENTURA	N	7.5	1.3	200402
SP23101	MHN	4	SP	1	MENORCA	Y			200406
SP23101	MN	5	SP	1	MENORCA	N	9.2	1.6	200406
SP23273	MAR	4	SP	1	MARTIN	N	139.6	31.1	200410
SP23273	MGA	4	SP	1	MALAGA	N	219.4	10.4	200410
SP23273	MLG	4	SP	1	MALAGA	Y			200505
SP23273	RMA	5	SP	1	MALAGA	N	314.1	1.4	200410
SP25972	ACD	5	SP	1	ALCOBENDAS	N	140.1	7.5	200504
SP25972	BRA	4	SP	1	BARAJAS	N	346.3	1.5	200504
SP25972	PDT	4	SP	1	PERALES	N	327.5	17.6	200504
SP25972	SSY	4	SP	1	S.S. REYES	N	175.4	3.2	200504
SP26512	BLV	4	SP	1	BILBAO	N	103.0	1.1	200112
SP28453	JER	5	SP	1	JEREZ	N	204.8	5.8	200302
SP28453	JRZ	4	SP	1	JEREZ	N	201.0	4.5	200608
SP29733	AMN	5	SP	1	ALMERIA	Y			200410
SP29733	AMR	4	SP	2	ALMERIA	N	279.9	5.4	200407
SP32108	RES	4	SP	1	REUS	Y			200112
SP32108	RUS	5	SP	1	REUS	Y			200107
SP37517	LCZ	5	SP	1	MURCIA/SAN JAVIER	N	47.2	8.4	200302
SP37517	VSJ	3	SP	1	MURCIA/SAN JAVIER	Y			200504
SP37517	VSJ	4	SP	1	MURCIA/SAN JAVIER	Y			200504
SP39229	GDV	4	SP	1	GRAN CANARIA	N	172.7	9.0	200004
SP39229	LPC	4	SP	1	GRAN CANARIA	N	28.7	6.6	200004
SP39229	TGN	3	SP	1	GRAN CANARIA	Y			200112
SP42958	ATR	5	SP	1	ALCANTARILLA	Y			200110
SP42958	TRL	3	SP	1	ALCANTARILLA	Y			200303
SP46124	BCN	4	SP	1	BARCELONA	N	246.4	1.5	200312
SP46124	PRA	4	SP	1	EL PRAT	Y			200312
SP46124	SLL	4	SP	1	SABADELL	N	187.0	13.4	200304
SP46124	VNV	5	SP	1	VILLANUEVA	N	73.8	17.6	200304
SP46627	ZAR	4	SP	1	ZARAGOZA	Y			200113
SP46627	ZRZ	5	SP	1	ZARAGOZA	N	121.3	7.8	200302
SP46627	ZZA	3	SP	1	ZARAGOZA	Y			200302
SP46627	ZZA	5	SP	1	ZARAGOZA	N	300.6	8.4	200302
SP46877	SA	5	SP	1	SANTANDER	N	113.1	1.4	200302
SP46877	SNR	4	SP	1	SANTANDER	N	115.0	3.8	199811
SP47888	VFD	4	SP	1	VITORIA	Y			200603
SP47888	VRA	4	SP	1	VITORIA	N	37.3	11.0	200112
SP48130	CDB	4	SP	1	CORDOBA	Y			200107
SP48130	COR	5	SP	1	CORDOBA	Y			200401
SP48405	LTE	4	SP	1	LANZAROTE	Y			200107
SP48405	LZ	5	SP	1	LANZAROTE	Y			199809
SP48405	LZR	4	SP	1	LANZAROTE	N	207.7	14.1	200604
SP48405	TLZ	3	SP	1	LANZAROTE	Y			200307
SP50708	ADX	5	SP	1	ANDRAITX	N	89.4	15.9	200407
SP50708	CDP	4	SP	1	CAPDEPERA	N	255.5	33.4	200302
SP50708	CST	5	SP	1	COSTIX	N	237.4	9.8	200302
SP50708	JOA	4	SP	1	PALMA DE MALLORCA	Y			200302
SP50708	MJV	4	SP	1	PALMA DE MALLORCA	N	353.6	7.0	200512
SP50708	POS	4	SP	1	POLLENSA	N	218.4	28.4	200302
SP50708	PTC	5	SP	1	PORTO COLOM	N	287.9	25.2	200302
SP50708	SSJ	3	SP	1	PALMA DE MALLORCA	Y			200405
SP55211	AST	5	SP	1	ASTURIAS	Y			200106
SP55211	VES	4	SP	1	ASTURIAS	Y			200407
SP56057	TJA	5	SP	1	TORREJON	N	225.7	5.9	200502
SP56057	TJZ	3	SP	1	TORREJON	Y			200504
SP56057	VJZ	4	SP	1	TORREJON	N	226.4	5.6	200502
SP56440	BBI	4	SP	1	SALAMANCA	N	212.1	4.4	199811
SP56440	MTN	5	SP	1	SALAMANCA	N	258.3	8.1	199811
SP56440	SCA	5	SP	1	SALAMANCA	N	78.1	5.4	199811
SP56440	TSC	3	SP	1	SALAMANCA	Y			200105
SP61116	GDA	4	SP	1	GRANADA	N	88.1	10.2	200606
SP62567	VGO	4	SP	1	VIGO	N	196.3	5.5	200302
SP62567	VI	5	SP	1	VIGO	N	196.2	5.3	200112
SP62567	VON	5	SP	1	VIGO	N	15.8	2.8	200302
SP62822	HIE	5	SP	1	HIERRO	Y			200309
SP62822	HR	9	SP	1	HIERRO	Y			200508
SP64068	SPP	5	SP	1	SEVILLA	N	273.4	4.7	200113
SP64068	SVL	4	SP	1	SEVILLA	N	267.9	6.3	200302
SP66884	TES	5	SP	1	TENERIFE SUR	Y			199904
SP66884	TFS	4	SP	1	TENERIFE SUR	N	75.5	6.6	199904
SP68724	BJZ	5	SP	1	BADAJOZ	N	311.6	7.3	200107
SP68724	TBC	3	SP	1	TALAVERA	Y			200112
SP68724	VBZ	4	SP	1	BADAJOZ	Y			200107
SP69008	ALT	4	SP	1	ALICANTE	Y			200407
SP69008	ATE	4	SP	1	ALICANTE	N	101.7	1.4	200112
SP74344	SEO	5	SP	1	SEO DE URGEL	N	3.7	6.4	200113
SP74835	TVD	3	SP	1	VALLADOLID	Y			200110
SP74835	VLD	5	SP	1	VALLADOLID	N	228.8	7.1	200112
SP80307	COA	5	SP	1	LA CORUNA	N	209.5	4.4	200606
SP80307	LRA	4	SP	1	LA CORUNA	N	208.7	6.4	200606
SP82756	PAM	5	SP	1	PAMPLONA	N	356.6	3.4	200302
SP82756	PAP	4	SP	1	PAMPLONA	N	9.8	4.9	200107
SP82756	PPN	4	SP	1	PAMPLONA	N	51.5	3.3	200601
SP84983	IBA	4	SP	1	IBIZA	Y			200302
SP84983	IZA	5	SP	1	IBIZA	N	242.4	5.2	199809
SP92455	ABT	5	SP	1	ALBACETE	N	89.5	6.3	200305
SP92455	TAB	3	SP	1	ALBACETE	Y			200305
SP92455	VAB	4	SP	1	ALBACETE	N	89.5	6.5	200305
SP99250	HIG	7	SP	1	SAN SEBASTIAN	N	172.6	1.8	200511
SP99250	SSN	4	SP	1	SAN SEBASTIAN	N	35.6	3.2	200511
SP99251	EON	4	SP	1	LEON	Y			200109
SP99251	LEN	5	SP	1	LEON	Y			200302
SP99255	BGS	5	SP	1	BURGOS	Y			199910
SP99255	VIA	4	SP	1	BURGOS	Y			200408
SP99256	EAG	5	SP	1	LOGRONO	Y			200305
SP99256	LPA	4	SP	1	LOGRONO	Y			200307
ST13758	SLU	5	ST	1	VIGIE	Y			200309
ST70166	BNE	4	ST	1	HEWANORRA	N	104.9	1.4	200113
ST70166	BNE	5	ST	1	HEWANORRA	N	103.4	1.4	199911
SU10263	JUB	4	SU	1	JUBA	N	132.3	1.6	200408
SU31273	PSD	4	SU	1	PORT SUDAN	N	347.4	2.0	200508
SU31273	PSD	5	SU	1	PORT SUDAN	Y			200408
SU59683	KSL	4	SU	1	KASSALA	N	23.5	1.6	200609
SU60509	KTM	4	SU	1	KHARTOUM	N	357.2	1.4	200511
SU67082	OBD	4	SU	1	EL OBEID	Y			200510
SU67082	OBD	5	SU	1	EL OBEID	Y			200510
SU67295	MLK	4	SU	1	MALAKAL	Y			200408
SU97373	DMZ	5	SU	1	DAMAZIN	Y			200313
SU97380	DOG	4	SU	1	DONGOLA	N	174.7	1.7	200411
SU97396	FSR	4	SU	1	EL FASHIR	Y			200408
SU97396	FSR	5	SU	1	EL FASHIR	Y			200408
SU97400	NYL	4	SU	1	NYALA	N	219.5	1.5	200602
SV62219	LON	5	SV	1	LONGYEAR	Y			200309
SV62222	NYA	5	SV	1	NY ALESUND	Y			200410
SW00002	KSD	4	SW	1	KARLSTAD	Y			200306
SW01126	JX	5	SW	1	VAXJO	N	191.3	4.1	200207
SW01126	VX	5	SW	1	VAXJO	N	10.8	4.4	200207
SW04080	OZ	5	SW	1	SKALLEN	N	308.0	3.1	200211
SW14079	AN	5	SW	1	ARVIDSJAUR	N	121.6	4.3	200509
SW15769	OG	5	SW	2	GAVLE	N	181.1	4.2	200602
SW20341	VSB	4	SW	1	VISBY	Y			200308
SW26044	SUM	4	SW	1	STORUMAN	Y			199813
SW26068	KAL	4	SW	1	KALMAR	Y			200308
SW26539	OSK	4	SW	1	ORNSKOLDSVIK	Y			200308
SW27560	BOR	4	SW	1	BORLANGE	Y			200308
SW27629	OY	5	SW	1	SVEG	N	85.4	2.7	199812
SW27644	SUN	4	SW	1	SUNDSVALL	Y			200308
SW28564	LF	5	SW	1	RONNEBY	N	6.0	4.3	199908
SW28564	LP	5	SW	1	RONNEBY	N	187.2	4.4	200005
SW29703	LJU	4	SW	1	LJUNGBYHED	Y			200111
SW30032	OEM	5	SW	1	KRISTIANSTAD	N	187.2	4.1	200501
SW31145	NS	5	SW	1	STURUP	N	173.8	4.9	200304
SW31145	SS	5	SW	1	STURUP	N	348.8	4.3	200304
SW31145	SUP	4	SW	1	STURUP	Y			200308
SW31507	NAK	5	SW	1	NACKA	N	293.1	8.1	199905
SW31507	NB	5	SW	1	BROMMA	N	122.5	4.8	199905
SW31507	OU	5	SW	1	BROMMA	N	302.1	3.9	199905
SW31717	UME	4	SW	1	UMEA	Y			199812
SW34475	OG	5	SW	1	GALLIVARE	N	291.9	3.6	200308
SW37384	ARL	4	SW	1	ARLANDA	Y			200212
SW37384	CG	5	SW	1	ARLANDA	N	355.7	6.8	200304
SW37384	DL	5	SW	1	ARLANDA	N	205.3	3.9	200304
SW37384	LA	5	SW	1	ARLANDA	N	186.8	4.7	200212
SW37384	OHT	5	SW	1	ARLANDA	N	6.8	4.8	200212
SW39630	LAV	4	SW	1	LANDVETTER	Y			199812
SW46530	OSS	4	SW	1	OSTERSUND	Y			200308
SW48220	JON	4	SW	1	JONKOPING	Y			199812
SW51951	LUE	5	SW	1	LUNDE	N	347.9	10.3	199812
SW52242	EN	5	SW	1	OREBRO	N	189.8	4.1	199909
SW52242	RB	5	SW	1	OREBRO	N	8.8	5.5	200301
SW54122	NM	5	SW	1	N MORA	N	159.1	4.7	200203
SW68186	NV	5	SW	1	VILHELMINA	N	282.6	5.3	200511
SW86680	KBG	5	SW	1	KARLSBORG	N	62.9	4.4	200305
SW87859	UP	5	SW	1	UPPSALA	N	210.4	6.0	200112
SW89007	SKA	4	SW	1	SKELLEFTEA	Y			200210
SW89881	SLU	4	SW	1	LULEA	Y			200210
SW96125	KRA	4	SW	1	KIRUNA	Y			200308
SW96125	OP	5	SW	1	KIRUNA	N	208.7	4.7	199806
SW98180	ARS	4	SW	1	AROS	Y			200308
SY15301	DRZ	4	SY	1	DEIR ZZOR	N	105.9	1.2	200302
SY15301	DRZ	5	SY	1	DEIR ZZOR	Y			200308
SY21035	BAN	5	SY	1	BANIAS	N	353.7	10.4	200110
SY21035	LTK	4	SY	1	BASSEL AL ASSAD	Y			200506
SY21035	LTK	5	SY	1	BASSEL AL ASSAD	N	176.2	4.8	200505
SY28663	ALE	4	SY	1	ALEPPO	Y			200506
SY28663	ALE	5	SY	1	ALEPPO	Y			200506
SY28663	MER	5	SY	1	ALEPPO	N	273.6	3.9	200506
SY48097	ABD	5	SY	1	ABYAD	N	39.9	6.3	200609
SY48097	DAL	5	SY	1	OTAEBE	N	219.7	6.4	200609
SY48097	DAM	4	SY	1	DAMASCUS	N	36.0	3.6	200609
SY48097	MEZ	5	SY	1	MEZZE	N	103.0	14.0	200609
SY65198	KML	4	SY	1	KAMISHLY	Y			200507
SY65198	KML	5	SY	1	KAMISHLY	Y			200507
SY70529	PAL	5	SY	1	PALMYRA	N	80.9	2.5	199807
SZ29961	SIO	4	SZ	1	SION	N	82.2	1.6	200504
SZ35465	GLA	5	SZ	1	GLAND	N	208.8	11.7	200504
SZ35465	GVA	4	SZ	2	GENEVA COINTRIN	N	225.5	1.4	200504
SZ45987	KLO	4	SZ	1	KLOTEN	Y			200504
SZ45987	ZUE	4	SZ	1	ZURICH EAST	N	235.1	13.3	200504
SZ48567	BER	5	SZ	1	BERN	N	328.6	1.1	200201
SZ48567	MUR	5	SZ	1	MURI	N	147.0	2.3	200201
SZ48567	SHU	5	SZ	1	SCHUPBERG	N	145.9	7.8	200311
SZ99690	GRE	4	SZ	1	GRENCHEN	Y			200302
SZ99690	GRE	5	SZ	1	GRENCHEN	Y			200302
SZ99691	LPS	5	SZ	1	LES EPLATURES	Y			200504
TD84748	POS	4	TD	1	PIARCO	N	36.8	8.4	200205
TD84748	TRI	5	TD	1	PIARCO	N	102.7	5.0	200205
TD96503	TAB	5	TD	1	CROWN POINT	Y			200513
TH00001	KR	5	TH	1	NAKHON RATCHASIMA	Y			200110
TH00001	NKR	4	TH	1	NAKHON RATCHASIMA	Y			200110
TH00002	CP	5	TH	1	CHUMPHON	Y			200311
TH00002	CPN	4	TH	1	CHUMPHON	Y			200110
TH00003	RE	5	TH	1	ROI ET	Y			200110
TH00003	ROT	4	TH	1	ROI ET	Y			200110
TH00004	KB	5	TH	1	KRABI	N	123.8	1.0	200610
TH00004	KBI	4	TH	1	KRABI	N	136.5	1.0	200610
TH00005	NK	5	TH	1	NAKHON SI THAMMARAT	Y			200110
TH00005	NKS	4	TH	1	NAKHON SI THAMMARAT	Y			200110
TH00006	NKP	4	TH	1	NAKHON PHANOM	Y			200110
TH00006	NP	5	TH	1	NAKHON PHANOM	Y			200110
TH00008	PCB	4	TH	1	PHETCHABUN	Y			200110
TH00008	PH	5	TH	1	PHETCHABUN	Y			200110
TH00016	SVB	4	TH	1	SUVARNABHUMI INTL	N	43.1	1.7	200608
TH00017	TRT	7	TH	1	TRAT	Y			200608
TH00353	KKN	4	TH	1	KHON KAEN	Y			200110
TH00353	KN	5	TH	1	KHON KAEN	Y			200110
TH09152	BUT	3	TH	1	U TAPHAO	Y			200110
TH09152	BUT	4	TH	1	U TAPHAO	Y			200503
TH09152	UP	5	TH	1	U TAPHAO	N	28.3	1.2	200503
TH15088	HHN	4	TH	1	HUA HIN	Y			200506
TH15088	HN	5	TH	1	HUA HIN	Y			200506
TH20675	MH	5	TH	1	MAE HONG SON	Y			200610
TH20675	MHS	4	TH	1	MAE HONG SON	N	107.5	3.7	200610
TH24734	MS	5	TH	1	MAE SOT	Y			200110
TH24734	MST	4	TH	1	MAE SOT	Y			200110
TH25973	LB	5	TH	1	LOP BURI	Y			200603
TH25973	LOB	3	TH	1	LOP BURI	Y			200603
TH31693	LOY	4	TH	1	LOEI	Y			200113
TH31693	LY	5	TH	1	LOEI	Y			200110
TH32121	SR	5	TH	1	SURAT THANI	Y			200110
TH32121	SRT	3	TH	1	SURAT THANI	Y			200110
TH32121	STN	4	TH	1	SURAT THANI	Y			200110
TH37373	UB	5	TH	1	UBON	Y			200110
TH37373	UBL	3	TH	1	UBON	N	226.1	1.0	200110
TH37373	UBL	4	TH	1	UBON	Y			200110
TH43224	SPN	1	TH	1	SA PRAN NAK	Y			200303
TH45030	PCK	3	TH	1	PRACHUAP	Y			199911
TH45030	PCK	5	TH	1	PRACHUAP	Y			200007
TH47062	SM	5	TH	1	SAMUI	Y			200213
TH47062	SMU	4	TH	1	SAMUI	Y			200213
TH47866	PT	5	TH	3	PATTANI	Y			200110
TH50153	LP	5	TH	1	LAMPANG	Y			200506
TH50153	LPN	4	TH	1	LAMPANG	Y			200506
TH53751	CT	5	TH	1	CHIANG RAI	Y			200307
TH53751	CTR	4	TH	1	CHIANG RAI	Y			200307
TH56021	TR	5	TH	1	TRANG	Y			200110
TH56021	TRN	4	TH	1	TRANG	Y			200110
TH62428	KPS	3	TH	1	KAMPHAENG SAEN	Y			200109
TH62428	KPS	4	TH	1	KAMPHAENG SAEN	N	207.3	4.4	200109
TH62428	KPS	5	TH	1	KAMPHAENG SAEN	N	209.8	4.7	200109
TH64285	CGM	5	TH	1	CHIANG MAI	Y			200502
TH64285	CHM	3	TH	1	CHIANG MAI	Y			200502
TH64285	CMA	4	TH	1	CHIANG MAI	Y			200502
TH64439	SKN	4	TH	1	SAKON NAKHON	N	223.2	1.5	200110
TH64439	SN	5	TH	1	SAKON NAKHON	Y			200110
TH65264	KRT	3	TH	1	KHORAT	Y			200305
TH65264	KRT	4	TH	1	KHORAT	N	286.6	3.7	200305
TH65681	PL	5	TH	1	PHITSANULOK	Y			200110
TH65681	PSL	3	TH	1	PHITSANULOK	Y			200110
TH65681	PSL	4	TH	1	PHITSANULOK	N	317.5	1.0	200110
TH69040	TKL	3	TH	1	TAKHLI	Y			200301
TH69040	TL	5	TH	1	TAKHLI	Y			200304
TH70418	PU	5	TH	1	PHUKET	Y			200010
TH70418	PUT	4	TH	1	PHUKET	Y			199911
TH72214	WN	5	TH	1	WATTHANA NAKHON	Y			199912
TH72379	NS	5	TH	1	CHA IAN	Y			200008
TH74945	SK	5	TH	1	SONGKHLA	Y			200407
TH74945	SKL	4	TH	1	SONGKHLA	Y			199911
TH75868	PB	5	TH	1	PRACHIN BURI	N	165.5	2.6	200309
TH83667	HTY	3	TH	1	HAT YAI	Y			200105
TH83667	HTY	4	TH	1	HAT YAI	Y			200105
TH83667	HY	5	TH	1	HAT YAI	Y			200105
TH88197	TK	5	TH	1	TAK	Y			200112
TH89103	NAN	4	TH	1	NAN	Y			200110
TH89103	NN	5	TH	1	NAN	Y			200110
TH91655	NT	5	TH	1	NARATHIWAT	Y			200110
