ARPT_IDENT	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	NAME	AT_FLD	BEARING	DISTANCE	CYCLE_DATE
AA30079	ABA	4	AA	1	ARUBA	N	272.4	4.4	199906
AA30079	BEA	4	AA	1	REINA BEATRIX	Y			200501
AC44813	ANU	4	AC	1	V C BIRD	Y			200504
AC44813	ANU	5	AC	1	V C BIRD	N	57.1	1.1	200503
AC44813	ZDX	5	AC	1	V C BIRD	N	194.9	1.3	200007
AE01079	RNZ	5	AE	1	ARZANAH	N	176.3	1.3	199808
AE05715	SHJ	4	AE	1	SHARJAH	Y			200610
AE19613	AUH	4	AE	1	ABU DHABI	Y			200608
AE31044	MA	2	AE	1	AL DHAFRA	Y			200406
AE37377	ZKU	5	AE	1	ZIRKU	Y			200304
AE52272	DUB	4	AE	1	DUBAI	Y			200608
AE56787	FJR	4	AE	1	FUJAIRAH	N	292.5	1.6	200610
AE56787	FUJ	5	AE	1	FUJAIRAH	N	291.2	1.6	199808
AE68809	RAV	4	AE	1	RAS AL KHAIMAH	N	343.8	1.6	200610
AE73364	ID	5	AE	1	DAS ISLAND	N	229.7	1.9	200110
AE76816	AD	5	AE	1	BATEEN	Y			199805
AE76816	VAD	4	AE	1	BATEEN	Y			199806
AE80711	AIN	5	AE	1	AL AIN	Y			200112
AE80711	ALN	4	AE	1	AL AIN	Y			200608
AE97915	JD	5	AE	1	JEBEL DHANA	Y			200610
AF50693	BGM	3	AF	1	BAGRAM	Y			200603
AF60849	KAF	3	AF	1	KANDAHAR	Y			200510
AF60849	OKN	5	AF	2	KANDAHAR	Y			200512
AF94313	KBL	4	AF	1	KABUL	N	284.9	4.1	200507
AF94313	KIA	3	AF	1	KABUL	N	271.4	8.8	200509
AF94313	OKB	3	AF	1	KABUL	Y			200609
AG00060	BTN	4	AG	1	BATNA	N	235.5	2.1	200608
AG00060	BTN	5	AG	1	BATNA	Y			200608
AG00062	ILZ	1	AG	1	ILLIZI	N	225.4	12.8	200304
AG03193	BJA	5	AG	1	BEJAIA	N	81.7	2.2	200304
AG10462	ANB	4	AG	1	ANNABA	Y			200606
AG10462	ANB	5	AG	1	ANNABA	Y			200606
AG12605	TLM	4	AG	1	TLEMCEN	N	255.1	3.4	200007
AG12605	TLM	5	AG	1	TLEMCEN	N	252.6	4.3	200403
AG14643	DJA	4	AG	1	DJANET	Y			200304
AG14643	DJA	5	AG	1	DJANET	Y			199908
AG16901	BC	5	AG	1	BECHAR	N	69.7	2.0	200507
AG16901	BCR	4	AG	1	BECHAR	N	198.1	2.4	200507
AG27206	TAM	5	AG	1	TAMANRASSET	Y			200513
AG27206	TMS	4	AG	1	TAMANRASSET	N	205.0	2.0	200606
AG28442	ILZ	1	AG	1	ILLIZI	N	270.1	1.7	200304
AG42693	TRB	4	AG	1	TIARET	N	261.1	2.6	200603
AG42693	TRB	5	AG	1	TIARET	N	261.3	1.9	200607
AG42788	ADR	4	AG	1	ADRAR	N	41.4	2.4	200305
AG42788	ADR	5	AG	1	ADRAR	N	36.7	3.9	200606
AG53963	TIO	4	AG	1	TIMIMOUN	N	57.9	1.2	200602
AG53963	TIO	5	AG	1	TIMIMOUN	N	102.8	1.0	200112
AG53997	TDF	4	AG	1	TINDOUF	N	253.3	2.0	200604
AG56340	BIS	4	AG	1	BISKRA	N	317.7	1.5	200304
AG63302	IMN	4	AG	1	ZARZAITINE	N	226.5	1.6	200304
AG63302	ZAR	5	AG	1	ZARZAITINE	Y			200607
AG64680	ALR	4	AG	1	ALGER	Y			200306
AG64680	MAR	5	AG	1	HOUARI BOUMEDIENE	N	89.7	20.9	200112
AG64680	SDM	1	AG	1	ALGER	N	73.4	12.2	200112
AG64680	SMR	5	AG	1	HOUARI BOUMEDIENE	N	91.8	6.1	200112
AG68480	CNE	5	AG	1	CONSTANTINE	N	314.6	7.3	200302
AG68480	CSO	4	AG	1	CONSTANTINE	N	143.9	1.2	200302
AG69864	RGN	5	AG	1	REGGAN	N	7.6	1.6	200304
AG70333	GRS	1	AG	1	GHRISS	Y			200001
AG70333	GRS	5	AG	1	GHRISS	Y			200304
AG72115	TGU	4	AG	1	TOUGGOURT	Y			200111
AG74167	TBS	4	AG	1	TEBESSA	N	122.4	3.0	200606
AG76660	HMD	5	AG	1	HASSI MESSAOUD	N	4.7	1.4	199905
AG76660	HME	4	AG	1	HASSI MESSAOUD	Y			200007
AG76755	ELO	4	AG	1	EL OUED	Y			200304
AG76755	ELO	5	AG	1	EL OUED	Y			200112
AG77314	ORA	4	AG	1	ORAN	N	69.4	1.8	200310
AG85161	GHA	4	AG	1	GHARDAIA	Y			200412
AG85161	GHA	5	AG	1	GHARDAIA	Y			200504
AG86488	BSA	4	AG	1	BOU SAADA	N	221.4	14.5	200310
AG86488	BSA	5	AG	1	BOU SAADA	N	220.9	1.4	200011
AG87342	JIL	4	AG	1	JIJEL	N	351.6	1.1	200001
AG93130	NSL	4	AG	1	IN SALAH	N	54.5	1.4	200606
AG93130	SAH	5	AG	1	IN SALAH	Y			200111
AG99976	MEA	5	AG	1	EL GOLEA	N	284.1	1.9	200607
AG99976	MNA	4	AG	1	EL GOLEA	Y			200607
AG99981	MCH	5	AG	1	MECHRIA	N	234.9	1.4	200607
AJ00001	KM	5	AJ	1	GANJA	N	304.3	3.7	200601
AJ00001	ZW	5	AJ	1	GANJA	N	122.6	2.8	200601
AJ00013	NO	5	AJ	1	NAKHCHIVAN	N	312.9	1.9	200511
AJ00013	NT	5	AJ	4	NAKHCHIVAN	N	137.2	3.0	200511
AJ41498	BI	5	AJ	1	BAKU	N	155.5	3.1	200413
AJ41498	BN	5	AJ	1	BAKU	N	343.6	3.0	200504
AJ41498	BU	5	AJ	1	BAKU	N	193.2	3.3	200504
AJ41498	GYD	4	AJ	1	BAKU	Y			200508
AL00001	TR	5	AL	1	TIRANA	N	174.3	2.9	200502
AL00001	TRN	4	AL	1	TIRANA	Y			200502
AM00004	ST	5	AM	1	STEPANAVAN	N	310.5	1.1	200609
AM65746	ER	5	AM	1	YEREVAN	N	266.2	4.0	200411
AM65746	ZR	5	AM	1	YEREVAN	N	84.6	3.1	200411
AM65746	ZVR	4	AM	1	YEREVAN	N	84.8	1.3	200412
AM65747	GM	5	AM	1	GYUMRI	N	23.7	1.4	200602
AM65747	GRM	4	AM	1	GYUMRI	N	18.4	1.4	200601
AO02223	BC	5	AO	1	MBANZA CONGO	Y			200108
AO07134	SO	5	AO	1	SOYO	Y			200203
AO07407	KK	5	AO	1	MENONGUE	Y			200108
AO07407	ME	5	AO	1	MENONGUE	N	131.0	2.0	200108
AO11843	UE	5	AO	1	LUENA	Y			200407
AO11843	VUE	1	AO	1	LUENA	N	110.3	1.2	200407
AO12562	UG	5	AO	1	UIGE	N	193.0	2.0	200108
AO22547	PA	5	AO	1	PORTO AMBOIM	Y			200108
AO24458	CA	5	AO	1	CABINDA	Y			200407
AO24458	VCA	4	AO	1	CABINDA	N	334.0	1.0	200108
AO37232	NG	5	AO	1	NEGAGE	Y			200111
AO47362	MO	5	AO	1	NAMIBE	Y			200407
AO47362	VMO	4	AO	1	NAMIBE	N	295.0	1.0	200108
AO48521	LU	5	AO	1	LUANDA	N	227.7	5.8	200407
AO48521	VNA	4	AO	1	LUANDA	N	238.5	1.2	200407
AO48917	CH	5	AO	1	CHITATO	Y			200113
AO53493	LB	5	AO	1	LOBITO	Y			200110
AO56820	MA	5	AO	1	MALANJE	N	300.0	3.0	200203
AO61048	BG	5	AO	1	BENGUELA	Y			200407
AO66547	HU	5	AO	1	HUAMBO	N	100.4	2.9	200407
AO66547	VHU	4	AO	1	HUAMBO	Y			200407
AO73912	PE	5	AO	1	NGIVA	N	299.0	4.0	200503
AO74616	KU	5	AO	1	KUITO	N	55.3	1.1	200302
AO76278	UB	5	AO	1	LUBANGO	N	268.1	1.3	200407
AO76278	VUB	4	AO	1	LUBANGO	N	260.0	1.0	200108
AO99382	SA	5	AO	1	SAURIMO	N	130.0	2.5	200407
AO99460	SU	5	AO	1	SUMBE	Y			200208
AQ90020	LOG	5	AQ	1	LOGOTALA HILL	N	41.9	2.8	200106
AQ90020	TUT	2	AQ	1	PAGO PAGO	Y			200305
AQ90020	TUT	5	AQ	1	PAGO PAGO	Y			200312
AR00012	PSP	5	AR	1	PRESIDENCIA ROQUE SAENZ PENA	Y			200513
AR00015	USU	1	AR	1	USHUAIA	Y			200003
AR00020	SRC	4	AR	1	SANTA ROSA DE CONLARA	Y			200513
AR00267	ECA	4	AR	1	EL CALAFATE	Y			200509
AR00267	ECA	5	AR	1	EL CALAFATE	Y			200509
AR00376	PTM	5	AR	1	PERITO MORENO	Y			200608
AR01214	OLA	5	AR	1	OLAVARRIA	Y			200605
AR03515	STR	5	AR	1	SANTA TERESITA	N	290.1	1.9	200006
AR06142	GNR	5	AR	1	GENERAL ROCA	N	216.2	1.4	200012
AR06176	PAR	4	AR	1	PARANA	Y			200505
AR08227	JUJ	4	AR	1	JUJUY	Y			200505
AR09073	RTA	4	AR	1	RECONQUISTA	Y			200507
AR13909	NIN	1	AR	1	JUNIN	Y			199908
AR13909	NIN	5	AR	1	JUNIN	Y			200001
AR15469	DIA	5	AR	1	CONCORDIA	Y			200505
AR15586	DOZ	4	AR	1	MENDOZA	Y			200505
AR17474	RYD	4	AR	1	VILLA REYNOLDS	Y			200609
AR17474	RYD	5	AR	1	VILLA REYNOLDS	Y			200609
AR17678	GRA	4	AR	1	RIO GRANDE	Y			200603
AR17678	GRA	5	AR	1	RIO GRANDE	Y			200505
AR17678	P	5	AR	3	RIO GRANDE	N	254.6	1.0	200106
AR17866	CBA	4	AR	1	CORDOBA	Y			200603
AR17866	CBA	5	AR	1	CORDOBA	Y			200505
AR18278	VIE	1	AR	1	VIEDMA	Y			200505
AR18278	VIE	5	AR	1	VIEDMA	Y			200411
AR18834	JUA	4	AR	1	SAN JUAN	Y			199908
AR21785	TRE	4	AR	1	TRELEW	N	240.0	1.1	200113
AR24649	G	5	AR	1	RIO GALLEGOS	N	253.0	1.4	200105
AR24649	GAL	4	AR	1	RIO GALLEGOS	Y			200603
AR24649	GAL	5	AR	1	RIO GALLEGOS	N	312.6	1.4	200505
AR25841	MDP	4	AR	1	MAR DEL PLATA	Y			200505
AR25841	MDP	5	AR	1	MAR DEL PLATA	Y			200505
AR26262	FSA	4	AR	1	FORMOSA	Y			199908
AR27439	BCA	4	AR	1	BAHIA BLANCA	Y			199908
AR27439	EPO	5	AR	1	COMANDANTE ESPORA	Y			200001
AR28505	PEH	5	AR	1	PEHUAJO	Y			200510
AR30950	TAR	5	AR	1	TARTAGAL	N	77.9	1.5	200609
AR31110	DIL	4	AR	1	TANDIL	Y			200113
AR31110	OD	5	AR	1	TANDIL	N	187.8	4.7	200010
AR33085	TRC	1	AR	1	RIO CUARTO	Y			200209
AR33829	MCS	4	AR	1	MONTE CASEROS	Y			199913
AR35687	CHP	4	AR	1	SAN MARTIN DE LOS ANDES	N	222.6	2.5	200005
AR35687	CHP	5	AR	1	SAN MARTIN DE LOS ANDES	Y			200411
AR38055	OEL	4	AR	1	CHOELE CHOEL	Y			200009
AR45202	SJU	4	AR	1	SAN JULIAN	Y			200603
AR46542	PTA	1	AR	1	LA PLATA	Y			200005
AR46542	PTA	5	AR	1	LA PLATA	Y			200003
AR47770	LIB	5	AR	1	PASO DE LOS LIBRES	Y			200505
AR48120	LAR	1	AR	1	LA RIOJA	Y			200113
AR48120	LAR	5	AR	1	LA RIOJA	Y			200505
AR49061	PAL	4	AR	1	EL PALOMAR	Y			200113
AR49376	GPI	1	AR	1	GENERAL PICO	Y			200603
AR49376	GPI	5	AR	1	GENERAL PICO	Y			200412
AR50642	NEU	4	AR	1	NEUQUEN	Y			200209
AR50642	ON	5	AR	1	PRESIDENTE PERON	N	84.5	4.8	200209
AR51177	L	5	AR	1	SALTA	Y			200510
AR51177	SAL	4	AR	1	SALTA	Y			200510
AR51559	OSA	4	AR	1	SANTA ROSA	Y			200603
AR51711	C	5	AR	4	CORRIENTES	Y			200513
AR51711	CRR	4	AR	1	CORRIENTES	Y			200505
AR56245	ADO	5	AR	1	PUERTO DESEADO	Y			200006
AR56501	SAN	5	AR	1	SAN ANTONIO OESTE	Y			200010
AR58399	FDO	4	AR	2	SAN FERNANDO	N	132.7	10.6	200505
AR58399	OP	5	AR	1	AEROPARQUE JORGE NEWBERY	N	131.1	4.3	199913
AR60215	FDO	4	AR	2	SAN FERNANDO	Y			200505
AR60988	ENO	4	AR	1	MARIANO MORENO	Y			199908
AR60988	OZ	5	AR	1	MARIANO MORENO	N	167.1	4.9	200011
AR63628	MJZ	1	AR	1	MARCOS JUAREZ	Y			200010
AR64206	GES	5	AR	1	VILLA GESELL	Y			200511
AR64453	SCZ	5	AR	1	SANTA CRUZ	Y			200006
AR69106	BAR	4	AR	1	SAN CARLOS DE BARILOCHE	N	106.1	1.6	200201
AR70558	ITO	1	AR	1	CHILECITO	Y			199908
AR73997	UIS	1	AR	1	SAN LUIS	Y			200010
AR75372	IGU	4	AR	1	CATARATAS DEL IGUAZU	Y			200510
AR77408	GUA	4	AR	1	GUALEGUAYCHU	Y			200603
AR78928	TUC	4	AR	1	TUCUMAN	Y			200101
AR80200	EZE	4	AR	1	EZEIZA	Y			200505
AR83516	SRA	1	AR	1	SAN RAFAEL	Y			200606
AR84748	SIS	4	AR	1	RESISTENCIA	Y			200505
AR85191	CAT	4	AR	1	CATAMARCA	Y			200609
AR85191	CAT	5	AR	1	CATAMARCA	Y			200609
AR87723	POS	4	AR	1	POSADAS	Y			200113
AR91139	ROS	4	AR	1	ROSARIO	Y			200603
AR93230	OV	5	AR	1	SAUCE VIEJO	N	26.9	4.4	200106
AR93230	SVO	5	AR	1	SAUCE VIEJO	Y			200106
AR94425	ESQ	4	AR	1	ESQUEL	N	224.3	2.1	200412
AR94545	CRV	4	AR	1	COMODORO RIVADAVIA	N	251.8	4.0	200404
AR94822	ORA	5	AR	1	ORAN	Y			200001
AR96413	MLG	4	AR	1	MALARGUE	Y			200504
AR98318	SDE	1	AR	1	SANTIAGO DEL ESTERO	Y			200011
AR99252	LDR	5	AR	1	VILLA DOLORES	Y			200603
AR99886	LYE	1	AR	1	LABOULAYE	Y			199908
AS00003	CNY	5	AS	1	CENTURY MINE	Y			200306
AS00006	TST	5	AS	1	TRUSCOTT	Y			200511
AS00008	MJM	5	AS	1	MANJIMUP	N	117.7	1.0	200209
AS00013	TMO	5	AS	1	THE MONUMENT	Y			200407
AS00014	MTP	4	AS	1	MOUNT HOPE	N	100.4	15.6	200306
AS00014	MTP	5	AS	1	MOUNT HOPE	N	101.8	15.7	200306
AS00034	WBR	5	AS	1	WARBURTON RANGE	Y			200206
AS00740	BGT	5	AS	1	BAGOT	N	109.0	1.3	200005
AS00740	DAR	3	AS	1	DARWIN	Y			200609
AS00740	DN	4	AS	1	DARWIN	N	282.5	1.8	200109
AS00740	DN	5	AS	1	DARWIN	N	277.8	5.1	200109
AS00740	HWS	5	AS	1	HOWARD SPRINGS	N	284.7	10.3	200404
AS01794	TRE	5	AS	1	TAREE	Y			199813
AS01863	GLB	5	AS	1	GOULBURN	Y			199812
AS03598	CKN	5	AS	1	COOKTOWN	N	293.9	4.3	200004
AS04258	AV	4	AS	1	AVALON	Y			200108
AS04258	AV	5	AS	1	AVALON	N	172.1	1.3	200108
AS04258	RPY	5	AS	1	RIPLEY	N	175.5	8.9	200007
AS04349	BTH	5	AS	1	BATHURST	Y			200002
AS05794	COE	5	AS	1	COEN	Y			200004
AS06003	FRT	5	AS	1	FORREST	N	34.9	1.3	199906
AS07236	AF	5	AS	1	ARCHERFIELD	Y			200111
AS08942	CIN	4	AS	1	CURTIN	N	285.4	1.4	199906
AS08942	CIN	5	AS	1	CURTIN	Y			200305
AS09280	GV	4	AS	1	GOVE	Y			200507
AS09280	GV	5	AS	1	GOVE	Y			200507
AS09502	PMQ	5	AS	1	PORT MACQUARIE	Y			200012
AS09515	MTG	1	AS	1	MOUNT GAMBIER	Y			200002
AS09515	MTG	5	AS	1	MOUNT GAMBIER	Y			200002
AS09681	GTN	5	AS	1	GEORGETOWN	N	233.1	1.3	200105
AS09792	WBL	5	AS	1	WARRNAMBOOL	Y			200004
AS09831	HUG	1	AS	1	HUGHENDEN	Y			200105
AS09831	HUG	5	AS	1	HUGHENDEN	Y			200105
AS09866	WP	4	AS	1	WEIPA	Y			200005
AS09866	WP	5	AS	1	WEIPA	N	117.4	1.8	200005
AS09940	CV	1	AS	1	CHARLEVILLE	Y			200004
AS09940	CV	5	AS	1	CHARLEVILLE	Y			200004
AS10286	CS	4	AS	1	CAIRNS	N	156.1	2.2	200004
AS10286	CS	5	AS	1	CAIRNS	N	146.7	2.6	200004
AS10823	CWR	1	AS	1	COWRA	Y			200112
AS10823	CWR	5	AS	1	COWRA	Y			200112
AS11710	ABA	7	AS	1	ALBANY	Y			200603
AS12234	HID	5	AS	1	HORN ISLAND	Y			200112
AS12386	MA	4	AS	1	MOUNT ISA	Y			200005
AS12386	MA	5	AS	1	MOUNT ISA	Y			200005
AS12739	PD	4	AS	1	PORT HEDLAND	Y			199907
AS12739	PD	5	AS	1	PORT HEDLAND	N	305.1	1.1	200308
AS12764	BAR	5	AS	1	BARCALDINE	Y			200004
AS13301	NYN	5	AS	1	NYNGAN	Y			200004
AS13597	GAY	5	AS	1	GAYNDAH	N	237.9	3.1	200301
AS14209	TW	4	AS	1	TAMWORTH	N	129.4	1.4	200112
AS14209	TW	5	AS	1	TAMWORTH	N	122.1	1.1	199813
AS15072	AF	5	AS	1	ARCHERFIELD	N	14.7	12.4	200111
AS15072	BN	4	AS	1	BRISBANE	N	215.4	1.6	200111
AS15072	BN	5	AS	1	BRISBANE	N	26.8	1.7	200111
AS15168	GTE	7	AS	1	GROOTE EYLANDT	Y			200603
AS15239	PCK	5	AS	1	POINT COOK	Y			200608
AS16530	YNG	5	AS	1	YOUNG	Y			200001
AS16926	OK	4	AS	1	OAKEY	Y			200005
AS16926	OK	5	AS	1	OAKEY	Y			200005
AS18167	CAR	4	AS	1	CARNARVON	Y			199906
AS18167	CAR	5	AS	1	CARNARVON	Y			199906
AS18424	CNM	5	AS	1	COONAMBLE	Y			199812
AS19700	TNK	4	AS	1	TENNANT CREEK	Y			200005
AS19700	TNK	5	AS	1	TENNANT CREEK	Y			200005
AS20319	CMU	1	AS	1	CUNNAMULLA	Y			199812
AS20319	CMU	5	AS	1	CUNNAMULLA	Y			199812
AS20878	SHT	5	AS	1	SHEPPARTON	Y			199813
AS20919	COM	7	AS	1	COOMA	N	14.0	3.3	200603
AS21460	WG	4	AS	1	WAGGA WAGGA	Y			199812
AS21460	WG	5	AS	1	WAGGA WAGGA	Y			199812
AS21736	CG	4	AS	1	COOLANGATTA	Y			200112
AS21736	CG	5	AS	1	COOLANGATTA	Y			199812
AS22891	LRE	1	AS	1	LONGREACH	Y			200105
AS22891	LRE	5	AS	1	LONGREACH	Y			200105
AS23021	POD	5	AS	1	PORTLAND	Y			200004
AS23941	CBP	5	AS	1	COOBER PEDY	Y			199906
AS24761	SCO	5	AS	2	SCONE	Y			200012
AS25359	DPO	4	AS	1	DEVONPORT	Y			199907
AS25359	DPO	5	AS	1	DEVONPORT	Y			199812
AS25631	LHR	5	AS	1	LOCKHART RIVER	Y			200005
AS26605	ROM	5	AS	1	ROMA	Y			200005
AS27004	CBB	5	AS	1	COONABARABRAN	Y			199812
AS28197	MB	5	AS	1	MOORABBIN	Y			200002
AS28309	MK	4	AS	1	MACKAY	Y			200005
AS28309	MK	5	AS	1	MACKAY	Y			200005
AS29442	ARM	7	AS	1	ARMIDALE	Y			200603
AS29547	FBS	5	AS	1	FORBES	Y			199812
AS29962	RIC	3	AS	1	RICHMOND	N	282.0	1.0	199813
AS29962	RIC	5	AS	1	RICHMOND	Y			200112
AS31041	JLC	5	AS	1	JULIA CREEK	Y			200105
AS31554	TWB	5	AS	1	TOOWOOMBA	Y			200106
AS31563	TGM	5	AS	1	THARGOMINDAH	Y			200005
AS31707	NTN	5	AS	1	NORMANTON	Y			200105
AS31732	GDI	5	AS	1	GOONDIWINDI	Y			199908
AS32127	LTN	5	AS	1	LAVERTON	Y			199906
AS33215	NRC	5	AS	1	NARACOORTE	Y			200203
AS33304	ORG	5	AS	1	ORANGE	Y			200004
AS35471	SWH	5	AS	1	SWAN HILL	Y			200012
AS35689	BNA	5	AS	1	BALLINA	Y			200108
AS35800	ESL	3	AS	1	EAST SALE	Y			199903
AS35800	ESL	5	AS	1	EAST SALE	Y			200413
AS35829	BDG	5	AS	1	BENDIGO	Y			200108
AS37481	BRW	5	AS	1	BREWARRINA	Y			200108
AS37664	WHA	5	AS	1	WHYALLA	Y			200006
AS38268	GLF	5	AS	1	GLENFIELD	N	63.8	10.3	200112
AS38268	SY	4	AS	1	SYDNEY	Y			200112
AS39123	GLA	1	AS	1	GLADSTONE	N	95.0	1.0	200004
AS39123	GLA	5	AS	1	GLADSTONE	Y			200004
AS39166	NWN	4	AS	1	NEWMAN	Y			199906
AS39166	NWN	5	AS	1	NEWMAN	Y			199906
AS39570	AY	4	AS	1	ALBURY	Y			200213
AS39570	AY	5	AS	1	ALBURY	Y			200213
AS41736	IFL	5	AS	1	INNISFAIL	Y			200105
AS42217	CMT	5	AS	1	CLERMONT	Y			200004
AS42456	RK	4	AS	1	ROCKHAMPTON	Y			200005
AS42456	RK	5	AS	1	ROCKHAMPTON	Y			200005
AS42929	HSM	5	AS	1	HORSHAM	Y			199812
AS43020	WLM	3	AS	1	WILLIAMTOWN	Y			200004
AS43020	WLM	5	AS	1	WILLIAMTOWN	Y			200004
AS44277	JT	5	AS	1	JANDAKOT	Y			200312
AS44603	BOU	5	AS	1	BOULIA	Y			200004
AS44667	KRY	5	AS	1	KINGAROY	Y			200004
AS44801	LEC	1	AS	1	LEIGH CREEK	Y			200004
AS44801	LEC	5	AS	1	LEIGH CREEK	Y			200004
AS45974	CN	5	AS	1	CAMDEN	Y			200112
AS46891	ESP	4	AS	1	ESPERANCE	Y			199907
AS46891	ESP	5	AS	1	ESPERANCE	Y			199906
AS47060	BRL	5	AS	1	BORROLOOLA	Y			200004
AS47290	BRM	7	AS	1	BROOME	Y			200501
AS47493	RTI	5	AS	1	ROTTNEST ISLAND	Y			199906
AS48039	MDG	1	AS	1	MUDGEE	Y			199813
AS48039	MDG	5	AS	1	MUDGEE	Y			199813
AS48128	RMD	5	AS	1	RICHMOND	Y			200005
AS48360	OOM	7	AS	1	MOOMBA	Y			200603
AS49046	HBA	5	AS	1	HERVEY BAY	Y			200004
AS49345	PKS	4	AS	1	PARKES	Y			200302
AS49345	PKS	5	AS	1	PARKES	N	309.7	1.1	200004
AS49651	TL	4	AS	1	TOWNSVILLE	Y			200005
AS49651	TVL	3	AS	1	TOWNSVILLE	N	31.0	2.0	200109
AS49651	TVL	5	AS	1	TOWNSVILLE	Y			200304
AS49779	KOW	5	AS	1	KOWANYAMA	Y			200312
AS49837	EDN	3	AS	1	EDINBURGH	Y			199812
AS49837	EDN	5	AS	1	EDINBURGH	Y			199812
AS50389	CTM	5	AS	1	COOTAMUNDRA	Y			199812
AS50429	MRB	5	AS	1	MORANBAH	Y			200511
AS50510	AS	4	AS	1	ALICE SPRINGS	N	116.7	1.6	200310
AS50510	AS	5	AS	1	ALICE SPRINGS	N	132.2	2.3	200310
AS50510	SPG	5	AS	1	SIMPSONS GAP	N	115.2	10.0	200310
AS50510	TPB	5	AS	1	TEMPLE BAR	N	115.4	7.2	200310
AS50510	WAY	5	AS	1	WALLABY	N	294.6	8.1	200310
AS50693	IVL	5	AS	1	INVERELL	Y			199812
AS51598	KA	4	AS	1	KARRATHA	Y			199906
AS51598	KA	5	AS	1	KARRATHA	Y			199906
AS51716	WYY	1	AS	1	WYNYARD	Y			200205
AS51716	WYY	5	AS	1	WYNYARD	N	79.9	1.0	200205
AS51890	AD	4	AS	1	ADELAIDE	Y			199812
AS51890	AD	5	AS	1	ADELAIDE	Y			199812
AS51890	MBY	5	AS	1	MODBURY	N	222.7	10.7	200109
AS52622	LIS	5	AS	1	LISMORE	Y			199813
AS53590	AYE	7	AS	1	AYERS ROCK	Y			200603
AS53839	PBO	4	AS	1	PARABURDOO	Y			199906
AS53839	PBO	5	AS	1	PARABURDOO	Y			199906
AS54289	CVM	5	AS	1	CAVERSHAM	N	193.0	3.8	200305
AS54289	PH	4	AS	1	PERTH	Y			200305
AS54289	PH	5	AS	1	PERTH	Y			200305
AS54289	PRL	5	AS	1	PARKERVILLE	N	239.4	9.1	200305
AS55383	PF	5	AS	1	PARAFIELD	Y			200009
AS55549	BNS	5	AS	1	BAIRNSDALE	Y			200108
AS55563	CBA	5	AS	1	COBAR	Y			200108
AS55710	KG	4	AS	1	KALGOORLIE	Y			199906
AS55710	KG	5	AS	1	KALGOORLIE	N	120.6	1.3	199906
AS56752	WWL	5	AS	1	WEST WYALONG	Y			200002
AS57465	DU	4	AS	1	DUBBO	Y			199813
AS57465	DU	5	AS	1	DUBBO	Y			199812
AS58031	REN	5	AS	1	RENMARK	Y			199906
AS58386	BK	5	AS	1	BANKSTOWN	Y			200112
AS58950	NBR	5	AS	1	NARRABRI	Y			199813
AS59282	GTH	4	AS	1	GRIFFITH	Y			200002
AS59282	GTH	5	AS	1	GRIFFITH	N	7.4	1.7	200002
AS59355	BLT	5	AS	1	BALLARAT	Y			200511
AS60329	PAG	5	AS	1	PORT AUGUSTA	N	26.9	1.4	199906
AS61375	KU	4	AS	1	KUNUNURRA	Y			200005
AS61375	KU	5	AS	1	KUNUNURRA	Y			200005
AS62283	DLQ	5	AS	1	DENILIQUIN	Y			199812
AS62722	LT	4	AS	1	LAUNCESTON	Y			200112
AS62722	LT	5	AS	1	LAUNCESTON	N	318.5	1.1	200112
AS62722	NIE	5	AS	1	NILE	N	314.7	7.6	200007
AS62965	HM	4	AS	1	HAMILTON ISLAND	Y			200004
AS62965	HM	5	AS	1	HAMILTON ISLAND	Y			200004
AS63032	SGE	5	AS	1	ST GEORGE	Y			199813
AS63151	MIA	4	AS	1	MILDURA	Y			199905
AS63151	MIA	5	AS	1	MILDURA	N	18.1	1.3	199813
AS63955	MGD	5	AS	1	MANINGRIDA	Y			200511
AS64221	BOL	5	AS	1	BOLINDA	N	159.0	12.8	200004
AS64221	EPP	5	AS	1	EPPING	N	257.7	8.7	200004
AS64221	ML	4	AS	1	MELBOURNE	Y			200112
AS64221	ROC	5	AS	1	ROCKDALE	N	155.7	5.4	200004
AS64717	MC	4	AS	1	MAROOCHYDORE	Y			200006
AS64717	MC	5	AS	1	MAROOCHYDORE	Y			200005
AS65049	AMB	3	AS	1	AMBERLEY	Y			200004
AS65049	AMB	5	AS	1	AMBERLEY	Y			200111
AS66054	NAR	4	AS	1	NARRANDERA	Y			200012
AS66054	NAR	5	AS	1	NARRANDERA	Y			200002
AS66500	BHI	4	AS	1	BROKEN HILL	Y			199812
AS66500	BHI	5	AS	1	BROKEN HILL	Y			200108
AS66613	MEK	4	AS	1	MEEKATHARRA	Y			199907
AS66613	MEK	5	AS	1	MEEKATHARRA	Y			199905
AS67729	BKT	5	AS	1	BURKETOWN	Y			200105
AS67749	CUN	5	AS	1	CUNDERDIN	Y			199906
AS69801	ECH	5	AS	1	ECHUCA	Y			199812
AS70425	GLI	5	AS	1	GLEN INNES	Y			200404
AS71301	BUD	5	AS	1	BUNDABERG	Y			200004
AS74021	NRM	5	AS	1	NARROMINE	Y			200011
AS74211	EML	5	AS	1	EMERALD	Y			200004
AS74334	WTN	5	AS	1	WINTON	Y			200005
AS74678	SMI	5	AS	1	SMITHTON	Y			200013
AS75000	WR	5	AS	1	WOOMERA	Y			199906
