PJA_IDENT	SEG_NBR	NAME	ICAO_REGION	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	TYPE	RADIUS1	RADIUS2	BEARING1	BEARING2	DISTANCE1	DISTANCE2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
IT00340	00010	GUIDONIA ARPT	LI	C										N42000000	42.000000	E012440000	12.733333	4	2.00										199712
IT00345	00010	LA COMINA LANDSTRIP	LI	C										N45593000	45.991667	E012392500	12.656944	4	2.00										200205
IT00348	00010	LANDSTRIP SAN MAURO - NW GORIZIA	LI	C										N46040300	46.067500	E013220000	13.366667	4	2.00										200404
IT00350	00010	LA PIEGA - S LEO	LI	C										N43550000	43.916667	E012190000	12.316667	4	2.00										199712
IT00355	00010	LATINA ARPT	LI	C										N41324400	41.545556	E012543300	12.909167	4	2.00										200205
IT00360	00010	LECCO TOWN	LI	C										N45510000	45.850000	E009230000	9.383333	4	2.00										200305
IT00365	00010	LONATO	LI	C										N45262600	45.440556	E010332100	10.555833	4	2.00										200606
IT00405	00010	MASSA CINQUALE ARPT	LI	C										N43590700	43.985278	E010083500	10.143056	4	2.00										200103
IT00410	00010	MERCATO S SEVERINO-N SALERNO	LI	C										N40465900	40.783056	E014450000	14.750000	4	2.00										200509
IT00415	00010	MODENA ARPT	LI	C										N44380000	44.633333	E010490000	10.816667	4	2.00										200104
IT00420	00010	MOLINELLA	LI	C										N44353400	44.592778	E011392000	11.655556	4	2.00										200103
IT00425	00010	MONDOVI - E CUNEO	LI	C										N44250000	44.416667	E007500000	7.833333	4	2.00										199712
IT00430	00010	MONTAGNANA	LI	C										N45150000	45.250000	E011250000	11.416667	4	2.00										199712
IT00435	00010	MONTALTO UFFUGO	LI	C										N39240200	39.400556	E016091900	16.155278	4	2.00										200601
IT00440	00010	MONTE GIORGIO- N ASCOLI PICENO	LI	C										N43061900	43.105278	E013334200	13.561667	4	2.00										200402
IT00455	00010	NETTUNO-W LATINA	LI	H		N41282800	41.474444	E012413900	12.694167	N41285500	41.481944	E012424000	12.711111					4											200403
IT00455	00020	NETTUNO-W LATINA	LI	H		N41285500	41.481944	E012424000	12.711111	N41273300	41.459167	E012445400	12.748333					4											200403
IT00455	00030	NETTUNO-W LATINA	LI	H		N41273300	41.459167	E012445400	12.748333	N41270200	41.450556	E012442800	12.741111					4											200403
IT00455	00040	NETTUNO-W LATINA	LI	H		N41270200	41.450556	E012442800	12.741111	N41282800	41.474444	E012413900	12.694167					4											200403
IT00460	00010	ORISTANO ARPT	LI	H		N39580000	39.966667	E008350000	8.583333	N39570000	39.950000	E008390000	8.650000					4											199712
IT00460	00020	ORISTANO ARPT	LI	H		N39570000	39.950000	E008390000	8.650000	N39543000	39.908333	E008400000	8.666667					4											200103
IT00460	00030	ORISTANO ARPT	LI	H		N39543000	39.908333	E008400000	8.666667	N39510000	39.850000	E008400000	8.666667					4											200103
IT00460	00040	ORISTANO ARPT	LI	H		N39510000	39.850000	E008400000	8.666667	N39580000	39.966667	E008350000	8.583333					4											199712
IT00465	00010	ORTISEI - NE BOLZANO	LI	C										N46340000	46.566667	E011410000	11.683333	4	2.00										200205
IT00480	00010	PADULE E MARINELLA	LI	C										N44040000	44.066667	E009590000	9.983333	4	2.00										199712
IT00490	00010	PALERMO BOCCA DI FALCO ARPT	LI	C										N38064300	38.111944	E013185100	13.314167	4	2.00										200103
IT00510	00010	PANICAROLA - WSW PERUGIA	LI	C										N43040000	43.066667	E012053000	12.091667	4	2.00										200103
IT00513	00010	PANTANO DI PIGNOLA	LI	C										N40335000	40.563889	E015454800	15.763333	4	2.00										200606
IT00515	00010	PAOLA-W COSENZA	LI	C										N39213700	39.360278	E016022700	16.040833	4	2.00										200509
IT00520	00010	PARMA ARPT	LI	C										N44491500	44.820833	E010174200	10.295000	4	2.00										200103
IT00530	00010	PAVULLO ARPT	LI	C										N44191800	44.321667	E010495500	10.831944	4	2.00										200103
IT00540	00010	PERUGIA ARPT	LI	C										N43054900	43.096944	E012304100	12.511389	4	2.00										200103
IT00550	00010	PESINA DI CAPRINO	LI	C										N45371000	45.619444	E010473000	10.791667	4	2.00										200103
IT00558	00010	PISCINA REY - E CAGLIARI	LI	C										N39163700	39.276944	E009352300	9.589722	4	2.00										200509
IT00565	00010	PONTECAGNANO-E SALERNO	LI	C										N40390000	40.650000	E014520000	14.866667	4	2.00										200012
IT00575	00010	PRAIA A MARE - NW COSENZA	LI	C										N39543500	39.909722	E015462200	15.772778	4	2.00										200509
IT00580	00010	PRATONI DEL VIVARO	LI	C										N41440000	41.733333	E012450000	12.750000	4	2.00										199712
IT00585	00010	RAGUSA	LI	C										N36401000	36.669444	E015004000	15.011111	4	0.50										200509
IT00590	00010	RAVENNA ARPT	LI	C										N44220000	44.366667	E012132400	12.223333	4	2.00										200103
IT00600	00010	REGGIO CALABRIA ARPT	LI	C										N38042500	38.073611	E015383200	15.642222	4	2.00										200103
IT00610	00010	REGGIO EMILIA ARPT	LI	C										N44415400	44.698333	E010394600	10.662778	4	2.00										200103
IT00620	00010	RIETI ARPT	LI	C										N42260000	42.433333	E012510000	12.850000	4	2.00										199712
IT00623	00010	ROMA - OUTSKIRTS	LI	C										N41531300	41.886944	E012430000	12.716667	4	1.00										200402
IT00626	00010	S CRISTOPHE AOSTA	LI	C										N45441900	45.738611	E007214500	7.362500	4	2.00										200103
IT00627	00010	S LUCIDO-W COSENZA	LI	C										N39180000	39.300000	E016030000	16.050000	4	2.00										200205
IT00628	00010	S TEODORO LANDSTRIP	LI	C										N40481200	40.803333	E009395800	9.666111	4	3.00										200501
IT00629	00010	SALERNO	LI	C										N40403900	40.677500	E014455700	14.765833	4	2.00										200509
IT00630	00010	SALERNO ARPT	LI	C										N40372700	40.624167	E014543300	14.909167	4	2.00										200103
IT00650	00010	SALERNO TOWN	LI	C										N40400000	40.666667	E014460000	14.766667	4	2.00										200606
IT00660	00010	SALGAREDA	LI	C										N45420000	45.700000	E012320000	12.533333	4	2.00										199712
IT00661	00010	SAN CASSIANO FABBRIANO	LI	C										N43202400	43.340000	E012493700	12.826944	4	3.00										200409
IT00663	00010	SAN MAURO LANDSTRIP	LI	C										N46040100	46.066944	E013221300	13.370278	4	2.00										200402
IT00664	00010	SAN VINCENZO - SSE LIVORNO	LI	C										N43030300	43.050833	E010330400	10.551111	4	2.00										200302
IT00665	00010	SANSEPOLCRO	LI	C										N43341200	43.570000	E012091600	12.154444	4	2.00										200307
IT00666	00010	SANT APOLLONIA	LI	C										N43170700	43.285278	E011542000	11.905556	4	2.00										200413
IT00667	00010	SARNO-NW SALERNO	LI	C										N40490000	40.816667	E014370000	14.616667	4	2.00										200205
IT00668	00010	SARZANA ARPT	LI	C										N44050000	44.083333	E009590000	9.983333	4	2.00										199808
IT00670	00010	SCALEA - NW COSENZA	LI	C										N39484700	39.813056	E015474900	15.796944	4	2.00										200509
IT00674	00010	SE RAGUSA	LI	C										N36400900	36.669167	E015004000	15.011111	4	0.50										200303
IT00676	00010	SERDIANA - NE CAGLIARI	LI	C										N39240700	39.401944	E009084000	9.144444	4	2.00										200205
IT00680	00010	SETTIMO S PIETRO	LI	C										N39170000	39.283333	E009100000	9.166667	4	2.00										199712
IT00685	00010	SIBARI	LI	C										N39440700	39.735278	E016273000	16.458333	4	2.00										200606
IT00690	00010	SIENA ARPT	LI	C										N43150000	43.250000	E011150000	11.250000	4	2.00										199712
IT00700	00010	SIGONELLA ARPT-W SIGONELLA	LI	C										N37241600	37.404444	E014523900	14.877500	4	0.50										200403
IT00720	00010	SQUARTABUE LANDSTRIP	LI	C										N43240800	43.402222	E013330300	13.550833	4	3.00										200601
IT00730	00010	TARANTO	LI	C										N40274500	40.462500	E017134800	17.230000	4	2.00										200103
IT00732	00010	TEGGIANO - SE SALERNO	LI	C										N40235000	40.397222	E015320300	15.534167	4	2.00										200606
IT00750	00010	THIENE ARPT	LI	C										N45400000	45.666667	E011300000	11.500000	4	2.00										200103
IT00760	00010	TORINO NNE	LI	C										N45190000	45.316667	E007550000	7.916667	4	2.00										200402
IT00768	00010	TORRACIA LANDSTRIP	LI	C										N43565000	43.947222	E012303000	12.508333	4	1.00										200606
IT00770	00010	TORTOLI ARPT	LI	C										N39550500	39.918056	E009410000	9.683333	4	2.00										200402
IT00780	00010	TRENTO MATTARELLO ARPT	LI	C										N46011700	46.021389	E011073300	11.125833	4	2.00										200103
IT00785	00010	VALLO DELLA LUCANIA	LI	C										N40135000	40.230556	E015160300	15.267500	4	2.00										200606
IT00790	00010	VENARIA REALE	LI	C										N45080000	45.133333	E007363300	7.609167	4	2.00										200103
IT00810	00010	VENEZIA LIDO	LI	C										N45260000	45.433333	E012230000	12.383333	4	2.00										200304
IT00820	00010	VERCELLI ARPT	LI	C										N45183800	45.310556	E008250400	8.417778	4	2.00										200103
IT00840	00010	VERONA ARPT	LI	C										N45253000	45.425000	E011003000	11.008333	4	1.50										200403
IT00870	00010	VICENZA ARPT	LI	C										N45342300	45.573056	E011314300	11.528611	4	2.00										199909
IT00890	00010	VITERBO ARPT	LI	C										N42260000	42.433333	E012040000	12.066667	4	2.00										199712
IT00900	00010	ZERFALIU - NE ORISTANO	LI	C										N39591000	39.986111	E008432100	8.722500	4	2.00										200402
KS00001	00001	RIGGER DZ (RK)A1	RK	C										N35210000	35.350000	E128480000	128.800000	4	3.00										200105
KS00002	00001	KAKDONG	RK	C										N36000000	36.000000	E127010000	127.016667	4	2.00										200105
KS00003	00001	KUMSUNG	RK	C										N35200000	35.333333	E127020000	127.033333	4	2.00										200105
KS00004	00001	ANGANG	RK	C										N36000000	36.000000	E129140000	129.233333	4	2.00										200105
KS00005	00001	NAMJI	RK	C										N35250000	35.416667	E128310000	128.516667	4	2.00										200105
KS00006	00001	SOONCHANG	RK	C										N35220000	35.366667	E127040000	127.066667	4	2.00										200105
KS00007	00001	CORY	RK	C										N35220000	35.366667	E128380000	128.633333	4	2.00										200105
NC00001	00010	QUAI MANTO (102)	NW	C										S22031000	-22.052778	E166132000	166.222222	4	1.00										200110
NC00002	00010	ILE NOU-KUENDU BEACH (103)	NW	C										S22155100	-22.264167	E166231600	166.387778	4	0.50										200110
NC00003	00010	KOUMAC (104)	NW	C										S20325000	-20.547222	E164152000	164.255556	4	1.00										200205
NC00004	00010	LA FOA (105)	NW	C										S21492200	-21.822778	E165512300	165.856389	4	1.00										200412
NL00001	00010	AMELAND AD	EH	C										N53270600	53.451667	E005403800	5.677222	4	2.00										200012
NL00002	00010	ETTEN-LEUR	EH	C										N51370000	51.616667	E004360000	4.600000	4	2.00										200504
NL00003	00010	BAARN	EH	C										N52123000	52.208333	E005190000	5.316667	4	2.00										200012
NL00004	00010	ECHTEN	EH	C										N52435600	52.732222	E006255700	6.432500	4	2.00										200012
NL00005	00010	EELDE AD	EH	C										N53073000	53.125000	E006350000	6.583333	4	2.00										200012
NL00006	00010	OOSSTELIJK FLEVOLAND	EH	C										N52250700	52.418611	E005301500	5.504167	4	2.00										200012
NL00007	00010	HILVERSUM AD	EH	C										N52113100	52.191944	E005084900	5.146944	4	2.00										200204
NL00009	00010	HOOGEVEEN AD	EH	C										N52435100	52.730833	E006305800	6.516111	4	2.00										200012
NL00010	00010	HOOGVLIET	EH	C										N51530000	51.883333	E004223000	4.375000	4	2.00										200012
NL00011	00010	OOSTWOLD	EH	C										N53123600	53.210000	E007020400	7.034444	4	2.00										200012
NL00013	00010	REGTE HEIDE	EH	C										N51304500	51.512500	E005014000	5.027778	4	2.00										200012
NL00014	00010	RHOON	EH	C										N51510800	51.852222	E004261000	4.436111	4	2.00										200012
NL00015	00010	SPIER	EH	C										N52480100	52.800278	E006281900	6.471944	4	2.00										200012
NL00016	00010	TEUGE AD	EH	C										N52144100	52.244722	E006024800	6.046667	4	2.00										200012
NL00017	00010	TEXEL AD	EH	C										N53065500	53.115278	E004500100	4.833611	4	2.00										200012
NL00018	00010	WESTBROEK	EH	C										N52090000	52.150000	E005070000	5.116667	4	2.00										200012
NL00019	00010	WINDE	EH	C										N53073800	53.127222	E006315100	6.530833	4	2.00										200012
NL00020	00010	LEUSDERHEIDE	EH	C										N52061400	52.103889	E005203400	5.342778	4	2.00										200012
NL00021	00010	WIJK BIJ DUURSTEDE	EH	C										N51591500	51.987500	E005180700	5.301944	4	2.00										200206
NL00022	00010	RIJSBERGEN	EH	C										N51310000	51.516667	E004410000	4.683333	4	2.00										200504
NL00023	00010	WERNHOUT	EH	C										N51270000	51.450000	E004380000	4.633333	4	2.00										200504
NL00024	00010	OUD GASTEL	EH	C										N51340000	51.566667	E004320000	4.533333	4	2.00										200504
NL00025	00010	SCHIJF	EH	C										N51290000	51.483333	E004340000	4.566667	4	2.00										200504
NO00002	00010	ANDOYA	EN	C										N69173300	69.292500	E016083900	16.144167	4	2.00										199903
NO00003	00010	BARDUFOSS	EN	C										N69032100	69.055833	E018322500	18.540278	4	2.00										199903
NO00004	00010	BERGEN	EN	C										N60173700	60.293611	E005130500	5.218056	4	2.00										199903
NO00005	00010	BJORLI	EN	C										N62140800	62.235556	E008144800	8.246667	4	2.00										199903
NO00006	00010	BODO	EN	C										N67160900	67.269167	E014215500	14.365278	4	2.00										199903
NO00007	00010	BOMOEN	EN	C										N60375800	60.632778	E006295400	6.498333	4	2.00										199904
NO00008	00010	EGGEMOEN	EN	C										N60130000	60.216667	E010192100	10.322500	4	2.00										199904
NO00009	00010	ELVERUM-STARMOEN	EN	C										N60524700	60.879722	E011401800	11.671667	4	2.00										199904
NO00010	00010	FAGERHAUG	EN	C										N62385400	62.648333	E009505400	9.848333	4	2.00										199904
NO00011	00010	FAGERNES	EN	C										N61005600	61.015556	E009171700	9.288056	4	2.00										199904
NO00012	00010	FOLLDAL	EN	C										N62070300	62.117500	E010061600	10.104444	4	2.00										199904
NO00013	00010	FRYA	EN	C										N61324800	61.546667	E010032900	10.058056	4	2.00										199904
NO00014	00010	FYRESDAL	EN	C										N59120900	59.202500	E008051500	8.087500	4	2.00										199904
NO00015	00010	FORDE	EN	C										N61232800	61.391111	E005452500	5.756944	4	2.00										199904
NO00016	00010	GEILO	EN	C										N60250000	60.416667	E008304600	8.512778	4	2.00										199904
NO00017	00010	HAMAR	EN	C										N60490352	60.817644	E011035973	11.066592	4	2.00										200305
NO00018	00010	HARSTAD/NARVIK	EN	C										N68292000	68.488889	E016404200	16.678333	4	2.00										199904
NO00019	00010	JARLSBERG	EN	C										N59180500	59.301389	E010220900	10.369167	4	2.00										199904
NO00020	00010	KRISTIANSAND	EN	C										N58121400	58.203889	E008050600	8.085000	4	2.00										199904
NO00021	00010	FARSUND/LISTA	EN	C										N58060100	58.100278	E006373000	6.625000	4	2.00										199904
NO00022	00010	MOLDE	EN	C										N62444100	62.744722	E007154500	7.262500	4	2.00										199904
NO00023	00010	RAKKESTAD	EN	C										N59235700	59.399167	E011204500	11.345833	4	2.00										199904
NO00024	00010	REINSVOLL	EN	C										N60410900	60.685833	E010342400	10.573333	4	2.00										199904
NO00025	00010	ROGNAN	EN	C										N67060000	67.100000	E015244700	15.413056	4	2.00										199904
NO00026	00010	RYGGE	EN	C										N59224400	59.378889	E010470800	10.785556	4	2.00										199904
NO00027	00010	ROROS	EN	C										N62344400	62.578889	E011204200	11.345000	4	2.00										199904
NO00028	00010	MO I RANA	EN	C										N66215000	66.363889	E014180500	14.301389	4	2.00										199904
NO00029	00010	SKI	EN	C										N59420000	59.700000	E010530000	10.883333	4	2.00										199904
NO00030	00010	SKIEN	EN	C										N59110600	59.185000	E009340100	9.566944	4	2.00										199904
NO00031	00010	STAVANGER	EN	C										N58523600	58.876667	E005381600	5.637778	4	2.00										199904
NO00032	00010	TROMSO	EN	C										N69405300	69.681389	E018550400	18.917778	4	2.00										200305
NO00033	00010	TRONDHEIM	EN	C										N63272700	63.457500	E010552700	10.924167	4	2.00										199904
NO00034	00010	ORSTA/VOLDA	EN	C										N62104800	62.180000	E006042700	6.074167	4	2.00										199904
NO00035	00010	OSTRE AERA	EN	C										N61152800	61.257778	E011401100	11.669722	4	3.00										199904
NO00036	00010	ALESUND	EN	C										N62334500	62.562500	E006071100	6.119722	4	2.00										199904
RP00001	00010	PLARIDEL (RP-T6)	RP	C										N14530000	14.883333	E120510000	120.850000	4	10.00										200012
RQ00002	00010	ARECIBO ARPT	TJ	A		N18295280	18.498000	W067063006	-67.108350					N18273974	18.461039	W066401805	-66.671681	3			105.0		25.0		BQN	2	RQ	1	200102
RQ00004	00010	HUMACAO ARPT	TJ	C		N18264662	18.446283	W065592223	-65.989508					N18085155	18.147653	W065474305	-65.795293	3	2.50		159.0		20.9		SJU	2	RQ	1	200012
SA00001	00010	JUBAIL	OB	H		N27063600	27.110000	E049213000	49.358333	N27034800	27.063333	E049213000	49.358333					4											200014
SA00001	00020	JUBAIL	OB	H		N27034800	27.063333	E049213000	49.358333	N27034800	27.063333	E049180000	49.300000					4											200014
SA00001	00030	JUBAIL	OB	H		N27034800	27.063333	E049180000	49.300000	N27063600	27.110000	E049180000	49.300000					4											200014
SA00001	00040	JUBAIL	OB	H		N27063600	27.110000	E049180000	49.300000	N27063600	27.110000	E049213000	49.358333					4											200014
SA00002	00010	DHAHRAN	OB	H		N26520000	26.866667	E049504800	49.846667	N26524500	26.879167	E049504800	49.846667					4											200014
SA00002	00020	DHAHRAN	OB	H		N26524500	26.879167	E049504800	49.846667	N26524500	26.879167	E049512000	49.855556					4											200014
SA00002	00030	DHAHRAN	OB	H		N26524500	26.879167	E049512000	49.855556	N26520000	26.866667	E049512000	49.855556					4											200014
SA00002	00040	DHAHRAN	OB	H		N26520000	26.866667	E049512000	49.855556	N26520000	26.866667	E049504800	49.846667					4											200014
SA00003	00010	DHAHRAN	OB	H		N26560000	26.933333	E049420000	49.700000	N26580000	26.966667	E049420000	49.700000					4											200014
SA00003	00020	DHAHRAN	OB	H		N26580000	26.966667	E049420000	49.700000	N26580000	26.966667	E049440000	49.733333					4											200014
SA00003	00030	DHAHRAN	OB	H		N26580000	26.966667	E049440000	49.733333	N26560000	26.933333	E049440000	49.733333					4											200014
SA00003	00040	DHAHRAN	OB	H		N26560000	26.933333	E049440000	49.733333	N26560000	26.933333	E049420000	49.700000					4											200014
SP00001	00010	MASPALOMAS	GC	H		N27460000	27.766667	W015330000	-15.550000	N27430000	27.716667	W015330000	-15.550000					4											200210
SP00001	00020	MASPALOMAS	GC	H		N27430000	27.716667	W015330000	-15.550000	N27430000	27.716667	W015360000	-15.600000					4											200210
SP00001	00030	MASPALOMAS	GC	H		N27430000	27.716667	W015360000	-15.600000	N27460000	27.766667	W015360000	-15.600000					4											200210
SP00001	00040	MASPALOMAS	GC	H		N27460000	27.766667	W015360000	-15.600000	N27460000	27.766667	W015330000	-15.550000					4											200210
SP00005	00010	ABLITAS	LE	C										N42003000	42.008333	W001371600	-1.621111	4	5.00										200210
SP00010	00010	ALCANTARILLA	LE	C										N37570900	37.952500	W001135100	-1.230833	4	2.70										200112
SP00015	00010	ALPEDRETE DE LA SIERRA	LE	H		N41000000	41.000000	W003280000	-3.466667	N41000000	41.000000	W003150000	-3.250000					4											200210
SP00015	00020	ALPEDRETE DE LA SIERRA	LE	H		N41000000	41.000000	W003150000	-3.250000	N40510000	40.850000	W003270000	-3.450000					4											200210
SP00015	00030	ALPEDRETE DE LA SIERRA	LE	H		N40510000	40.850000	W003270000	-3.450000	N41000000	41.000000	W003280000	-3.466667					4											200210
SP00020	00010	CASAS DE UCEDA	LE	H		N41000000	41.000000	W003350000	-3.583333	N41000000	41.000000	W003280000	-3.466667					4											200210
SP00020	00020	CASAS DE UCEDA	LE	H		N41000000	41.000000	W003280000	-3.466667	N40510000	40.850000	W003270000	-3.450000					4											200210
SP00020	00030	CASAS DE UCEDA	LE	H		N40510000	40.850000	W003270000	-3.450000	N41000000	41.000000	W003150000	-3.250000					4											200210
SP00020	00040	CASAS DE UCEDA	LE	H		N41000000	41.000000	W003150000	-3.250000	N41000000	41.000000	W003110000	-3.183333					4											200210
SP00020	00050	CASAS DE UCEDA	LE	H		N41000000	41.000000	W003110000	-3.183333	N40550000	40.916667	W003110000	-3.183333					4											200210
SP00020	00060	CASAS DE UCEDA	LE	H		N40550000	40.916667	W003110000	-3.183333	N40450000	40.750000	W003300000	-3.500000					4											200210
SP00020	00070	CASAS DE UCEDA	LE	H		N40450000	40.750000	W003300000	-3.500000	N40450000	40.750000	W003350000	-3.583333					4											200210
SP00020	00080	CASAS DE UCEDA	LE	H		N40450000	40.750000	W003350000	-3.583333	N41000000	41.000000	W003350000	-3.583333					4											200210
SP00025	00010	CASTELLON	LE	C										N39594000	39.994444	E000010000	0.016667	4	1.62										200112
SP00035	00010	ESTEPONA S	LE	C										N36152800	36.257778	W004593100	-4.991944	4	5.00										200210
SP00040	00010	GALAPAGOS	LE	C										N40425300	40.714722	W003203300	-3.342500	4	0.54										200113
SP00045	00010	MURCIA	LE	H		N38510000	38.850000	W001210000	-1.350000	N38070000	38.116667	W000520000	-0.866667					4											200012
SP00045	00020	MURCIA	LE	H		N38070000	38.116667	W000520000	-0.866667	N38070000	38.116667	W000280000	-0.466667					4											200012
SP00045	00030	MURCIA	LE	H		N38070000	38.116667	W000280000	-0.466667	N38030000	38.050000	W000230000	-0.383333					4											200012
SP00045	00040	MURCIA	LE	H		N38030000	38.050000	W000230000	-0.383333	N37280000	37.466667	W000280000	-0.466667					4											200012
SP00045	00050	MURCIA	LE	H		N37280000	37.466667	W000280000	-0.466667	N37243000	37.408333	W000390000	-0.650000					4											200012
SP00045	00060	MURCIA	LE	H		N37243000	37.408333	W000390000	-0.650000	N37203000	37.341667	W000550000	-0.916667					4											200012
SP00045	00070	MURCIA	LE	H		N37203000	37.341667	W000550000	-0.916667	N37193000	37.325000	W001130000	-1.216667					4											200012
SP00045	00080	MURCIA	LE	H		N37193000	37.325000	W001130000	-1.216667	N37074000	37.127778	W001340000	-1.566667					4											200012
SP00045	00090	MURCIA	LE	H		N37074000	37.127778	W001340000	-1.566667	N36510000	36.850000	W001400000	-1.666667					4											200012
SP00045	00100	MURCIA	LE	H		N36510000	36.850000	W001400000	-1.666667	N36510000	36.850000	W001500000	-1.833333					4											200012
SP00045	00110	MURCIA	LE	H		N36510000	36.850000	W001500000	-1.833333	N37070000	37.116667	W002100000	-2.166667					4											200012
SP00045	00120	MURCIA	LE	H		N37070000	37.116667	W002100000	-2.166667	N37070000	37.116667	W002320000	-2.533333					4											200012
SP00045	00130	MURCIA	LE	H		N37070000	37.116667	W002320000	-2.533333	N37280000	37.466667	W003210000	-3.350000					4											200012
SP00045	00140	MURCIA	LE	H		N37280000	37.466667	W003210000	-3.350000	N38180000	38.300000	W002160000	-2.266667					4											200012
SP00045	00150	MURCIA	LE	H		N38180000	38.300000	W002160000	-2.266667	N38510000	38.850000	W001210000	-1.350000					4											200012
SP00050	00010	SABADELL	LE	H		N41330000	41.550000	E002030000	2.050000	N41330000	41.550000	E002070000	2.116667					4											200210
SP00050	00020	SABADELL	LE	H		N41330000	41.550000	E002070000	2.116667	N41290000	41.483333	E002070000	2.116667					4											200210
SP00050	00030	SABADELL	LE	H		N41290000	41.483333	E002070000	2.116667	N41290000	41.483333	E002030000	2.050000					4											200210
SP00050	00040	SABADELL	LE	H		N41290000	41.483333	E002030000	2.050000	N41330000	41.550000	E002030000	2.050000					4											200210
SP00055	00010	SANCHIDRIAN	LE	C										N40540200	40.900556	W004363400	-4.609444	4	1.60										200210
SP00060	00010	SANTORCAZ	LE	C										N40274800	40.463333	W003130700	-3.218611	4	1.62										200210
SP00065	00010	ZAOREJAS	LE	C										N40430000	40.716667	W002120000	-2.200000	4	1.00										199713
TH00001	00010	CAMP PAWAI	VT	C										N14430000	14.716667	E100400000	100.666667	4	1.00										199910
UK00001	00010	ABINGDON (OXON)	EG	C										N51410000	51.683333	W001190000	-1.316667	4	1.50										199713
UK00004	00010	BALLYKELLY	EG	C										N55040000	55.066667	W007010000	-7.016667	4	1.50										199713
UK00005	00010	BALLYROGAN	EG	C										N55000000	55.000000	W006000000	-6.000000	4	1.50										199713
UK00007	00010	BOSCOMBE DOWN	EG	C										N51090000	51.150000	W001450000	-1.750000	4	1.50										199713
UK00008	00010	BRIDLINGTON	EG	C										N54180000	54.300000	W005340000	-5.566667	4	1.50										199713
UK00009	00010	BRIZE NORTON	EG	C										N51450000	51.750000	W001340000	-1.566667	4	1.50										199713
UK00011	00010	CARK	EG	C										N54100000	54.166667	W002580000	-2.966667	4	1.50										199713
UK00012	00010	CARLISLE	EG	C										N54561500	54.937500	W002483300	-2.809167	4	1.50										200308
UK00013	00010	CHALGROVE	EG	C										N51410000	51.683333	W001050000	-1.083333	4	1.50										199713
UK00014	00010	CHATTERIS	EG	C										N52290000	52.483333	E000050000	0.083333	4	1.50										199713
UK00015	00010	COCKERHAM	EG	C										N53580000	53.966667	W002500000	-2.833333	4	1.50										199713
UK00017	00010	DUNKESWELL	EG	C										N50520000	50.866667	W003140000	-3.233333	4	1.50										199713
UK00018	00010	ERROL	EG	C										N56241800	56.405000	W003105500	-3.181944	4	1.50										200209
UK00022	00010	HENLOW	EG	C										N52010000	52.016667	W000180000	-0.300000	4	1.50										199713
UK00023	00010	HIBALDSTOW	EG	C										N53290000	53.483333	W000310000	-0.516667	4	1.50										199713
UK00024	00010	HINTON IN THE HEDGES	EG	C										N52020000	52.033333	W001120000	-1.200000	4	1.50										199713
UK00025	00010	KEEVIL	EG	C										N51185100	51.314167	W002063700	-2.110278	4	2.00										199904
UK00026	00010	KINGSMUIR	EG	C										N56160400	56.267778	W002450300	-2.750833	4	1.50										200113
UK00027	00010	LANGAR	EG	C										N52540000	52.900000	W000540000	-0.900000	4	1.50										199713
UK00028	00010	LASHENDEN/HEADCORN	EG	C										N51092500	51.156944	W000390200	-0.650556	4	1.50										200113
UK00029	00010	LEWKNOR	EG	C										N51401500	51.670833	W000584900	-0.980278	4	1.50										200113
UK00030	00010	KILLYKERGAN	EG	C										N55010300	55.017500	W006395100	-6.664167	4	1.50										200113
UK00031	00010	MIDDLE WALLOP	EG	C										N51090000	51.150000	W001340000	-1.566667	4	1.50										199713
UK00032	00010	MOVENIS	EG	C										N54590000	54.983333	W006390000	-6.650000	4	1.50										199713
UK00033	00010	NETHERAVON	EG	C										N51140000	51.233333	W001460000	-1.766667	4	1.50										199713
UK00035	00010	OLD BUCKENHAM	EG	C										N52295000	52.497222	W001030300	-1.050833	4	1.50										200113
UK00036	00010	PEMBREY	EG	C										N51425300	51.714722	W004184200	-4.311667	4	1.50										200308
UK00040	00010	PETERBOROUGH/SIBSON	EG	C										N52340000	52.566667	W000240000	-0.400000	4	1.50										199713
UK00041	00010	PETERLEE	EG	C										N56460000	56.766667	W001230000	-1.383333	4	1.50										199713
UK00043	00010	REDLANDS	EG	C										N51335200	51.564444	W001420500	-1.701389	4	1.50										200113
UK00045	00010	RENDCOMB	EG	C										N51465600	51.782222	W001570800	-1.952222	4	1.50										200113
UK00047	00010	ST MERRYN	EG	C										N50300000	50.500000	W005000000	-5.000000	4	1.50										199713
UK00049	00010	SOUTH CERNEY	EG	C										N51411400	51.687222	W001551900	-1.921944	4	1.50										200113
UK00050	00010	STRATHALLAN	EG	C										N56193000	56.325000	W003445500	-3.748611	4	1.50										200113
UK00055	00010	TILSTOCK	EG	C										N52555100	52.930833	W002390500	-2.651389	4	1.50										200404
UK00060	00010	WESTON ON THE GREEN	EG	C										N51530000	51.883333	W001230000	-1.383333	4	2.00										199713
