PJA_IDENT	SEG_NBR	NAME	ICAO_REGION	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	TYPE	RADIUS1	RADIUS2	BEARING1	BEARING2	DISTANCE1	DISTANCE2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
US00132	00010	CALHAN	KZ	C		N38564022	38.944506	W104380048	-104.633467					N39022767	39.041019	W104173029	-104.291747	3	2.00		57.0		17.0		BRK	2	US	1	200413
US00133	00010	COLORADO SPRINGS, USAF ACADEMY AFLD	KZ	A		N38564022	38.944506	W104380048	-104.633467					N38580428	38.967856	W104492435	-104.823431	3			266.0		9.0		BRK	2	US	1	200412
US00134	00010	COLORADO SPRINGS, YODER DROP ZONE	KZ	C		N38564022	38.944506	W104380048	-104.633467					N38483672	38.810200	W104135200	-104.231111	3	1.00		100.0		20.5		BRK	2	US	1	200412
US00135	00010	FORT CARSON, AFLD WEST DROP ZONE	KZ	C		N38564022	38.944506	W104380048	-104.633467					N38403659	38.676831	W104482660	-104.807389	3	0.50		194.0		18.0		BRK	2	US	1	200412
US00136	00010	TUNKHANNOCK, SKYHAVEN	KZ	C		N41162209	41.272803	W075412209	-75.689469					N41313201	41.525558	W075563550	-75.943194	3	5.00		333.0		19.0		LVZ	2	US	1	200409
US00137	00010	GREELEY-WELD CO, SKYDIVE THE FARM	KZ	C		N40301393	40.503869	W104331085	-104.553013					N40423973	40.711036	W104462530	-104.773694	3	2.00		308.0		16.0		GLL	2	US	1	200412
US00138	00010	LONGMONT, VANCE BRAND, MILE HI SKYDIVE	KZ	C		N39544695	39.913041	W105082036	-105.138988					N40094640	40.162889	W105092180	-105.156056	3	2.00		346.0		15.0		BJC	4	US	1	200412
US00139	00010	JONESBORO, SWAN CREEK	KZ	C		N35520787	35.868854	W081142590	-81.240529					N36130684	36.218567	W080532597	-80.890547	3	3.00		45.0		27.0		BZM	4	US	1	200413
US00140	00010	JACKSONVILLE, HERLONG	KZ	C		N30201990	30.338861	W081303580	-81.509944					N30154009	30.261136	W081470419	-81.784497	3	1.00		255.0		15.0		CRG	2	US	1	200504
US00141	00010	PALM BEACH CO GLADES	KZ	C										N26465784	26.782733	W080412921	-80.691447	4	3.00						PHK	2	US	1	200504
US00142	00010	ARCADIA MUNI	KZ	C		N26494147	26.828185	W081232918	-81.391438					N27050621	27.085058	W081423818	-81.710606	3	5.00		311.0		23.0		LBV	2	US	1	200504
US00143	00010	AVON PARK DROP ZONE	KZ	C		N27404231	27.678419	W080292259	-80.489609					N27351869	27.588525	W081172465	-81.290181	3	0.50		267.0		43.0		VRB	2	US	1	200504
US00144	00010	AVON PARK EXECUTIVE	KZ	C		N27591025	27.986181	W082004999	-82.013886					N27362627	27.607297	W081384071	-81.644642	3	4.00		138.0		30.0		LAL	2	US	1	200504
US00145	00010	BRANDON SOD FARM	KZ	A		N27591025	27.986181	W082004999	-82.013886					N27551626	27.921183	W082182153	-82.305981	3			255.0		16.0		LAL	2	US	1	200504
US00146	00010	TAFT-KERN CO	KZ	C		N35053510	35.093083	W119515608	-119.865578					N35082809	35.141136	W119263466	-119.442961	3	2.00		66.0		21.0		FLW	2	US	1	200501
US00147	00010	BUNNELL, FLAGLER CO	KZ	C		N29181171	29.303253	W081064571	-81.112697					N29280629	29.468414	W081121716	-81.204767	3	3.00		334.0		11.0		OMN	2	US	1	200504
US00148	00010	CHASSAHOWITZKA DROP ZONE	KZ	C		N27542795	27.907764	W082410352	-82.684311					N28315181	28.531058	W082324960	-82.547111	3	0.25		10.0		38.0		PIE	2	US	1	200504
US00149	00010	CLEWISTON, AIRGLADES	KZ	C		N26494147	26.828185	W081232918	-81.391438					N26470079	26.783553	W081022773	-81.041036	3	1.00		97.0		19.0		LBV	2	US	1	200504
US00150	00010	DELAND MUNI-SIDNEY H TAYLOR FLD	KZ	C		N29181171	29.303253	W081064571	-81.112697					N29032577	29.057158	W081162764	-81.274344	3	1.00		210.0		17.0		OMN	2	US	1	200504
US00151	00010	ENGLEWOOD, BUCHAN	KZ	C		N27235194	27.397761	W082331537	-82.554269					N26590728	26.985356	W082205777	-82.349381	3	2.00		158.0		27.0		SRQ	2	US	1	200504
US00152	00010	COLEMAN, FREEFLIGHT INTL	KZ	C		N29103891	29.177476	W082133484	-82.226345					N28484998	28.813883	W082020207	-82.033908	3	3.00		155.0		24.0		OCF	2	US	1	200504
US00153	00010	HOMESTEAD ARB NR 1	KZ	C		N25292230	25.489528	W080224600	-80.379444					N25331938	25.555383	W080215992	-80.366644	3	1.00		13.0		4.0		HST	3	US	1	200504
US00154	00010	MOUNT PLEASANT MUNI	KZ	C										N43372216	43.622822	W084441417	-84.737269	4	2.00						MOP	4	US	1	200410
US00155	00010	HOMESTEAD GENERAL AVIATION	KZ	C		N25475986	25.799961	W080205653	-80.349036					N25294156	25.494878	W080343232	-80.575644	3	5.00		218.0		22.0		DHP	2	US	2	200504
US00156	00010	SAN DIEGO, BROWN FLD MUNI	KZ	C		N32363722	32.610339	W116584469	-116.979081					N32342064	32.572400	W116581914	-116.971983	3	2.00		157.0		2.3		PGY	2	US	1	200413
US00157	00010	KEY WEST	KZ	C		N24350916	24.585878	W081480172	-81.800478					N24350286	24.584128	W081465626	-81.782294	3	0.20		95.0		1.0		EYW	2	US	1	200504
US00158	00010	LA BELLE, SUNDANCE FARMS	KZ	C		N26494147	26.828185	W081232918	-81.391438					N26472920	26.791444	W081285994	-81.483317	3	1.00		245.0		5.4		LBV	2	US	1	200504
US00159	00010	LAKE WALES MUNI	KZ	C		N27591025	27.986181	W082004999	-82.013886					N27534135	27.894819	W081375639	-81.632331	3	7.00		104.0		21.0		LAL	2	US	1	200503
US00160	00010	LEWELLEN DROP ZONE	KZ	C		N30124678	30.212995	W081532722	-81.890895					N29570545	29.951514	W081571698	-81.954717	3	0.25		195.0		16.0		VQQ	1	US	1	200504
US00161	00010	MACDILL AFB NR 1	KZ	A		N27542795	27.907764	W082410352	-82.684311					N27503029	27.841747	W082292844	-82.491233	3			110.0		11.0		PIE	2	US	1	200504
US00162	00010	MACDILL AFB NR 2	KZ	A										N27542795	27.907764	W082410352	-82.684311	4	0.10						PIE	2	US	1	200504
US00164	00010	MERRILL DROP ZONE	KZ	A		N30493423	30.826175	W086404493	-86.679147					N30352425	30.590069	W086552870	-86.924639	3			219.0		19.0		CEW	2	US	1	200504
US00165	00010	MYAKKA CITY	KZ	C		N27235194	27.397761	W082331537	-82.554269					N27221611	27.371142	W082130685	-82.218569	3	5.00		97.0		18.0		SRQ	2	US	1	200503
US00166	00010	NEW SMYRNA BEACH, MASSEY RANCH AIRPARK	KZ	C		N29181171	29.303253	W081064571	-81.112697					N28590506	28.984739	W080541316	-80.903656	3	1.00		150.0		22.0		OMN	2	US	1	200503
US00167	00010	OKEECHOBEE CO	KZ	C		N26465784	26.782733	W080412921	-80.691447					N27155274	27.264650	W080504597	-80.846103	3	5.00		344.0		30.0		PHK	2	US	1	200503
US00168	00010	PALATKA, KAY LARKIN	KZ	C		N29413159	29.692108	W082162270	-82.272972					N29504599	29.846108	W081362356	-81.606544	3	3.00		79.0		36.0		GNV	2	US	1	200504
US00170	00010	PENSACOLA	KZ	C		N30281980	30.472167	W087200900	-87.335833					N30323244	30.542344	W087181695	-87.304708	3	0.50		20.0		4.5		NUN	1	US	1	200504
US00171	00010	QUINCY MUNI	KZ	A		N30332242	30.556228	W084222626	-84.373961					N30364765	30.613236	W084331964	-84.555456	3			288.0		10.0		SZW	2	US	1	200504
US00172	00010	RANGE 75 DROP ZONE	KZ	C		N30493423	30.826175	W086404493	-86.679147					N30340465	30.567958	W086501592	-86.837756	3	0.50		205.0		17.5		CEW	2	US	1	200504
US00173	00010	ST AUGUSTINE	KZ	A		N30201990	30.338861	W081303580	-81.509944					N29481582	29.804394	W081141406	-81.237239	3			159.0		35.0		CRG	2	US	1	200504
US00174	00010	SEBASTIAN MUNI	KZ	C		N27404231	27.678419	W080292259	-80.489609					N27484099	27.811386	W080301918	-80.505328	3	10.00		358.0		8.0		VRB	2	US	1	200504
US00175	00010	PUNTA GORDA, SHELL CREEK AIRPARK	KZ	C		N26314755	26.529875	W081463276	-81.775767					N26582571	26.973808	W081543075	-81.908542	3	1.00		347.0		27.5		RSW	2	US	1	200504
US00176	00010	KEY WEST, SUGAR LOAF SHORES	KZ	C		N24350916	24.585878	W081480172	-81.800478					N24391035	24.652875	W081342744	-81.574289	3	2.00		71.0		13.0		EYW	2	US	1	200504
US00177	00010	SUN CITY	KZ	A		N27542795	27.907764	W082410352	-82.684311					N27420626	27.701739	W082203062	-82.341839	3			123.0		22.0		PIE	2	US	1	200504
US00178	00010	TITUSVILLE, ARTHUR DUNN AIR PARK	KZ	C		N28061902	28.105283	W080380722	-80.635339					N28371177	28.619936	W080513347	-80.859297	3	1.00		341.0		33.0		MLB	4	US	1	200504
US00179	00010	TYNDALL AFB	KZ	R	B									N30042629	30.073970	W085342075	-85.572431	5			130.0	150.0	7.0	10.0	PAM	3	US	1	200504
US00180	00010	UMATILLA MUNI	KZ	C		N28323380	28.542722	W081200606	-81.335017					N28565569	28.948803	W081380625	-81.635069	3	2.00		327.0		29.0		ORL	2	US	1	200504
US00181	00010	WILLISTON MUNI	KZ	C		N29413159	29.692108	W082162270	-82.272972					N29214179	29.361608	W082272492	-82.456922	3	2.50		210.0		22.0		GNV	2	US	1	200504
US00182	00010	WILMA DROP ZONE	KZ	A		N30332242	30.556228	W084222626	-84.373961					N30112645	30.190681	W085010879	-85.019108	3			235.0		40.0		SZW	2	US	1	200504
US00183	00010	ZEPHYRHILLS MUNI	KZ	A		N27591025	27.986181	W082004999	-82.013886					N28131187	28.219964	W082093685	-82.160236	3			330.0		16.0		LAL	2	US	1	200504
US00184	00010	PANACEA, WAKULLA CO	KZ	C		N30332242	30.556228	W084222626	-84.373961					N29581871	29.971864	W084235064	-84.397400	3	3.00		180.0		35.0		SZW	2	US	1	200504
US00185	00010	BUNKER HILL DROP ZONE	KZ	C		N34563482	34.943006	W083545645	-83.915681					N34503275	34.842431	W084043862	-84.077394	3	1.00		233.0		10.0		HRS	2	US	1	200409
US00186	00010	CLAXTON-EVANS CO	KZ	A		N32084656	32.146267	W081115678	-81.199106					N32084037	32.144547	W081513126	-81.858683	3			276.0		33.6		SAV	2	US	2	200408
US00187	00010	DAHLONEGA, LUMPKIN CO, WIMPYS DZ	KZ	C		N34563482	34.943006	W083545645	-83.915681					N34340780	34.568833	W084011236	-84.020100	3	1.00		193.0		23.0		HRS	2	US	1	200408
US00188	00010	DAHLONEGA, HWY 76 DROP ZONE	KZ	A		N34563482	34.943006	W083545645	-83.915681					N34493834	34.827317	W084051949	-84.088747	3			231.0		11.0		HRS	2	US	1	200408
US00189	00010	ANGOLA	KZ	A		N41144886	41.246906	W085295054	-85.497372					N41410793	41.685536	W085032018	-85.055606	3			40.0		33.0		OLK	1	US	1	200409
US00190	00010	FORT BENNING, ARKMAN DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32152859	32.257942	W084481253	-84.803481	3			152.0		24.0		CSG	2	US	1	200409
US00191	00010	FORT BENNING, BOX SPRINGS DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32254355	32.428764	W084351598	-84.587772	3			116.0		24.5		CSG	2	US	1	200408
US00192	00010	FORT BENNING, EELBECK DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32250996	32.419433	W084454165	-84.761569	3			131.0		17.5		CSG	2	US	1	200409
US00193	00010	FORT BENNING, GARDNER DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32200276	32.334100	W084581593	-84.971092	3			171.0		17.0		CSG	2	US	1	200409
US00194	00010	FORT BENNING, FRYAR FLD DROP ZONE	KA	C		N32365491	32.615253	W085010347	-85.017631					N32144722	32.246450	W084555977	-84.933269	3	0.50		168.0		22.5		CSG	2	US	1	199712
US00195	00010	FORT BENNING, LAE DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32162458	32.273494	W084552916	-84.924767	3			166.0		21.0		CSG	2	US	1	200408
US00196	00010	FORT BENNING, LAWSON AAF	KZ	C		N32195653	32.332370	W084593575	-84.993264					N32211437	32.353992	W084580718	-84.968661	3	1.00		46.0		1.8		LSF	4	US	1	200408
US00197	00010	FORT BENNING, LEDO DROP ZONE	KZ	A		N32195653	32.332370	W084593575	-84.993264					N32202483	32.340231	W084430487	-84.718019	3			90.0		14.0		LSF	4	US	1	200409
US00198	00010	FORT BENNING, LEE FLD DROP ZONE	KZ	C		N32365491	32.615253	W085010347	-85.017631					N32241465	32.404069	W084473731	-84.793697	3	0.25		137.0		17.0		CSG	2	US	1	200409
US00199	00010	FORT BENNING, LEE NORTH (COMBS)	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32251270	32.420194	W084471646	-84.787906	3			134.0		16.5		CSG	2	US	1	200408
US00200	00010	FORT BENNING, MCKENNA DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32382841	32.641225	W084492165	-84.822681	3			80.0		10.0		CSG	2	US	1	200408
US00201	00010	FORT STEWART, CANOOCHEE DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31582019	31.972275	W081285841	-81.482892	3			15.0		8.6		MOQ	5	US	1	200409
US00202	00010	FORT STEWART, JAECK DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31550336	31.917600	W081514807	-81.863353	3			292.0		18.8		MOQ	5	US	1	200409
US00203	00010	FORT STEWART, METZ DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31593499	31.993053	W081501834	-81.838428	3			306.0		19.4		MOQ	5	US	1	200409
US00204	00010	FORT STEWART, REMAGEN DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N32035043	32.064008	W081500566	-81.834906	3			316.0		21.7		MOQ	5	US	1	200409
US00205	00010	FORT STEWART, ST LO DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N32014457	32.029047	W081511295	-81.853597	3			310.0		21.2		MOQ	5	US	1	200409
US00206	00010	FORT STEWART, TAC-X DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N32051893	32.088592	W081412634	-81.690650	3			335.0		18.0		MOQ	5	US	1	200409
US00207	00010	FORT STEWART, TARO DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31581901	31.971947	W081231798	-81.388328	3			42.0		10.5		MOQ	5	US	1	200409
US00208	00010	FORT STEWART, TAYLOR CREEK DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31554427	31.928964	W081433208	-81.725578	3			304.0		12.5		MOQ	5	US	1	200409
US00209	00010	FORT STEWART, VICTORY DROP ZONE	KZ	A		N31494976	31.830489	W081303540	-81.509833					N31530246	31.884017	W081335737	-81.565936	3			324.0		4.3		MOQ	5	US	1	200409
US00210	00010	FORT VALLEY, MIAMI VALLEY FARM	KZ	C		N32412821	32.691169	W083384986	-83.647183					N32322338	32.539828	W083480864	-83.802400	3	1.00		220.0		12.0		MCN	2	US	2	200409
US00211	00010	FORT BENNING, YORK DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32210011	32.350031	W084584536	-84.979267	3			172.0		16.0		CSG	2	US	1	200409
US00212	00010	TIFTON, HENRY TIFT MYERS	KZ	C		N31254317	31.428658	W083291989	-83.488858					N31254436	31.428989	W083280982	-83.469394	3	5.00		90.0		1.0		IFM	1	US	1	200409
US00213	00010	HINESVILLE, LIBERTY CO	KZ	A		N32084656	32.146267	W081115678	-81.199106					N31484419	31.812275	W081334779	-81.563275	3			229.0		27.3		SAV	2	US	2	200409
US00214	00010	LOCUST GROVE, MALLARDS LANDING	KZ	A		N33374466	33.629072	W084260626	-84.435072					N33292942	33.491506	W084073772	-84.127144	3			118.0		17.5		ATL	2	US	2	200409
US00215	00010	MONROE-WALTON CO	KZ	C		N33565130	33.947583	W083192910	-83.324750					N33462828	33.774522	W083424726	-83.713128	3	5.00		242.0		22.0		AHN	2	US	2	200409
US00216	00010	PLANTATION AIRPARK, MOORE DROP ZONE	KZ	C		N32084656	32.146267	W081115678	-81.199106					N32383869	32.644081	W081354724	-81.596456	3	1.00		332.0		36.0		SAV	2	US	2	200409
US00217	00010	ROME, RICHARD B RUSSELL	KZ	C		N34094525	34.162569	W085070992	-85.119422					N34205409	34.348358	W085093211	-85.158919	3	5.00		349.0		11.3		RMG	2	US	2	200409
US00218	00010	ST MARYS	KZ	C		N31030187	31.050519	W081264547	-81.445964					N30450134	30.750372	W081335626	-81.565628	3	2.00		203.0		19.0		SSI	2	US	1	200409
US00219	00010	MARANA RGNL	KZ	C		N32054268	32.095190	W110545353	-110.914868					N32245270	32.414639	W111135251	-111.231253	3	15.00		308.0		25.0		TUS	2	US	1	200412
US00220	00010	WAYCROSS-WARE CO	KZ	C		N31160996	31.269433	W082332320	-82.556444					N31144610	31.246139	W082241178	-82.403272	3	1.00		100.0		8.0		AYS	2	US	1	200409
US00221	00010	WILSCOTT DROP ZONE	KZ	C		N34563482	34.943006	W083545645	-83.915681					N34503826	34.843961	W084102138	-84.172606	3	1.00		245.0		14.0		HRS	2	US	1	200409
US00223	00010	CARMI MUNI	KZ	C		N37554195	37.928319	W087454458	-87.762383					N38054951	38.097086	W088070811	-88.118919	3	3.00		298.0		19.7		PXV	2	US	1	200502
US00224	00010	DEER GROVE	KZ	C		N41575631	41.965642	W089312719	-89.524219					N41395858	41.666272	W089423708	-89.710300	3	3.00		202.0		19.8		PLL	4	US	1	200503
US00225	00010	GREENVILLE	KZ	C		N39053726	39.093683	W089094487	-89.162464					N38504034	38.844539	W089223787	-89.377186	3	3.00		210.0		18.0		VLA	2	US	1	200502
US00226	00010	HINCKLEY	KZ	C		N41324701	41.546392	W088190634	-88.318428					N41465369	41.781581	W088413793	-88.693869	3	2.00		308.0		22.0		JOT	2	US	1	200502
US00227	00010	RANTOUL NAT AVN CNTR-FRANK ELLIOTT FLD	KZ	C		N40020432	40.034533	W088163381	-88.276058					N40172263	40.289619	W088082917	-88.141436	3	2.00		19.0		16.5		CMI	2	US	1	200502
US00228	00010	MINIER, ILLINOIS VALLEY PARACHUTE CLUB	KZ	A		N40404824	40.680067	W089473408	-89.792800					N40260293	40.434147	W089210485	-89.351347	3			122.0		25.0		PIA	2	US	1	200502
US00229	00010	OTTAWA, SKYDIVE CHICAGO	KZ	C		N41324701	41.546392	W088190634	-88.318428					N41223275	41.375764	W088505378	-88.848272	3	2.00		245.0		26.0		JOT	2	US	1	200502
US00230	00010	STERLING	KZ	C		N41575631	41.965642	W089312719	-89.524219					N41435583	41.732175	W089414881	-89.696892	3	10.00		206.0		16.0		PLL	4	US	1	200502
US00232	00010	TAMPICO	KZ	C		N41575631	41.965642	W089312719	-89.524219					N41364481	41.612447	W089432603	-89.723897	3	1.00		200.0		23.0		PLL	4	US	1	200502
US00234	00010	VANDALIA	KZ	C		N39053726	39.093683	W089094487	-89.162464					N38592514	38.990317	W089100152	-89.167089	3	5.00		178.0		6.2		VLA	2	US	1	200502
US00235	00010	WAPELLA, THORP	KZ	A		N40285093	40.480814	W088555247	-88.931242					N40125389	40.214969	W088540325	-88.900903	3			172.0		16.0		BMI	4	US	1	200502
US00236	00010	BLACKJACK	KZ	A		N34403962	34.677672	W092104990	-92.180528					N35123482	35.209672	W092002452	-92.006811	3			10.0		33.0		LIT	2	US	1	200412
US00237	00010	ATTERBURY	KZ	C		N39375715	39.632542	W085492754	-85.824317					N39202611	39.340586	W086015735	-86.032597	3	0.50		208.0		20.0		SHB	2	US	1	200409
US00238	00010	CLOVERDALE, SWOPE AIRSTRIP	KZ	C		N39292033	39.488981	W087145645	-87.249014					N39303443	39.509564	W086424099	-86.711386	3	5.00		85.0		25.0		TTH	2	US	1	200409
US00239	00010	PRATTVILLE	KZ	C		N32132022	32.222283	W086191103	-86.319731					N32223577	32.376603	W086360115	-86.600319	3	10.00		300.0		17.0		MGM	2	US	1	200413
US00240	00010	FRANKLIN FLYING FLD	KZ	C		N39375715	39.632542	W085492754	-85.824317					N39250588	39.418300	W086035098	-86.064161	3	3.00		220.0		17.0		SHB	2	US	1	200409
US00241	00010	GOSHEN MUNI	KZ	C		N41313067	41.525186	W086014070	-86.027972					N41312990	41.524972	W085482189	-85.806081	3	1.00		90.0		10.0		GSH	2	US	1	200409
US00242	00010	GREENSBURG-DECATUR CO	KZ	C		N39375715	39.632542	W085492754	-85.824317					N39171120	39.286444	W085312716	-85.524211	3	2.00		145.0		25.0		SHB	2	US	1	200409
US00243	00010	KINGSBURY	KZ	C		N41460697	41.768603	W086190624	-86.318400					N41311710	41.521417	W086423359	-86.709331	3	0.30		230.0		23.0		GIJ	2	US	1	200409
US00244	00010	CRAWFORDSVILLE MUNI	KZ	C		N39485296	39.814711	W086220328	-86.367578					N39584417	39.978936	W086554173	-86.928258	3	3.00		290.0		27.7		VHP	2	US	1	200409
US00245	00010	MENTONE	KZ	C		N41313067	41.525186	W086014070	-86.027972					N41053195	41.092208	W086032868	-86.057967	3	3.00		183.0		26.0		GSH	2	US	1	200409
US00246	00010	MUNCIE, HORIZON FLD	KZ	A		N40141426	40.237294	W085233853	-85.394036					N40241386	40.403850	W085241963	-85.405453	3			360.0		10.0		MIE	4	US	1	200409
US00247	00010	RICHMOND MUNI	KZ	C										N39451822	39.755061	W084501966	-84.838794	4	3.00						RID	2	US	1	200409
US00248	00010	VEEDERSBURG, SONGER	KZ	C		N40332209	40.556136	W087040953	-87.069314					N40151271	40.253531	W087244344	-87.412067	3	5.00		220.0		24.0		BVT	2	US	1	200409
US00249	00010	FORT BENNING, EUBANKS DROP ZONE	KZ	A		N32365491	32.615253	W085010347	-85.017631					N32210230	32.350639	W084582575	-84.973819	3			171.0		16.0		CSG	2	US	1	200409
US00250	00010	ATCHISON, AMELIA EARHART	KZ	C		N39573808	39.960578	W094553080	-94.925222					N39341526	39.570906	W095105372	-95.181589	3	5.00		199.0		26.2		STJ	2	US	1	200501
US00251	00010	DERBY, COOK AFLD INC	KZ	C		N37444292	37.745256	W097350179	-97.583831					N37341286	37.570239	W097091517	-97.154214	3	5.00		110.0		23.0		ICT	2	US	1	200502
US00252	00010	FORT LEAVENWORTH MILITARY RESERVATION	KZ	C		N39170702	39.285283	W094441342	-94.737061					N39213716	39.360322	W094550914	-94.919206	3	3.00		293.0		9.6		MCI	2	US	1	200502
US00253	00010	JUNCTION CITY, FT RILEY, MARSHALL AAF	KZ	C		N38581282	38.970228	W096513966	-96.861017					N39030254	39.050706	W096462776	-96.774378	3	1.00		34.0		6.3		FRI	1	US	1	200502
US00254	00010	LYONS-RICE CO MUNI	KZ	C		N37594891	37.996919	W097560293	-97.934147					N38201757	38.338214	W098133623	-98.226731	3	5.00		317.0		24.7		HUT	4	US	1	200502
US00255	00010	OSAGE	KZ	C		N38172812	38.291144	W096081722	-96.138117					N38375691	38.632475	W095475155	-95.797653	3	2.00		30.0		26.0		EMP	2	US	1	200502
US00256	00010	ST FRANCIS, CHEYENNE CO MUNI	KZ	C		N39231630	39.387861	W101413230	-101.692306					N39454124	39.761456	W101474274	-101.795206	3	3.00		336.0		22.9		GLD	2	US	1	200502
US00257	00010	WICHITA	KZ	C		N37444292	37.745256	W097350179	-97.583831					N37421561	37.704336	W097522419	-97.873386	3	5.00		253.0		14.0		ICT	2	US	1	200502
US00258	00010	CONNERSVILLE	KZ	A		N39451822	39.755061	W084501966	-84.838794					N39412519	39.690331	W085074567	-85.129353	3			257.0		14.0		RID	2	US	1	200410
US00259	00010	TOPEKA, MESA VERDE	KZ	C		N39081360	39.137111	W095325682	-95.549117					N39083189	39.142192	W095443047	-95.741797	3	2.00		267.0		9.0		TOP	2	US	1	200502
US00260	00010	THOMASTON-UPSON CO	KZ	C		N32412821	32.691169	W083384986	-83.647183					N32571800	32.955000	W084155357	-84.264881	3	1.00		296.0		35.0		MCN	2	US	2	200409
US00261	00010	WAMEGO MUNI	KZ	C		N39084359	39.145442	W096400740	-96.668722					N39114324	39.195344	W096152858	-96.257939	3	5.00		75.0		19.4		MHK	4	US	1	200502
US00262	00010	WICHITA, MAIZE	KZ	C		N37444292	37.745256	W097350179	-97.583831					N37461719	37.771442	W097262565	-97.440458	3	1.00		70.0		7.0		ICT	2	US	1	200502
US00263	00010	BOONE MUNI	KZ	C		N41470178	41.783828	W093063231	-93.108975					N42030674	42.051872	W093511065	-93.852958	3	6.00		293.0		37.0		TNU	4	US	1	200412
US00264	00010	MARION	KZ	C		N41531512	41.887533	W091470854	-91.785706					N42015154	42.030983	W091322033	-91.538981	3	3.00		47.0		14.0		CID	4	US	1	200412
US00265	00010	CHEROKEE MUNI	KZ	C		N43094383	43.162175	W095120359	-95.200997					N42435861	42.732947	W095330151	-95.550419	3	5.00		206.0		30.0		SPW	4	US	1	200412
US00266	00010	DAVENPORT	KZ	C		N41423075	41.708542	W090285990	-90.483306					N41404086	41.678017	W090461068	-90.769633	3	2.00		258.0		13.0		CVA	2	US	1	200412
US00267	00010	DECORAH MUNI	KZ	A		N43164836	43.280100	W091321454	-91.537372					N43163081	43.275225	W091524634	-91.879539	3			264.0		15.0		UKN	2	US	1	200412
US00268	00010	FAIRFIELD MUNI	KZ	C		N41014485	41.029125	W092193325	-92.325903					N41030664	41.051844	W091582918	-91.974772	3	5.00		79.0		16.0		OTM	4	US	1	200412
US00269	00010	HUSBAND FLD	KZ	C		N41261319	41.436997	W093385534	-93.648706					N41425680	41.715778	W094034334	-94.062039	3	3.00		305.0		25.0		DSM	2	US	1	200412
US00270	00010	CAMP PANDLETON, OCEANSIDE	KZ	A										N33142633	33.240647	W117250384	-117.417733	4	0.10						OCN	2	US	1	200413
US00271	00010	NEW HAMPTON MUNI	KZ	C		N42332334	42.556483	W092235617	-92.398936					N43051650	43.087917	W092200781	-92.335503	3	1.00		359.0		32.0		ALO	2	US	1	200412
US00272	00010	NORTHWOOD MUNI	KZ	C		N43054106	43.094739	W093194754	-93.329872					N43264987	43.447186	W093112808	-93.191133	3	5.00		10.0		22.0		MCW	2	US	1	200412
US00273	00010	PERRY MUNI	KZ	C		N41261319	41.436997	W093385534	-93.648706					N41502014	41.838928	W094090143	-94.150397	3	3.00		310.0		33.0		DSM	2	US	1	200412
US00274	00010	SIGOURNET, SIGOURNEY IOWA	KZ	C		N41014485	41.029125	W092193325	-92.325903					N41173736	41.293711	W092112832	-92.191200	3	10.00		15.0		17.0		OTM	4	US	1	200412
US00275	00010	SIOUX CITY	KZ	C		N42204026	42.344517	W096192512	-96.323644					N42255649	42.432358	W096352735	-96.590931	3	0.50		285.0		13.0		SUX	2	US	1	200412
US00276	00010	VINTON VETERANS MEM AIRPARK	KZ	C		N41531512	41.887533	W091470854	-91.785706					N42145993	42.249981	W092004797	-92.013325	3	5.00		330.0		24.0		CID	4	US	1	200412
US00277	00010	WATERLOO, FLYERS	KZ	C		N42332334	42.556483	W092235617	-92.398936					N42250550	42.418194	W092162320	-92.273111	3	3.00		140.0		10.0		ALO	2	US	1	200413
US00278	00010	TONOPAH	KZ	C		N38015036	38.030657	W117020067	-117.033518					N38044536	38.079267	W117140736	-117.235378	3	1.00		270.0		10.0		TPH	2	US	1	200412
US00279	00010	WINTERSET-MADISON CO	KZ	C		N41261319	41.436997	W093385534	-93.648706					N41214908	41.363633	W094004334	-94.012039	3	5.00		248.0		17.0		DSM	2	US	1	200412
