ARPT_IDENT	PROC	TRM_IDENT	RWY_ID	OCC_NO	ICAO	DESIG	KNOTS	RATE_DESC	ALT	FTNOTE	CYCLE_DATE
GM01853	2	SOB1D  SOBRA1D	07L	10	EDDF	2	60	00230	04000	to 4000	200404
GM01853	2	SOB1D  SOBRA1D	07L	20	EDDF	2	60	00270	09000	After passing FFM 9.0 D0ME to FL90.  If unable to comply advise ATC pri	200404
GM01853	2	SOB1D  SOBRA1D	07R	10	EDDF	2	60	00230	04000	to 4000	200404
GM01853	2	SOB1D  SOBRA1D	07R	20	EDDF	2	60	00270	09000	After passing FFM 9.0 DME to FL90.  If unable to comply advise ATC prio	200404
GM01853	2	SOB2L  SOBRA 2L	18	10	EDDF	2	60	00460	09000	SOBRA 2L to FL90.	200603
GM01853	2	SOB2U  SOBRA 2U	18	10	EDDF	2	60	00330	09000	SOBRA 2U to FL90.	200603
GM01853	2	SUL3G  SULUS3G	25L	10	EDDF	2	60	00320	02500	If unable to comply, advise EDDF delivery prior to start up.	200510
GM01853	2	SUL3G  SULUS3G	25R	10	EDDF	2	60	00320	02500	If unable to comply, advise EDDF delivery prior to start up.	200510
GM01853	2	SUL3S  SULUS3S	18	10	EDDF	2	60	00570	02500		200510
GM02973	2	ID14	28	10	ETID	2	60	00544	01900	Rate exceeds 400 ft per NM	200306
GM02973	2	ID15	28	10	ETID	2	60	00544	01900	Rate exceeds 400 ft per NM	200003
GM02973	2	ID16	28	10	ETID	2	60	00508	01800	Rate exceeds 400 ft per NM	200003
GM02973	2	ID16A	28	10	ETID	2	60	00544	01900	Rate exceeds 400 ft per NM	200003
GM02973	2	ID16B	28	10	ETID	2	60	00508	01800	Rate exceeds 400 ft per NM	200003
GM02973	2	ID19	28	10	ETID	2	60	00508	01800	Rate exceeds 400 ft per NM	200003
GM02973	2	ID19A	28	10	ETID	2	60	00508	01800	Rate exceeds 400 ft per NM	200003
GM02973	2	ID34	10	10	ETID	2	60	00395	02300		200003
GM02973	2	ID35	28	10	ETID	2	60	00544	01900	Rate exceeds 400 ft per NM	200003
GM02973	2	ID36	10	10	ETID	1	60	00207	01700	1300-3200m auth in lieu of minimum climb rate	200003
GM02973	2	ID36	10	20	ETID	2	60	00324	02500		200003
GM02973	2	ID36A	28	10	ETID	2	60	00544	01900	Rate exceeds 400 ft per NM	200003
GM02973	2	ID36B	10	10	ETID	1	60	00207	01700	1300-3200m auth in lieu of minimum climb rate	200003
GM02973	2	ID36B	10	20	ETID	2	60	00324	02500		200003
GM02973	2	ID39	10	10	ETID	1	60	00207	01700	1300-3200m auth in lieu of minimum climb rate	200003
GM02973	2	ID39	10	20	ETID	2	60	00324	02500		200003
GM02973	2	ID39A	28	10	ETID	2	60	00508	01800	Rate exceeds 400 ft per NM	200003
GM03600	2	RW09   RW09L/R	09L	10	EDDI	1	60	00280	00400		200211
GM09482	2	HAM5L	08	10	EDHK	2	60	00400	04000		200603
GM09482	2	LUB4E	08	10	EDHK	2	60	00400	04000		200603
GM09482	2	REN5L  RENSU5L	08	10	EDHK	2	60	00400	04000		200603
GM23184	2	ABE3Q  ABERU 3Q	27	10	EDQM	1	60	00370	02500		200510
GM23184	2	ABE3R  ABERU 3R	09	10	EDQM	1	60	00370	02500		200510
GM23184	2	KUL3Q  KULOK 3Q	27	10	EDQM	1	60	00370	02500		200510
GM23184	2	KUL3R  KULOK 3R	09	10	EDQM	1	60	00370	02500		200510
GM23184	2	LAS2Q  LASGA 2Q	27	10	EDQM	1	60	00370	02500		200510
GM23184	2	LAS3R  LASGA 3R	09	10	EDQM	1	60	00370	02500		200510
GM23184	2	PER2Q  PEROX 2Q	27	10	EDQM	1	60	00370	02500		200510
GM23184	2	PER3R  PEROX 3R	09	10	EDQM	1	60	00370	02500		200510
GM23184	2	TAB3Q  TABAT 3Q	27	10	EDQM	1	60	00370	02500		200510
GM23184	2	TAB3R  TABAT 3R	09	10	EDQM	1	60	00370	02500		200510
GM23911	2	SL403	03	10	ETSL	2	60	00480	03500		200608
GM23911	2	SL421	21	10	ETSL	2	60	00610	02200		200608
GM23911	2	SL421	21	20	ETSL	2	60	00440	05000	From 2200 to 5000.	200608
GM29555	2	NG11	27	10	ETNG	2	60	00560	02000		200605
GM29555	2	NG12	27	10	ETNG	2	60	00560	02000		200407
GM29555	2	NG13	27	10	ETNG	2	60	00560	02000		200502
GM29555	2	NG31	09	10	ETNG	2	60	00380	05000		200605
GM29555	2	NG32	09	10	ETNG	2	60	00510	02000		200407
GM29555	2	NG32	09	20	ETNG	2	60	00380	03500	2000 TO 3500	200501
GM29555	2	NG33	09	10	ETNG	2	60	00480	02000		200502
GM29555	2	NG81	27	10	ETNG	2	60	00560	02000		200502
GM29555	2	NG86	27	10	ETNG	2	60	00560	02000		200502
GM29555	2	NG91	09	10	ETNG	2	60	00500	02000		200502
GM29555	2	NG91	09	20	ETNG	2	60	00380	03500	2000 to 3500	200502
GM29555	2	NG96	09	10	ETNG	2	60	00510	02000		200502
GM29555	2	NG96	09	20	ETNG	2	60	00270	03500	2000 to 3500	200502
GM30895	2	BOLKI2	08	10	ETAR	1	60	00260	01500	Must file Flight Plan with transition, not plannable without transition	200512
GM30895	2	BOLKI2	09	10	ETAR	1	60	00260	01500	Must file Flight Plan with transition, not plannable without transition	200510
GM34171	2	COL6K	06	10	EDDK	1	60	00320	00900		200608
GM34171	2	KUMI3K KUMIK 3K	06	10	EDDK	1	60	00320	00900		200608
GM34171	2	NOR4C	14L	10	EDDK	2	60	00880	05000		200608
GM34171	2	NOR4C	14R	10	EDDK	2	60	00740	05000	I	200608
GM34171	2	NOR6E	14L	10	EDDK	2	60	00880	05000		200608
GM34171	2	NOR6E	14R	10	EDDK	2	60	00740	05000	If unable to comply request NOR 4C departure.	200608
GM34171	2	NOR6F	14L	10	EDDK	2	60	00880	05000	If unable to comply request NOR 7P departure.	200608
GM34171	2	NOR6F	14R	10	EDDK	2	60	00740	05000		200608
GM34171	2	NOR7K	06	10	EDDK	1	60	00320	00900		200608
GM34171	2	NOR7P	14L	10	EDDK	2	60	00880	05000		200608
GM34171	2	NOR7P	14R	10	EDDK	2	60	00740	05000		200608
GM34171	2	PODI4K PODIP 4K	06	10	EDDK	1	60	00320	00900		200608
GM34171	2	RKN1A	06	10	EDDK	1	60	00320	00900		200608
GM34171	2	RKN1K	06	10	EDDK	1	60	00320	00900		200608
GM34188	2	SB1	21	10	ETSB	2	60	00500	03000		200407
GM34188	2	SB21	21	10	ETSB	2	60	00500	03000		200502
GM38012	2	GMH3W	24	10	EDLP	1	60	00240	01500		200310
GM38012	2	HMM2W	24	10	EDLP	1	60	00240	01500		199912
GM38012	2	NOR3W	24	10	EDLP	1	60	00240	01500		200310
GM38012	2	WRB4W	24	10	EDLP	1	60	00240	01500		200310
GM40032	2	HF81	30	10	ETHF	1	60	00440	01700		200001
GM40032	2	HF82	30	10	ETHF	1	60	00440	01600		200001
GM40032	2	HF83	30	10	ETHF	1	60	00440	01700		200001
GM40032	2	HF84	30	10	ETHF	1	60	00440	01700		200001
GM40032	2	HF91	12	10	ETHF	1	60	00298	00700		200001
GM40032	2	HF92	12	10	ETHF	1	60	00251	00700		200001
GM40032	2	HF93	12	10	ETHF	1	60	00251	00700		200001
GM40032	2	HF94	12	10	ETHF	1	60	00298	01800		200001
GM43621	2	MAS1X  MASIR1X	07	10	ETOU	1	60	00287	03500		200608
GM43621	2	NIS1X  NISTE1X	07	10	ETOU	1	60	00287	03500		200608
GM43621	2	RID1X	07	10	ETOU	1	60	00287	03500		200608
GM43621	2	SOB1X  SOBRA1X	07	10	ETOU	1	60	00287	03500		200608
GM43621	2	TAB1X  TABUM1X	07	10	ETOU	1	60	00287	03500		200608
GM43621	3	N25    NDB/VOR RW25	25	10	ETOU	2	60	00330	03000	*CAUTION: Missed Approach Minimum Climb Rate to 3000	200012
GM43621	3	T07    TACAN RW07	07	10	ETOU	1	60	00228	02500	CAUTION: Missed Approach Minimum Climb to 2500. Controlling Obstacle 20	200509
GM51777	2	GTQ6E	09	10	EDDR	2	60	00395	08000		200312
GM51777	2	GTQ6W	27	10	EDDR	2	60	00835	08000		200312
GM51777	2	ZWN3W	27	10	EDDR	2	60	00220	05000	If unable to comply request alternate instructions from ATC.	200602
GM51777	2	ZWN5E	09	10	EDDR	2	60	00425	04000	If unable to comply request alternate instructions from ATC.	200610
GM51956	2	COL1T	23L	10	EDDL	2	60	00430	03000	If unable to comply, advise EDDL Delivery on start-up request.	200603
GM51956	2	NOR8T	23L	10	EDDL	2	60	00430	03000	If unable to comply, advise EDDL Delivery on start-up request.	200505
GM61269	2	MS26L  MUNCHEN SOUTH RW26L	26L	10	EDDM	2	60	00415	04200	SIDS: EGG2S, KIRDI3S, SBG2S, TULSI2S, TURBU2S.	200610
GM61269	2	MS26R  MUNCHEN SOUTH RW26R	26R	10	EDDM	2	60	00335	04200		200610
GM61279	2	BERN7B BERON7B	25	10	EDDS	2	60	00415	03500	*If unable to comply request Alternate instructions by ATC.	200605
GM61279	2	BERN7B BERON7B	25	20	EDDS	1	60	00250	01900		200605
GM61279	2	DKB4B	25	10	EDDS	2	60	00415	03500	If unable to comply, request, Alternate instructions by ATC.	200605
GM61279	2	DKB4B	25	20	EDDS	1	60	00250	01900		200605
GM61279	2	KRH9B	25	10	EDDS	2	60	00415	03500	*If unable to comply, request Alternate instructions by ATC.	200605
GM61279	2	KRH9B	25	20	EDDS	1	60	00250	01900		200605
GM61279	2	LBU9B	25	10	EDDS	2	60	00415	03500	If unable to comply, request, Alternate instructions by ATC.	200605
GM61279	2	LBU9B	25	20	EDDS	1	60	00250	01900		200605
GM61279	2	ROTW3B ROTWE3B	07	10	EDDS	1	60	00250	01900		200413
GM61279	2	ROTW3H ROTWE3H	07	10	EDDS	1	60	00250	01900		200413
GM61279	2	SUL1B	07	10	EDDS	1	60	00250	01900		200413
GM61279	2	SUL7H	07	10	EDDS	1	60	00250	01900		200413
GM61279	2	TGO7B	25	10	EDDS	1	60	00250	01900		200606
GM61279	2	TGO7H	25	10	EDDS	1	60	00250	01900		200413
GM64671	2	CEL3S	27R	10	EDDV	2	60	00424	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200310
GM64671	2	CEL4F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to compy advise Tow	200310
GM64671	2	DLE2F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	DLE5X	27R	10	EDDV	2	60	00425	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	LAU2F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	LAU7S	27R	10	EDDV	2	60	00425	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	MUL3S  MULDO3S	27R	10	EDDV	2	60	00425	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200310
GM64671	2	MUL4F  MULDO4F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to compy advise Tow	200310
GM64671	2	NIE3F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to compy advise Tow	200207
GM64671	2	NIE6S	27R	10	EDDV	2	60	00425	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	OSN2F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	OSN6S	27R	10	EDDV	2	60	00425	03500	ATC Climb Rate due to airspace structure. If unable to comply advise To	200207
GM64671	2	WRB2F	27L	10	EDDV	2	60	00425	03500	ATC climb rate due to airspace structure. If unable to comply advise To	200411
GM64671	2	WRB7S	27R	10	EDDV	2	60	00425	03500	Proc Design Gradient due to airspace structure. If unable to comply adv	200207
GM68553	2	IC11	32	10	ETIC	2	60	00331	03000		200211
GM68553	2	IC12	32	10	ETIC	2	60	00331	03000		200211
GM68553	2	IC13	32	10	ETIC	2	60	00400	05000		200207
GM68553	2	IC14	32	10	ETIC	2	60	00400	05000		200207
GM68553	2	IC15	32	10	ETIC	2	60	00400	05000		200207
GM68553	2	IC16	32	10	ETIC	2	60	00400	05000		200207
GM68553	2	IC31	14	10	ETIC	2	60	00263	03000		200413
GM68553	2	IC32	14	10	ETIC	2	60	00263	03000		200413
GM68553	2	IC33	14	10	ETIC	2	60	00360	05000		200207
GM68553	2	IC34	14	10	ETIC	2	60	00360	05000		200207
GM68553	2	IC35	14	10	ETIC	2	60	00360	05000		200207
GM68553	2	IC36	14	10	ETIC	2	60	00360	05000		200207
GM70716	2	RW03	03	10	EDFH	2	60	00230	05000	NOR3G	200605
GM70716	2	RW21	21	10	EDFH	2	60	00330	05000	BITBU 1L, RUDAS 3L	200411
GM72275	2	BAS8D  BASUM8D	15	10	EDDH	1	60	00260	04000		200211
GM72275	2	DLE5L	15	10	EDDH	1	60	00260	04000		200310
GM72275	2	IDEK1D IDEKO 1D	15	10	EDDH	1	60	00260	04000		200607
GM72275	2	LBE7D	15	10	EDDH	1	60	00260	04000		200211
GM72275	2	WSR8D	15	10	EDDH	1	60	00260	04000		200211
GM81365	2	SI11   RW25L	25L	10	ETSI	2	60	01360	05000		200304
GM81365	2	SI11   RW25L	25L	20	ETSI	1	60	00360	02100		200502
GM81365	2	SI31   RW07R	07R	10	ETSI	1	60	00300	02200		200304
GM85555	2	NJ11	28	10	ETNJ	2	60	00580	02500		200504
GM85555	2	NJ11	28	20	ETNJ	2	60	00460	14000	2500 to FL140	200504
GM85555	2	NJ31	10	10	ETNJ	2	60	00750	02500		200504
GM85555	2	NJ31	10	20	ETNJ	2	60	00480	14000	2500 to FL140	200504
GM87318	2	RW10	10	10	EDDN	2	60	00305	07000	@ ERETO 3M	200608
GM87318	2	RW28	28	10	EDDN	2	60	00310	07000	ALB 1K to FL70	200608
GM87318	2	RW28	28	20	EDDN	2	60	00275	07000	VADRU 1K to FL70	200608
GM90728	2	MN108	08	20	ETMN	2	60	00470	02000		200605
GM90728	2	MN126	26	10	ETMN	2	60	00430	02000		200603
GM90966	2	AD22	05	10	ETAD	2	60	00320	05000		200406
GM90966	2	AD22	05	20	ETAD	2	60	00310	25000	ATC Minimum Climb Rate FL120 to FL250.	200501
GM90966	2	AD22	23	10	ETAD	2	60	00320	05000		200406
GM90966	2	AD22	23	20	ETAD	2	60	00310	25000	ATC Minimum Climb Rate FL120 to FL250.	200501
GM90966	2	AD23	05	10	ETAD	2	60	00410	14000		200603
GM90966	2	AD23	05	20	ETAD	2	60	00430	25000	ATC Minimum Climb Rate from FL140 to FL250.	200411
GM90966	2	AD23	23	10	ETAD	2	60	00310	14000		200603
GM90966	2	AD23	23	20	ETAD	2	60	00430	25000	ATC Minimum Climb Rate from FL140 to FL250.	200411
GM90966	2	ULME1E ULMEN 1E	05	10	ETAD	1	60	00230	02300	Minimum Climb Rate to 2300.	200601
GP27530	2	RW11	11	10	TFFR	1	60	00249	01000	BIMBO,DOM,GORET,ILURI,DCF,KASKI,KOROL,MG,TASAR,DUNTA TO 1000.	200408
GP27530	2	RW11	11	20	TFFR	1	60	00380	05800	Dunta 3E, TULEX 3E to 5800	200408
GP27530	2	RW29	29	10	TFFR	1	60	00352	03500	ILURI 3W TO 3500.	200202
GP27530	2	RW29	29	20	TFFR	1	60	00303	05800	DCF 3W, TULEX 3W TO 5800.	200303
GR00001	2	RW03L	03L	10	LGAV	2	60	00310	07000		200205
GR00001	2	RW03R	03R	10	LGAV	2	60	00310	06000	Minimum climb rate to 1100, ATC climb rate 1100 to 6000.	200208
GR00001	2	RW21L	21L	10	LGAV	2	60	00250	06000		200205
GR00001	2	RW21R	21L	10	LGAV	2	60	00310	05000		200406
GR00001	3	I21R   ILS RW21R	21R	10	LGAV	1	60	00250	01700	Controlling Obstacle unkown	200407
GR06352	2	KRK1A	17	10	LGKR	2	60	00304	07200	ATC Climb Rate to MEA	200005
GR06352	2	KRK1B	35	10	LGKR	2	60	00304	07200	ATC Climb rate to MEA	200009
GR06352	2	KRK1C	17	10	LGKR	2	60	00370	01800		200502
GR06352	2	LAT1C  LATAN1C	17	10	LGKR	2	60	00270	02300	Minimum Climb rate to 2300	200502
GR06352	2	LAT1D  LATAN1D	35	10	LGKR	2	60	00304	07200	ATC Climb rate to MEA	200009
GR06352	2	LAT1D  LATAN1D	35	20	LGKR	1	60	00290	02200		200408
GR06352	2	PIT1D  PITAS1D	17	10	LGKR	2	60	00304	07200	ATC Climb Rate to MEA	200005
GR06352	2	PIT1E  PITAS1E	35	10	LGKR	2	60	00304	07200	ATC Climb Rate to MEA	200009
GR06352	2	TIG1C  TIGRA1C	17	10	LGKR	2	60	00270	02300	Minimum Climb rate to 2300	200502
GR06352	2	TIG1D  TIGRA1D	17	10	LGKR	2	60	00304	07400	ATC Climb Rate to MEA	200003
GR06352	2	TIG1E  TIGRA1E	35	10	LGKR	1	60	00290	02200		200408
GR06352	2	TIG1E  TIGRA1E	35	20	LGKR	2	60	00304	07200	ATC Climb Rate to MEA	200009
GR06352	2	TIG1F  TIGRA1F	35	10	LGKR	1	60	00280	01900		200408
GR06352	2	TIG1F  TIGRA1F	35	20	LGKR	2	60	00304	07200	ATC Climb Rate to MEA	200009
GR33352	2	ALK2B  ALKIS2B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	ALK2B  ALKIS2B	07	20	LGRP	2	60	00207	06000	Climb Rate 700 to 6000	200009
GR33352	2	ASM1A  ASIMI1A	25	10	LGRP	2	60	00335	06000		200009
GR33352	2	ASM1B  ASIMI1B	07	10	LGRP	2	60	00292	00700	Up to 700	200605
GR33352	2	ASM1B  ASIMI1B	07	20	LGRP	2	60	00207	06000	From 700 to 6000	200605
GR33352	2	BNR2B  BANRO2B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	BNR2B  BANRO2B	07	20	LGRP	2	60	00274	11000	Climb rate 700 11000	200009
GR33352	2	EVN2B  EVENO2B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	EVN2B  EVENO2B	07	20	LGRP	2	60	00207	06000	Climb rate 700 to 6000	200009
GR33352	2	KRC2B	07	10	LGRP	2	60	00292	00700		200308
GR33352	2	KRC2B	07	20	LGRP	2	60	00207	06000	Climb Rate 700 to 6000	200308
GR33352	2	LKN1A  LOKNA1A	25	10	LGRP	1	60	00261	07000		200009
GR33352	2	LKN1B  LOKNA1B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	LKN1B  LOKNA1B	07	20	LGRP	2	60	00207	06000	Climb Rate 700 to 6000	200009
GR33352	2	ROD1T	07	10	LGRP	2	60	00250	06000	ATC Climb rate to assigned altitude.	200308
GR33352	2	ROD1T	25	10	LGRP	2	60	00250	06000	ATC Climb rate to assigned altitude.	200308
GR33352	2	ROD2T	07	10	LGRP	2	60	00250	06000	ATC Climb rate to assigned altitude.	200308
GR33352	2	ROD2T	25	10	LGRP	2	60	00250	06000	ATC Climb rate to assigned altitude.	200308
GR33352	2	TLR2B  TELRI2B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	TLR2B  TELRI2B	07	20	LGRP	2	60	00207	06000	Climb Rate 700 to 6000	200009
GR33352	2	VANE1A VANES1A	25	10	LGRP	2	60	00316	05000		200009
GR33352	2	VANE1B VANES1B	07	10	LGRP	2	60	00292	00700		200009
GR33352	2	VANE1B VANES1B	07	20	LGRP	2	60	00207	06000	Climb Rate 700 to 6000	200009
GR33352	3	I25    ILS RW25	25	10	LGRP	1	60	00340	00400	CAUTION: Missed Approach Minimum Climb Rate. Controlling Obstacle 330 f	200102
GR37164	2	ELF1T	18	10	LGEL	1	60	00300	03000		199909
GR37164	2	ELF2T	36	10	LGEL	1	60	00300	03000		199909
GR37164	3	Q36    NDB/DME RW36	36	10	LGEL	1	60	00330	02000	CAUTION: Missed Approach Minimum Climb Rate. Controlling obstacle 1401	199909
GR37164	3	T36    TACAN RW36	36	10	LGEL	1	60	00330	02000	CAUTION: Missed Approach Minimum Climb Rate	199909
GR57089	2	ARA1V	36R	10	LGRX	2	60	00300	10000		200412
GR57089	2	ARA2V	18L	10	LGRX	2	60	00300	10000		200412
GR57089	2	ARA3V	36R	10	LGRX	2	60	00300	08000		200412
GR57089	2	ARA4V	18L	10	LGRX	2	60	00300	08000		200412
GR57089	2	ARG1L  ARGUN1L	18L	10	LGRX	2	60	00395	03500	From 200 to 3500	200412
GR57089	2	ARG1L  ARGUN1L	18L	20	LGRX	2	60	00304	10000	From 3500 up to 10000	200412
GR57089	2	ARG1M  ARGUN1M	36R	10	LGRX	2	60	00322	10000	From 200 ft.	200412
GR57089	2	ENES1M ENESI 1M	36L	10	LGRX	2	60	00322	10000	1M to 10,000.	200511
GR57089	2	ENESIL ENESI 1L	18R	10	LGRX	2	60	00415	03500	200 to	200511
GR57089	2	ENESIL ENESI 1L	18R	20	LGRX	2	60	00304	10000	3500 to	200511
GR57089	2	GART1L GARTA 1L	18R	10	LGRX	2	60	00415	03500	200 to	200511
GR57089	2	GART1L GARTA 1L	18R	20	LGRX	2	60	00345	10000	3500 to	200511
GR57089	2	GART1M GARTA 1M	36L	10	LGRX	1	60	00322	10000	1M to 10,000.	200511
GR57089	2	IXO1L  IXONI1L	18R	10	LGRX	2	60	00395	03500	From 200 to 3500	200511
GR57089	2	IXO1L  IXONI1L	18R	20	LGRX	2	60	00304	09000	From 3500 up to 9000	200511
GR57089	2	IXO1M  IXONI 1M	36L	10	LGRX	2	60	00322	09000	1M up to 9000.	200511
GR57089	2	KESA1L KESAL 1L	18R	10	LGRX	2	60	00415	03500	200 to	200511
GR57089	2	KESA1L KESAL 1L	18R	20	LGRX	2	60	00304	08000	3500 to	200511
GR57089	2	KESA1M KESAL 1M	36L	10	LGRX	2	60	00322	08000	1M to 8000.	200511
GR57089	2	KOR1L	18R	10	LGRX	2	60	00395	03500	From 200 up to 3500	200511
GR57089	2	KOR1L	18R	20	LGRX	2	60	00304	10000	From 3500 up to 10000	200511
GR57089	2	KOR1M	36L	10	LGRX	2	60	00322	10000	1M up to 10000.	200511
GR57089	2	KRK1L	18R	10	LGRX	2	60	00415	03500	200 to	200511
GR57089	2	KRK1L	18R	20	LGRX	2	60	00304	07000	3500 to	200511
GR57089	2	KRK1M	36L	10	LGRX	2	60	00322	07000	1M to 7000	200511
GR57089	2	NEM2M  NEMES 2M	36L	10	LGRX	2	60	00322	10000	1M rp to 10000.	200511
GR57089	2	NMS2L  NEMES2L	18R	10	LGRX	2	60	00395	03500	From 200 to 3500.	200511
GR57089	2	NMS2L  NEMES2L	18R	20	LGRX	2	60	00304	10000	From 3500 to 10000	200511
GR57089	2	TRL1L	18R	10	LGRX	2	60	00395	03500	From 200 to 3500	200511
GR57089	2	TRL1L	18R	20	LGRX	2	60	00304	10000	From 3500 up to 10000	200511
GR57089	2	TRL1M	36L	10	LGRX	2	60	00322	10000	1M up to 10000.	200511
GR76709	2	IRA1N	29	10	LGSA	2	60	00300	03500		200307
GR76709	2	IRA1P	11	10	LGSA	2	60	00340	10000	CAUTION: Climb Rate exceeds 300 ft/NM.	200307
GR76709	2	IRA2A	29	10	LGSA	2	60	00225	06000		200010
GR76709	2	IRA2B	11	10	LGSA	2	60	00390	10000		200307
GR76709	2	MIL2A	29	10	LGSA	2	60	00225	04500		200307
GR76709	2	MIL2B	11	10	LGSA	2	60	00225	05000		200307
GR76709	2	MLO1N	29	10	LGSA	2	60	00300	03500		200307
GR76709	2	MLO1P	11	10	LGSA	2	60	00300	03500	CAUTION: Climb Rate exceeds 300 ft/NM.	200307
GR76709	2	OTR1A  OTREX1A	29	10	LGSA	1	60	00360	20000	EXCEEDS 300FT/NM.	200010
GR76709	2	OTR1A  OTREX1A	29	20	LGSA	2	60	00380	20000		200010
GR76709	2	OTR1B  OTREX1B	11	10	LGSA	1	60	00346	20000	CAUTION: Climb Rate exceeds 300 ft/NM. To FL200.	200307
GR76709	2	OTR1B  OTREX1B	11	20	LGSA	2	60	00375	20000	CAUTION: Climb Rate exceeds 300 ft/NM.  To FL200.	200307
GR76709	2	OTR1N  OTREX1N	11	10	LGSA	1	60	00300	08000		200307
GR76709	2	OTR1N  OTREX1N	11	20	LGSA	2	60	00300	08000		200307
GR76709	2	OTR1P  OTREX1P	11	10	LGSA	1	60	00300	08000		200307
GR76709	2	OTR1P  OTREX1P	29	10	LGSA	1	60	00300	08000		200307
GR76709	2	PLH1N	29	10	LGSA	2	60	00390	09000		200307
GR76709	2	PLH1P	11	10	LGSA	2	60	00390	09000	CAUTION: Climb Rate exceeds 300 ft/NM.	200307
GR76709	2	PLH2A	29	10	LGSA	1	60	00316	11000	EXCEEDS 300 FT/NM.	200010
GR76709	2	PLH2B	11	10	LGSA	1	60	00280	11000		200307
GR76709	2	PLH2B	11	20	LGSA	2	60	00320	85000	CAUTION: Climb Rate exceeds 300 ft/NM.	200307
GR76709	2	SOK1N  SOKRI1N	29	10	LGSA	2	60	00310	09000		200307
GR76709	2	SOK1P  SOKRI1P	11	10	LGSA	1	60	00300	03500		200307
GR76709	2	SOK2A  SOKRI2A	29	10	LGSA	2	60	00298	09000		200307
GR76709	2	SOK2B  SOKRI2B	11	10	LGSA	2	60	00220	06000		200307
GR76709	3	D11    VORDME RW11	11	10	LGSA	1	60	00350	02100	CONTROLLING OBSTACLE 2017.	200604
GR76709	3	D11-H  HI VORDME RW11	11	10	LGSA	2	60	00250	08000	CAUTION: ATC Missed Approach Climb Rate to 8000.	200604
GR76709	3	D29-H  HI VORDME RW29	29	10	LGSA	2	60	00250	10000	CAUTION: ATC Missed Approach Minimum Climb Rate to 10,000	200604
GR76709	3	T11-H  HI TACAN RW11	11	10	LGSA	1	60	00250	02100	CAUTION: Missed Approach Minimum Climb Rate to 2100.	200604
GR76709	3	T11-H  HI TACAN RW11	11	20	LGSA	2	60	00250	08000	ATC Minimum Climb Rate to 8000	200604
GR76709	3	T29-H  HI TACAN RW29	29	10	LGSA	2	60	00250	10000	CAUTION: ATC Missed Approach minimum climb rate to 10,000	200604
GR88496	2	ARN2A  ARNAS2A	34	10	LGTS	2	60	00320	07000		200101
GR88496	2	ARN2B  ARNAS2B	16	10	LGTS	1	60	00340	02200		200101
GR88496	2	ARN2B  ARNAS2B	16	20	LGTS	2	60	00370	01200		200101
GR88496	2	ARN2B  ARNAS2B	16	30	LGTS	2	60	00310	08000	To MEA	200101
GR88496	2	ARN2C  ARNAS2C	10	10	LGTS	1	60	00350	02000		200101
GR88496	2	ARN2C  ARNAS2C	10	20	LGTS	2	60	00310	06000	FL60	200101
GR88496	2	ARN2E  ARNAS2E	28	10	LGTS	2	60	00310	05000		200101
GR88496	2	FSK2E	28	10	LGTS	2	60	00310	11000	To FL110	200101
GR88496	2	FSK3A	34	10	LGTS	2	60	00320	11000		200101
GR88496	2	FSK3B	16	10	LGTS	1	60	00340	02200		200101
GR88496	2	FSK3B	16	20	LGTS	2	60	00370	01200		200101
GR88496	2	FSK3B	16	30	LGTS	2	60	00310	08000	To MEA	200101
GR88496	2	FSK3C	10	10	LGTS	1	60	00350	02000		200101
GR88496	2	FSK3C	10	20	LGTS	2	60	00310	06000	FL60	200101
GR88496	2	LAM2C  LAMBI2C	10	10	LGTS	1	60	00350	02000		200101
GR88496	2	LAM2C  LAMBI2C	10	20	LGTS	2	60	00310	06000	FL60	200101
GR88496	2	LAM2E  LAMBI2E	28	10	LGTS	2	60	00310	05000		200101
GR88496	2	LAM3A  LAMBI3A	34	10	LGTS	2	60	00320	10000		200101
GR88496	2	LAM3B  LAMBI3B	16	10	LGTS	1	60	00340	02200		200101
GR88496	2	LAM3B  LAMBI3B	16	20	LGTS	2	60	00370	01200		200101
