ARPT_IDENT	PROC	TRM_IDENT	RWY_ID	OCC_NO	ICAO	DESIG	KNOTS	RATE_DESC	ALT	FTNOTE	CYCLE_DATE
SP50708	2	MEB1B  MEBUT1B (RW06R)	06R	10	LESJ	1	60	00240	02500	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MEB1B  MEBUT1B (RW06R)	06R	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MEB1L  MEBUT1L (RW06L)	06L	10	LESJ	1	60	00240	02500	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MEB1L  MEBUT1L (RW06L)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MER1A  MEROS 1A(RW24L/R)	24L	10	LESJ	2	60	00305	04000		200205
SP50708	2	MER1A  MEROS 1A(RW24L/R)	24R	10	LESJ	2	60	00305	04000		200205
SP50708	2	MER1L  MEROS1L (RW06L)	06L	10	LESJ	1	60	00240	00900	Max 250 KIAS, FL100 and blw.	200405
SP50708	2	MER1L  MEROS1L (RW06L)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MER3B  MEROS3B (RW06R)	06R	10	LESJ	1	60	00240	00900	Max 250 KIAS, FL100 and blw.	200405
SP50708	2	MER3B  MEROS3B (RW06R)	06R	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MHN1A  MAHON1A(RW24L/R)	24L	10	LESJ	2	60	00305	04000		200205
SP50708	2	MHN1A  MAHON1A(RW24L/R)	24R	10	LESJ	2	60	00305	04000		200205
SP50708	2	MHN1L  MAHON1L (RW06L)	06L	10	LESJ	1	60	00210	00650	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MHN1L  MAHON1L (RW06L)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MHN3B  MAHON3B (RW06R)	06R	10	LESJ	1	60	00210	00650	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MHN3B  MAHON3B (RW06R)	06R	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	MOR1A  MORSS 1A(RW24L/R)	24L	10	LESJ	2	60	00305	04000		200205
SP50708	2	MOR1A  MORSS 1A(RW24L/R)	24R	10	LESJ	2	60	00305	04000		200205
SP50708	2	MOR1E  MORSS1E (RW06R)	06L	10	LESJ	1	60	00240	00900	Max 250 KIAS, FL100 and blw.	200405
SP50708	2	MOR1E  MORSS1E (RW06R)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200310
SP50708	2	MOR1L  MORSS1L (RW06L)	06L	10	LESJ	1	60	00240	00900	Max 250 KIAS, FL100 and blw.	200405
SP50708	2	MOR1L  MORSS1L (RW06L)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200205
SP50708	2	OSG1A  OSGAL1A(RW24L/R)	24L	10	LESJ	2	60	00305	04000		200205
SP50708	2	OSG1A  OSGAL1A(RW24L/R)	24R	10	LESJ	2	60	00305	04000		200205
SP50708	2	OSG1B  OSGAL1B (RW06R)	06R	10	LESJ	1	60	00240	02500	Max 250 KIAS, FL100 and below.	200107
SP50708	2	OSG1B  OSGAL1B (RW06R)	06R	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	OSG1L  OSGAL1L (RW06L)	06L	10	LESJ	1	60	00240	02500	Max 250 KIAS, FL100 and below.	200107
SP50708	2	OSG1L  OSGAL1L (RW06L)	06L	20	LESJ	2	60	00305	04000	Max 250 KIAS, FL100 and below.	200107
SP50708	2	TUR1A  TURIA 1A(RW24L/R)	24L	10	LESJ	2	60	00305	04000		200411
SP50708	2	TUR1A  TURIA 1A(RW24L/R)	24R	10	LESJ	2	60	00275	00200		200205
SP50708	2	TUR1B  TURIA1B (RW06R)	06R	10	LESJ	1	60	00320	04400	Max 250 KIAS, FL100 and blw.	200411
SP50708	2	TUR1B  TURIA1B (RW06R)	06R	20	LESJ	2	60	00365	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	TUR1L  TURIA1L (RW06L)	06L	10	LESJ	1	60	00320	04200	Max 250 KIAS, FL100 and blw.	200107
SP50708	2	TUR1L  TURIA1L (RW06L)	06L	20	LESJ	2	60	00365	04000	Max 250 KIAS, FL100 and blw.	200107
SP50708	3	D24R   VORDME RW24R	24R	10	LESJ	2	60	00220	04000	CAUTION: Missed Approach ATC Minimum Climb Rate to 4000.	200109
SP50708	3	I24R-B VORDMENDB ILS-B RW24R	24R	10	LESJ	2	60	00255	04000	ILS. CAUTION: ATC Minimum Climb Rate to 4000.	200411
SP50708	3	I24R-B VORDMENDB ILS-B RW24R	24R	20	LESJ	2	60	00220	04000	LOC. CAUTION: ATC Minimum Climb Rate to 4000.	200411
SP56057	2	BAN1F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	BAN1F	23	20	LETO	2	60	00320	09000	BAN1F and PINAR2F to FL90.	200609
SP56057	2	BAN1F	23	30	LETO	2	60	00320	10000	RBO1F and SIE1F to FL100.	200609
SP56057	2	BAN1G	05	10	LETO	2	60	00245	09000	2200 to FL90.	200606
SP56057	2	BAN1G	05	20	LETO	1	60	00290	02200		200606
SP56057	2	CJN1G	05	10	LETO	2	60	00245	09000	2200 to FL90.	200606
SP56057	2	CJN1G	05	20	LETO	1	60	00290	02200		200606
SP56057	2	CJN2F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	CJN2F	23	20	LETO	2	60	00320	05000	CJN2F, KAMPO2F and NVS2F to 5000.	200609
SP56057	2	KAMP1G KAMPO1G	05	10	LETO	2	60	00280	09000	2200 to FL90.	200606
SP56057	2	KAMP1G KAMPO1G	05	20	LETO	1	60	00290	02200		200505
SP56057	2	KAMP2F KAMPO2F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	KAMP2F KAMPO2F	23	20	LETO	2	60	00320	05000	CJN2F, KAMPO2F and NVS2F to 5000.	200609
SP56057	2	NVS2F  NAVAS2F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	NVS2F  NAVAS2F	23	20	LETO	2	60	00320	05000	CJN2F, KAMPO2F and NVS2F to 5000.	200609
SP56057	2	NVSIG  NAVAS 1G	05	10	LETO	2	60	00280	09000	2200 to FL90.	200606
SP56057	2	NVSIG  NAVAS 1G	05	20	LETO	1	60	00290	02200		200606
SP56057	2	PINA2F PINAR2F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	PINA2F PINAR2F	23	20	LETO	2	60	00320	09000	BAN1F and PINAR2F to FL90.	200505
SP56057	2	PINA2F PINAR2F	23	30	LETO	2	60	00320	10000	RBO1F and SIE1F to FL100.	200505
SP56057	2	PINA2G PINAR2G	05	10	LETO	2	60	00245	09000	2200 to FL90.	200505
SP56057	2	PINA2G PINAR2G	05	20	LETO	1	60	00290	02200		200505
SP56057	2	RBO1F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis  auth in lieu of minimum climb rate.	200609
SP56057	2	RBO1F	23	20	LETO	2	60	00320	09000	BAN1F and PINAR2F to FL90.	200606
SP56057	2	RBO1F	23	30	LETO	2	60	00320	10000	RBO1F and SIE1F to FL100.	200606
SP56057	2	RBO1G	05	10	LETO	2	60	00320	10000		200609
SP56057	2	RW052  RBO1G,SIE1G	05	10	LETO	2	60	00305	09000		200505
SP56057	2	SIE1F	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	SIE1F	23	20	LETO	2	60	00320	09000	BAN1F and PINAR2F to FL90.	200606
SP56057	2	SIE1F	23	30	LETO	2	60	00320	10000	RBO1F and SIE1F to FL100.	200606
SP56057	2	SIE1G	05	10	LETO	2	60	00320	10000		200609
SP56057	2	SIE1K	23	10	LETO	1	60	00290	02200	300-1 Ceiling and vis auth in lieu of the minimum climb rate.	200609
SP56057	2	SIE1K	23	20	LETO	2	60	00320	05000	CJN2F, KAMPO2F and NVS2F to 5000.	200609
SP64068	2	RW09	09	10	LEZL	1	60	00430	03500	CLANA1R, ONUBA1R, and VJF1R. Minimum climb rate to 3500.	200403
SP69008	2	AST3D  ASTRO3D	28	10	LEAL	1	60	00340	08000		200211
SP69008	2	AST3D  ASTRO3D	28	20	LEAL	2	60	00350	08000		200211
SP69008	2	AST4A  ASTRO4A	10	10	LEAL	2	60	00305	08000	ATC Climb Rate to FL70	200211
SP69008	2	CAT1C  CATON1C(RNAV)	28	10	LEAL	1	60	00340	08000		200211
SP69008	2	CAT1C  CATON1C(RNAV)	28	20	LEAL	2	60	00350	08000		200211
SP69008	2	CAT2A  CATON2A(RNAV)	10	10	LEAL	2	60	00305	08000	ATC Climb Rate to FL70	200211
SP69008	2	MAG2A  MAGAL2A	10	10	LEAL	2	60	00305	06000	ATC Climb Rate to 6000.	200210
SP69008	2	MAG2D  MAGAL2D	28	10	LEAL	1	60	00275	02000		200412
SP69008	2	MAG2D  MAGAL2D	28	20	LEAL	2	60	00335	07000	to FL70	200507
SP69008	2	MIT1C  MITOS1C	28	10	LEAL	1	60	00275	02000		200412
SP69008	2	MIT1C  MITOS1C	28	20	LEAL	2	60	00335	06000		200412
SP69008	2	MIT2A  MITOS2A	10	10	LEAL	2	60	00340	05000	ATC Climb Rate through 5000.	200211
SP69008	2	RES1B  RESTU1B (RNAV)	28	10	LEAL	1	60	00245	04500	Controlling Obstacle 3550, minimum climb to 4500.	200405
SP69008	2	RES1B  RESTU1B (RNAV)	28	20	LEAL	2	60	00335	06000	ATC climb rate.	200405
SP69008	2	RES3A  RESTU3A(RNAV)	10	10	LEAL	2	60	00305	08000	ATC Climb Rate to FL70	200211
SP69008	2	SOP1F  SOPET 1F	28	10	LEAL	1	60	00275	02000		200507
SP69008	2	SOP1F  SOPET 1F	28	20	LEAL	2	60	00335	06000		200507
SP69008	2	SOP1G  SOPET 1G	10	10	LEAL	2	60	00340	05000	ATC Climb Rate through 5000.	200507
SP69008	2	VLC2D  VALENCIA2D	28	10	LEAL	1	60	00340	08000		200211
SP69008	2	VLC2D  VALENCIA2D	28	20	LEAL	2	60	00350	08000		200211
SP69008	2	VLC3A  VALENCIA3A	10	10	LEAL	2	60	00340	05000	ATC Climb Rate through 5000.	200211
SP69008	2	YES1D  YESTE1D	28	10	LEAL	1	60	00245	04500	Controlling Obstacle 3550, minimum climb rate to 6000.	200405
SP69008	2	YES1D  YESTE1D	28	20	LEAL	2	60	00335	06000		199911
SP69008	2	YES3A  YESTE3A	10	10	LEAL	2	60	00305	08000	ATC Climb Rate to FL70	200212
SP84983	2	BRU1R  BRUNO1R	06	10	LEIB	2	60	00395	06000	BRUNO 1R to 6000.	200202
SP84983	2	SUR1F  SURIB1F	06	10	LEIB	2	60	00395	06000		200206
SP84983	3	I24    NDB-ILS/DME RW24	24	10	LEIB	1	60	00230	00700	CAUTION: ILS Missed Approach Minimum Climb Rate to 700.	200405
SW31507	2	WHSKY2 WHISKEY 2 RW12	12	10	ESSB	1	60	00400	03000		200408
SW31507	2	ZULU2  ZULU 2 RW30	30	10	ESSB	1	60	00400	03000		200408
TH70418	2	STN1A  SURAT1A	09	10	VTSP	2	60	00265	11000		200004
TH70418	2	TRN1A  TRANG1A	09	10	VTSP	2	60	00265	11000		200004
TH70418	2	UTH1A  UTHAI1A	09	10	VTSP	2	60	00265	11000		200004
TS04725	3	D19    VORDME RW19	19	10	DTTA	2	60	00180	03000	CAUTION: ATC Minimum Climb Rate to 3000	200604
TS04725	3	I19-V  VORDME/ILS RW19	19	10	DTTA	2	60	00180	03000	ILS -  ATC Minimum Climb Rate to 3000	200604
TS04725	3	I19-V  VORDME/ILS RW19	19	20	DTTA	2	60	00180	03000	LOC - ATC Minimum Climb Rate to 3000.	200604
TU21194	2	BIG1K	36R	10	LTBA	1	60	00310	05000		200413
TU21194	2	BIG1M	06	10	LTBA	1	60	00310	05000		200413
TU21194	2	BIG1N	06	10	LTBA	1	60	00310	05000		200413
TU21194	2	BIG2G	24	10	LTBA	1	60	00260	05000		200413
TU21194	2	BIG2S	18L	10	LTBA	1	60	00260	05000		200413
TU21194	2	YAS1G  YASEN 1G	24	10	LTBA	1	60	00270	05000	FL50.	200203
TU21194	2	YAS1K  YASEN 1K	36R	10	LTBA	1	60	00310	05000		200203
TU21194	2	YAS1N  YASEN 1N	06	10	LTBA	1	60	00310	05000	FL50.	200203
TU21194	2	YAS1S  YASEN 1S	18L	10	LTBA	1	60	00270	05000		200203
TU21194	3	I06    ILSDME RW06	06	10	LTBA	1	60	00220	04000		200202
TU21194	3	I24    ILSDME RW24	24	10	LTBA	2	60	00200	05000		200203
TU21194	3	I36R   ILS/DME RW36R	36R	10	LTBA	1	60	00260	05000		200203
TU56649	2	ALT1E  ALTIN1E	19	10	LTBS	1	60	00305	07500		200502
TU56649	2	ALT1R  ALTIN1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	ALT1R  ALTIN1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	BEN1E  BENEM1E	19	10	LTBS	1	60	00220	09000		200502
TU56649	2	BEN1R  BENEM1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	BEN1R  BENEM1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	KEK1E  KEKIK1E	19	10	LTBS	1	60	00305	07500		200502
TU56649	2	KEK1R  KEKIK1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	KEK1R  KEKIK1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	KEK1S  KEKIK1S	19	10	LTBS	1	60	00305	07500		200502
TU56649	2	KEK1T  KEKIK1T	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	KEK1T  KEKIK1T	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	MAR1E  MARIS1E	19	10	LTBS	1	60	00295	07500		200502
TU56649	2	MAR1R  MARIS1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	MAR1R  MARIS1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	MAR1S  MARIS1S	19	10	LTBS	1	60	00305	07500		200502
TU56649	2	MAR1T  MARIS1T	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	MAR1T  MARIS1T	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	OZY1E  OZYAK1E	19	10	LTBS	1	60	00305	07500		200502
TU56649	2	OZY1R  OZYAK1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	OZY1R  OZYAK1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	2	SOT1E  SOTIV1E	19	10	LTBS	1	60	00220	03000		200502
TU56649	2	SOT1R  SOTIV1R	01	10	LTBS	1	60	00400	03400		200502
TU56649	2	SOT1R  SOTIV1R	01	20	LTBS	1	60	00305	07500	Climb rate 3400 to 7500	200502
TU56649	3	D01-1  VOR/DME 1 RW01	01	10	LTBS	1	60	00300	02200	Controlling Obstacle 2054.	200307
TU70580	2	DR1-2  DR 1/2	11L	10	LTAD	1	60	00240	03100		200605
TU70580	2	DR1-2  DR 1/2	11R	10	LTAD	1	60	00240	03100		200605
TU70580	2	DR1-2  DR 1/2	29L	10	LTAD	1	60	00260	05000		200605
TU70580	2	DR1-2  DR 1/2	29R	10	LTAD	1	60	00260	05000		200605
TU70580	2	DR4-5  DR 4/5	11L	10	LTAD	1	60	00240	03100		200605
TU70580	2	DR4-5  DR 4/5	11R	10	LTAD	1	60	00240	03100		200605
TU70580	2	DR4-5  DR 4/5	29L	10	LTAD	1	60	00260	05000		200605
TU70580	2	DR4-5  DR 4/5	29R	10	LTAD	1	60	00260	05000		200605
TU70580	3	EVORA  VOR/DME-A	11L	10	LTAD	1	60	00300	06500	CAUTION:   Missed Approach minimum Climb rate to 6500.	200504
TU70580	3	EVORA  VOR/DME-A	11R	10	LTAD	1	60	00300	06500	CAUTION:   Missed Approach minimum Climb rate to 6500.	200504
TU70580	3	EVORA  VOR/DME-A	29L	10	LTAD	1	60	00300	06500	CAUTION:   Missed Approach minimum Climb rate to 6500.	200504
TU70580	3	EVORA  VOR/DME-A	29R	10	LTAD	1	60	00300	06500	CAUTION:   Missed Approach minimum Climb rate to 6500.	200504
TU79425	2	BAK1A  BAKIR1A	03L	10	LTAC	1	60	00240	05200		200402
TU79425	2	BAK1A  BAKIR1A	03R	10	LTAC	1	60	00240	05200		200402
TU79425	2	PET1A  PETAR1A	03L	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1A  PETAR1A	03R	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1A  PETAR1A	21L	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1A  PETAR1A	21R	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1B  PETAR1B	03L	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1B  PETAR1B	03R	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1B  PETAR1B	21L	10	LTAC	1	60	00240	05200		200403
TU79425	2	PET1B  PETAR1B	21R	10	LTAC	1	60	00240	05200		200403
TU79425	3	I03R   ILS/DME RW03R	03R	10	LTAC	1	60	00320	05500		200413
TU97254	3	I34R-3 ILSDME 1 RW34R	34	10	LTBJ	1	60	00250	04000		200507
UK08465	3	T08    TACAN RW08	08	10	EGQK	1	60	00210	00800	Controlling obstacle unkown.	200601
UK15404	2	EAST	01	10	EGOV	2	60	00210	05000	ATC Minimum Climb Rate to FL50.	200004
UK15404	2	EAST	14	10	EGOV	2	60	00210	05000	ATC Minimum Climb Rate to FL50.	200004
UK15404	2	EAST	19	10	EGOV	2	60	00210	05000	ATC Minimum Climb Rate to FL50.	200004
UK15404	2	EAST	32	10	EGOV	2	60	00210	05000	ATC Minimum Climb Rate to FL50.	200004
UK15404	2	SOUTH	01	10	EGOV	1	60	00210	05000	Minimum Climb Rate to FL50.	200412
UK15404	2	SOUTH	14	10	EGOV	1	60	00210	05000	Minimum Climb Rate to FL50.	200412
UK15404	2	SOUTH	19	10	EGOV	1	60	00210	05000	Minimum Climb Rate to FL50.	200412
UK15404	2	SOUTH	32	10	EGOV	1	60	00210	05000	Minimum Climb Rate to FL50.	200412
UK16263	2	COWLY	33	10	EGBB	2	60	00292	00050		200407
UK16263	2	COWLY	33	20	EGBB	2	60	00304	06000	From FL50 to FL60	200407
UK16263	2	DTY2E  DAVENTRY2E	15	10	EGBB	2	60	00316	04000		199910
UK16263	2	DTY2E  DAVENTRY2E	15	20	EGBB	2	60	00298	06000	From 4000 to FL60	199910
UK16263	2	DTY3F  DAVENTRY3F	33	10	EGBB	2	60	00474	05000		199910
UK16263	2	DTY4D  DAVENTRY4D	33	10	EGBB	2	60	00268	05000		199910
UK16263	2	TNT1G  TRENT1G	15	10	EGBB	2	60	00286	05000		199910
UK16263	2	TNT3D  TRENT3D	33	10	EGBB	2	60	00359	05000		199910
UK16263	2	TNT3E  TRENT3E	15	10	EGBB	2	60	00268	06000		199910
UK16263	2	WCO    WESTCOTT	15	10	EGBB	2	60	00310	04000		200407
UK16263	2	WCO    WESTCOTT	15	20	EGBB	2	60	00292	05000	From 4000 to FL50	200407
UK16263	2	WCO    WESTCOTT	15	30	EGBB	2	60	00274	06000	From FL50 to FL60	200407
UK16263	2	WCO    WESTCOTT	33	10	EGBB	2	60	00292	05000		200407
UK16263	2	WCO    WESTCOTT	33	20	EGBB	2	60	00304	06000	From FL50 to FL60	200407
UK16263	2	WHI    WHITEGATE	15	10	EGBB	2	60	00268	06000		200407
UK16263	2	WHI    WHITEGATE	33	10	EGBB	2	60	00286	06000		200407
UK25933	2	FFA1   FAIRFORD 1	27	10	EGVA	2	60	00390	03000		200607
UK36680	2	TRNBRY TURNBERRY	13	10	EGPK	2	60	00400	06000		200313
UK36680	2	TRNBRY TURNBERRY	31	10	EGPK	2	60	00490	06000		200313
UK48218	2	MILD7  MILDENHALL 7	11	10	EGUN	2	60	00280	02200		200206
UK48218	2	MILD7  MILDENHALL 7	29	10	EGUN	2	60	00270	02000		200206
UK48623	2	RW20	20	10	EGXW	1	60	00320	00531		200602
UK59431	2	BKY2S	05	10	EGSS	2	60	00355	05000		199911
UK59431	2	BKY4R	23	10	EGSS	2	60	00316	03000		200111
UK59431	2	BUZ2S  BUZAD2S	05	10	EGSS	2	60	00382	05000		200108
UK59431	2	BUZ6R  BUZAD6R	23	10	EGSS	2	60	00316	03000		200111
UK59431	2	CLN4S	05	10	EGSS	2	60	00419	03000		199911
UK59431	2	CLN4S	05	20	EGSS	2	60	00267	06000	3000 to 6000	200111
UK59431	2	CLN8R	23	10	EGSS	2	60	00334	06000		200112
UK59431	2	CPT2S	05	10	EGSS	2	60	00382	05000		200108
UK59431	2	CPT3R	23	10	EGSS	2	60	00316	03000		200111
UK59431	2	DVR5S	05	10	EGSS	2	60	00335	05000		199911
UK59431	2	DVR7R	23	10	EGSS	2	60	00455	05000		200112
UK59431	2	LAM2S	05	10	EGSS	2	60	00334	05000		199911
UK59431	2	LAM3R	23	10	EGSS	2	60	00401	05000		200112
UK59431	2	LYD4S	05	10	EGSS	2	60	00335	05000		199911
UK59431	2	LYD5R	23	10	EGSS	2	60	00455	05000		200112
UK59431	3	I05    ILSDME RW05	05	10	EGSS	2	60	00300	03000	CAUTION:  Missed App. Min Climb rate to 3000.	200506
UK61528	3	I23    ILS/DME VOR RW23	23	10	EGPF	1	60	00225	01200	CAUTION: Missed Approach Min Climb Rate to 1200. Controlling obstacle 9	200312
UK72759	2	ROC12  ROCK1 (RW24)	24	10	EGUL	2	60	00530	00450	Minimum climb rate to 450	200405
UK88436	2	BUZAD	07	10	EGWU	1	60	01080	00200	To 200 MSL, if unable to cross DER at 106 AGL/230 MSL.	200501
UK88436	2	BUZAD	07	20	EGWU	1	60	00220	00750	To 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200312
UK88436	2	BUZAD	07	30	EGWU	2	60	00810	03000	To 3000 MSL.	200312
UK88436	2	BUZAD	25	10	EGWU	1	60	00520	00250	To 250 MSL, if unable to cross DER at 170 AGL/294 MSL.	200312
UK88436	2	BUZAD	25	20	EGWU	1	60	00250	00460	To 460 MSL, DER crossing restriction 170 AGL/294 MSL.	200312
UK88436	2	BUZAD	25	30	EGWU	2	60	00630	03000	To 3000 MSL.	200312
UK88436	2	CLCTN  CLACTON	07	10	EGWU	1	60	01080	00200	to 200 MSL, if unable to cross DER at 106 AGL/230 MSL.	200501
UK88436	2	CLCTN  CLACTON	07	20	EGWU	1	60	00220	00750	** to 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200312
UK88436	2	CLCTN  CLACTON	07	30	EGWU	2	60	00810	03000	to 3000 MSL.	200312
UK88436	2	CLCTN  CLACTON	25	10	EGWU	1	60	00520	00250	to 250 MSL,if unable to cross DER at 46 AGL/170 MSL.	200501
UK88436	2	CLCTN  CLACTON	25	20	EGWU	1	60	00250	00460	***to 460 MSL, DER crossing restriction 46 AGL/170 MSL..	200501
UK88436	2	CLCTN  CLACTON	25	30	EGWU	2	60	00630	03000	to 3000 MSL.	200312
UK88436	2	COMPTN COMPTON	07	10	EGWU	1	60	00220	00750	**To 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200312
UK88436	2	COMPTN COMPTON	07	20	EGWU	2	60	00810	03000	To 3000 MSL.	200312
UK88436	2	COMPTN COMPTON	07	30	EGWU	1	60	01080	00200	to 200, if unable to cross DER at 106 AGL/230 MSL.	200501
UK88436	2	COMPTN COMPTON	25	10	EGWU	1	60	00520	00250	to 250 MSL, if unable to cross DER at 46 AGL/170 MSL.	200501
UK88436	2	COMPTN COMPTON	25	20	EGWU	1	60	00250	00460	***To 460 MSL, DER crossing restriction 46 AGL/170 MSL.	200501
UK88436	2	COMPTN COMPTON	25	30	EGWU	2	60	00630	03000	To 3000 MSL.	200312
UK88436	2	DET2X  DETLING2X	07	10	EGWU	1	60	00220	00750	**To 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200312
UK88436	2	DET2X  DETLING2X	07	20	EGWU	2	60	00810	03000	To 3000 MSL.	200312
UK88436	2	DET2X  DETLING2X	07	30	EGWU	1	60	01080	00200	to 200 MSL, if unable to cross DER at 106 AGL/230 MSL.	200406
UK88436	2	DET2Y  DETLING2Y	25	10	EGWU	1	60	00520	00250	To 250 MSL, if unable to cross DER at 170 AGL/ 294 MSL.	200312
UK88436	2	DET2Y  DETLING2Y	25	20	EGWU	1	60	00250	00460	***To 460 MSL, DER crossing restriction 170 AGL/294 MSL.	200312
UK88436	2	DET2Y  DETLING2Y	25	30	EGWU	2	60	00630	03000	To 3000 MSL.	200312
UK88436	2	DVR5X  DOVER5X	07	10	EGWU	1	60	00220	00750	**To 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200312
UK88436	2	DVR5X  DOVER5X	07	20	EGWU	2	60	00810	03000	To 3000 MSL.	200312
UK88436	2	DVR5X  DOVER5X	07	30	EGWU	1	60	01080	00200	to 200 MSL, if unable to cross DER at 106 AGL/230 MSL.	200406
UK88436	2	DVR5Y  DOVER5Y	25	10	EGWU	1	60	00520	00250	To 250 MSL, if unable to cross DER at 170 AGL/294 MSL.	200312
UK88436	2	DVR5Y  DOVER5Y	25	20	EGWU	1	60	00250	00460	***To 460 MSL, DER crossing restriction 170 AGL/294 MSL.	200312
UK88436	2	DVR5Y  DOVER5Y	25	30	EGWU	2	60	00630	03000	To 3000 MSL.	200312
UK88436	2	RW07   RW07 NON AIRWAYS	07	10	EGWU	1	60	00220	00750	*To 750 MSL, DER crossing restriction 106 AGL/230 MSL.	200501
UK88436	2	RW07   RW07 NON AIRWAYS	07	20	EGWU	2	60	01080	00200	To 200.	200501
UK88436	2	RW25   RW25 NON AIRWAYS	25	10	EGWU	1	60	00520	00250	To 250 MSL, if unable to cross DER at 46 AGL/170 MSL.	200501
UK88436	2	RW25   RW25 NON AIRWAYS	25	20	EGWU	1	60	00250	00460	*To 460 MSL, DER crossing restriction 46 AGL/170 MSL.	200501
UK90564	2	SIREN	06	10	EGDL	2	60	00500	02000	ATC Minimum Climb Rate To 2000.	200004
UK90564	2	SIREN	18	10	EGDL	2	60	00500	02000	ATC Minimum Climb Rate To 2000.	200004
UK90564	2	SIREN	24	10	EGDL	2	60	00500	02000	ATC Minimum Climb Rate To 2000.	200004
UK90564	2	SIREN	36	10	EGDL	2	60	00500	02000	ATC Minimum Climb Rate To 2000.	200004
UK92342	2	DCS3C  DEAN CROSS3C	24	10	EGPH	2	60	00420	06000		200512
UK92342	2	DCS3D  DEAN CROSS3D	06	10	EGPH	2	60	00486	05000		199912
UK92342	2	DCS3D  DEAN CROSS3D	06	20	EGPH	2	60	00389	06000	5000 to 6000	199912
UK92342	2	GRI3C  GRICE3C	24	10	EGPH	2	60	00450	04500		200210
UK92342	2	GRI4D  GRICE4D	06	10	EGPH	2	60	00310	04500		200210
UK92342	2	TLA4G  TALLA4G	12	10	EGPH	1	60	00340	01800		200210
UK92342	2	TLA4G  TALLA4G	12	20	EGPH	2	60	00380	03000		200210
UK92342	2	TLA5C  TALLA5C	24	10	EGPH	2	60	00300	05500		200111
UK92342	2	TRN4C  TURNBERRY4C	24	10	EGPH	2	60	00420	06000		200512
UK92342	2	TRN6D  TURNBERRY6D	06	10	EGPH	2	60	00486	05000		199912
