ORTCA_IDENT	ALT	NW_LAT	NW_DLAT	NW_LONG	NW_DLONG	NE_LAT	NE_DLAT	NE_LONG	NE_DLONG	SW_LAT	SW_DLAT	SW_LONG	SW_DLONG	SE_LAT	SE_DLAT	SE_LONG	SE_DLONG	CYCLE_DATE	ORTCA_ID
000727	06400	N84000000	84.000000	W080000000	-80.000000	N84000000	84.000000	W079000000	-79.000000	N83000000	83.000000	W080000000	-80.000000	N83000000	83.000000	W079000000	-79.000000	199907	0007027
000728	06400	N84000000	84.000000	W079000000	-79.000000	N84000000	84.000000	W078000000	-78.000000	N83000000	83.000000	W079000000	-79.000000	N83000000	83.000000	W078000000	-78.000000	199907	0007028
000729	06400	N84000000	84.000000	W078000000	-78.000000	N84000000	84.000000	W077000000	-77.000000	N83000000	83.000000	W078000000	-78.000000	N83000000	83.000000	W077000000	-77.000000	199907	0007029
000730	06400	N84000000	84.000000	W077000000	-77.000000	N84000000	84.000000	W076000000	-76.000000	N83000000	83.000000	W077000000	-77.000000	N83000000	83.000000	W076000000	-76.000000	199907	0007030
000731	07400	N84000000	84.000000	W076000000	-76.000000	N84000000	84.000000	W075000000	-75.000000	N83000000	83.000000	W076000000	-76.000000	N83000000	83.000000	W075000000	-75.000000	199907	0007031
000732	07400	N84000000	84.000000	W075000000	-75.000000	N84000000	84.000000	W074000000	-74.000000	N83000000	83.000000	W075000000	-75.000000	N83000000	83.000000	W074000000	-74.000000	199907	0007032
000733	07400	N84000000	84.000000	W074000000	-74.000000	N84000000	84.000000	W073000000	-73.000000	N83000000	83.000000	W074000000	-74.000000	N83000000	83.000000	W073000000	-73.000000	199907	0007033
000734	07400	N84000000	84.000000	W073000000	-73.000000	N84000000	84.000000	W072000000	-72.000000	N83000000	83.000000	W073000000	-73.000000	N83000000	83.000000	W072000000	-72.000000	199907	0007034
000735	06100	N84000000	84.000000	W072000000	-72.000000	N84000000	84.000000	W071000000	-71.000000	N83000000	83.000000	W072000000	-72.000000	N83000000	83.000000	W071000000	-71.000000	199907	0007035
000750	04600	N83000000	83.000000	W092000000	-92.000000	N83000000	83.000000	W091000000	-91.000000	N82000000	82.000000	W092000000	-92.000000	N82000000	82.000000	W091000000	-91.000000	199907	0007050
000751	04600	N83000000	83.000000	W091000000	-91.000000	N83000000	83.000000	W090000000	-90.000000	N82000000	82.000000	W091000000	-91.000000	N82000000	82.000000	W090000000	-90.000000	199907	0007051
000752	04600	N83000000	83.000000	W090000000	-90.000000	N83000000	83.000000	W089000000	-89.000000	N82000000	82.000000	W090000000	-90.000000	N82000000	82.000000	W089000000	-89.000000	199907	0007052
000753	04600	N83000000	83.000000	W089000000	-89.000000	N83000000	83.000000	W088000000	-88.000000	N82000000	82.000000	W089000000	-89.000000	N82000000	82.000000	W088000000	-88.000000	199907	0007053
000754	09100	N83000000	83.000000	W088000000	-88.000000	N83000000	83.000000	W087000000	-87.000000	N82000000	82.000000	W088000000	-88.000000	N82000000	82.000000	W087000000	-87.000000	199907	0007054
000755	09100	N83000000	83.000000	W087000000	-87.000000	N83000000	83.000000	W086000000	-86.000000	N82000000	82.000000	W087000000	-87.000000	N82000000	82.000000	W086000000	-86.000000	199907	0007055
000756	09100	N83000000	83.000000	W086000000	-86.000000	N83000000	83.000000	W085000000	-85.000000	N82000000	82.000000	W086000000	-86.000000	N82000000	82.000000	W085000000	-85.000000	199907	0007056
000757	09100	N83000000	83.000000	W085000000	-85.000000	N83000000	83.000000	W084000000	-84.000000	N82000000	82.000000	W085000000	-85.000000	N82000000	82.000000	W084000000	-84.000000	199907	0007057
000758	10100	N83000000	83.000000	W084000000	-84.000000	N83000000	83.000000	W083000000	-83.000000	N82000000	82.000000	W084000000	-84.000000	N82000000	82.000000	W083000000	-83.000000	199907	0007058
000759	10100	N83000000	83.000000	W083000000	-83.000000	N83000000	83.000000	W082000000	-82.000000	N82000000	82.000000	W083000000	-83.000000	N82000000	82.000000	W082000000	-82.000000	199907	0007059
000760	10100	N83000000	83.000000	W082000000	-82.000000	N83000000	83.000000	W081000000	-81.000000	N82000000	82.000000	W082000000	-82.000000	N82000000	82.000000	W081000000	-81.000000	199907	0007060
000761	10100	N83000000	83.000000	W081000000	-81.000000	N83000000	83.000000	W080000000	-80.000000	N82000000	82.000000	W081000000	-81.000000	N82000000	82.000000	W080000000	-80.000000	199907	0007061
000762	11900	N83000000	83.000000	W080000000	-80.000000	N83000000	83.000000	W079000000	-79.000000	N82000000	82.000000	W080000000	-80.000000	N82000000	82.000000	W079000000	-79.000000	199907	0007062
000763	11900	N83000000	83.000000	W079000000	-79.000000	N83000000	83.000000	W078000000	-78.000000	N82000000	82.000000	W079000000	-79.000000	N82000000	82.000000	W078000000	-78.000000	199907	0007063
000764	11900	N83000000	83.000000	W078000000	-78.000000	N83000000	83.000000	W077000000	-77.000000	N82000000	82.000000	W078000000	-78.000000	N82000000	82.000000	W077000000	-77.000000	199907	0007064
000765	11900	N83000000	83.000000	W077000000	-77.000000	N83000000	83.000000	W076000000	-76.000000	N82000000	82.000000	W077000000	-77.000000	N82000000	82.000000	W076000000	-76.000000	199907	0007065
000766	12400	N83000000	83.000000	W076000000	-76.000000	N83000000	83.000000	W075000000	-75.000000	N82000000	82.000000	W076000000	-76.000000	N82000000	82.000000	W075000000	-75.000000	199907	0007066
000767	12400	N83000000	83.000000	W075000000	-75.000000	N83000000	83.000000	W074000000	-74.000000	N82000000	82.000000	W075000000	-75.000000	N82000000	82.000000	W074000000	-74.000000	199907	0007067
000768	12400	N83000000	83.000000	W074000000	-74.000000	N83000000	83.000000	W073000000	-73.000000	N82000000	82.000000	W074000000	-74.000000	N82000000	82.000000	W073000000	-73.000000	199907	0007068
000769	12400	N83000000	83.000000	W073000000	-73.000000	N83000000	83.000000	W072000000	-72.000000	N82000000	82.000000	W073000000	-73.000000	N82000000	82.000000	W072000000	-72.000000	199907	0007069
000770	11400	N83000000	83.000000	W072000000	-72.000000	N83000000	83.000000	W071000000	-71.000000	N82000000	82.000000	W072000000	-72.000000	N82000000	82.000000	W071000000	-71.000000	199907	0007070
000781	06600	N82000000	82.000000	W096000000	-96.000000	N82000000	82.000000	W095000000	-95.000000	N81000000	81.000000	W096000000	-96.000000	N81000000	81.000000	W095000000	-95.000000	199907	0007081
000782	06600	N82000000	82.000000	W095000000	-95.000000	N82000000	82.000000	W094000000	-94.000000	N81000000	81.000000	W095000000	-95.000000	N81000000	81.000000	W094000000	-94.000000	199907	0007082
000783	06600	N82000000	82.000000	W094000000	-94.000000	N82000000	82.000000	W093000000	-93.000000	N81000000	81.000000	W094000000	-94.000000	N81000000	81.000000	W093000000	-93.000000	199907	0007083
000784	06600	N82000000	82.000000	W093000000	-93.000000	N82000000	82.000000	W092000000	-92.000000	N81000000	81.000000	W093000000	-93.000000	N81000000	81.000000	W092000000	-92.000000	199907	0007084
000785	07100	N82000000	82.000000	W092000000	-92.000000	N82000000	82.000000	W091000000	-91.000000	N81000000	81.000000	W092000000	-92.000000	N81000000	81.000000	W091000000	-91.000000	199907	0007085
000786	07100	N82000000	82.000000	W091000000	-91.000000	N82000000	82.000000	W090000000	-90.000000	N81000000	81.000000	W091000000	-91.000000	N81000000	81.000000	W090000000	-90.000000	199907	0007086
000787	07100	N82000000	82.000000	W090000000	-90.000000	N82000000	82.000000	W089000000	-89.000000	N81000000	81.000000	W090000000	-90.000000	N81000000	81.000000	W089000000	-89.000000	199907	0007087
000788	07100	N82000000	82.000000	W089000000	-89.000000	N82000000	82.000000	W088000000	-88.000000	N81000000	81.000000	W089000000	-89.000000	N81000000	81.000000	W088000000	-88.000000	199907	0007088
000789	09000	N82000000	82.000000	W088000000	-88.000000	N82000000	82.000000	W087000000	-87.000000	N81000000	81.000000	W088000000	-88.000000	N81000000	81.000000	W087000000	-87.000000	199907	0007089
000790	09000	N82000000	82.000000	W087000000	-87.000000	N82000000	82.000000	W086000000	-86.000000	N81000000	81.000000	W087000000	-87.000000	N81000000	81.000000	W086000000	-86.000000	199907	0007090
000791	09000	N82000000	82.000000	W086000000	-86.000000	N82000000	82.000000	W085000000	-85.000000	N81000000	81.000000	W086000000	-86.000000	N81000000	81.000000	W085000000	-85.000000	199907	0007091
000792	09000	N82000000	82.000000	W085000000	-85.000000	N82000000	82.000000	W084000000	-84.000000	N81000000	81.000000	W085000000	-85.000000	N81000000	81.000000	W084000000	-84.000000	199907	0007092
000793	10100	N82000000	82.000000	W084000000	-84.000000	N82000000	82.000000	W083000000	-83.000000	N81000000	81.000000	W084000000	-84.000000	N81000000	81.000000	W083000000	-83.000000	199907	0007093
000794	10100	N82000000	82.000000	W083000000	-83.000000	N82000000	82.000000	W082000000	-82.000000	N81000000	81.000000	W083000000	-83.000000	N81000000	81.000000	W082000000	-82.000000	199907	0007094
000795	10100	N82000000	82.000000	W082000000	-82.000000	N82000000	82.000000	W081000000	-81.000000	N81000000	81.000000	W082000000	-82.000000	N81000000	81.000000	W081000000	-81.000000	199907	0007095
000796	10100	N82000000	82.000000	W081000000	-81.000000	N82000000	82.000000	W080000000	-80.000000	N81000000	81.000000	W081000000	-81.000000	N81000000	81.000000	W080000000	-80.000000	199907	0007096
000797	11400	N82000000	82.000000	W080000000	-80.000000	N82000000	82.000000	W079000000	-79.000000	N81000000	81.000000	W080000000	-80.000000	N81000000	81.000000	W079000000	-79.000000	199907	0007097
000798	11400	N82000000	82.000000	W079000000	-79.000000	N82000000	82.000000	W078000000	-78.000000	N81000000	81.000000	W079000000	-79.000000	N81000000	81.000000	W078000000	-78.000000	199907	0007098
000799	11400	N82000000	82.000000	W078000000	-78.000000	N82000000	82.000000	W077000000	-77.000000	N81000000	81.000000	W078000000	-78.000000	N81000000	81.000000	W077000000	-77.000000	199907	0007099
000710	11400	N82000000	82.000000	W077000000	-77.000000	N82000000	82.000000	W076000000	-76.000000	N81000000	81.000000	W077000000	-77.000000	N81000000	81.000000	W076000000	-76.000000	199907	0007100
000710	12400	N82000000	82.000000	W076000000	-76.000000	N82000000	82.000000	W075000000	-75.000000	N81000000	81.000000	W076000000	-76.000000	N81000000	81.000000	W075000000	-75.000000	199907	0007101
000710	12400	N82000000	82.000000	W075000000	-75.000000	N82000000	82.000000	W074000000	-74.000000	N81000000	81.000000	W075000000	-75.000000	N81000000	81.000000	W074000000	-74.000000	199907	0007102
000710	12400	N82000000	82.000000	W074000000	-74.000000	N82000000	82.000000	W073000000	-73.000000	N81000000	81.000000	W074000000	-74.000000	N81000000	81.000000	W073000000	-73.000000	199907	0007103
000710	12400	N82000000	82.000000	W073000000	-73.000000	N82000000	82.000000	W072000000	-72.000000	N81000000	81.000000	W073000000	-73.000000	N81000000	81.000000	W072000000	-72.000000	199907	0007104
000710	09100	N82000000	82.000000	W072000000	-72.000000	N82000000	82.000000	W071000000	-71.000000	N81000000	81.000000	W072000000	-72.000000	N81000000	81.000000	W071000000	-71.000000	199907	0007105
000710	03500	N81000000	81.000000	W104000000	-104.000000	N81000000	81.000000	W103000000	-103.000000	N80000000	80.000000	W104000000	-104.000000	N80000000	80.000000	W103000000	-103.000000	199907	0007108
000710	03500	N81000000	81.000000	W103000000	-103.000000	N81000000	81.000000	W102000000	-102.000000	N80000000	80.000000	W103000000	-103.000000	N80000000	80.000000	W102000000	-102.000000	199907	0007109
000711	03500	N81000000	81.000000	W102000000	-102.000000	N81000000	81.000000	W101000000	-101.000000	N80000000	80.000000	W102000000	-102.000000	N80000000	80.000000	W101000000	-101.000000	199907	0007110
000711	03500	N81000000	81.000000	W101000000	-101.000000	N81000000	81.000000	W100000000	-100.000000	N80000000	80.000000	W101000000	-101.000000	N80000000	80.000000	W100000000	-100.000000	199907	0007111
000711	05500	N81000000	81.000000	W100000000	-100.000000	N81000000	81.000000	W099000000	-99.000000	N80000000	80.000000	W100000000	-100.000000	N80000000	80.000000	W099000000	-99.000000	199907	0007112
000711	05500	N81000000	81.000000	W099000000	-99.000000	N81000000	81.000000	W098000000	-98.000000	N80000000	80.000000	W099000000	-99.000000	N80000000	80.000000	W098000000	-98.000000	199907	0007113
000711	05500	N81000000	81.000000	W098000000	-98.000000	N81000000	81.000000	W097000000	-97.000000	N80000000	80.000000	W098000000	-98.000000	N80000000	80.000000	W097000000	-97.000000	199907	0007114
000711	05500	N81000000	81.000000	W097000000	-97.000000	N81000000	81.000000	W096000000	-96.000000	N80000000	80.000000	W097000000	-97.000000	N80000000	80.000000	W096000000	-96.000000	199907	0007115
000711	09600	N81000000	81.000000	W096000000	-96.000000	N81000000	81.000000	W095000000	-95.000000	N80000000	80.000000	W096000000	-96.000000	N80000000	80.000000	W095000000	-95.000000	199907	0007116
000711	09600	N81000000	81.000000	W095000000	-95.000000	N81000000	81.000000	W094000000	-94.000000	N80000000	80.000000	W095000000	-95.000000	N80000000	80.000000	W094000000	-94.000000	199907	0007117
000711	09600	N81000000	81.000000	W094000000	-94.000000	N81000000	81.000000	W093000000	-93.000000	N80000000	80.000000	W094000000	-94.000000	N80000000	80.000000	W093000000	-93.000000	199907	0007118
000711	09600	N81000000	81.000000	W093000000	-93.000000	N81000000	81.000000	W092000000	-92.000000	N80000000	80.000000	W093000000	-93.000000	N80000000	80.000000	W092000000	-92.000000	199907	0007119
000712	09100	N81000000	81.000000	W092000000	-92.000000	N81000000	81.000000	W091000000	-91.000000	N80000000	80.000000	W092000000	-92.000000	N80000000	80.000000	W091000000	-91.000000	199907	0007120
000712	09100	N81000000	81.000000	W091000000	-91.000000	N81000000	81.000000	W090000000	-90.000000	N80000000	80.000000	W091000000	-91.000000	N80000000	80.000000	W090000000	-90.000000	199907	0007121
000712	09100	N81000000	81.000000	W090000000	-90.000000	N81000000	81.000000	W089000000	-89.000000	N80000000	80.000000	W090000000	-90.000000	N80000000	80.000000	W089000000	-89.000000	199907	0007122
000712	09100	N81000000	81.000000	W089000000	-89.000000	N81000000	81.000000	W088000000	-88.000000	N80000000	80.000000	W089000000	-89.000000	N80000000	80.000000	W088000000	-88.000000	199907	0007123
000712	08100	N81000000	81.000000	W088000000	-88.000000	N81000000	81.000000	W087000000	-87.000000	N80000000	80.000000	W088000000	-88.000000	N80000000	80.000000	W087000000	-87.000000	199907	0007124
000712	08100	N81000000	81.000000	W087000000	-87.000000	N81000000	81.000000	W086000000	-86.000000	N80000000	80.000000	W087000000	-87.000000	N80000000	80.000000	W086000000	-86.000000	199907	0007125
000712	08100	N81000000	81.000000	W086000000	-86.000000	N81000000	81.000000	W085000000	-85.000000	N80000000	80.000000	W086000000	-86.000000	N80000000	80.000000	W085000000	-85.000000	199907	0007126
000712	08100	N81000000	81.000000	W085000000	-85.000000	N81000000	81.000000	W084000000	-84.000000	N80000000	80.000000	W085000000	-85.000000	N80000000	80.000000	W084000000	-84.000000	199907	0007127
000712	08600	N81000000	81.000000	W084000000	-84.000000	N81000000	81.000000	W083000000	-83.000000	N80000000	80.000000	W084000000	-84.000000	N80000000	80.000000	W083000000	-83.000000	199907	0007128
000712	08600	N81000000	81.000000	W083000000	-83.000000	N81000000	81.000000	W082000000	-82.000000	N80000000	80.000000	W083000000	-83.000000	N80000000	80.000000	W082000000	-82.000000	199907	0007129
000713	08600	N81000000	81.000000	W082000000	-82.000000	N81000000	81.000000	W081000000	-81.000000	N80000000	80.000000	W082000000	-82.000000	N80000000	80.000000	W081000000	-81.000000	199907	0007130
000713	08600	N81000000	81.000000	W081000000	-81.000000	N81000000	81.000000	W080000000	-80.000000	N80000000	80.000000	W081000000	-81.000000	N80000000	80.000000	W080000000	-80.000000	199907	0007131
000713	11100	N81000000	81.000000	W080000000	-80.000000	N81000000	81.000000	W079000000	-79.000000	N80000000	80.000000	W080000000	-80.000000	N80000000	80.000000	W079000000	-79.000000	199907	0007132
000713	11100	N81000000	81.000000	W079000000	-79.000000	N81000000	81.000000	W078000000	-78.000000	N80000000	80.000000	W079000000	-79.000000	N80000000	80.000000	W078000000	-78.000000	199907	0007133
000713	11100	N81000000	81.000000	W078000000	-78.000000	N81000000	81.000000	W077000000	-77.000000	N80000000	80.000000	W078000000	-78.000000	N80000000	80.000000	W077000000	-77.000000	199907	0007134
000713	11100	N81000000	81.000000	W077000000	-77.000000	N81000000	81.000000	W076000000	-76.000000	N80000000	80.000000	W077000000	-77.000000	N80000000	80.000000	W076000000	-76.000000	199907	0007135
000713	11100	N81000000	81.000000	W076000000	-76.000000	N81000000	81.000000	W075000000	-75.000000	N80000000	80.000000	W076000000	-76.000000	N80000000	80.000000	W075000000	-75.000000	199907	0007136
000713	11100	N81000000	81.000000	W075000000	-75.000000	N81000000	81.000000	W074000000	-74.000000	N80000000	80.000000	W075000000	-75.000000	N80000000	80.000000	W074000000	-74.000000	199907	0007137
000713	11100	N81000000	81.000000	W074000000	-74.000000	N81000000	81.000000	W073000000	-73.000000	N80000000	80.000000	W074000000	-74.000000	N80000000	80.000000	W073000000	-73.000000	199907	0007138
000713	11100	N81000000	81.000000	W073000000	-73.000000	N81000000	81.000000	W072000000	-72.000000	N80000000	80.000000	W073000000	-73.000000	N80000000	80.000000	W072000000	-72.000000	199907	0007139
000714	09600	N81000000	81.000000	W072000000	-72.000000	N81000000	81.000000	W071000000	-71.000000	N80000000	80.000000	W072000000	-72.000000	N80000000	80.000000	W071000000	-71.000000	199907	0007140
000801	06100	N84000000	84.000000	W071000000	-71.000000	N84000000	84.000000	W070000000	-70.000000	N83000000	83.000000	W071000000	-71.000000	N83000000	83.000000	W070000000	-70.000000	199907	0008001
000802	06100	N84000000	84.000000	W070000000	-70.000000	N84000000	84.000000	W069000000	-69.000000	N83000000	83.000000	W070000000	-70.000000	N83000000	83.000000	W069000000	-69.000000	199907	0008002
000803	06100	N84000000	84.000000	W069000000	-69.000000	N84000000	84.000000	W068000000	-68.000000	N83000000	83.000000	W069000000	-69.000000	N83000000	83.000000	W068000000	-68.000000	199907	0008003
000824	16600	N84000000	84.000000	W048000000	-48.000000	N84000000	84.000000	W047000000	-47.000000	N83000000	83.000000	W048000000	-48.000000	N83000000	83.000000	W047000000	-47.000000	199907	0008024
000825	16600	N84000000	84.000000	W047000000	-47.000000	N84000000	84.000000	W046000000	-46.000000	N83000000	83.000000	W047000000	-47.000000	N83000000	83.000000	W046000000	-46.000000	199907	0008025
000826	16600	N84000000	84.000000	W046000000	-46.000000	N84000000	84.000000	W045000000	-45.000000	N83000000	83.000000	W046000000	-46.000000	N83000000	83.000000	W045000000	-45.000000	199907	0008026
000827	16600	N84000000	84.000000	W045000000	-45.000000	N84000000	84.000000	W044000000	-44.000000	N83000000	83.000000	W045000000	-45.000000	N83000000	83.000000	W044000000	-44.000000	199907	0008027
000828	16600	N84000000	84.000000	W044000000	-44.000000	N84000000	84.000000	W043000000	-43.000000	N83000000	83.000000	W044000000	-44.000000	N83000000	83.000000	W043000000	-43.000000	199907	0008028
000829	16600	N84000000	84.000000	W043000000	-43.000000	N84000000	84.000000	W042000000	-42.000000	N83000000	83.000000	W043000000	-43.000000	N83000000	83.000000	W042000000	-42.000000	199907	0008029
000830	16600	N84000000	84.000000	W042000000	-42.000000	N84000000	84.000000	W041000000	-41.000000	N83000000	83.000000	W042000000	-42.000000	N83000000	83.000000	W041000000	-41.000000	199907	0008030
000831	16600	N84000000	84.000000	W041000000	-41.000000	N84000000	84.000000	W040000000	-40.000000	N83000000	83.000000	W041000000	-41.000000	N83000000	83.000000	W040000000	-40.000000	199907	0008031
000832	16600	N84000000	84.000000	W040000000	-40.000000	N84000000	84.000000	W039000000	-39.000000	N83000000	83.000000	W040000000	-40.000000	N83000000	83.000000	W039000000	-39.000000	199907	0008032
000833	16600	N84000000	84.000000	W039000000	-39.000000	N84000000	84.000000	W038000000	-38.000000	N83000000	83.000000	W039000000	-39.000000	N83000000	83.000000	W038000000	-38.000000	199907	0008033
000834	16600	N84000000	84.000000	W038000000	-38.000000	N84000000	84.000000	W037000000	-37.000000	N83000000	83.000000	W038000000	-38.000000	N83000000	83.000000	W037000000	-37.000000	199907	0008034
000835	16600	N84000000	84.000000	W037000000	-37.000000	N84000000	84.000000	W036000000	-36.000000	N83000000	83.000000	W037000000	-37.000000	N83000000	83.000000	W036000000	-36.000000	199907	0008035
000836	11400	N83000000	83.000000	W071000000	-71.000000	N83000000	83.000000	W070000000	-70.000000	N82000000	82.000000	W071000000	-71.000000	N82000000	82.000000	W070000000	-70.000000	199907	0008036
000837	11400	N83000000	83.000000	W070000000	-70.000000	N83000000	83.000000	W069000000	-69.000000	N82000000	82.000000	W070000000	-70.000000	N82000000	82.000000	W069000000	-69.000000	199907	0008037
000838	11400	N83000000	83.000000	W069000000	-69.000000	N83000000	83.000000	W068000000	-68.000000	N82000000	82.000000	W069000000	-69.000000	N82000000	82.000000	W068000000	-68.000000	199907	0008038
000839	10400	N83000000	83.000000	W068000000	-68.000000	N83000000	83.000000	W067000000	-67.000000	N82000000	82.000000	W068000000	-68.000000	N82000000	82.000000	W067000000	-67.000000	199907	0008039
000840	10400	N83000000	83.000000	W067000000	-67.000000	N83000000	83.000000	W066000000	-66.000000	N82000000	82.000000	W067000000	-67.000000	N82000000	82.000000	W066000000	-66.000000	199907	0008040
000841	10400	N83000000	83.000000	W066000000	-66.000000	N83000000	83.000000	W065000000	-65.000000	N82000000	82.000000	W066000000	-66.000000	N82000000	82.000000	W065000000	-65.000000	199907	0008041
000842	10400	N83000000	83.000000	W065000000	-65.000000	N83000000	83.000000	W064000000	-64.000000	N82000000	82.000000	W065000000	-65.000000	N82000000	82.000000	W064000000	-64.000000	199907	0008042
000843	06500	N83000000	83.000000	W064000000	-64.000000	N83000000	83.000000	W063000000	-63.000000	N82000000	82.000000	W064000000	-64.000000	N82000000	82.000000	W063000000	-63.000000	199907	0008043
000844	06500	N83000000	83.000000	W063000000	-63.000000	N83000000	83.000000	W062000000	-62.000000	N82000000	82.000000	W063000000	-63.000000	N82000000	82.000000	W062000000	-62.000000	199907	0008044
000845	06500	N83000000	83.000000	W062000000	-62.000000	N83000000	83.000000	W061000000	-61.000000	N82000000	82.000000	W062000000	-62.000000	N82000000	82.000000	W061000000	-61.000000	199907	0008045
000846	06500	N83000000	83.000000	W061000000	-61.000000	N83000000	83.000000	W060000000	-60.000000	N82000000	82.000000	W061000000	-61.000000	N82000000	82.000000	W060000000	-60.000000	199907	0008046
000847	16600	N83000000	83.000000	W060000000	-60.000000	N83000000	83.000000	W059000000	-59.000000	N82000000	82.000000	W060000000	-60.000000	N82000000	82.000000	W059000000	-59.000000	199907	0008047
000848	16600	N83000000	83.000000	W059000000	-59.000000	N83000000	83.000000	W058000000	-58.000000	N82000000	82.000000	W059000000	-59.000000	N82000000	82.000000	W058000000	-58.000000	199907	0008048
000849	16600	N83000000	83.000000	W058000000	-58.000000	N83000000	83.000000	W057000000	-57.000000	N82000000	82.000000	W058000000	-58.000000	N82000000	82.000000	W057000000	-57.000000	199907	0008049
000850	16600	N83000000	83.000000	W057000000	-57.000000	N83000000	83.000000	W056000000	-56.000000	N82000000	82.000000	W057000000	-57.000000	N82000000	82.000000	W056000000	-56.000000	199907	0008050
000851	16600	N83000000	83.000000	W056000000	-56.000000	N83000000	83.000000	W055000000	-55.000000	N82000000	82.000000	W056000000	-56.000000	N82000000	82.000000	W055000000	-55.000000	199907	0008051
000852	16600	N83000000	83.000000	W055000000	-55.000000	N83000000	83.000000	W054000000	-54.000000	N82000000	82.000000	W055000000	-55.000000	N82000000	82.000000	W054000000	-54.000000	199907	0008052
000853	16600	N83000000	83.000000	W054000000	-54.000000	N83000000	83.000000	W053000000	-53.000000	N82000000	82.000000	W054000000	-54.000000	N82000000	82.000000	W053000000	-53.000000	199907	0008053
000854	16600	N83000000	83.000000	W053000000	-53.000000	N83000000	83.000000	W052000000	-52.000000	N82000000	82.000000	W053000000	-53.000000	N82000000	82.000000	W052000000	-52.000000	199907	0008054
000855	16600	N83000000	83.000000	W052000000	-52.000000	N83000000	83.000000	W051000000	-51.000000	N82000000	82.000000	W052000000	-52.000000	N82000000	82.000000	W051000000	-51.000000	199907	0008055
000856	16600	N83000000	83.000000	W051000000	-51.000000	N83000000	83.000000	W050000000	-50.000000	N82000000	82.000000	W051000000	-51.000000	N82000000	82.000000	W050000000	-50.000000	199907	0008056
000857	16600	N83000000	83.000000	W050000000	-50.000000	N83000000	83.000000	W049000000	-49.000000	N82000000	82.000000	W050000000	-50.000000	N82000000	82.000000	W049000000	-49.000000	199907	0008057
000858	16600	N83000000	83.000000	W049000000	-49.000000	N83000000	83.000000	W048000000	-48.000000	N82000000	82.000000	W049000000	-49.000000	N82000000	82.000000	W048000000	-48.000000	199907	0008058
000859	16600	N83000000	83.000000	W048000000	-48.000000	N83000000	83.000000	W047000000	-47.000000	N82000000	82.000000	W048000000	-48.000000	N82000000	82.000000	W047000000	-47.000000	199907	0008059
000860	16600	N83000000	83.000000	W047000000	-47.000000	N83000000	83.000000	W046000000	-46.000000	N82000000	82.000000	W047000000	-47.000000	N82000000	82.000000	W046000000	-46.000000	199907	0008060
000861	16600	N83000000	83.000000	W046000000	-46.000000	N83000000	83.000000	W045000000	-45.000000	N82000000	82.000000	W046000000	-46.000000	N82000000	82.000000	W045000000	-45.000000	199907	0008061
000862	16600	N83000000	83.000000	W045000000	-45.000000	N83000000	83.000000	W044000000	-44.000000	N82000000	82.000000	W045000000	-45.000000	N82000000	82.000000	W044000000	-44.000000	199907	0008062
000863	16600	N83000000	83.000000	W044000000	-44.000000	N83000000	83.000000	W043000000	-43.000000	N82000000	82.000000	W044000000	-44.000000	N82000000	82.000000	W043000000	-43.000000	199907	0008063
000864	16600	N83000000	83.000000	W043000000	-43.000000	N83000000	83.000000	W042000000	-42.000000	N82000000	82.000000	W043000000	-43.000000	N82000000	82.000000	W042000000	-42.000000	199907	0008064
000865	16600	N83000000	83.000000	W042000000	-42.000000	N83000000	83.000000	W041000000	-41.000000	N82000000	82.000000	W042000000	-42.000000	N82000000	82.000000	W041000000	-41.000000	199907	0008065
000866	16600	N83000000	83.000000	W041000000	-41.000000	N83000000	83.000000	W040000000	-40.000000	N82000000	82.000000	W041000000	-41.000000	N82000000	82.000000	W040000000	-40.000000	199907	0008066
000867	16600	N83000000	83.000000	W040000000	-40.000000	N83000000	83.000000	W039000000	-39.000000	N82000000	82.000000	W040000000	-40.000000	N82000000	82.000000	W039000000	-39.000000	199907	0008067
000868	16600	N83000000	83.000000	W039000000	-39.000000	N83000000	83.000000	W038000000	-38.000000	N82000000	82.000000	W039000000	-39.000000	N82000000	82.000000	W038000000	-38.000000	199907	0008068
000869	16600	N83000000	83.000000	W038000000	-38.000000	N83000000	83.000000	W037000000	-37.000000	N82000000	82.000000	W038000000	-38.000000	N82000000	82.000000	W037000000	-37.000000	199907	0008069
000870	16600	N83000000	83.000000	W037000000	-37.000000	N83000000	83.000000	W036000000	-36.000000	N82000000	82.000000	W037000000	-37.000000	N82000000	82.000000	W036000000	-36.000000	199907	0008070
000871	09100	N82000000	82.000000	W071000000	-71.000000	N82000000	82.000000	W070000000	-70.000000	N81000000	81.000000	W071000000	-71.000000	N81000000	81.000000	W070000000	-70.000000	199907	0008071
000872	09100	N82000000	82.000000	W070000000	-70.000000	N82000000	82.000000	W069000000	-69.000000	N81000000	81.000000	W070000000	-70.000000	N81000000	81.000000	W069000000	-69.000000	199907	0008072
000873	09100	N82000000	82.000000	W069000000	-69.000000	N82000000	82.000000	W068000000	-68.000000	N81000000	81.000000	W069000000	-69.000000	N81000000	81.000000	W068000000	-68.000000	199907	0008073
000874	08600	N82000000	82.000000	W068000000	-68.000000	N82000000	82.000000	W067000000	-67.000000	N81000000	81.000000	W068000000	-68.000000	N81000000	81.000000	W067000000	-67.000000	199907	0008074
