23000	6	239
23000	6	450
23000	6	720
23000	6	450
23000	6	390
23000	6	360
23000	6	295
23000	6	650
23000	6	400
23000	6	270
23000	6	1320
23000	6	440
23000	6	1070
23000	6	1070
23000	6	1400
23000	6	1070
23000	6	1070
23000	6	1080
23000	6	290
23000	6	1070
23000	6	1070
23000	6	1070
23000	6	1070
23000	6	1070
23000	6	1080
23000	6	1070
23000	6	1080
23000	6	310
23000	6	357
23000	6	1070
23000	6	360
23000	6	1080
23000	6	1070
23000	6	290
23000	6	1080
23000	6	270
23000	6	730
23000	6	1070
23000	6	360
23000	6	1080
23000	6	1070
23000	6	1070
23000	6	1080
23000	6	1070
23000	6	1080
23000	6	300
23000	6	300
23000	6	900
23000	6	730
23000	6	900
23000	6	236
23000	6	900
23000	6	820
23000	6	360
23000	6	900
23000	6	900
23000	6	900
23000	6	730
23000	6	730
23000	6	730
24133	6	230
24133	6	300
24133	6	300
24133	6	300
24133	6	229
24133	6	300
24133	6	320
24133	6	340
24133	6	340
24133	6	340
24133	6	300
24133	6	970
24133	6	340
24133	6	340
24133	6	340
24133	6	330
24133	6	330
24133	6	340
24133	6	320
24133	6	340
24133	6	340
24133	6	229
24133	6	300
24133	6	253
24133	6	340
24133	6	340
24133	6	300
24133	6	300
24133	6	300
24133	6	300
24133	6	179
24133	6	310
53040	6	1430
53040	6	1090
53040	6	200
53040	6	237
53040	6	850
53040	6	195
53040	6	240
53040	6	240
53040	6	1200
53040	6	260
53040	6	280
53040	6	280
53040	6	280
53040	6	280
53040	6	1760
53040	6	250
53040	6	1090
53040	6	280
53040	6	250
53040	6	1090
53040	6	280
53040	6	230
53040	6	230
53040	6	1090
53040	6	1540
53040	6	200
53040	6	199
53040	6	610
53040	6	230
53040	6	159
53040	6	850
53040	6	230
53040	6	180
53040	6	1090
53040	6	200
53040	6	230
53040	6	200
53040	6	1090
53040	6	1430
53040	6	180
53040	6	160
53040	6	180
53040	6	180
53040	6	180
53040	6	180
53040	6	1090
53040	6	150
53040	6	130
53040	6	180
53040	6	130
53040	6	130
53040	6	576
53040	6	1090
53040	6	232
21897	6	700
21897	6	695
21897	6	1190
21897	6	650
21897	6	339
21897	6	330
21897	6	1910
21897	6	1720
21897	6	730
21897	6	299
21897	6	650
21897	6	650
21897	6	450
21897	6	650
21897	6	350
21897	6	770
21897	6	1190
21897	6	1360
21897	6	1190
21897	6	1190
21897	6	280
21897	6	550
21897	6	420
21897	6	339
21897	6	550
21897	6	400
21897	6	260
21897	6	240
21897	6	260
21897	6	400
21897	6	147
21897	6	1080
21897	6	1080
35136	6	400
35136	6	400
35136	6	400
35136	6	400
35136	6	400
35136	6	400
35136	6	400
35136	6	400
35136	6	400
24736	6	300
24736	6	247
24736	6	350
24736	6	400
24736	6	400
24736	6	239
24736	6	600
24736	6	320
24736	6	450
24736	6	400
23004	6	520
23004	6	450
23004	6	450
23004	6	450
23004	6	450
23004	6	420
23004	6	320
29201	6	350
29201	6	250
29201	6	830
29201	6	320
29201	6	320
29201	6	315
29201	6	390
29201	6	390
29201	6	390
29201	6	830
29201	6	830
29201	6	350
29201	6	350
29201	6	278
29201	6	320
29201	6	830
29201	6	830
29201	6	320
29539	6	310
29539	6	260
29539	6	520
29539	6	260
223533	6	520
223533	6	190
23010	6	200
23010	6	290
23010	6	255
23010	6	450
23010	6	450
23010	6	1740
23010	6	290
23010	6	850
23010	6	315
23010	6	300
23010	6	290
23010	6	255
23010	6	230
23010	6	290
23010	6	1160
23010	6	450
23010	6	290
23010	6	670
23010	6	199
23010	6	290
23010	6	290
23010	6	290
23010	6	290
23010	6	160
23010	6	290
23010	6	255
42202	6	400
42202	6	260
42202	6	392
42202	6	430
42202	6	1550
42202	6	430
42202	6	1550
42202	6	500
42202	6	480
42202	6	1210
42202	6	1210
42202	6	425
42202	6	480
42202	6	430
42202	6	1550
42202	6	480
42202	6	425
33260	6	2740
33260	6	2740
33260	6	3260
33260	6	3230
32156	6	1510
32156	6	350
32156	6	1180
32156	6	335
32156	6	290
32156	6	380
32156	6	800
32156	6	1510
32156	6	400
32156	6	400
32156	6	290
32156	6	310
32156	6	330
32156	6	330
32156	6	300
32156	6	200
32156	6	300
32156	6	310
32156	6	1510
32156	6	300
32156	6	286
24136	6	350
24136	6	280
24136	6	1760
24136	6	200
24136	6	1090
24136	6	1060
24136	6	170
24136	6	690
24136	6	350
24136	6	1170
24136	6	1170
24136	6	220
24136	6	590
24136	6	490
24136	6	190
24136	6	490
24136	6	200
24136	6	1070
24136	6	190
24136	6	350
24136	6	350
24136	6	245
24136	6	200
24136	6	1760
24136	6	200
24136	6	180
24136	6	170
24136	6	1090
24136	6	1090
24136	6	170
24136	6	1390
24136	6	1390
24136	6	180
24136	6	1390
24136	6	1390
24136	6	1390
24136	6	150
24136	6	1390
24136	6	1170
24136	6	1170
24136	6	180
24136	6	1070
24136	6	1070
32254	6	330
32254	6	970
32254	6	970
32254	6	330
32254	6	400
32254	6	500
32254	6	970
32254	6	830
32254	6	400
32254	6	520
32254	6	970
32254	6	360
32254	6	330
32254	6	330
32254	6	330
32254	6	970
35166	6	197
35166	6	300
35166	6	240
35166	6	259
35166	6	350
35166	6	320
35166	6	350
35166	6	359
35166	6	1050
35166	6	450
35166	6	350
213643	6	396
213643	6	490
213643	6	501
213643	6	1380
213643	6	449
213643	6	470
213643	6	650
213643	6	395
213643	6	1892
213643	6	449
213643	6	650
213643	6	550
213643	6	500
213643	6	550
213643	6	449
213643	6	500
213643	6	550
213643	6	390
213643	6	1380
213643	6	511
213643	6	500
213643	6	449
213643	6	500
213643	6	1490
213643	6	400
213643	6	550
213643	6	449
213643	6	500
213643	6	1380
213643	6	500
213643	6	511
213643	6	395
213643	6	470
213643	6	550
213643	6	450
213643	6	449
213643	6	550
213643	6	461
213643	6	1380
213643	6	450
213643	6	300
213643	6	311
213643	6	1380
213643	6	350
213643	6	771
213643	6	1490
213643	6	1490
213643	6	1490
213643	6	1490
213643	6	1490
213643	6	1490
44237	6	350
44237	6	340
44237	6	350
44237	6	360
44237	6	300
44237	6	350
44237	6	295
52943	6	295
52943	6	320
52943	6	320
52943	6	480
52943	6	570
52943	6	870
52943	6	320
52943	6	440
52943	6	520
52943	6	460
52943	6	350
52943	6	440
52943	6	320
52943	6	320
52943	6	300
52943	6	870
52943	6	200
52943	6	245
52943	6	365
52943	6	870
52943	6	870
52943	6	870
52943	6	870
52943	6	870
52943	6	870
52943	6	870
52943	6	870
21884	6	840
21884	6	340
21884	6	300
21884	6	840
21884	6	840
21884	6	200
21884	6	200
21884	6	120
21884	6	340
21884	6	840
21884	6	840
21884	6	340
32833	6	300
32833	6	770
32833	6	260
32833	6	235
32833	6	430
32833	6	150
32833	6	240
32833	6	560
32833	6	770
32833	6	770
32833	6	480
32833	6	770
32833	6	400
32833	6	200
32833	6	770
32833	6	300
32833	6	150
32833	6	305
24734	6	950
27172	6	1090
27172	6	550
27172	6	770
27172	6	549
27172	6	640
27172	6	1200
27172	6	650
27172	6	1090
27172	6	1200
27172	6	640
27172	6	1200
27172	6	640
27172	6	700
27172	6	1090
27172	6	560
27172	6	1200
27172	6	633
262333	6	250
262333	6	300
262333	6	1140
262333	6	450
262333	6	890
262333	6	415
262333	6	980
262333	6	1260
262333	6	990
262333	6	453
262333	6	980
262333	6	1140
262333	6	1260
262333	6	980
262333	6	990
262333	6	1260
262333	6	980
262333	6	890
262333	6	1260
262333	6	1140
262333	6	890
262333	6	730
262333	6	1140
262333	6	400
22491	6	250
22491	6	410
22491	6	250
22491	6	480
22491	6	480
22491	6	610
22491	6	370
22491	6	400
22491	6	880
22491	6	330
22491	6	300
22491	6	300
22491	6	439
23000	6	650
23000	6	500
23000	6	650
23000	6	420
23000	6	520
23000	6	650
23000	6	420
23000	6	650
23000	6	650
23000	6	650
23000	6	600
23000	6	570
23000	6	240
23000	6	390
23000	6	422
23000	6	250
23000	6	400
23000	6	280
23000	6	324
23000	6	400
23000	6	400
23000	6	270
23000	6	400
23000	6	400
23000	6	500
23000	6	500
23000	6	500
23000	6	500
23000	6	330
23000	6	500
23000	6	400
23000	6	500
23000	6	500
23000	6	500
23000	6	500
23000	6	500
23000	6	352
23000	6	280
23000	6	500
23000	6	500
23000	6	370
23000	6	500
23000	6	290
23000	6	500
23000	6	500
23000	6	500
23000	6	500
23000	6	280
23000	6	400
23000	6	450
23000	6	450
23000	6	200
23000	6	450
23000	6	730
23000	6	730
23000	6	730
5095	6	440
5095	6	710
5095	6	710
5095	6	580
5095	6	710
5095	6	1228
5095	6	410
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	960
5095	6	630
5095	6	710
5095	6	710
5095	6	550
5095	6	710
5095	6	620
5095	6	620
5095	6	710
5095	6	710
5095	6	710
5095	6	620
5095	6	620
5095	6	620
5095	6	620
5095	6	620
5095	6	550
5095	6	620
5095	6	620
5095	6	400
5095	6	540
5095	6	540
5095	6	540
5095	6	540
5095	6	450
5095	6	540
5095	6	540
5095	6	540
5095	6	450
5095	6	400
5095	6	380
5095	6	290
5095	6	450
5095	6	380
5095	6	250
34002	6	820
34002	6	580
34002	6	1670
34002	6	650
34002	6	1610
34002	6	820
34002	6	1610
34002	6	650
34002	6	800
34002	6	640
34002	6	640
34002	6	1030
34002	6	1670
34002	6	640
34002	6	1350
34002	6	820
34002	6	800
34002	6	682
34002	6	1140
34002	6	650
34002	6	800
34002	6	800
34002	6	800
34002	6	1260
34002	6	510
34002	6	1030
34002	6	640
34002	6	1670
34002	6	800
34002	6	800
34002	6	1140
34002	6	682
34002	6	800
34002	6	640
34002	6	820
34002	6	720
34002	6	890
34002	6	1605
34002	6	530
34002	6	450
34002	6	1030
34002	6	720
34002	6	580
34002	6	1670
34002	6	760
34002	6	540
34002	6	1670
34002	6	680
34002	6	1260
34002	6	459
34002	6	930
34002	6	1260
34002	6	610
34002	6	550
34002	6	490
203895	6	200
203895	6	850
203895	6	845
203895	6	845
203895	6	850
203895	6	280
203895	6	950
203895	6	850
203895	6	845
203895	6	410
203895	6	380
203895	6	344
203895	6	555
203895	6	560
203895	6	410
203895	6	320
203895	6	950
203895	6	280
203895	6	920
203895	6	315
203895	6	300
203895	6	300
203895	6	300
22122	6	350
22122	6	460
22122	6	800
22122	6	690
22122	6	350
5698	6	210
5698	6	220
5698	6	320
5698	6	320
5698	6	320
5698	6	300
5698	6	320
5698	6	320
5698	6	300
5698	6	180
5698	6	230
5698	6	230
5698	6	200
5698	6	220
