ARF_IDENT	DIRECTION	SEG_NBR	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
AR137V	S	00010	KZAB	H		N34530443	34.884564	W113583792	-113.977200	N34124126	34.211461	W113532922	-113.891450													200508
AR137V	S	00020	KZAB	R	E	N34124126	34.211461	W113532922	-113.891450	N34115055	34.197375	W114030473	-114.051314	N34121600	34.204444	W113581700	-113.971389	4.00								200508
AR137V	S	00030	KZAB	H		N34115055	34.197375	W114030473	-114.051314	N34521337	34.870381	W114081803	-114.138342													200508
AR137V	S	00040	KZAB	R	E	N34521337	34.870381	W114081803	-114.138342	N34530443	34.884564	W113583792	-113.977200	N34523900	34.877500	W114032800	-114.057778	4.00								200508
AR15V	N	00015	KZMA	H		N28453200	28.758889	W080081100	-80.136389	N28031400	28.053889	W080200600	-80.335000													200205
AR15V	N	00020	KZMA	H		N28031400	28.053889	W080200600	-80.335000	N27561900	27.938611	W080235700	-80.399167													200205
AR15V	N	00025	KZMA	R	B	N27561900	27.938611	W080235700	-80.399167	N27595300	27.998056	W080320300	-80.534167	N27580600	27.968333	W080280000	-80.466667	4.00		116.5	296.5					200205
AR15V	N	00030	KZMA	H		N27595300	27.998056	W080320300	-80.534167	N28060000	28.100000	W080283400	-80.476111													200205
AR15V	N	00035	KZMA	H		N28060000	28.100000	W080283400	-80.476111	N28472800	28.791111	W080170100	-80.283611													200205
AR15V	N	00040	KZMA	R	B	N28472800	28.791111	W080170100	-80.283611	N28453200	28.758889	W080081100	-80.136389	N28463000	28.775000	W080123600	-80.210000	4.00		283.9	103.9					200205
AR15V	S	00010	KZMA	H		N28453700	28.760278	W080081000	-80.136111	N28391800	28.655000	W080094700	-80.163056													200205
AR15V	S	00020	KZMA	H		N28391800	28.655000	W080094700	-80.163056	N27565900	27.949722	W080234000	-80.394444													200205
AR15V	S	00040	KZMA	R	B	N27565900	27.949722	W080234000	-80.394444	N27591300	27.986944	W080322000	-80.538889	N27580600	27.968333	W080280000	-80.466667	4.00		106.2	286.2					200205
AR15V	S	00050	KZMA	H		N27591300	27.986944	W080322000	-80.538889	N28411700	28.688056	W080183600	-80.310000													200205
AR15V	S	00055	KZMA	H		N28411700	28.688056	W080183600	-80.310000	N28472300	28.789722	W080170200	-80.283889													200205
AR15V	S	00060	KZMA	R	B	N28472300	28.789722	W080170200	-80.283889	N28453700	28.760278	W080081000	-80.136111	N28463000	28.775000	W080123600	-80.210000	4.00		282.8	102.8					200205
AR208		00010	KZOA	H		N38585900	38.983056	W120590700	-120.985278	N38532400	38.890000	W120554800	-120.930000													200205
AR208		00020	KZOA	H		N38532400	38.890000	W120554800	-120.930000	N38314800	38.530000	W120442400	-120.740000													200101
AR208		00030	KZOA	H		N38314800	38.530000	W120442400	-120.740000	N38215600	38.365556	W120391400	-120.653889													200205
AR208		00040	KZOA	R	B	N38215600	38.365556	W120391400	-120.653889	N38180300	38.300833	W120505700	-120.849167	N38200000	38.333333	W120450600	-120.751667	5.00		67.3	247.1					200205
AR208		00050	KZOA	H		N38180300	38.300833	W120505700	-120.849167	N38281200	38.470000	W120562400	-120.940000													200205
AR208		00060	KZOA	H		N38281200	38.470000	W120562400	-120.940000	N38491200	38.820000	W121074800	-121.130000													200101
AR208		00070	KZOA	H		N38491200	38.820000	W121074800	-121.130000	N38550100	38.916944	W121105300	-121.181389													200205
AR208		00080	KZOA	R	B	N38550100	38.916944	W121105300	-121.181389	N38585900	38.983056	W120590700	-120.985278	N38570000	38.950000	W121050000	-121.083333	5.00		246.7	66.6					200205
AR221		00010	KZOA	H		N38123400	38.209444	W120433300	-120.725833	N38052400	38.090000	W120341200	-120.570000													200205
AR221		00020	KZOA	H		N38052400	38.090000	W120341200	-120.570000	N37422100	37.705833	W120081900	-120.138611													200205
AR221		00030	KZOA	R	B	N37422100	37.705833	W120081900	-120.138611	N37353900	37.594167	W120174100	-120.294722	N37390000	37.650000	W120130000	-120.216667	5.00		48.0	228.1					200205
AR221		00040	KZOA	H		N37353900	37.594167	W120174100	-120.294722	N37581200	37.970000	W120431200	-120.720000													200205
AR221		00050	KZOA	H		N37581200	37.970000	W120431200	-120.720000	N38052600	38.090556	W120522700	-120.874167													200205
AR221		00060	KZOA	R	B	N38052600	38.090556	W120522700	-120.874167	N38123400	38.209444	W120433300	-120.725833	N38090000	38.150000	W120480000	-120.800000	5.00		224.6	44.5					200205
AR222		00010	KZOA	H		N37412800	37.691111	W121063900	-121.110833	N37403000	37.675000	W121061900	-121.105278													200205
AR222		00020	KZOA	R	B	N37403000	37.675000	W121061900	-121.105278	N37374100	37.628056	W121000800	-121.002222	N37363800	37.610556	W121050000	-121.083333	4.00		344.9	74.8					200205
AR222		00030	KZOA	H		N37374100	37.628056	W121000800	-121.002222	N36484600	36.812778	W120434400	-120.728889													200205
AR222		00040	KZOA	R	B	N36484600	36.812778	W120434400	-120.728889	N36435100	36.730833	W120471400	-120.787222	N36474300	36.795278	W120483200	-120.808889	4.00		74.8	164.8					200205
AR222		00050	KZOA	H		N36435100	36.730833	W120471400	-120.787222	N36425300	36.714722	W120465400	-120.781667													200205
AR222		00060	KZOA	R	B	N36425300	36.714722	W120465400	-120.781667	N36462400	36.773333	W120543200	-120.908889	N36474300	36.795278	W120483200	-120.808889	5.00		164.8	254.8					200205
AR222		00070	KZOA	H		N36462400	36.773333	W120543200	-120.908889	N37351900	37.588611	W121110400	-121.184444													200205
AR222		00080	KZOA	R	B	N37351900	37.588611	W121110400	-121.184444	N37412800	37.691111	W121063900	-121.110833	N37363800	37.610556	W121050000	-121.083333	5.00		254.8	344.8					200205
AR223		00010	KZOA	H		N39180600	39.301667	W123575700	-123.965833	N38240600	38.401667	W123030100	-123.050278													200205
AR223		00020	KZOA	R	B	N38240600	38.401667	W123030100	-123.050278	N38175400	38.298333	W123125900	-123.216389	N38210000	38.350000	W123080000	-123.133333	5.00		51.7	231.7					200205
AR223		00030	KZOA	H		N38175400	38.298333	W123125900	-123.216389	N39115400	39.198333	W124080300	-124.134167													200205
AR223		00040	KZOA	R	B	N39115400	39.198333	W124080300	-124.134167	N39180600	39.301667	W123575700	-123.965833	N39150000	39.250000	W124030000	-124.050000	5.00		231.7	51.7					200205
AR224		00010	KZOA	H		N39073800	39.127222	W122132000	-122.222222	N38233800	38.393889	W122432400	-122.723333													200205
AR224		00020	KZOA	R	B	N38233800	38.393889	W122432400	-122.723333	N38282200	38.472778	W122543700	-122.910278	N38260000	38.433333	W122490000	-122.816667	5.00		118.2	298.2					200205
AR224		00030	KZOA	H		N38282200	38.472778	W122543700	-122.910278	N39122200	39.206111	W122244000	-122.411111													200205
AR224		00040	KZOA	R	B	N39122200	39.206111	W122244000	-122.411111	N39073800	39.127222	W122132000	-122.222222	N39100000	39.166667	W122190000	-122.316667	5.00		298.2	118.2					200205
AR225V	N	00010	KZOA	H		N37111200	37.186667	W122203100	-122.341944	N36471200	36.786667	W122173100	-122.291944													200205
AR225V	N	00020	KZOA	R	B	N36471200	36.786667	W122173100	-122.291944	N36464800	36.780000	W122222900	-122.374722	N36470000	36.783333	W122200000	-122.333333	2.00		84.3	264.3					200205
AR225V	N	00030	KZOA	H		N36464800	36.780000	W122222900	-122.374722	N37104800	37.180000	W122252900	-122.424722													200205
AR225V	N	00040	KZOA	R	B	N37104800	37.180000	W122252900	-122.424722	N37111200	37.186667	W122203100	-122.341944	N37110000	37.183333	W122230000	-122.383333	2.00		264.3	84.2					200205
AR225V	S	00010	KZOA	H		N37111200	37.186667	W122203100	-122.341944	N36471200	36.786667	W122173100	-122.291944													200205
AR225V	S	00020	KZOA	R	B	N36471200	36.786667	W122173100	-122.291944	N36464800	36.780000	W122222900	-122.374722	N36470000	36.783333	W122200000	-122.333333	2.00		84.3	264.3					200205
AR225V	S	00030	KZOA	H		N36464800	36.780000	W122222900	-122.374722	N37104800	37.180000	W122252900	-122.424722													200205
AR225V	S	00040	KZOA	R	B	N37104800	37.180000	W122252900	-122.424722	N37111200	37.186667	W122203100	-122.341944	N37110000	37.183333	W122230000	-122.383333	2.00		264.3	84.2					200205
AR230V		00010	KZLA	R	B	N37093800	37.160556	W114054600	-114.096111	N37042200	37.072778	W113581400	-113.970556	N37070000	37.116667	W114020000	-114.033333	4.00		311.1	131.1					200205
AR230V		00020	KZLA	H		N37042200	37.072778	W113581400	-113.970556	N36372200	36.622778	W114274500	-114.462500													200205
AR230V		00030	KZLA	R	B	N36372200	36.622778	W114274500	-114.462500	N36423800	36.710556	W114351500	-114.587500	N36400000	36.666667	W114313000	-114.525000	4.00		131.1	311.1					200205
AR230V		00040	KZLA	H		N36423800	36.710556	W114351500	-114.587500	N37093800	37.160556	W114054600	-114.096111													200205
AR231V		00010	KZLA	H		N36463800	36.777222	W116370000	-116.616667	N36173800	36.293889	W116054600	-116.096111													200205
AR231V		00020	KZLA	R	B	N36173800	36.293889	W116054600	-116.096111	N36122200	36.206111	W116131400	-116.220556	N36150000	36.250000	W116093000	-116.158333	4.00		49.0	229.0					200205
AR231V		00030	KZLA	H		N36122200	36.206111	W116131400	-116.220556	N36412200	36.689444	W116443000	-116.741667													200205
AR231V		00040	KZLA	R	B	N36412200	36.689444	W116443000	-116.741667	N36463800	36.777222	W116370000	-116.616667	N36440000	36.733333	W116404500	-116.679167	4.00		229.0	49.0					200205
AR242V	N	00010	KZOA	H		N36565200	36.947778	W120534500	-120.895833	N36514700	36.863056	W120504200	-120.845000													200205
AR242V	N	00020	KZOA	H		N36514700	36.863056	W120504200	-120.845000	N36284700	36.479722	W120384300	-120.645278													200205
AR242V	N	00030	KZOA	R	B	N36284700	36.479722	W120384300	-120.645278	N36271300	36.453611	W120431700	-120.721389	N36280000	36.466667	W120410000	-120.683333	2.00		67.1	247.1					200205
AR242V	N	00040	KZOA	H		N36271300	36.453611	W120431700	-120.721389	N36501000	36.836111	W120551600	-120.921111													200205
AR242V	N	00050	KZOA	H		N36501000	36.836111	W120551600	-120.921111	N36550800	36.918889	W120581500	-120.970833													200205
AR242V	N	00060	KZOA	R	B	N36550800	36.918889	W120581500	-120.970833	N36565200	36.947778	W120534500	-120.895833	N36560000	36.933333	W120560000	-120.933333	2.00		244.3	64.3					200205
AR242V	S	00010	KZOA	H		N36564600	36.946111	W120534200	-120.895000	N36334700	36.563056	W120414200	-120.695000													200205
AR242V	S	00020	KZOA	H		N36334700	36.563056	W120414200	-120.695000	N36285200	36.481111	W120384600	-120.646111													200205
AR242V	S	00030	KZOA	R	B	N36285200	36.481111	W120384600	-120.646111	N36270800	36.452222	W120431400	-120.720556	N36280000	36.466667	W120410000	-120.683333	2.00		64.2	244.2					200205
AR242V	S	00040	KZOA	H		N36270800	36.452222	W120431400	-120.720556	N36321000	36.536111	W120461600	-120.771111													200205
AR242V	S	00050	KZOA	H		N36321000	36.536111	W120461600	-120.771111	N36551400	36.920556	W120581800	-120.971667													200205
AR242V	S	00060	KZOA	R	B	N36551400	36.920556	W120581800	-120.971667	N36564600	36.946111	W120534200	-120.895000	N36560000	36.933333	W120560000	-120.933333	2.00		247.3	67.3					200205
AR243V	N	00010	KZOA	H		N36240500	36.401389	W120575500	-120.965278	N36190500	36.318056	W120535600	-120.898889													200205
AR243V	N	00020	KZOA	H		N36190500	36.318056	W120535600	-120.898889	N35411100	35.686389	W120200100	-120.333611													200205
AR243V	N	00030	KZOA	R	B	N35411100	35.686389	W120200100	-120.333611	N35384900	35.646944	W120235900	-120.399722	N35400000	35.666667	W120220000	-120.366667	2.00		53.8	233.8					200205
AR243V	N	00040	KZOA	H		N35384900	35.646944	W120235900	-120.399722	N36165200	36.281111	W120580100	-120.966944													200205
AR243V	N	00050	KZOA	H		N36165200	36.281111	W120580100	-120.966944	N36215500	36.365278	W121020500	-121.034722													200205
AR243V	N	00060	KZOA	R	B	N36215500	36.365278	W121020500	-121.034722	N36240500	36.401389	W120575500	-120.965278	N36230000	36.383333	W121000000	-121.000000	2.00		237.3	57.2					200205
AR243V	S	00010	KZOA	H		N36241000	36.402778	W120580000	-120.966667	N35460500	35.768056	W120235300	-120.398056													200205
AR243V	S	00020	KZOA	H		N35460500	35.768056	W120235300	-120.398056	N35410600	35.685000	W120195700	-120.332500													200205
AR243V	S	00030	KZOA	R	B	N35410600	35.685000	W120195700	-120.332500	N35385400	35.648333	W120240300	-120.400833	N35400000	35.666667	W120220000	-120.366667	2.00		56.7	236.7					200205
AR243V	S	00040	KZOA	H		N35385400	35.648333	W120240300	-120.400833	N35435200	35.731111	W120280100	-120.466944													200205
AR243V	S	00050	KZOA	H		N35435200	35.731111	W120280100	-120.466944	N36215000	36.363889	W121020100	-121.033611													200205
AR243V	S	00060	KZOA	R	B	N36215000	36.363889	W121020100	-121.033611	N36241000	36.402778	W120580000	-120.966667	N36230000	36.383333	W121000000	-121.000000	2.00		234.4	54.2					200205
AR304AV		00010	KZSE	H		N45150000	45.250000	W122382000	-122.638889	N44300000	44.500000	W122382500	-122.640278													200205
AR304AV		00020	KZSE	R	B	N44300000	44.500000	W122382500	-122.640278	N44300000	44.500000	W122493500	-122.826389	N44300000	44.500000	W122440000	-122.733333	4.00		90.0	270.0					200205
AR304AV		00030	KZSE	H		N44300000	44.500000	W122493500	-122.826389	N45150000	45.250000	W122493700	-122.826944													200205
AR304AV		00040	KZSE	R	B	N45150000	45.250000	W122494000	-122.827778	N45150000	45.250000	W122382000	-122.638889	N45150000	45.250000	W122440000	-122.733333	4.00		270.0	90.0					200205
AR304BV		00010	KZSE	H		N45150000	45.250000	W122382000	-122.638889	N44300000	44.500000	W122382500	-122.640278													200205
AR304BV		00020	KZSE	R	B	N44300000	44.500000	W122382500	-122.640278	N44300000	44.500000	W122493500	-122.826389	N44300000	44.500000	W122440000	-122.733333	4.00		90.0	270.0					200205
AR304BV		00030	KZSE	H		N44300000	44.500000	W122493500	-122.826389	N45150000	45.250000	W122494000	-122.827778													200205
AR304BV		00040	KZSE	R	B	N45150000	45.250000	W122494000	-122.827778	N45150000	45.250000	W122382000	-122.638889	N45150000	45.250000	W122440000	-122.733333	4.00		270.0	90.0					200205
AR305AV		00010	KZSE	H		N45310800	45.518889	W121122800	-121.207778	N44291100	44.486389	W121123400	-121.209444													200205
AR305AV		00020	KZSE	R	B	N44291100	44.486389	W121123400	-121.209444	N44291100	44.486389	W121234400	-121.395556	N44291100	44.486389	W121180900	-121.302500	4.00		90.0	270.0					200205
AR305AV		00030	KZSE	H		N44291100	44.486389	W121234400	-121.395556	N45310800	45.518889	W121235000	-121.397222													200205
AR305AV		00040	KZSE	R	B	N45310800	45.518889	W121235000	-121.397222	N45310800	45.518889	W121122800	-121.207778	N45310800	45.518889	W121180900	-121.302500	4.00		270.0	90.0					200205
AR305BV		00010	KZSE	H		N45310800	45.518889	W121122800	-121.207778	N44291100	44.486389	W121123400	-121.209444													200205
AR305BV		00020	KZSE	R	B	N44291100	44.486389	W121123400	-121.209444	N44291100	44.486389	W121234400	-121.395556	N44291100	44.486389	W121180900	-121.302500	4.00		90.0	270.0					200205
AR305BV		00030	KZSE	H		N44291100	44.486389	W121234400	-121.395556	N45310800	45.518889	W121235000	-121.397222													200205
AR305BV		00040	KZSE	R	B	N45310800	45.518889	W121235000	-121.397222	N45310800	45.518889	W121122800	-121.207778	N45310800	45.518889	W121180900	-121.302500	4.00		270.0	90.0					200205
AR306AV		00010	KZSE	H		N45340500	45.568056	W120570100	-120.950278	N44581000	44.969444	W120442700	-120.740833													200205
AR306AV		00020	KZSE	R	B	N44581000	44.969444	W120442700	-120.740833	N44561400	44.937222	W120552300	-120.923056	N44571200	44.953333	W120495500	-120.831944	4.00		76.0	256.1					200205
AR306AV		00030	KZSE	H		N44561400	44.937222	W120552300	-120.923056	N45320900	45.535833	W121080300	-121.134167													200205
AR306AV		00040	KZSE	R	B	N45320900	45.535833	W121080300	-121.134167	N45340500	45.568056	W120570100	-120.950278	N45330700	45.551944	W121023200	-121.042222	4.00		256.0	76.0					200205
AR306BV		00010	KZSE	H		N45340500	45.568056	W120570100	-120.950278	N44581000	44.969444	W120442700	-120.740833													200205
AR306BV		00020	KZSE	R	B	N44581000	44.969444	W120442700	-120.740833	N44561400	44.937222	W120552300	-120.923056	N44571200	44.953333	W120495500	-120.831944	4.00		76.0	256.1					200205
AR306BV		00030	KZSE	H		N44561400	44.937222	W120552300	-120.923056	N45320900	45.535833	W121080300	-121.134167													200205
AR306BV		00040	KZSE	R	B	N45320900	45.535833	W121080300	-121.134167	N45340500	45.568056	W120570100	-120.950278	N45330700	45.551944	W121023200	-121.042222	4.00		256.0	76.0					200205
AR40V	E	00010	KZJX	H		N31420000	31.700000	W082404800	-82.680000	N31420100	31.700278	W082112400	-82.190000													200205
AR40V	E	00020	KZJX	R	B	N31420100	31.700278	W082112400	-82.190000	N31340000	31.566667	W082112400	-82.190000	N31380000	31.633333	W082112400	-82.190000	4.00		359.9	179.9					200205
AR40V	E	00030	KZJX	H		N31340000	31.566667	W082112400	-82.190000	N31340000	31.566667	W082404800	-82.680000													200205
AR40V	E	00040	KZJX	R	B	N31340000	31.566667	W082404800	-82.680000	N31420000	31.700000	W082404800	-82.680000	N31380000	31.633333	W082404800	-82.680000	4.00		179.9	359.9					200205
AR40V	W	00010	KZJX	H		N31420000	31.700000	W082404800	-82.680000	N31420000	31.700000	W082112400	-82.190000													200101
AR40V	W	00020	KZJX	R	B	N31420000	31.700000	W082112400	-82.190000	N31340000	31.566667	W082112400	-82.190000	N31380000	31.633333	W082112400	-82.190000	4.00		359.9	179.9					200205
AR40V	W	00030	KZJX	H		N31340000	31.566667	W082112400	-82.190000	N31340000	31.566667	W082404800	-82.680000													200101
AR40V	W	00040	KZJX	R	B	N31340000	31.566667	W082404800	-82.680000	N31420000	31.700000	W082404800	-82.680000	N31380000	31.633333	W082404800	-82.680000	4.00		179.9	359.9					200205
AR41V	N	00010	KZJX	H		N29032000	29.055556	W083051200	-83.086667	N28322400	28.540000	W082524400	-82.878889													200205
AR41V	N	00020	KZJX	H		N28322400	28.540000	W082524400	-82.878889	N28275800	28.466111	W082504600	-82.846111													200205
AR41V	N	00030	KZJX	R	B	N28275800	28.466111	W082504600	-82.846111	N28250200	28.417222	W082591300	-82.986944	N28263000	28.441667	W082550000	-82.916667	4.00		68.6	248.6					200205
AR41V	N	00040	KZJX	H		N28250200	28.417222	W082591300	-82.986944	N28293100	28.491944	W083011200	-83.020000													200205
AR41V	N	00050	KZJX	H		N28293100	28.491944	W083011200	-83.020000	N29004000	29.011111	W083134800	-83.230000													200205
AR41V	N	00060	KZJX	R	B	N29004000	29.011111	W083134800	-83.230000	N29032000	29.055556	W083051200	-83.086667	N29020000	29.033333	W083093000	-83.158333	4.00		250.5	70.5					200205
AR41V	S	00010	KZJX	H		N29020000	29.033333	W083045600	-83.082222	N28570000	28.950000	W083045500	-83.081944													200205
AR41V	S	00020	KZJX	H		N28570000	28.950000	W083045500	-83.081944	N28280300	28.467500	W082504900	-82.846944													200205
AR41V	S	00030	KZJX	R	B	N28280300	28.467500	W082504900	-82.846944	N28245700	28.415833	W082591100	-82.986389	N28263000	28.441667	W082550000	-82.916667	4.00		67.2	247.2					200205
AR41V	S	00040	KZJX	H		N28245700	28.415833	W082591100	-82.986389	N28561300	28.936944	W083135900	-83.233056													200205
AR41V	S	00050	KZJX	H		N28561300	28.936944	W083135900	-83.233056	N29020000	29.033333	W083140400	-83.234444													200205
AR41V	S	00060	KZJX	R	B	N29020000	29.033333	W083140400	-83.234444	N29020000	29.033333	W083045600	-83.082222	N29020000	29.033333	W083093000	-83.158333	4.00		270.0	90.0					200205
AR42V	E	00010	KZJX	H		N30190100	30.316944	W083500000	-83.833333	N30190100	30.316944	W083100000	-83.166667													200205
AR42V	E	00020	KZJX	R	B	N30190100	30.316944	W083100000	-83.166667	N30110000	30.183333	W083100000	-83.166667	N30150000	30.250000	W083100000	-83.166667	4.00		360.0	180.0					200205
AR42V	E	00030	KZJX	H		N30110000	30.183333	W083100000	-83.166667	N30110000	30.183333	W083500000	-83.833333													200205
AR42V	E	00040	KZJX	R	B	N30110000	30.183333	W083500000	-83.833333	N30190100	30.316944	W083500000	-83.833333	N30150000	30.250000	W083500000	-83.833333	4.00		180.0	360.0					200205
AR42V	W	00010	KZJX	H		N30190100	30.316944	W083500000	-83.833333	N30190100	30.316944	W083100000	-83.166667													200205
AR42V	W	00020	KZJX	R	B	N30190100	30.316944	W083100000	-83.166667	N30110000	30.183333	W083100000	-83.166667	N30150000	30.250000	W083100000	-83.166667	4.00		360.0	180.0					200205
AR42V	W	00030	KZJX	H		N30110000	30.183333	W083100000	-83.166667	N30110000	30.183333	W083500000	-83.833333													200205
AR42V	W	00040	KZJX	R	B	N30110000	30.183333	W083500000	-83.833333	N30190100	30.316944	W083500000	-83.833333	N30150000	30.250000	W083500000	-83.833333	4.00		180.0	360.0					200205
AR600		00010	KZJX	H		N33495000	33.830556	W080583500	-80.976389	N34250000	34.416667	W080190000	-80.316667													200011
AR600		00020	KZJX	H		N34250000	34.416667	W080190000	-80.316667	N34472000	34.788889	W079500000	-79.833333													200011
AR600		00030	KZJX	H		N34472000	34.788889	W079500000	-79.833333	N34260000	34.433333	W079203000	-79.341667													200011
AR600		00040	KZJX	H		N34260000	34.433333	W079203000	-79.341667	N33260000	33.433333	W079580000	-79.966667													200011
AR600		00050	KZJX	H		N33260000	33.433333	W079580000	-79.966667	N33050000	33.083333	W080203000	-80.341667													200011
AR600		00060	KZJX	H		N33050000	33.083333	W080203000	-80.341667	N33050000	33.083333	W081000000	-81.000000													200011
AR600		00070	KZJX	H		N33050000	33.083333	W081000000	-81.000000	N33495000	33.830556	W080583500	-80.976389													200011
AR601		00010	KZJX	H		N32510000	32.850000	W079230000	-79.383333	N32590000	32.983333	W079180000	-79.300000													200011
AR601		00020	KZJX	H		N32590000	32.983333	W079180000	-79.300000	N33110000	33.183333	W079060000	-79.100000													200011
AR601		00030	KZJX	H		N33110000	33.183333	W079060000	-79.100000	N33170000	33.283333	W079040000	-79.066667													200011
AR601		00040	KZJX	H		N33170000	33.283333	W079040000	-79.066667	N33200000	33.333333	W079020000	-79.033333													200011
AR601		00050	KZJX	H		N33200000	33.333333	W079020000	-79.033333	N33280000	33.466667	W078550000	-78.916667													200011
AR601		00060	KZJX	H		N33280000	33.466667	W078550000	-78.916667	N33400000	33.666667	W078400000	-78.666667													200011
AR601		00070	KZJX	H		N33400000	33.666667	W078400000	-78.666667	N33500000	33.833333	W078240000	-78.400000													200011
AR601		00080	KZJX	H		N33500000	33.833333	W078240000	-78.400000	N33500000	33.833333	W078090000	-78.150000													200011
AR601		00090	KZJX	H		N33500000	33.833333	W078090000	-78.150000	N32550000	32.916667	W078040000	-78.066667													200011
AR601		00100	KZJX	H		N32550000	32.916667	W078040000	-78.066667	N32310000	32.516667	W078090000	-78.150000													200011
AR601		00110	KZJX	H		N32310000	32.516667	W078090000	-78.150000	N32200000	32.333333	W078360000	-78.600000													200011
AR601		00120	KZJX	H		N32200000	32.333333	W078360000	-78.600000	N32340000	32.566667	W079220000	-79.366667													200011
AR601		00130	KZJX	H		N32340000	32.566667	W079220000	-79.366667	N32510000	32.850000	W079230000	-79.383333													200011
AR602		00010	KZAB	H		N35180000	35.300000	W103080000	-103.133333	N35080000	35.133333	W103050000	-103.083333													200011
AR602		00020	KZAB	H		N35080000	35.133333	W103050000	-103.083333	N34090000	34.150000	W103050000	-103.083333													200011
AR602		00030	KZAB	H		N34090000	34.150000	W103050000	-103.083333	N33580000	33.966667	W103100000	-103.166667													200011
AR602		00040	KZAB	H		N33580000	33.966667	W103100000	-103.166667	N33580000	33.966667	W103360000	-103.600000													200011
AR602		00050	KZAB	H		N33580000	33.966667	W103360000	-103.600000	N34090000	34.150000	W103400000	-103.666667													200011
AR602		00060	KZAB	H		N34090000	34.150000	W103400000	-103.666667	N35080000	35.133333	W103400000	-103.666667													200011
AR602		00070	KZAB	H		N35080000	35.133333	W103400000	-103.666667	N35180000	35.300000	W103360000	-103.600000													200011
AR602		00080	KZAB	H		N35180000	35.300000	W103360000	-103.600000	N35180000	35.300000	W103080000	-103.133333													200011
AR603		00010	KZAB	H		N34400000	34.666667	W114000000	-114.000000	N34392500	34.656944	W113041500	-113.070833													200011
AR603		00020	KZAB	H		N34392500	34.656944	W113041500	-113.070833	N33383500	33.643056	W112091000	-112.152778													200011
AR603		00030	KZAB	H		N33383500	33.643056	W112091000	-112.152778	N33310000	33.516667	W112150000	-112.250000													200011
AR603		00040	KZAB	H		N33310000	33.516667	W112150000	-112.250000	N33310000	33.516667	W112481500	-112.804167													200011
AR603		00050	KZAB	H		N33310000	33.516667	W112481500	-112.804167	N33564000	33.944444	W114000000	-114.000000													200011
AR603		00060	KZAB	H		N33564000	33.944444	W114000000	-114.000000	N34400000	34.666667	W114000000	-114.000000													200011
AR604		00010	KZLC	H		N49000000	49.000000	W110000000	-110.000000	N49000000	49.000000	W107000000	-107.000000													200011
AR604		00020	KZLC	H		N49000000	49.000000	W107000000	-107.000000	N47300000	47.500000	W107000000	-107.000000													200011
AR604		00030	KZLC	H		N47300000	47.500000	W107000000	-107.000000	N47300000	47.500000	W110000000	-110.000000													200011
AR604		00040	KZLC	H		N47300000	47.500000	W110000000	-110.000000	N49000000	49.000000	W110000000	-110.000000													200011
AR606		00010	KZMP	H		N48000000	48.000000	W101000000	-101.000000	N48000000	48.000000	W099500000	-99.833333													200011
AR606		00020	KZMP	H		N48000000	48.000000	W099500000	-99.833333	N47560000	47.933333	W098110000	-98.183333													200011
AR606		00030	KZMP	H		N47560000	47.933333	W098110000	-98.183333	N47380000	47.633333	W098020000	-98.033333													200011
AR606		00040	KZMP	H		N47380000	47.633333	W098020000	-98.033333	N47210000	47.350000	W097380000	-97.633333													200011
AR606		00050	KZMP	H		N47210000	47.350000	W097380000	-97.633333	N47000000	47.000000	W097370000	-97.616667													200011
AR606		00060	KZMP	H		N47000000	47.000000	W097370000	-97.616667	N47050000	47.083333	W099390000	-99.650000													200011
AR606		00070	KZMP	H		N47050000	47.083333	W099390000	-99.650000	N47050000	47.083333	W100370000	-100.616667													200011
AR606		00080	KZMP	H		N47050000	47.083333	W100370000	-100.616667	N48000000	48.000000	W101000000	-101.000000													200011
AR607		00010	KZMP	H		N46000000	46.000000	W088000000	-88.000000	N46440000	46.733333	W088000000	-88.000000													200011
AR607		00020	KZMP	H		N46440000	46.733333	W088000000	-88.000000	N46550000	46.916667	W089280000	-89.466667													200011
AR607		00030	KZMP	H		N46550000	46.916667	W089280000	-89.466667	N46550000	46.916667	W090050000	-90.083333													200011
AR607		00040	KZMP	H		N46550000	46.916667	W090050000	-90.083333	N47050000	47.083333	W090050000	-90.083333													200011
AR607		00050	KZMP	H		N47050000	47.083333	W090050000	-90.083333	N47050000	47.083333	W090450000	-90.750000													200011
AR607		00060	KZMP	H		N47050000	47.083333	W090450000	-90.750000	N47000000	47.000000	W091000000	-91.000000													200011
AR607		00070	KZMP	H		N47000000	47.000000	W091000000	-91.000000	N47000000	47.000000	W091250000	-91.416667													200011
AR607		00080	KZMP	H		N47000000	47.000000	W091250000	-91.416667	N46360000	46.600000	W091250000	-91.416667													200011
AR607		00090	KZMP	H		N46360000	46.600000	W091250000	-91.416667	N46000000	46.000000	W090200000	-90.333333													200011
AR607		00100	KZMP	H		N46000000	46.000000	W090200000	-90.333333	N46000000	46.000000	W088000000	-88.000000													200011
