ARF_IDENT	DIRECTION	SEG_NBR	ICAO	SHAP	DERIVATION	WGS_LAT1	WGS_DLAT1	WGS_LONG1	WGS_DLONG1	WGS_LAT2	WGS_DLAT2	WGS_LONG2	WGS_DLONG2	WGS_LAT0	WGS_DLAT0	WGS_LONG0	WGS_DLONG0	RADIUS1	RADIUS2	BEARING1	BEARING2	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
AR640A		00070	KZAU	H		N43153000	43.258333	W087140000	-87.233333	N43190000	43.316667	W087410000	-87.683333													200011
AR640A		00080	KZAU	H		N43190000	43.316667	W087410000	-87.683333	N43263000	43.441667	W088160000	-88.266667													200011
AR640A		00090	KZAU	H		N43263000	43.441667	W088160000	-88.266667	N43360000	43.600000	W089000000	-89.000000													200011
AR640A		00100	KZAU	H		N43360000	43.600000	W089000000	-89.000000	N44240000	44.400000	W089000000	-89.000000													200011
AR640B		00010	KZAU	H		N44240000	44.400000	W089000000	-89.000000	N44153000	44.258333	W088133000	-88.225000													200011
AR640B		00020	KZAU	H		N44153000	44.258333	W088133000	-88.225000	N44053000	44.091667	W087294500	-87.495833													200011
AR640B		00030	KZAU	H		N44053000	44.091667	W087294500	-87.495833	N44011400	44.020556	W086563800	-86.943889													200011
AR640B		00040	KZAU	H		N44011400	44.020556	W086563800	-86.943889	N43410000	43.683333	W086380000	-86.633333													200011
AR640B		00050	KZAU	H		N43410000	43.683333	W086380000	-86.633333	N43170000	43.283333	W086440000	-86.733333													200011
AR640B		00060	KZAU	H		N43170000	43.283333	W086440000	-86.733333	N43153000	43.258333	W087140000	-87.233333													200011
AR640B		00070	KZAU	H		N43153000	43.258333	W087140000	-87.233333	N43190000	43.316667	W087410000	-87.683333													200011
AR640B		00080	KZAU	H		N43190000	43.316667	W087410000	-87.683333	N43263000	43.441667	W088160000	-88.266667													200011
AR640B		00090	KZAU	H		N43263000	43.441667	W088160000	-88.266667	N43360000	43.600000	W089000000	-89.000000													200011
AR640B		00100	KZAU	H		N43360000	43.600000	W089000000	-89.000000	N44240000	44.400000	W089000000	-89.000000													200011
AR641A		00010	KZLA	H		N37580000	37.966667	W115000000	-115.000000	N37170000	37.283333	W114501500	-114.837500													200011
AR641A		00020	KZLA	H		N37170000	37.283333	W114501500	-114.837500	N37280000	37.466667	W114343000	-114.575000													200011
AR641A		00030	KZLA	H		N37280000	37.466667	W114343000	-114.575000	N37280000	37.466667	W114000000	-114.000000													200011
AR641A		00040	KZLA	H		N37280000	37.466667	W114000000	-114.000000	N37430000	37.716667	W113480000	-113.800000													200011
AR641A		00050	KZLA	H		N37430000	37.716667	W113480000	-113.800000	N38000000	38.000000	W114343000	-114.575000													200011
AR641A		00060	KZLA	H		N38000000	38.000000	W114343000	-114.575000	N37580000	37.966667	W115000000	-115.000000													200011
AR642E	E	00010	KZLC	H		N40360000	40.600000	W114270000	-114.450000	N39230000	39.383333	W114270000	-114.450000													200011
AR642E	E	00020	KZLC	H		N39230000	39.383333	W114270000	-114.450000	N39230000	39.383333	W113190000	-113.316667													200011
AR642E	E	00030	KZLC	H		N39230000	39.383333	W113190000	-113.316667	N39440000	39.733333	W113080000	-113.133333													200011
AR642E	E	00040	KZLC	H		N39440000	39.733333	W113080000	-113.133333	N39490000	39.816667	W112430000	-112.716667													200011
AR642E	E	00050	KZLC	H		N39490000	39.816667	W112430000	-112.716667	N40130000	40.216667	W112430000	-112.716667													200011
AR642E	E	00060	KZLC	H		N40130000	40.216667	W112430000	-112.716667	N40290000	40.483333	W113000000	-113.000000													200011
AR642E	E	00070	KZLC	H		N40290000	40.483333	W113000000	-113.000000	N40410000	40.683333	W113000000	-113.000000													200011
AR642E	E	00080	KZLC	H		N40410000	40.683333	W113000000	-113.000000	N40390000	40.650000	W114000000	-114.000000													200011
AR642E	E	00090	KZLC	H		N40390000	40.650000	W114000000	-114.000000	N40360000	40.600000	W114000000	-114.000000													200011
AR642E	E	00100	KZLC	H		N40360000	40.600000	W114000000	-114.000000	N40360000	40.600000	W114270000	-114.450000													200011
AR642W	W	00010	KZLC	H		N40360000	40.600000	W114270000	-114.450000	N39230000	39.383333	W114270000	-114.450000													200011
AR642W	W	00020	KZLC	H		N39230000	39.383333	W114270000	-114.450000	N39230000	39.383333	W113190000	-113.316667													200011
AR642W	W	00030	KZLC	H		N39230000	39.383333	W113190000	-113.316667	N39440000	39.733333	W113080000	-113.133333													200011
AR642W	W	00040	KZLC	H		N39440000	39.733333	W113080000	-113.133333	N39490000	39.816667	W112430000	-112.716667													200011
AR642W	W	00050	KZLC	H		N39490000	39.816667	W112430000	-112.716667	N40130000	40.216667	W112430000	-112.716667													200011
AR642W	W	00060	KZLC	H		N40130000	40.216667	W112430000	-112.716667	N40290000	40.483333	W113000000	-113.000000													200011
AR642W	W	00070	KZLC	H		N40290000	40.483333	W113000000	-113.000000	N40410000	40.683333	W113000000	-113.000000													200011
AR642W	W	00080	KZLC	H		N40410000	40.683333	W113000000	-113.000000	N40390000	40.650000	W114000000	-114.000000													200011
AR642W	W	00090	KZLC	H		N40390000	40.650000	W114000000	-114.000000	N40360000	40.600000	W114000000	-114.000000													200011
AR642W	W	00100	KZLC	H		N40360000	40.600000	W114000000	-114.000000	N40360000	40.600000	W114270000	-114.450000													200011
AR643		00010	KZDV	H		N38153000	38.258333	W104550000	-104.916667	N38040000	38.066667	W104490000	-104.816667													200011
AR643		00020	KZDV	H		N38040000	38.066667	W104490000	-104.816667	N37550000	37.916667	W104380000	-104.633333													200011
AR643		00030	KZDV	H		N37550000	37.916667	W104380000	-104.633333	N37240000	37.400000	W104480000	-104.800000													200011
AR643		00040	KZDV	H		N37240000	37.400000	W104480000	-104.800000	N36490000	36.816667	W105000000	-105.000000													200011
AR643		00050	KZDV	H		N36490000	36.816667	W105000000	-105.000000	N36490000	36.816667	W105470000	-105.783333													200011
AR643		00060	KZDV	H		N36490000	36.816667	W105470000	-105.783333	N37260000	37.433333	W105360000	-105.600000													200011
AR643		00070	KZDV	H		N37260000	37.433333	W105360000	-105.600000	N38170000	38.283333	W105190000	-105.316667													200011
AR643		00080	KZDV	H		N38170000	38.283333	W105190000	-105.316667	N38153000	38.258333	W104550000	-104.916667													200011
AR644	N	00010	KZAB	H		N34050000	34.083333	W106040000	-106.066667	N34050000	34.083333	W105353000	-105.591667													200011
AR644	N	00020	KZAB	H		N34050000	34.083333	W105353000	-105.591667	N33340000	33.566667	W105000000	-105.000000													200011
AR644	N	00030	KZAB	H		N33340000	33.566667	W105000000	-105.000000	N33100000	33.166667	W105000000	-105.000000													200011
AR644	N	00040	KZAB	H		N33100000	33.166667	W105000000	-105.000000	N32570000	32.950000	W105193000	-105.325000													200011
AR644	N	00050	KZAB	H		N32570000	32.950000	W105193000	-105.325000	N32560000	32.933333	W106040000	-106.066667													200011
AR644	N	00060	KZAB	H		N32560000	32.933333	W106040000	-106.066667	N34050000	34.083333	W106040000	-106.066667													200011
AR644	S	00010	KZAB	H		N34050000	34.083333	W106040000	-106.066667	N34050000	34.083333	W105353000	-105.591667													200011
AR644	S	00020	KZAB	H		N34050000	34.083333	W105353000	-105.591667	N33340000	33.566667	W105000000	-105.000000													200011
AR644	S	00030	KZAB	H		N33340000	33.566667	W105000000	-105.000000	N33100000	33.166667	W105000000	-105.000000													200011
AR644	S	00040	KZAB	H		N33100000	33.166667	W105000000	-105.000000	N32570000	32.950000	W105193000	-105.325000													200011
AR644	S	00050	KZAB	H		N32570000	32.950000	W105193000	-105.325000	N32560000	32.933333	W106040000	-106.066667													200011
AR644	S	00060	KZAB	H		N32560000	32.933333	W106040000	-106.066667	N34050000	34.083333	W106040000	-106.066667													200011
AR645		00010	KZSE	H		N43380000	43.633333	W121170000	-121.283333	N43450000	43.750000	W120400000	-120.666667													200011
AR645		00020	KZSE	H		N43450000	43.750000	W120400000	-120.666667	N42240000	42.400000	W120130000	-120.216667													200011
AR645		00030	KZSE	H		N42240000	42.400000	W120130000	-120.216667	N42182200	42.306111	W120372600	-120.623889													200011
AR645		00040	KZSE	H		N42182200	42.306111	W120372600	-120.623889	N42170000	42.283333	W120490000	-120.816667													200011
AR645		00050	KZSE	H		N42170000	42.283333	W120490000	-120.816667	N43380000	43.633333	W121170000	-121.283333													200011
AR646		00010	KZHU	H		N28480000	28.800000	W089593000	-89.991667	N27320000	27.533333	W089200000	-89.333333													200011
AR646		00020	KZHU	H		N27320000	27.533333	W089200000	-89.333333	N27440000	27.733333	W088510000	-88.850000													200011
AR646		00030	KZHU	H		N27440000	27.733333	W088510000	-88.850000	N29000000	29.000000	W089310000	-89.516667													200011
AR646		00040	KZHU	H		N29000000	29.000000	W089310000	-89.516667	N28480000	28.800000	W089593000	-89.991667													200011
AR647		00010	KZAB	H		N32110000	32.183333	W111390000	-111.650000	N32193000	32.325000	W111473000	-111.791667													200011
AR647		00020	KZAB	H		N32193000	32.325000	W111473000	-111.791667	N32290000	32.483333	W113050000	-113.083333													200011
AR647		00030	KZAB	H		N32290000	32.483333	W113050000	-113.083333	N32243000	32.408333	W113113000	-113.191667													200011
AR647		00040	KZAB	H		N32243000	32.408333	W113113000	-113.191667	N32083000	32.141667	W113150000	-113.250000													200011
AR647		00050	KZAB	H		N32083000	32.141667	W113150000	-113.250000	N32013000	32.025000	W113080000	-113.133333													200011
AR647		00060	KZAB	H		N32013000	32.025000	W113080000	-113.133333	N31510000	31.850000	W111550000	-111.916667													200011
AR647		00070	KZAB	H		N31510000	31.850000	W111550000	-111.916667	N31520000	31.866667	W111430000	-111.716667													200011
AR647		00080	KZAB	H		N31520000	31.866667	W111430000	-111.716667	N32110000	32.183333	W111390000	-111.650000													200011
AR647A		00010	KZAB	H		N32110000	32.183333	W111390000	-111.650000	N32193000	32.325000	W111473000	-111.791667													200107
AR647A		00020	KZAB	H		N32193000	32.325000	W111473000	-111.791667	N32290000	32.483333	W113050000	-113.083333													200107
AR647A		00030	KZAB	H		N32290000	32.483333	W113050000	-113.083333	N32243000	32.408333	W113113000	-113.191667													200107
AR647A		00040	KZAB	H		N32243000	32.408333	W113113000	-113.191667	N32083000	32.141667	W113150000	-113.250000													200107
AR647A		00050	KZAB	H		N32083000	32.141667	W113150000	-113.250000	N32013000	32.025000	W113080000	-113.133333													200107
AR647A		00060	KZAB	H		N32013000	32.025000	W113080000	-113.133333	N31510000	31.850000	W111550000	-111.916667													200107
AR647A		00070	KZAB	H		N31510000	31.850000	W111550000	-111.916667	N31520000	31.866667	W111430000	-111.716667													200107
AR647A		00080	KZAB	H		N31520000	31.866667	W111430000	-111.716667	N32110000	32.183333	W111390000	-111.650000													200107
AR648A		00010	KZLC	H		N40411800	40.688333	W116275400	-116.465000	N41172400	41.290000	W114484200	-114.811667													200011
AR648A		00020	KZLC	H		N41172400	41.290000	W114484200	-114.811667	N41425400	41.715000	W115043000	-115.075000													200011
AR648A		00030	KZLC	H		N41425400	41.715000	W115043000	-115.075000	N41062400	41.106667	W116452400	-116.756667													200011
AR648A		00040	KZLC	H		N41062400	41.106667	W116452400	-116.756667	N40411800	40.688333	W116275400	-116.465000													200011
AR648B		00010	KZLC	H		N40411800	40.688333	W116275400	-116.465000	N41172400	41.290000	W114484200	-114.811667													200011
AR648B		00020	KZLC	H		N41172400	41.290000	W114484200	-114.811667	N41425400	41.715000	W115043000	-115.075000													200011
AR648B		00030	KZLC	H		N41425400	41.715000	W115043000	-115.075000	N41062400	41.106667	W116452400	-116.756667													200011
AR648B		00040	KZLC	H		N41062400	41.106667	W116452400	-116.756667	N40411800	40.688333	W116275400	-116.465000													200011
AR649		00010	KZLA	H		N34420000	34.700000	W115160000	-115.266667	N34400000	34.666667	W114000000	-114.000000													200011
AR649		00020	KZLA	H		N34400000	34.666667	W114000000	-114.000000	N34230000	34.383333	W114000000	-114.000000													200011
AR649		00030	KZLA	H		N34230000	34.383333	W114000000	-114.000000	N34140000	34.233333	W114300000	-114.500000													200011
AR649		00040	KZLA	H		N34140000	34.233333	W114300000	-114.500000	N34140000	34.233333	W115300000	-115.500000													200011
AR649		00050	KZLA	H		N34140000	34.233333	W115300000	-115.500000	N34190000	34.316667	W115250000	-115.416667													200011
AR649		00060	KZLA	H		N34190000	34.316667	W115250000	-115.416667	N34420000	34.700000	W115160000	-115.266667													200011
AR650		00010	KZAB	H		N30435400	30.731667	W103003000	-103.008333	N30383600	30.643333	W102475400	-102.798333													200503
AR650		00020	KZAB	H		N30383600	30.643333	W102475400	-102.798333	N30175400	30.298333	W102484800	-102.813333													200503
AR650		00030	KZAB	H		N30175400	30.298333	W102484800	-102.813333	N29391800	29.655000	W103102400	-103.173333													200503
AR650		00040	KZAB	H		N29391800	29.655000	W103102400	-103.173333	N29254200	29.428333	W103283000	-103.475000													200503
AR650		00050	KZAB	H		N29254200	29.428333	W103283000	-103.475000	N29305400	29.515000	W103410000	-103.683333													200503
AR650		00060	KZAB	H		N29305400	29.515000	W103410000	-103.683333	N29513600	29.860000	W103401200	-103.670000													200503
AR650		00070	KZAB	H		N29513600	29.860000	W103401200	-103.670000	N30302400	30.506667	W103184200	-103.311667													200503
AR650		00080	KZAB	H		N30302400	30.506667	W103184200	-103.311667	N30435400	30.731667	W103003000	-103.008333													200503
AR651		00010	KZLA	H		N32200000	32.333333	W119000000	-119.000000	N31300000	31.500000	W119150000	-119.250000													200105
AR651		00020	KZLA	H		N31300000	31.500000	W119150000	-119.250000	N31250000	31.416667	W118530000	-118.883333													200105
AR651		00030	KZLA	H		N31250000	31.416667	W118530000	-118.883333	N32150000	32.250000	W118370000	-118.616667													200105
AR651		00040	KZLA	H		N32150000	32.250000	W118370000	-118.616667	N32200000	32.333333	W119000000	-119.000000													200105
AR653		00010	KZKC	H		N39015800	39.032778	W097501600	-97.837778	N39080000	39.133333	W098300000	-98.500000													200108
AR653		00020	KZKC	H		N39080000	39.133333	W098300000	-98.500000	N39260000	39.433333	W098300000	-98.500000													200007
AR653		00030	KZKC	H		N39260000	39.433333	W098300000	-98.500000	N39373000	39.625000	W097390000	-97.650000													200007
AR653		00040	KZKC	H		N39373000	39.625000	W097390000	-97.650000	N39463000	39.775000	W097000000	-97.000000													200007
AR653		00050	KZKC	H		N39463000	39.775000	W097000000	-97.000000	N39053000	39.091667	W097000000	-97.000000													200007
AR653		00060	KZKC	H		N39053000	39.091667	W097000000	-97.000000	N39012600	39.023889	W097235400	-97.398333													200108
AR653		00070	KZKC	L	E	N39012600	39.023889	W097235400	-97.398333	N39015800	39.032778	W097501600	-97.837778	N38553050	38.925139	W097371690	-97.621361	12.00				SLN	2	US	1	200108
AR655		00010	KZMA	H		N27213000	27.358333	W083050000	-83.083333	N27213000	27.358333	W084280000	-84.466667													200011
AR655		00020	KZMA	H		N27213000	27.358333	W084280000	-84.466667	N27483000	27.808333	W084280000	-84.466667													200011
AR655		00030	KZMA	H		N27483000	27.808333	W084280000	-84.466667	N27483000	27.808333	W083050000	-83.083333													200011
AR655		00040	KZMA	H		N27483000	27.808333	W083050000	-83.083333	N27213000	27.358333	W083050000	-83.083333													200011
AR657		00010	KZLA	H		N32010000	32.016667	W119070000	-119.116667	N30510000	30.850000	W119520000	-119.866667													200011
AR657		00020	KZLA	H		N30510000	30.850000	W119520000	-119.866667	N30370000	30.616667	W119240000	-119.400000													200011
AR657		00030	KZLA	H		N30370000	30.616667	W119240000	-119.400000	N31470000	31.783333	W118380000	-118.633333													200011
AR657		00040	KZLA	H		N31470000	31.783333	W118380000	-118.633333	N32010000	32.016667	W119070000	-119.116667													200011
AR658		00010	KZAB	H		N35083000	35.141667	W111340000	-111.566667	N35220000	35.366667	W111280000	-111.466667													200203
AR658		00020	KZAB	H		N35220000	35.366667	W111280000	-111.466667	N36003000	36.008333	W110290000	-110.483333													200203
AR658		00030	KZAB	H		N36003000	36.008333	W110290000	-110.483333	N36030000	36.050000	W110130000	-110.216667													200203
AR658		00040	KZAB	H		N36030000	36.050000	W110130000	-110.216667	N35510000	35.850000	W110010000	-110.016667													200203
AR658		00050	KZAB	H		N35510000	35.850000	W110010000	-110.016667	N35380000	35.633333	W110060000	-110.100000													200203
AR658		00060	KZAB	H		N35380000	35.633333	W110060000	-110.100000	N34590000	34.983333	W111070000	-111.116667													200203
AR658		00070	KZAB	H		N34590000	34.983333	W111070000	-111.116667	N34580000	34.966667	W111230000	-111.383333													200203
AR658		00080	KZAB	H		N34580000	34.966667	W111230000	-111.383333	N35083000	35.141667	W111340000	-111.566667													200203
AR659		00010	KZLC	H		N39330000	39.550000	W114150000	-114.250000	N39330000	39.550000	W114530000	-114.883333													200011
AR659		00020	KZLC	H		N39330000	39.550000	W114530000	-114.883333	N40360000	40.600000	W114540000	-114.900000													200011
AR659		00030	KZLC	H		N40360000	40.600000	W114540000	-114.900000	N40360000	40.600000	W114150000	-114.250000													200011
AR659		00040	KZLC	H		N40360000	40.600000	W114150000	-114.250000	N39330000	39.550000	W114150000	-114.250000													200011
AR667		00010	KZLA	H		N36420000	36.700000	W119590000	-119.983333	N36410000	36.683333	W120090000	-120.150000													200011
AR667		00020	KZLA	H		N36410000	36.683333	W120090000	-120.150000	N36320000	36.533333	W120300000	-120.500000													200011
AR667		00030	KZLA	H		N36320000	36.533333	W120300000	-120.500000	N36293000	36.491667	W120300000	-120.500000													200011
AR667		00040	KZLA	H		N36293000	36.491667	W120300000	-120.500000	N35423000	35.708333	W119550000	-119.916667													200011
AR667		00050	KZLA	H		N35423000	35.708333	W119550000	-119.916667	N35380000	35.633333	W119300000	-119.500000													200011
AR667		00060	KZLA	H		N35380000	35.633333	W119300000	-119.500000	N35494200	35.828333	W119221800	-119.371667													200011
AR667		00070	KZLA	H		N35494200	35.828333	W119221800	-119.371667	N36350000	36.583333	W119450000	-119.750000													200011
AR667		00080	KZLA	H		N36350000	36.583333	W119450000	-119.750000	N36420000	36.700000	W119590000	-119.983333													200011
AR669		00010	KZKC	H		N36250000	36.416667	W099240000	-99.400000	N36240000	36.400000	W097510000	-97.850000													200011
AR669		00020	KZKC	H		N36240000	36.400000	W097510000	-97.850000	N35580000	35.966667	W097510000	-97.850000													200011
AR669		00030	KZKC	H		N35580000	35.966667	W097510000	-97.850000	N35550000	35.916667	W098000000	-98.000000													200011
AR669		00040	KZKC	H		N35550000	35.916667	W098000000	-98.000000	N35560000	35.933333	W099240000	-99.400000													200011
AR669		00050	KZKC	H		N35560000	35.933333	W099240000	-99.400000	N36250000	36.416667	W099240000	-99.400000													200011
AR674		00010	KZAB	H		N35234200	35.395000	W109443000	-109.741667	N35280000	35.466667	W109410000	-109.683333													200011
AR674		00020	KZAB	H		N35280000	35.466667	W109410000	-109.683333	N35330000	35.550000	W109350000	-109.583333													200011
AR674		00030	KZAB	H		N35330000	35.550000	W109350000	-109.583333	N35360000	35.600000	W109280000	-109.466667													200011
AR674		00040	KZAB	H		N35360000	35.600000	W109280000	-109.466667	N35580000	35.966667	W108053000	-108.091667													200011
AR674		00050	KZAB	H		N35580000	35.966667	W108053000	-108.091667	N35590000	35.983333	W107560000	-107.933333													200011
AR674		00060	KZAB	H		N35590000	35.983333	W107560000	-107.933333	N35581800	35.971667	W107480000	-107.800000													200011
AR674		00070	KZAB	H		N35581800	35.971667	W107480000	-107.800000	N35570000	35.950000	W107430000	-107.716667													200011
AR674		00080	KZAB	H		N35570000	35.950000	W107430000	-107.716667	N35430000	35.716667	W107373000	-107.625000													200011
AR674		00090	KZAB	H		N35430000	35.716667	W107373000	-107.625000	N35391800	35.655000	W107400000	-107.666667													200011
AR674		00100	KZAB	H		N35391800	35.655000	W107400000	-107.666667	N35333000	35.558333	W107470000	-107.783333													200011
AR674		00110	KZAB	H		N35333000	35.558333	W107470000	-107.783333	N35310000	35.516667	W107543000	-107.908333													200011
AR674		00120	KZAB	H		N35310000	35.516667	W107543000	-107.908333	N35090000	35.150000	W109170000	-109.283333													200011
AR674		00130	KZAB	H		N35090000	35.150000	W109170000	-109.283333	N35080000	35.133333	W109250000	-109.416667													200011
AR674		00140	KZAB	H		N35080000	35.133333	W109250000	-109.416667	N35083000	35.141667	W109340000	-109.566667													200011
AR674		00150	KZAB	H		N35083000	35.141667	W109340000	-109.566667	N35100000	35.166667	W109390000	-109.650000													200011
AR674		00160	KZAB	H		N35100000	35.166667	W109390000	-109.650000	N35234200	35.395000	W109443000	-109.741667													200011
AR716		00010	KZMA	H		N26100000	26.166667	W082170000	-82.283333	N26100000	26.166667	W084400000	-84.666667													200011
AR716		00020	KZMA	H		N26100000	26.166667	W084400000	-84.666667	N27190000	27.316667	W084400000	-84.666667													200011
AR716		00030	KZMA	H		N27190000	27.316667	W084400000	-84.666667	N27190000	27.316667	W082470000	-82.783333													200011
AR716		00040	KZMA	H		N27190000	27.316667	W082470000	-82.783333	N26100000	26.166667	W082170000	-82.283333													200011
AR717A		00010	KZSE	H		N49000000	49.000000	W120000000	-120.000000	N49000000	49.000000	W116480000	-116.800000													200011
AR717A		00020	KZSE	H		N49000000	49.000000	W116480000	-116.800000	N48220000	48.366667	W117280000	-117.466667													200011
AR717A		00030	KZSE	H		N48220000	48.366667	W117280000	-117.466667	N48220000	48.366667	W118060000	-118.100000													200011
AR717A		00040	KZSE	H		N48220000	48.366667	W118060000	-118.100000	N48033000	48.058333	W119000000	-119.000000													200011
AR717A		00050	KZSE	H		N48033000	48.058333	W119000000	-119.000000	N48083000	48.141667	W120273000	-120.458333													200011
AR717A		00060	KZSE	H		N48083000	48.141667	W120273000	-120.458333	N49000000	49.000000	W120000000	-120.000000													200011
AR717B		00010	KZSE	H		N49000000	49.000000	W120000000	-120.000000	N49000000	49.000000	W116480000	-116.800000													200011
AR717B		00020	KZSE	H		N49000000	49.000000	W116480000	-116.800000	N48220000	48.366667	W117280000	-117.466667													200011
AR717B		00030	KZSE	H		N48220000	48.366667	W117280000	-117.466667	N48220000	48.366667	W118060000	-118.100000													200011
AR717B		00040	KZSE	H		N48220000	48.366667	W118060000	-118.100000	N48033000	48.058333	W119000000	-119.000000													200011
AR717B		00050	KZSE	H		N48033000	48.058333	W119000000	-119.000000	N48083000	48.141667	W120273000	-120.458333													200011
AR717B		00060	KZSE	H		N48083000	48.141667	W120273000	-120.458333	N49000000	49.000000	W120000000	-120.000000													200011
AR719		00010	PAZA	H		N66100000	66.166667	W145050000	-145.083333	N66100000	66.166667	W141000000	-141.000000													200011
AR719		00020	PAZA	H		N66100000	66.166667	W141000000	-141.000000	N64000000	64.000000	W141000000	-141.000000													200011
AR719		00030	PAZA	H		N64000000	64.000000	W141000000	-141.000000	N64000000	64.000000	W144000000	-144.000000													200011
AR719		00040	PAZA	H		N64000000	64.000000	W144000000	-144.000000	N64300000	64.500000	W146000000	-146.000000													200011
AR719		00050	PAZA	H		N64300000	64.500000	W146000000	-146.000000	N65230000	65.383333	W146000000	-146.000000													200011
AR719		00060	PAZA	H		N65230000	65.383333	W146000000	-146.000000	N66100000	66.166667	W145050000	-145.083333													200011
AR720	NE	00010	PAZA	H		N63580000	63.966667	W148000000	-148.000000	N63560000	63.933333	W147020000	-147.033333													200011
AR720	NE	00020	PAZA	H		N63560000	63.933333	W147020000	-147.033333	N63440000	63.733333	W146300000	-146.500000													200011
AR720	NE	00030	PAZA	H		N63440000	63.733333	W146300000	-146.500000	N63420000	63.700000	W146130000	-146.216667													200011
AR720	NE	00040	PAZA	H		N63420000	63.700000	W146130000	-146.216667	N63430000	63.716667	W145540000	-145.900000													200011
AR720	NE	00050	PAZA	H		N63430000	63.716667	W145540000	-145.900000	N62170000	62.283333	W145540000	-145.900000													200011
AR720	NE	00060	PAZA	H		N62170000	62.283333	W145540000	-145.900000	N61550000	61.916667	W148500000	-148.833333													200011
AR720	NE	00070	PAZA	H		N61550000	61.916667	W148500000	-148.833333	N62270000	62.450000	W148540000	-148.900000													200011
AR720	NE	00080	PAZA	H		N62270000	62.450000	W148540000	-148.900000	N62330000	62.550000	W148480000	-148.800000													200011
AR720	NE	00090	PAZA	H		N62330000	62.550000	W148480000	-148.800000	N63580000	63.966667	W148000000	-148.000000													200011
AR720	SW	00010	PAZA	H		N63580000	63.966667	W148000000	-148.000000	N63560000	63.933333	W147020000	-147.033333													200011
AR720	SW	00020	PAZA	H		N63560000	63.933333	W147020000	-147.033333	N63440000	63.733333	W146300000	-146.500000													200011
AR720	SW	00030	PAZA	H		N63440000	63.733333	W146300000	-146.500000	N63420000	63.700000	W146130000	-146.216667													200011
AR720	SW	00040	PAZA	H		N63420000	63.700000	W146130000	-146.216667	N63430000	63.716667	W145540000	-145.900000													200011
AR720	SW	00050	PAZA	H		N63430000	63.716667	W145540000	-145.900000	N62170000	62.283333	W145540000	-145.900000													200011
AR720	SW	00060	PAZA	H		N62170000	62.283333	W145540000	-145.900000	N61550000	61.916667	W148500000	-148.833333													200011
AR720	SW	00070	PAZA	H		N61550000	61.916667	W148500000	-148.833333	N62270000	62.450000	W148540000	-148.900000													200011
AR720	SW	00080	PAZA	H		N62270000	62.450000	W148540000	-148.900000	N62330000	62.550000	W148480000	-148.800000													200011
AR720	SW	00090	PAZA	H		N62330000	62.550000	W148480000	-148.800000	N63580000	63.966667	W148000000	-148.000000													200011
AR721	NE	00010	PAZA	H		N60300000	60.500000	W159000000	-159.000000	N60500000	60.833333	W156000000	-156.000000													200011
AR721	NE	00020	PAZA	H		N60500000	60.833333	W156000000	-156.000000	N60530000	60.883333	W154280000	-154.466667													200011
AR721	NE	00030	PAZA	H		N60530000	60.883333	W154280000	-154.466667	N60260000	60.433333	W154130000	-154.216667													200011
AR721	NE	00040	PAZA	H		N60260000	60.433333	W154130000	-154.216667	N59300000	59.500000	W158000000	-158.000000													200011
AR721	NE	00050	PAZA	H		N59300000	59.500000	W158000000	-158.000000	N59550000	59.916667	W159000000	-159.000000													200011
AR721	NE	00060	PAZA	H		N59550000	59.916667	W159000000	-159.000000	N60300000	60.500000	W159000000	-159.000000													200011
AR721	SW	00010	PAZA	H		N60300000	60.500000	W159000000	-159.000000	N60500000	60.833333	W156000000	-156.000000													200011
AR721	SW	00020	PAZA	H		N60500000	60.833333	W156000000	-156.000000	N60530000	60.883333	W154280000	-154.466667													200011
AR721	SW	00030	PAZA	H		N60530000	60.883333	W154280000	-154.466667	N60260000	60.433333	W154130000	-154.216667													200011
AR721	SW	00040	PAZA	H		N60260000	60.433333	W154130000	-154.216667	N59300000	59.500000	W158000000	-158.000000													200011
AR721	SW	00050	PAZA	H		N59300000	59.500000	W158000000	-158.000000	N59550000	59.916667	W159000000	-159.000000													200011
AR721	SW	00060	PAZA	H		N59550000	59.916667	W159000000	-159.000000	N60300000	60.500000	W159000000	-159.000000													200011
AR722	NE	00010	PAZA	H		N55430000	55.716667	W161330000	-161.550000	N56560000	56.933333	W159280000	-159.466667													200011
AR722	NE	00020	PAZA	H		N56560000	56.933333	W159280000	-159.466667	N56050000	56.083333	W158100000	-158.166667													200011
AR722	NE	00030	PAZA	H		N56050000	56.083333	W158100000	-158.166667	N55050000	55.083333	W160340000	-160.566667													200011
AR722	NE	00040	PAZA	H		N55050000	55.083333	W160340000	-160.566667	N55430000	55.716667	W161330000	-161.550000													200011
AR722	SW	00010	PAZA	H		N55430000	55.716667	W161330000	-161.550000	N56560000	56.933333	W159280000	-159.466667													200011
AR722	SW	00020	PAZA	H		N56560000	56.933333	W159280000	-159.466667	N56050000	56.083333	W158100000	-158.166667													200011
AR722	SW	00030	PAZA	H		N56050000	56.083333	W158100000	-158.166667	N55050000	55.083333	W160340000	-160.566667													200011
AR722	SW	00040	PAZA	H		N55050000	55.083333	W160340000	-160.566667	N55430000	55.716667	W161330000	-161.550000													200011
AR723		00010	PAZA	H		N62350000	62.583333	W156000000	-156.000000	N61530000	61.883333	W153210000	-153.350000													200011
