ARF_IDENT	DIRECTION	PT_SEQ_NBR	ICAO	USAGE	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	CYCLE_DATE
AR624		35	KZLA	AP		BCE	2	US	1	157	057	N36450000	36.750000	W112090000	-112.150000	199802
AR624		38	KZLA	AP		BCE	2	US	1	175	056	N36460000	36.766667	W112340000	-112.566667	199802
AR624		40	KZLA	EX		BCE	2	US	1	157	057	N36450000	36.750000	W112090000	-112.150000	199511
AR625H		10	KZOA	ET		MVA	2	US	1	164	085	N37090000	37.150000	W118020000	-118.033333	199709
AR625H		15	KZOA	ET		MVA	2	US	1	190	017	N38190000	38.316667	W118110000	-118.183333	200013
AR625H		20	KZOA	ET		MVA	2	US	1	102	031	N38190000	38.316667	W117290000	-117.483333	200013
AR625H		25	KZOA	IP		MVA	2	US	1	164	085	N37090000	37.150000	W118020000	-118.033333	199709
AR625H		30	KZOA	IP		MVA	2	US	1	164	077	N37170000	37.283333	W118020000	-118.033333	200011
AR625H		35	KZOA	AN		MVA	2	US	1	164	015	N38190000	38.316667	W118020000	-118.033333	200011
AR625H		40	KZOA	AP		MVA	2	US	1	164	015	N38190000	38.316667	W118020000	-118.033333	199802
AR625H		45	KZOA	AP		MVA	2	US	1	112	025	N38190000	38.316667	W117360000	-117.600000	199802
AR625H		50	KZOA	AP		MVA	2	US	1	147	068	N37290000	37.483333	W117360000	-117.600000	199802
AR625H		55	KZOA	AP		MVA	2	US	1	164	065	N37290000	37.483333	W118020000	-118.033333	199802
AR625H		60	KZOA	EX		MVA	2	US	1	151	084	N37120000	37.200000	W117370000	-117.616667	199709
AR625H		65	KZOA	EX		MVA	2	US	1	068	025	N38360000	38.600000	W117300000	-117.500000	200011
AR625H		70	KZOA	EX		MVA	2	US	1	342	002	N38360000	38.600000	W118020000	-118.033333	200011
AR625H		75	KZOA	EX		MVA	2	US	1	143	058	N37390000	37.650000	W117360000	-117.600000	199709
AR625L		10	KZOA	ET		MVA	2	US	1	164	085	N37090000	37.150000	W118020000	-118.033333	199709
AR625L		15	KZOA	ET		MVA	2	US	1	190	017	N38190000	38.316667	W118110000	-118.183333	200013
AR625L		20	KZOA	ET		MVA	2	US	1	102	031	N38190000	38.316667	W117290000	-117.483333	200013
AR625L		25	KZOA	IP		MVA	2	US	1	164	085	N37090000	37.150000	W118020000	-118.033333	199709
AR625L		30	KZOA	IP		MVA	2	US	1	164	077	N37170000	37.283333	W118020000	-118.033333	200011
AR625L		35	KZOA	AN		MVA	2	US	1	164	015	N38190000	38.316667	W118020000	-118.033333	200011
AR625L		40	KZOA	AP		MVA	2	US	1	164	015	N38190000	38.316667	W118020000	-118.033333	199802
AR625L		45	KZOA	AP		MVA	2	US	1	112	025	N38190000	38.316667	W117360000	-117.600000	199802
AR625L		50	KZOA	AP		MVA	2	US	1	147	068	N37290000	37.483333	W117360000	-117.600000	199802
AR625L		55	KZOA	AP		MVA	2	US	1	164	065	N37290000	37.483333	W118020000	-118.033333	199802
AR625L		60	KZOA	EX		MVA	2	US	1	151	084	N37120000	37.200000	W117370000	-117.616667	199709
AR625L		65	KZOA	EX		MVA	2	US	1	068	025	N38360000	38.600000	W117300000	-117.500000	200011
AR625L		70	KZOA	EX		MVA	2	US	1	342	002	N38360000	38.600000	W118020000	-118.033333	200011
AR625L		75	KZOA	EX		MVA	2	US	1	143	058	N37390000	37.650000	W117360000	-117.600000	199709
AR626		10	KZSE	ET		HQM	2	US	1	269	014	N47013000	47.025000	W124273000	-124.458333	199709
AR626		15	KZSE	IP		HQM	2	US	1	269	014	N47013000	47.025000	W124273000	-124.458333	199709
AR626		20	KZSE	AN		TOU	2	US	1	222	050	N47563000	47.941666	W125450000	-125.750000	199513
AR626		25	KZSE	AP		TOU	2	US	1	222	050	N47563000	47.941667	W125450000	-125.750000	199803
AR626		30	KZSE	AP		TOU	2	US	1	215	070	N47410000	47.683333	W126040000	-126.066667	199803
AR626		35	KZSE	AP		HQM	2	US	1	265	041	N47090000	47.150000	W125070000	-125.116667	199803
AR626		40	KZSE	AP		HQM	2	US	1	294	038	N47240000	47.400000	W124480000	-124.800000	199803
AR626		45	KZSE	EX		HQM	2	US	1	294	038	N47240000	47.400000	W124480000	-124.800000	199709
AR627		5	KZJX	ET		TAY	2	US	1	322	112	N31542000	31.905556	W084001500	-84.004167	200208
AR627		10	KZJX	ET	Y	TAY	2	US	1			N30301670	30.504638	W082331045	-82.552903	200208
AR627		20	KZJX	ET		TAY	2	US	1	331	102	N31564500	31.945833	W083372500	-83.623611	199603
AR627		23	KZJX	IP		TAY	2	US	1	322	112	N31542000	31.905556	W084001500	-84.004167	200208
AR627		25	KZJX	IP	Y	TAY	2	US	1			N30301670	30.504638	W082331045	-82.552903	199511
AR627		35	KZJX	AN		TAY	2	US	1	306	045	N30550000	30.916667	W083173000	-83.291667	199709
AR627		40	KZJX	AN		TAY	2	US	1	331	085	N31414500	31.695833	W083260000	-83.433334	199511
AR627		45	KZJX	AP		TAY	2	US	1	306	045	N30550000	30.916667	W083173000	-83.291667	199803
AR627		50	KZJX	AP		TAY	2	US	1	331	040	N31040000	31.066667	W082575500	-82.965278	199803
AR627		55	KZJX	AP		TAY	2	US	1	331	085	N31414500	31.695833	W083260000	-83.433333	199803
AR627		60	KZJX	AP		TAY	2	US	1	319	088	N31324500	31.545833	W083444500	-83.745833	199803
AR627		65	KZJX	EX		TAY	2	US	1	331	102	N31564500	31.945833	W083372500	-83.623611	199511
AR627		70	KZJX	EX		TAY	2	US	1	292	031	N30400000	30.666667	W083070000	-83.116667	199709
AR628		10	KZSE	ET		HQM	2	US	1	196	054	N46144000	46.244444	W124570000	-124.950000	199709
AR628		15	KZSE	ET		ONP	2	US	1	277	020	N44440000	44.733333	W124280000	-124.466667	199709
AR628		20	KZSE	IP		HQM	2	US	1	196	054	N46144000	46.244444	W124570000	-124.950000	199709
AR628		25	KZSE	AN		ONP	2	US	1	287	049	N45044000	45.077778	W124570000	-124.950000	199511
AR628		30	KZSE	AP		ONP	2	US	1	287	049	N45044000	45.077778	W124570000	-124.950000	199803
AR628		35	KZSE	AP		ONP	2	US	1	308	035	N45044000	45.077778	W124284000	-124.477778	199803
AR628		40	KZSE	AP		HQM	2	US	1	170	064	N45544000	45.911111	W124280000	-124.466667	199803
AR628		45	KZSE	AP		HQM	2	US	1	186	070	N45544000	45.911111	W124570000	-124.950000	199803
AR628		50	KZSE	EX		ONP	2	US	1	243	038	N44300000	44.500000	W124570000	-124.950000	199511
AR629		10	KZMP	ET		MIB	3	US	1	252	021	N48220000	48.366667	W101530000	-101.883333	200014
AR629		15	KZMP	IP		MIB	3	US	1	252	021	N48220000	48.366667	W101530000	-101.883333	200014
AR629		20	KZMP	AN		MIB	3	US	1	069	028	N48300000	48.500000	W100400000	-100.666667	200014
AR629		25	KZMP	AP		MIB	3	US	1	069	028	N48300000	48.500000	W100400000	-100.666667	200014
AR629		30	KZMP	AP		MIB	3	US	1	038	036	N48490000	48.816667	W100420000	-100.700000	200014
AR629		35	KZMP	AP		MIB	3	US	1	304	025	N48420000	48.700000	W101490000	-101.816667	200014
AR629		40	KZMP	AP		MIB	3	US	1	252	021	N48220000	48.366667	W101530000	-101.883333	200014
AR629		45	KZMP	EX		MIB	3	US	1	304	025	N48420000	48.700001	W101490000	-101.816667	200014
AR630		10	KZSE	ET		OTH	2	US	1	186	076	N42160000	42.266666	W124540000	-124.900000	199511
AR630		15	KZSE	IP		OTH	2	US	1	186	076	N42160000	42.266666	W124540000	-124.900000	199511
AR630		20	KZSE	AN		OTH	2	US	1	255	032	N43270000	43.450001	W124540000	-124.900000	199511
AR630		25	KZSE	AP		OTH	2	US	1	255	032	N43270000	43.450000	W124540000	-124.900000	199803
AR630		30	KZSE	AP		OTH	2	US	1	253	052	N43270000	43.450000	W125220000	-125.366667	199803
AR630		35	KZSE	AP		OTH	2	US	1	207	072	N42360000	42.600000	W125220000	-125.366667	199803
AR630		40	KZSE	AP		OTH	2	US	1	194	059	N42360000	42.600000	W124540000	-124.900000	199803
AR630		45	KZSE	EX		OTH	2	US	1	207	072	N42360000	42.600000	W125220000	-125.366667	199709
AR631		10	KZBW	ET		ENE	2	US	1	272	045	N43130000	43.216667	W071370000	-71.616667	200011
AR631		15	KZBW	IP		GFL	2	US	1	107	018	N43190000	43.316667	W073120000	-73.200000	200012
AR631		20	KZBW	AN		ENE	2	US	1	272	045	N43130000	43.216667	W071370000	-71.616667	199709
AR631		25	KZBW	AP		ENE	2	US	1	272	045	N43133000	43.225000	W071370000	-71.616667	199709
AR631		30	KZBW	AP		ENE	2	US	1	298	043	N43330000	43.550000	W071350000	-71.583333	199709
AR631		35	KZBW	AP		ENE	2	US	1	295	092	N43380000	43.633333	W072430000	-72.716667	199709
AR631		40	KZBW	AP		ENE	2	US	1	282	093	N43160000	43.266666	W072430000	-72.716667	199511
AR631		45	KZBW	EX		ENE	2	US	1	264	030	N43120000	43.200000	W071140000	-71.233333	200011
AR632		10	KZMP	ET		TVC	2	US	1	113	063	N44180000	44.300000	W084100000	-84.166667	199903
AR632		15	KZMP	ET		TVC	2	US	1	032	075	N45450000	45.750000	W084390000	-84.650000	199903
AR632		20	KZMP	IP		TVC	2	US	1	097	059	N44345400	44.581667	W084101800	-84.171667	199903
AR632		25	KZMP	AN		TVC	2	US	1	052	075	N45280700	45.468611	W084105500	-84.181944	199903
AR632		30	KZMP	AP		TVC	2	US	1	052	075	N45280700	45.468611	W084105500	-84.181944	199902
AR632		35	KZMP	AP		TVC	2	US	1	040	061	N45275600	45.465556	W084391600	-84.654444	199902
AR632		40	KZMP	AP		TVC	2	US	1	099	039	N44351900	44.588611	W084381300	-84.636944	199902
